"代號","名稱","成交","漲跌幅","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","3日最高股價","5日最高股價","10日最高股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","3日最低股價","5日最低股價","10日最低股價","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減","01/03成交量(張)","12/30成交量(張)"
="1216","統一","68.4","-0.29","-0.44","-0.15","+0.74","+1.33","+1.33","-7.44","69.6","69.6","69.6","69.6","69.6","76","76.9","68.3","68.2","67.5","67","65.4","65.4","64.2","+0.88","+7.87","+0.09","+0.43","4,164","3,024"
="1236","宏亞","30.3","-5.46","+4.12","+4.48","+0.66","+44.3","+118","+94.2","35.25","35.25","35.25","35.25","35.25","35.25","35.25","28","26.5","26.5","20.25","13.75","13.5","13","-0.64","-0.63","-3.72","-3.93","5,948","1,388"
="1301","台塑","105.5","+1.44","+0.48","+1.44","+2.43","+1.93","-4.95","-1.86","106","106","106","106","121","121","121","104","103","101.5","101","101","95.6","86.6","-0.36","-5.05","+0.91","+0.93","5,840","4,652"
="1303","南亞","86.3","+1.05","+0.35","+0.47","+2.37","+3.23","-1.03","-0.23","86.6","86.6","86.6","86.6","91.7","93.1","93.1","85.4","85.4","83.5","82.5","82","81.6","65.6","+23.4","+16.5","+0.29","+0.15","6,299","5,477"
="1316","上曜","20.8","-2.35","+3.48","+2.97","+3.48","+2.46","+49.6","+64.4","21.6","21.6","21.6","21.6","23.35","23.35","23.35","20.2","19.95","19.9","19.7","13.7","11.3","10.05","-2.9","-2.51","+0.21","+0.47","6,313","10,359"
="1326","台化","80.8","0","-0.25","+0.5","+1.89","+1.89","-2.06","-6.59","81.5","81.5","81.5","81.5","84.9","87.3","95.5","80.5","80.2","78.6","78.6","78.1","78.1","77.3","+35.4","+37.1","0","+0.01","2,353","2,475"
="1402","遠東新","29.15","-0.51","0","+0.87","+3.74","+3","-0.68","-10.2","29.5","29.5","29.5","29.5","30.4","33.75","35.55","28.95","28.85","28.2","28.1","27.75","27.75","26","-4.77","+14.7","-0.01","-0.01","4,405","4,741"
="1434","福懋","29.2","+0.17","0","-0.68","+2.46","+0.52","-2.67","-10.4","29.5","29.6","29.6","29.6","30.8","33.7","34.5","29.1","29","28","28","28","28","28","+6.68","-7.3","+0.06","+0.05","2,218","1,335"
="1477","聚陽","246.5","-0.2","-0.4","-1.6","-0.2","+4.01","+4.01","-6.81","255.5","255.5","255.5","255.5","255.5","265.5","291.5","245","245","241.5","236","204.5","204.5","183.5","+8.97","+2.75","-0.02","-0.04","1,168","506"
="1504","東元","31.25","-1.26","-0.79","+0.81","+1.13","+3.31","+2.63","-5.3","32","32","32","32","32","34.8","36.6","31.25","30.85","30.6","30","29.85","28.5","26.8","+10.8","+17.4","+0.05","+0.06","1,357","2,504"
="1524","耿鼎","11.35","0","+2.25","+1.79","+4.13","+13.5","+18.2","+4.61","11.7","11.7","11.7","11.8","11.8","11.8","12.95","11.05","11","10.6","9.99","9.5","9.5","8.56","+5.69","+3.57","0","0","1,653","1,152"
="1529","樂士","24.35","+2.1","+12","+14.1","+22.7","+13","+47.1","+39.9","25.5","25.5","25.5","25.5","25.5","25.5","25.5","21.85","21.45","19.55","19.55","15.55","15.1","14.85","-3.09","+0.12","+0.34","+0.36","6,657","5,901"
="1560","中砂","115","-4.96","+7.48","+21.4","+29.2","+28.3","+71.1","+70.9","126.5","126.5","126.5","126.5","126.5","126.5","126.5","107","95.9","89","87.8","65.4","62.2","57.6","+0.48","+2.45","+7.4","+12","23,011","74,964"
="1599","宏佳騰","51.8","+2.17","+10.1","+6.04","+19.6","+19.5","+34.5","+20.6","53.8","53.8","53.8","53.8","53.8","53.8","55.2","47.55","46.95","43.3","42.8","37.05","37.05","35.25","+0.54","-1.13","-0.18","-0.09","1,851","3,305"
="1605","華新","26.25","-0.94","-1.13","0","+1.35","0","+10.3","-6.42","26.6","26.65","26.65","27.2","28.7","30.7","32.35","26.15","26.15","25.8","25.75","23.1","23.1","16.3","+4.73","+11.1","+0.04","+0.11","3,829","7,443"
="1611","中電","21.95","-0.45","+1.15","+2.81","+7.6","+29.1","+118","+86.8","22.3","22.3","22.7","22.7","22.7","22.7","22.7","21.5","20.95","20.25","17","9.95","9.95","9.48","+18.7","+11.9","+0.08","-0.1","5,855","11,041"
="1616","億泰","11.7","-3.7","+0.86","+3.08","-2.5","-8.24","+48.1","+10.9","12.75","12.75","12.75","13.15","13.15","13.15","13.35","11.55","11.3","11.3","10.8","7.61","7.61","5.12","-0.31","+0.65","0","0","2,621","6,895"
="1709","和益","24.4","+5.63","+6.32","+8.2","+12.2","+7.73","+23.5","+16.2","24.95","24.95","24.95","24.95","25.45","25.45","25.45","22.65","22.45","21.8","21.5","19.25","18.65","13.85","+10.1","+21.3","-0.75","+0.23","12,503","2,678"
="1710","東聯","22.45","+0.22","+1.13","+1.58","+1.81","+0.22","+1.13","-9.66","22.7","22.7","22.7","22.85","27.7","27.7","27.85","22.1","22.1","21.5","21.4","21.4","19.9","17","+34.4","+15.4","+0.01","+0.01","2,556","3,236"
="1711","永光","28.4","+4.22","+7.37","+8.4","+9.86","+8.6","+18.3","+38.5","29.25","29.25","29.25","29.25","32.45","32.45","32.45","26.45","25.95","25.9","25.7","23.1","17.5","15.1","+2.19","+0.83","+2.01","+0.77","46,548","28,127"
="1714","和桐","11.25","+0.9","+2.74","+3.69","+4.17","-3.02","+11.4","-10","11.4","11.4","11.4","11.65","11.85","12.95","13.5","11","10.85","10.6","10.6","9.95","9.95","8.96","+34","+27.5","+0.05","+0.06","7,091","2,424"
="1717","長興","40.3","-0.49","+7.9","+8.48","+10.3","+10.6","+13.2","-1.83","41.9","41.9","41.9","41.9","41.9","44","47.1","37.45","37.1","36.15","36.15","35.1","34.8","32.7","+2.13","+4.26","+0.1","+0.11","16,958","31,416"
="1721","三晃","27.8","-1.24","-1.07","-3.81","+12.6","-2.8","+196","+175","29.1","30.55","30.55","30.55","33.45","33.45","33.45","27.5","27.5","24.6","24.2","9.29","8.95","8.95","+1.3","-0.43","-1.63","-3.09","10,049","11,751"
="1722","台肥","69.4","-0.86","+0.73","+1.02","-1.56","+1.17","-0.14","+18.2","71","71","71.1","71.2","73.2","73.2","73.2","68.9","68.4","68.4","67.8","66","55.1","49.95","+2.94","+1.32","-0.97","-0.91","1,550","3,303"
="1723","中碳","119","-1.24","+0.42","+1.28","+3.48","+3.48","+6.73","+1.71","123.5","123.5","123.5","123.5","130.5","130.5","130.5","117.5","117","114","113.5","109.5","101.5","100","-1.17","-0.79","+0.12","+0.12","1,212","3,426"
="1727","中華化","50.6","-0.39","+2.85","+2.43","+9.52","-3.07","+93.9","+228","52.9","52.9","54.1","54.1","61.6","61.6","61.6","49.1","48.25","46.05","45.9","24.85","13.85","10.35","+0.51","+0.04","-2.03","-7.67","5,057","11,659"
="1773","勝一","175","-0.28","+7.69","+21.5","+25.4","+23.2","+34.1","+33.1","183","183","183","183","183","183","183","163","146","139.5","139","129","120.5","99.8","+3.01","+3.57","+0.86","+1.74","4,230","10,671"
="1785","光洋科","50.2","-1.76","+1.62","+1.62","+3.93","+0.4","+0.6","-0.2","52.3","52.3","52.3","52.3","58.9","58.9","62.4","49.4","49.4","48.1","48.1","47.75","44.05","39.1","+1.94","+3.37","+0.73","+0.69","4,280","17,032"
="1810","和成","17.25","-2.27","-0.86","-3.09","+1.47","+6.81","+25.9","+42","18.1","18.1","18.3","18.3","18.3","18.3","18.3","17.2","17.2","17","16.05","12.55","10.2","8.9","+14.3","+7.07","+0.07","-0.02","2,029","2,148"
="2006","東和鋼鐵","67","-0.15","-0.45","-2.19","0","+11.5","+74.3","+16.9","67.6","68.8","69.3","69.3","69.3","69.3","69.3","66","66","65.6","58.2","37","37","31","+16.5","+6.82","-0.14","-0.35","2,682","1,208"
="2101","南港","40.2","+0.25","+1.52","+3.47","+3.88","+2.68","+0.37","+0.37","40.45","40.45","40.45","40.45","41.85","42","45.7","39.6","38.85","37.9","37.9","37.9","36.6","34.55","+3.19","+4.1","+0.11","+0.1","2,067","24,948"
="2103","台橡","40.05","-0.87","-3.03","-1.11","+5.39","+21.9","+35.8","+17.3","43.9","43.9","43.9","43.9","43.9","43.9","43.9","39.55","39.55","38.6","32.75","29","29","19.5","+2.93","+4.62","-0.03","-0.11","8,487","15,457"
="2104","國際中橡","27.8","-1.42","+0.72","+1.09","+3.54","+8.59","+23.3","+1.83","28.45","28.45","28.45","28.45","29.7","29.7","32.9","27.6","27.35","26.95","25.55","22.3","22.15","22.1","+11.2","+15","+0.06","+0.08","4,463","3,700"
="2201","裕隆","42.85","+2.27","+2.39","+1.3","+2.39","+3.38","+5.54","+0.12","43.2","43.2","43.2","43.2","45.15","45.35","53.1","41.8","41.8","41.5","41.05","39.6","36.05","35.7","+11.8","+7.16","+0.04","+0.02","10,818","3,952"
="2301","光寶科","63.4","-0.63","-0.63","+1.12","+2.42","+4.62","+1.93","+9.5","64.2","64.2","64.2","64.2","65.8","65.8","67.9","62.9","62.6","60.8","60.4","59.7","56.6","49.8","+29.7","+19.5","+0.26","+1.04","2,505","2,010"
="2303","聯電","63.4","-2.46","-2.01","-1.4","+1.77","-7.17","+4.28","+16.5","65.5","65.5","65.5","68.2","68.5","72","72","63.2","63.2","62","61.5","56.4","50.2","43.05","-6.67","+5.18","-0.06","+0.09","120,579","48,163"
="2305","全友","10.15","-0.49","+3.05","0","+9.85","+15.6","+33.6","+16.3","10.9","10.9","10.9","10.9","10.9","10.9","12.1","9.76","9.7","9.11","8.59","7.41","7.41","7.39","+0.36","+0.55","+6.4","+6.08","32,583","4,888"
="2308","台達電","282","+2.55","+1.62","+4.25","+4.83","+7.84","+17.5","-7.24","282.5","282.5","282.5","282.5","282.5","335","335","275","271","263.5","258.5","234.5","234.5","234.5","+3.79","+10.2","-0.17","+0.87","6,017","2,326"
="2312","金寶","15.75","-2.48","-0.32","-2.78","+5.35","+19.3","+30.2","+14.5","16.35","16.6","17","17","17","17","18.8","15.75","15.7","14.6","13.05","11.7","11.35","11.35","-7.85","-11.4","-0.24","-0.83","22,834","22,991"
="2313","華通","43.8","+0.11","-0.45","-0.23","+2.7","+6.31","+22.7","+1.15","44.25","44.4","44.4","44.4","45.7","47.9","47.9","43.25","43.25","42.3","41.35","34.85","34.85","31.7","+3.62","+9.52","+0.16","+0.45","4,430","7,158"
="2316","楠梓電","35.2","-4.86","-4.35","+2.47","+17.3","+21","+33.8","+15","37.8","39.9","39.9","39.9","39.9","39.9","39.9","35","35","29.8","28.9","26","26","24.9","-2.45","-0.81","+0.91","+2.42","4,562","7,781"
="2323","中環","12.55","+9.61","+32","+36.9","+39.3","+39.4","+52.5","+22.4","12.55","12.55","12.55","12.55","12.55","12.55","12.55","10.45","9.19","8.91","8.87","8.02","8.02","7.99","+6.49","+3.19","+19.1","+18.9","197,108","83,799"
="2324","仁寶","24.3","+0.41","+0.41","+1.04","+1.25","+4.29","+2.97","+9.21","24.3","24.3","24.3","24.55","24.85","24.85","27.95","24.1","24.05","23.75","23.2","23.15","21.25","20.6","+3","+11.4","+0.09","+0.15","7,231","8,491"
="2330","台積電","631","+2.6","+2.6","+4.47","+3.95","+3.78","+10.3","+6.77","632","632","632","632","632","638","679","614","604","595","595","560","551","518","+35.1","+40.1","+0.61","+0.91","73,703","20,522"
="2337","旺宏","41.1","-2.61","-1.44","-0.36","+1.86","-3.07","+15.9","-8.97","42.5","42.5","42.5","42.65","44.25","48","50","41.1","41.1","40.2","39.9","34","34","34","-9.46","-0.78","-0.08","+0.22","17,478","22,619"
="2338","光罩","108","0","+3.85","+9.09","+11.9","-1.37","+50.8","+20.8","113.5","113.5","113.5","117","117","117","117","102","99.7","95.4","95.4","69.3","69.3","36.5","+2.17","+1.71","+1.2","+1.48","20,427","58,901"
="2340","台亞","70.5","-0.84","-10.5","-3.69","+17.7","+19.9","+130","+138","80.4","80.4","80.4","80.4","80.4","80.4","80.4","69.6","69.6","59.5","56.8","29.3","28.2","21.85","-5.74","-1.34","-7.47","-9.13","37,589","59,175"
="2342","茂矽","50.4","+1.51","0","+1.41","+8.62","+2.23","+20.4","+14.9","52","52","52","57","57","57","57","49.25","49.25","46.15","45.6","39","37.95","26.3","+9.75","+5.51","-0.39","-0.97","10,309","2,752"
="2344","華邦電","32.1","-5.59","+1.58","+1.42","+5.07","-1.53","+28.1","-8.81","34.05","34.05","34.05","34.05","34.05","38.5","38.9","31.6","31.4","30.25","29.85","23.75","23.75","23.75","+7.3","+6.28","-0.12","+0.32","122,121","229,671"
="2347","聯強","66.1","-0.15","-0.6","-0.6","-0.45","+10.9","+29.4","+28.3","66.7","66.7","67.7","68","68","68","68","65.2","65.2","62.6","59.7","50.5","50.5","45.1","+6.72","+13.5","+0.5","+1.33","4,186","2,106"
="2349","錸德","11.4","-2.98","+11.2","+14.3","+20","+24.2","+24.6","+11.8","12","12","12","12","12","12.2","14.1","10.4","9.98","9.4","9.08","8.9","8.9","8.35","+4.11","+5.43","0","0","22,508","43,107"
="2351","順德","171","-2.56","+6.21","+5.56","+9.27","+4.27","+37.3","+17.9","179","179","179","179","200","200","200","161","160","155.5","155.5","120.5","116.5","72.2","+8.6","+7.25","+0.79","+0.42","9,262","18,557"
="2353","宏碁","30.1","-1.15","-0.17","+0.84","+0.33","-0.17","+26.2","+3.97","30.75","30.75","30.75","30.9","30.9","30.9","35.85","30","29.75","29.7","28.55","23.45","23.45","23.25","+10.4","+17.6","-0.51","-0.58","15,425","17,014"
="2354","鴻準","64.2","-1.08","-1.23","-0.62","+0.47","-0.31","-9.45","-4.18","65.4","65.4","65.4","65.8","71.8","71.8","79.6","64","64","63.6","63.6","63.5","61.3","53.9","+14.4","+19","0","0","2,493","2,133"
="2355","敬鵬","38.3","+4.36","+2.41","+2.68","+6.69","+6.39","+35.8","+16.1","39","40","40","40","40","40","40.45","36.55","36.55","35.5","34.2","27.2","27.2","23.85","+18.8","+4.8","+0.8","+0.64","22,032","3,631"
="2356","英業達","25","+0.2","0","0","-1.19","-2.53","-3.29","-7.41","25.2","25.2","25.2","25.9","27.1","27.6","28","24.9","24.85","24.65","24.65","24.65","23.1","22.65","-14","-7.95","-0.21","+0.18","3,295","3,246"
="2357","華碩","373.5","-0.66","0","+0.95","+1.91","+2.19","+15.3","-0.66","377.5","377.5","377.5","377.5","378","382.5","428","371.5","369","364.5","360","320.5","307","250","+4.63","+8.01","+0.02","+0.09","1,761","2,780"
="2359","所羅門","26.25","+9.83","+32.6","+39.3","+45.8","+51.7","+55.3","+51.7","26.25","26.25","26.25","26.25","26.25","26.25","26.25","21.75","19.05","17.55","17.15","16.75","16.65","15.25","-0.88","-0.79","+4","+4.18","35,763","5,766"
="2363","矽統","25.75","-2.09","-0.19","+0.98","+2.18","-3.74","+12","+12.4","26.55","26.55","26.55","27","28.6","31.8","31.8","25.7","25.45","25","25","22.2","22","15.2","+3.57","+4.71","+0.01","+0.27","8,944","13,385"
="2367","燿華","20.1","0","+0.75","-0.74","+8.36","+8.65","+20","-8.84","20.5","20.5","20.5","20.5","23.1","24.75","24.75","19.95","19.95","18.45","18.35","16.05","16.05","16.05","+24","+22.5","-0.19","-0.4","4,312","4,122"
="2368","金像電","78.4","+3.16","+4.12","-1.38","+9.19","+7.25","+28.3","+13.6","79.5","84.2","84.2","84.2","84.2","84.2","84.2","75.5","75.2","71.4","69.6","59.1","56.5","38.65","+23.7","-3.25","+1.28","-5.99","20,953","8,730"
="2369","菱生","27.85","+0.54","+3.72","+1.83","+6.91","+3.15","+13.7","+34.9","28.2","28.2","28.2","28.2","29.45","32.3","32.3","26.9","26.85","25.7","25.65","23.2","20.1","13.1","+6.04","-0.35","+0.45","-0.94","17,807","12,312"
="2371","大同","32.8","+0.61","+1.71","+3.8","+2.82","-5.2","+1.39","+33.9","33.3","33.3","33.3","35.45","39.9","39.9","39.9","32.1","31.7","30.95","30.35","30.35","23.65","20.25","+5.85","+4.62","-0.03","-0.13","31,262","17,261"
="2374","佳能","30.35","-0.98","-8.17","-0.33","+25.9","+27.3","+100","+91.5","33.85","33.85","33.85","33.85","33.85","33.85","33.85","30.1","29.6","23.2","22.8","15","14.45","13.55","-1.09","+1","-17","-6.05","21,114","40,409"
="2376","技嘉","156.5","+0.64","0","+0.32","+1.29","+11","+84.6","+40.4","157.5","159.5","160","165","165","165","165","152","152","149","132","83","80.5","74.6","-4.98","-3.2","+0.91","+0.75","8,039","5,480"
="2379","瑞昱","573","-1.21","-1.72","+1.6","+1.06","+3.24","+23.2","+9.98","594","594","594","594","594","621","621","571","567","552","541","445","445","383","+2.86","+5.31","-0.57","+0.16","1,956","585"
="2380","虹光","17.35","+9.81","+8.44","+5.15","+3.89","+26.2","+82.6","+42.2","17.35","17.35","18.3","18.3","18.3","18.3","18.3","15.5","15.5","15.5","12.8","8.7","8.7","6.99","+4.88","+5.5","0","0","8,888","1,870"
="2382","廣達","93.7","-1.06","-1.06","+3.54","+5.4","+6.72","+21.2","+3.88","96","96","96","96","96","96","102","93.3","90.7","87.8","86.9","76.3","72.5","72.5","+6.08","+4.57","+0.1","+0.79","7,773","8,718"
="2383","台光電","277.5","-0.18","0","+0.36","+0.36","+1.09","+32.5","+24.4","298","298","298","298","298","298","298","275","273.5","270.5","268","200","200","141.5","+2.68","+5.49","-1.57","-1.44","4,495","752"
="2388","威盛","86.4","+0.58","-0.23","-1.48","+0.12","-4.42","+117","+38.5","87.8","90.2","90.4","94.7","103.5","103.5","103.5","85.4","85.4","84.9","81.9","38.05","38.05","38.05","+11.3","+2.65","-0.15","+0.51","6,043","4,309"
="2392","正崴","41.35","+4.55","+4.95","+6.03","+7.4","+8.39","+12.2","-4.61","41.35","41.35","41.35","41.35","41.35","47.95","51.5","39.05","39","38.4","37.95","36.35","36.3","36.3","+10.6","+11.7","+0.06","+0.01","8,102","971"
="2401","凌陽","38.6","-0.64","-1.03","+0.39","+0.65","-6.42","+20.6","+17","39.55","39.55","39.55","41.8","44.9","47.55","47.55","38.55","38.3","38.1","37.9","30.6","30.6","17.2","+0.94","+1.93","-0.93","-1.81","2,932","3,515"
="2405","浩鑫","18.85","-7.14","-2.33","-4.31","+3.01","+49","+79.5","+55.1","21.5","21.5","21.5","21.5","21.5","21.5","21.5","18.35","18.35","17.3","12.6","10.35","10.1","10.1","-3.5","-1.85","0","0","15,963","29,845"
="2406","國碩","34.3","-1.01","0","-2.28","-2.7","+38","+58.1","+42.6","35.2","35.95","36.45","37.7","37.7","37.7","37.7","34.25","34","33","24.9","20.7","20.2","14.5","-6.31","+3.06","-3.83","-4.2","3,647","3,711"
="2412","中華電","115.5","-0.86","-0.43","0","+0.43","+1.76","+4.05","+0.87","117","117","117","117","117","118.5","118.5","114.5","114.5","114","113","110","109","108","+14.2","+23.2","-0.18","+1.24","6,901","4,167"
="2419","仲琦","24.05","+0.84","-0.62","+1.48","-0.41","-0.21","+27.6","+15.1","24.15","24.45","24.45","27.5","27.5","27.5","27.5","23.65","23.65","23.6","23.5","18.55","17.9","17.9","-6.89","-5.46","+0.09","-0.08","1,519","882"
="2426","鼎元","28.3","-0.18","-1.05","-4.71","+1.62","-2.41","+38","+4.81","28.85","29.65","29.9","32.95","32.95","32.95","32.95","28.05","28.05","27.45","27.3","19.7","19.7","16.35","+16.7","-2.16","-0.06","-0.41","2,355","2,696"
="2427","三商電","13.9","+6.51","+14.4","+18.8","+19.8","+25.8","+33","+21.4","14","14","14","14","14","14","14.45","12.15","11.8","11.45","11","10.25","10.25","10.25","+0.57","+0.88","+0.85","+0.85","5,867","3,883"
="2431","聯昌","14.25","+2.89","+3.26","+2.89","+10.9","+9.2","+33.8","-1.04","14.85","14.85","14.85","14.85","14.85","15.75","16.9","13.6","13.55","12.6","12.6","10.3","10.3","10.25","-0.01","-0.03","+2.58","-0.42","21,966","679"
="2436","偉詮電","95.7","-0.93","-1.44","+0.31","-0.93","-3.33","+22.8","+18.3","98.8","100.5","102","102","115.5","115.5","115.5","95.5","95.5","95.3","88","70.4","65","41.55","-1.01","+0.07","-0.36","-0.08","6,043","3,512"
