"代號","名稱","成交","漲跌幅","2日累計漲跌(%)","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","一年累計漲跌(%)","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減"
="2476","鉅祥","63.9","+1.27","+5.27","+2.57","+8.31","+4.93","+5.79","+3.57","+82.3","+221","55.8","46.8","33.6","19.75","65.5","69","69","69","23.7","24.4","+0.51","+0.62"
="2481","強茂","113","+1.35","+5.61","+2.26","+6.6","+4.15","+2.73","+19.6","+112","+155","95","78","53.4","39.6","116.5","125","125","125","7.11","7.53","+6.3","+5.55"
="2482","連宇","15.8","+9.72","+11.3","+10.9","+15.3","+0.96","+13.3","+32.2","+45","+49.8","13.6","12.05","10.75","9.9","16.3","16.3","16.3","16.3","3.58","3.26","+0.11","-12.6"
="2484","希華","39.25","-2.61","-2.48","-4.96","-2","-10.6","+17.5","+21.5","+35.3","+69.9","33.4","28.45","28.35","21.6","46.1","46.1","46.1","46.1","-20.2","-13.7","-0.03","-0.37"
="2497","怡利電","77.6","+9.92","+17.9","+13.1","+28.5","+62.9","+94.2","+137","+177","+173","38.45","28.6","27.9","25.4","77.6","77.6","77.6","77.6","10.2","4.59","-3.41","-9.45"
="2498","宏達電","86.1","+1.06","+7.36","+3.24","+10.4","-0.69","+23","+144","+140","+175","69.7","33.7","33.7","27.7","97.3","97.3","97.3","97.3","3.44","0.78","+2.12","-1.61"
="2504","國產","27.25","+1.3","+2.06","+1.87","+2.25","+0.37","+10.3","+19","+8.57","+9.88","24.7","22.25","21.1","20.6","28.6","28.6","28.6","30.9","8.17","14.3","-0.03","-0.04"
="2537","聯上發","10.75","+1.42","+2.87","+1.9","+3.86","+1.42","+8.37","+7.61","+17.7","+4.88","9.87","9.3","9.06","7.92","11.15","11.15","11.15","11.15","30.2","16.8","0","0"
="2538","基泰","13.8","-1.43","-3.16","-7.07","-1.78","+4.94","+7.81","+11.7","+39.7","+33.3","12.8","11.3","9.83","9.2","15.8","15.8","15.8","15.8","-22.6","-12.6","-0.09","-0.02"
="2542","興富發","46.4","+0.22","+0.22","-0.64","-0.11","-0.32","+4.15","-3.63","+11.7","+6.67","44.55","44.15","41.25","40.4","48.7","48.7","49.8","49.8","-2.49","-6.38","-5.58","-9.35"
="2610","華航","26.55","+2.91","+1.72","-1.67","+7.27","-3.28","+35.8","+66.5","+40.8","+145","19.85","15.4","15.4","9.97","31.15","31.15","31.15","31.15","-8.37","-2.95","-3.84","-14.7"
="2618","長榮航","26.2","+4.17","+4.8","+1.35","+10.3","-0.76","+21.3","+48","+28.7","+97","21.95","17.05","17.05","11.9","29.4","29.4","29.4","29.4","-1.09","-0.06","+2.26","+0.07"
="2633","台灣高鐵","29.55","-0.34","-1.17","-1.17","+0.17","-0.51","+1.72","-1.17","+1.2","-6.49","28.95","28.2","28.2","26.8","30.7","30.7","31.1","31.8","4.85","0.15","-0.22","-0.17"
="2801","彰銀","16.7","+0.3","+0.91","+0.3","0","-2.91","+0.6","+0.3","0","-5.92","16.4","16.1","15.95","15.95","17.4","17.4","17.4","18.3","-18.4","-38.1","0","-2.7"
="2809","京城銀","40.1","-0.99","-1.11","-1.23","-0.62","-2.79","-2.08","-7.39","-0.37","+2.82","39.9","39.9","39.25","37.55","42.1","43.95","44.6","44.6","-43.9","-54.8","+2.15","+1.98"
="2812","台中銀","11.95","-0.42","0","-0.42","0","-1.24","0","+2.14","+4.37","+9.13","11.9","11.35","11.35","10.65","12.25","12.25","12.25","12.25","22.3","-5.51","+1.21","+0.22"
="2823","中壽","30.7","+0.16","+0.66","+0.49","+0.82","+0.33","+6.41","+6.97","+25.3","+38.6","28.85","28.55","24.15","21.9","31.25","31.25","31.25","31.25","41.5","29.3","+0.01","+0.09"
="2834","臺企銀","9.64","-0.21","+0.21","0","-0.41","-2.82","+1.8","-1.43","+1.37","-2.43","9.47","9.39","9.36","9.1","10.05","10.05","10.05","10.3","-52.3","-42.3","+0.06","+0.03"
="2845","遠東銀","10.55","0","+0.96","+0.48","+0.48","-2.31","+0.48","-4.09","+0.48","-2.31","10.4","10.3","10.3","10.2","10.9","11.15","11.15","11.2","17.5","5.2","0","-0.03"
="2880","華南金","20.7","+0.49","+0.73","+0.49","+1.22","-0.96","+1.72","-1.19","+13.7","+13.7","20.2","19.95","18","17.15","21.35","21.35","21.35","21.35","8.18","-17.4","+0.19","+0.24"
="2881","富邦金","74.1","+0.27","+0.54","0","+0.82","-0.4","+2.21","-4.02","+1.23","+64.1","72.4","72","69.7","44.1","77.2","83.2","85.7","85.7","-8.65","-23.7","0","-0.49"
="2882","國泰金","60","+0.17","+0.84","+0.17","+1.18","-1.8","+2.56","+1.35","+9.69","+47.2","58.2","55.4","51.5","39.9","63.5","63.5","63.5","63.5","-8.39","-13.6","-0.84","-0.73"
="2883","開發金","16.45","+0.61","+1.86","+1.23","+1.54","-1.5","+16.3","+19.2","+31.6","+82.8","14.15","13.65","12.1","8.86","17.5","17.5","17.5","17.5","-14","-9.96","-0.87","+4.17"
="2884","玉山金","27.9","+0.18","+0.72","+1.27","+2.57","+1.45","+4.1","+6.29","+7.72","+9.84","26.7","25.8","25.35","23.6","28.25","28.25","28.25","28.25","30.7","-1.43","+0.42","+0.1"
="2885","元大金","24.9","+0.61","+1.43","+2.26","+2.47","-0.4","+1.01","+1.63","-2.35","+28.4","23.7","23.7","23.15","19.15","25.4","25.4","27.8","27.8","11.7","-18.9","+1.64","-1.57"
="2886","兆豐金","34.6","+1.32","+1.02","+1.32","+2.06","+1.32","+2.67","+6.46","+4.53","+18.9","33.45","31.85","30.6","28.15","34.75","34.75","34.75","34.75","-8.4","-13","+2","+1.53"
="2887","台新金","18.7","+0.81","+0.54","+0.27","+2.75","0","+2.47","+4.18","+23","+41.1","18","17.65","14.7","12.5","19.45","19.45","19.7","19.7","11.7","-2.53","-1.52","+0.08"
="2888","新光金","10.6","+0.47","+1.44","-0.47","-0.47","-7.02","+8.94","+13.4","+6.85","+22.4","9.73","9.07","8.93","8.03","11.7","11.7","11.7","11.7","-30.2","-23.7","-1.04","-3.07"
="2889","國票金","15.85","-0.31","-0.31","-0.31","0","-1.55","+0.32","-0.94","-6.21","+31","15.65","15.45","15.45","11.95","16.45","16.45","17.7","18.2","-2.64","-8.68","+0.31","+0.42"
="2890","永豐金","15.35","+0.99","+1.32","+1.32","+2.33","+0.99","+8.48","+9.25","+12.5","+35.8","14.1","13.65","13.2","10.95","15.65","15.65","15.65","15.65","11.2","4.92","-0.86","-0.62"
="2891","中信金","25.45","+0.99","+1.8","+2.41","+4.73","+4.3","+9.7","+11.4","+12.9","+29.8","23.2","22.2","21.05","19","25.45","25.45","25.45","25.45","42.4","21.7","+0.55","+0.36"
="2892","第一金","23.8","+0.21","+0.42","+0.85","+2.15","+0.42","+3.48","+5.08","+7.69","+11.5","22.9","22.1","21.95","20.2","24.05","24.05","24.05","24.05","3.79","-10.2","+0.03","-1.14"
="3006","晶豪科","173","+1.17","+3.59","+3.28","+10.9","+4.85","+19.7","+26.7","+27.7","+216","138","110","110","53.5","174.5","174.5","213","213","9.55","8.89","+0.9","+0.73"
="3016","嘉晶","150","-1.96","+1.35","+1.01","+1.01","+0.67","+47.8","+70.1","+126","+122","95.5","75.8","66.3","54.7","154.5","154.5","154.5","154.5","1.43","4.21","-3.54","-5.37"
="3017","奇鋐","89.2","+1.71","+3.72","+0.79","+3.12","+0.9","+10.3","+16.8","+23.9","+25.6","79.5","71.2","66.8","52.5","92.3","92.3","92.3","92.3","7.92","14","+0.24","+0.8"
="3019","亞光","97.6","+0.72","+0.62","-3.84","+3.72","+0.1","+12.1","+20.3","+20.6","+32.4","83.9","70","70","66.5","103.5","103.5","103.5","103.5","-6.52","-1.18","-0.43","-0.07"
="3033","威健","29.05","-0.51","-0.51","-2.19","+0.35","-0.68","+3.01","+20.5","+22.1","+50.1","28.1","24.15","21.7","18","33","33","33","33","-1.59","8.75","+0.48","+1.38"
="3035","智原","178.5","-6.05","-3.25","-4.55","-2.46","-6.05","-9.39","+63.8","+151","+234","171.5","93.4","69.5","48.3","207.5","219","219","219","-2.04","-2.07","+0.06","+1.77"
="3037","欣興","219","+0.69","+2.82","-2.01","+2.82","+11.7","+12.3","+41.7","+71.8","+169","187","115","115","80","229.5","229.5","229.5","229.5","-6.23","-2.89","-0.96","+0.97"
="3041","揚智","33.4","-3.33","-0.45","-4.02","+0.91","-13.9","+21.5","+14.8","+26.5","+8.09","27.4","22.7","22.7","20.6","41.3","41.3","41.3","41.3","-6.12","-4.78","+0.06","-0.41"
="3045","台灣大","98","-0.31","-0.81","-0.31","-0.2","-1.11","-1.11","-0.61","-2.97","+0.41","97","97","96","95.5","100.5","100.5","109.5","109.5","-1.41","-30.2","0","0"
="3049","和鑫","13.85","+1.47","+4.14","+0.73","+2.97","-8.58","+11.7","+23.1","+7.78","+15.9","12.35","10.6","10.6","9.35","16","16","16","16","1.94","-1.83","+0.23","+0.14"
="3050","鈺德","17.85","-0.28","+1.13","0","+4.39","-0.56","+1.42","+19","+22.3","+4.69","16.35","13.55","13.55","12.5","18.5","18.5","18.5","21.9","27.1","28.4","+0.1","+0.14"
="3051","力特","11.25","+2.74","+3.21","+0.45","+0.45","-2.6","+7.66","+22.4","+38","+97.4","10.05","8.5","8.11","5.25","12.4","12.4","13.9","13.9","-1.19","6.31","0","0"
="3062","建漢","31.45","-1.56","+2.78","-3.38","-2.63","-11.9","+19.8","+74.2","+79.2","+97.2","25.5","17.05","16.6","14.55","37.65","37.65","37.65","37.65","-2.23","-4.95","-0.97","-4.2"
="3090","日電貿","56.7","+2.16","+2.72","+2.53","+9.04","+8.62","+10.5","+12.1","+8","+17.8","51","48.8","48.7","46.3","57.7","57.7","60.6","63.1","-2.28","0.87","+0.08","+0.13"
="3141","晶宏","248","+1.02","+7.13","+9.25","-0.6","-5.34","+11","+37.8","+207","+533","212","130","82.1","38.3","285","285","285","285","-2.39","-4.61","+0.04","-1.23"
="3169","亞信","290","+6.23","+11.1","+7.61","+15.3","+16.5","+65.2","+119","+137","+565","166","112","112","41.3","299.5","299.5","299.5","299.5","0.22","0.8","+3.51","+3.66"
="3189","景碩","237","-1.66","+3.04","+3.95","+1.28","-0.42","-5.01","+3.49","+88.1","+176","220","181","113","73.1","257.5","257.5","257.5","257.5","8.62","9.97","+2.24","+5.97"
="3217","優群","127","+2.42","+3.25","+2.01","+15.5","+30.9","+31.5","+28.3","+25.1","+7.17","92.7","79.6","79.6","79.6","130","130","130","138.5","5.77","6.34","-0.36","+0.13"
="3221","台嘉碩","43.5","+0.12","+5.84","-0.46","+10.8","+5.07","+31.8","+37.4","+102","+88.3","33.5","26.1","21.5","17.75","47.6","47.6","47.6","47.6","-3.01","-0.69","+2.43","+2.93"
="3231","緯創","29.3","+0.51","+0.51","0","0","-0.34","-0.85","+6.35","-4.09","-6.39","28.25","26.9","26.55","26.55","29.9","30.05","33.15","34.8","-3.72","9.89","+0.09","-0.03"
="3276","宇環","18.35","+7","+8.26","+6.69","+4.26","+6.07","+7.31","+27.4","+43.4","+83.5","16","14.25","11.9","9.5","18.8","19","19","21.75","9.29","10.4","0","0"
="3290","東浦","22.5","+2.27","+1.81","+9.49","+19","+37.6","+47.5","+77.9","+78.6","+36","14.75","12.35","12.05","11.55","23.15","23.15","23.15","23.15","-0.74","-0.56","-0.38","+3.14"
