"代號","名稱","成交","漲跌幅","2日累計漲跌(%)","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","一年累計漲跌(%)","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減"
="1529","樂士","22.9","+2.46","-1.72","+6.26","+19.3","+31.6","+40.1","+34.3","+35.5","+37.5","16","15.55","15.1","14.85","23.85","23.85","23.85","23.85","0.23","1.03","+0.78","+0.94"
="1539","巨庭","24","-0.62","+7.62","+15.1","+23.1","+24.4","+19.7","+45","+32.2","+21.5","18.85","16.5","16.45","15.8","24.5","24.5","24.5","24.5","1.69","1.97","+0.48","+0.48"
="1560","中砂","89.5","+1.94","0","-0.11","+1.13","-2.4","+6.42","+32.4","+36.9","+37.7","82.1","65.4","62.2","57.6","94.3","94.3","94.3","94.3","-13.3","-11.3","-0.17","-0.34"
="1570","力肯","26.2","+2.54","+0.77","+8.49","+7.38","+13.2","+30.3","+57.4","+63.8","+102","19.4","16.35","15.5","12.75","28.45","28.45","28.45","28.45","-0.46","-2.4","-0.27","-0.22"
="1611","中電","18.85","+5.9","+4.14","+10.9","+25.2","+31.4","+36.6","+87.6","+66.8","+60.4","12.7","9.95","9.95","9.48","19.3","19.3","19.3","19.3","-0.44","-0.65","+1.68","+6.8"
="1810","和成","16.3","-2.98","-0.31","+0.93","-0.31","-0.31","+10.9","+43.6","+39.9","+67.9","14.2","11.25","10.2","8.9","17.45","17.45","17.45","17.45","21.8","10.3","+0.1","+0.15"
="2006","東和鋼鐵","61","+0.33","+2.35","+1.5","","","+46.6","+49.7","+26.6","+83.7","41.25","37","37","31","62.2","62.2","62.2","64.7","12.9","12.9","+0.03","+0.03"
="2301","光寶科","62.3","+1.47","+0.32","+2.81","+2.98","+2.64","+0.97","+4.53","-4.59","+27.3","59.7","58.5","56.1","48","62.6","65.8","67.3","67.9","-11.1","-11.7","+0.07","+0.13"
="2303","聯電","66.5","0","-1.19","-2.64","-0.75","+5.39","+6.4","+1.06","+31.2","+30.6","60.9","56.4","50.2","43.05","68.5","69","72","72","-1.9","4.92","+0.38","+0.84"
="2338","光罩","112","+4.67","+2.28","+2.28","+9.27","+11.4","+19.5","+34.6","+30.7","+171","89.1","69.3","69.3","36.5","117","117","117","117","1.47","1.77","+3.29","+2.85"
="2342","茂矽","53.2","-4.14","-1.85","+7.91","+7.47","+8.13","+22.7","+21.3","+64.2","+48.4","43.6","39","32.6","26.3","57","57","57","57","0.43","-1.9","+2.8","+2.11"
="2347","聯強","62","+1.64","+1.64","+4.03","+4.73","+5.62","+9.35","+17.2","+14.6","+37.2","56.1","50.5","49.8","44.2","62.4","62.4","62.4","62.4","10","15.9","-0.73","-0.44"
="2356","英業達","25.45","-0.78","-0.39","-0.78","-3.05","-1.93","-3.78","+4.09","+0.99","+5.6","25.2","24.25","23.1","22.65","27.1","27.1","27.6","28","1.53","8.79","-2.69","-3.91"
="2374","佳能","23.9","+1.06","0","+0.21","-1.65","+13.8","+27.8","+64.3","+54.7","+65.4","18.6","14.7","14.45","13.45","25.45","25.45","25.45","25.45","0.01","-1.44","-1.08","-1.13"
="2376","技嘉","142.5","+7.55","+5.95","+1.06","+2.52","+6.34","+6.74","+62.5","+25.6","+74.2","127","83","80.5","74.6","148","148","148","148","-4.34","-7.63","-0.02","-0.16"
="2379","瑞昱","565","0","-2.08","+1.8","+2.91","+4.24","+11.9","+7.62","+13.6","+45.2","506","445","445","381.5","581","581","621","621","18.6","18.1","+0.18","-0.68"
="2383","台光電","280","+0.72","+1.63","+2","+0.18","+14.3","+21.7","+26.4","+56.4","+79.5","226.5","200","182","141.5","293.5","293.5","293.5","293.5","21.8","21.5","+0.93","-3.15"
="2405","浩鑫","14.05","+9.77","+10.6","+11.1","+14.2","+14.7","+16.1","+38.4","+9.77","+30.1","11.85","10.1","10.1","10.1","14.05","14.05","14.05","15.3","-11.7","-3.67","0","0"
="2412","中華電","114","0","0","+0.44","+0.88","+0.44","+2.24","+2.7","0","+4.11","110.5","110","109","108","115","115","118.5","118.5","10.4","6.56","-0.18","+0.82"
="2442","新美齊","13.3","+2.31","+6.4","+16.7","+17.2","+14.2","+17.7","+20.9","+33.1","+20.9","11.15","11","9.69","9.08","13.75","13.75","13.75","13.75","-0.39","-2.66","+2.08","+2.33"
="2454","聯發科","1095","+2.82","+0.92","+3.3","+2.82","+5.29","+11.7","+20.1","+13.2","+50","936","839","839","689","1120","1120","1120","1185","-9.2","7.88","-0.98","+0.39"
="2476","鉅祥","65.2","+2.84","+2.03","+3.33","+4.65","+6.36","+7.77","+17.1","+93.2","+225","55.8","46.8","33.6","19.85","66.7","69","69","69","12.6","10.7","+0.35","+0.45"
="2482","連宇","16.4","+4.46","+3.8","+13.9","+15.1","+8.61","+18.4","+28.1","+49.1","+52.6","13.6","12.05","10.75","9.9","16.7","16.7","16.7","16.7","-1.39","-1.12","+17.7","+17.4"
="2497","怡利電","81.5","+7.1","+5.03","+15.4","+18.8","+64.6","+112","+156","+185","+181","38.5","28.6","27.9","25.4","82","82","82","82","7.92","7.09","+2.82","-2.07"
="2537","聯上發","10.8","0","+0.47","+1.89","+2.37","+2.37","+8","+8.98","+18.8","+8.98","9.94","9.3","9.06","7.92","11.15","11.15","11.15","11.15","21.5","25.6","0","0"
="2542","興富發","46.5","0","+0.22","+0.43","-0.43","-0.75","+3.33","-1.59","+11.4","+2.42","44.8","44.15","41.7","40.4","48.7","48.7","49.8","49.8","-14.8","-7.72","-7.79","-8.4"
="2610","華航","28.5","+0.35","+7.34","+10.5","+5.56","-5.16","+35.7","+80.4","+51.6","+164","20.75","15.4","15.4","9.97","31.15","31.15","31.15","31.15","-4.23","-5.88","-2.6","-5.7"
="2618","長榮航","28.65","+2.69","+9.35","+13.9","+10.8","+1.06","+21.9","+61","+40.8","+115","23","17.05","17.05","11.9","29.4","29.4","29.4","29.4","3.5","2.69","-2.82","-0.45"
="2633","台灣高鐵","29.75","+0.34","+0.68","+0.34","-0.5","-0.67","+2.06","+0.34","+1.36","-3.88","29","28.2","28.2","26.8","30.7","30.7","31.1","31.8","-12.9","-0.88","-0.05","-0.24"
="2634","漢翔","29.65","-1","-0.34","+1.02","+1.54","-2.95","+1.72","+8.21","+1.54","+3.67","28.8","27.2","27.2","25.45","30.85","30.85","31.2","32.1","1.73","-10.8","0","-0.06"
="2801","彰銀","16.85","+0.9","+0.9","+1.2","+1.2","-1.46","+1.51","+1.51","+0.6","-2.6","16.4","16.1","15.95","15.95","17.4","17.4","17.4","18.3","-18.4","-19.6","0","0"
="2812","台中銀","12","0","+0.42","0","0","-0.83","+0.42","+3.9","+5.26","+10.1","11.9","11.35","11.35","10.65","12.25","12.25","12.25","12.25","5.73","7.87","+1.34","+1.79"
="2823","中壽","30.7","-0.49","0","+0.16","+0.49","-0.49","+6.04","+6.97","+25.6","+38.9","28.9","28.55","24.15","21.9","31.25","31.25","31.25","31.25","39.1","41.5","+0.03","+0.02"
="2834","臺企銀","9.76","+0.31","+1.24","+1.04","+1.24","-1.41","+2.95","+3.39","+2.95","+0.93","9.47","9.39","9.36","9.1","10.05","10.05","10.05","10.3","-37.4","-44","+0.01","+0.03"
="2838","聯邦銀","12.8","+1.59","+3.64","+4.49","+3.23","+4.49","+7.56","+8.94","+10.3","+23.1","11.8","11.6","11.35","10.3","12.8","12.8","12.8","12.8","27.7","14.6","-0.22","-0.22"
="2845","遠東銀","10.6","+0.47","+0.47","+0.47","+0.95","-0.93","+0.47","-3.64","+0.95","0","10.4","10.3","10.3","10.2","10.9","11.15","11.15","11.2","5.87","12.9","0","0"
="2880","華南金","20.9","+0.48","+0.97","+1.46","+1.46","+0.48","+2.45","0","+14.8","+17.4","20.2","19.95","18","17.15","21.35","21.35","21.35","21.35","-4.66","2","+0.18","+0.37"
="2882","國泰金","60.7","0","+1.17","+1.34","+1.34","-0.65","+3.41","+3.76","+11.8","+48.2","58.2","55.4","51.5","39.9","63.5","63.5","63.5","63.5","6.58","-2.87","+0.02","-0.83"
="2883","開發金","16.5","-1.2","+0.3","+0.92","+1.54","-1.79","+15.4","+20","+32.5","+84.4","14.25","13.65","12.1","8.86","17.5","17.5","17.5","17.5","-7.97","-11.5","-0.43","-2.89"
="2884","玉山金","28","0","+0.36","+0.54","+1.63","0","+4.09","+6.67","+8.95","+11.8","26.8","25.8","25.35","23.6","28.25","28.25","28.25","28.25","35.5","35","+0.05","+0.41"
="2885","元大金","25.05","+0.4","+0.6","+1.21","+2.87","+0.6","+1.42","+1.62","-1.76","+29.5","23.7","23.7","23.15","19.3","25.4","25.4","27.8","27.8","7.58","8.12","-0.2","+1.27"
="2886","兆豐金","35.2","+0.28","+1.73","+3.07","+3.07","+2.47","+4.76","+8.31","+6.83","+22.6","33.45","31.85","30.6","28.15","35.3","35.3","35.3","35.3","16.5","11.9","-1.02","+0.94"
="2887","台新金","18.85","-0.26","+0.8","+1.62","+1.07","+1.34","+3.57","+5.6","+24.4","+45.6","18","17.65","14.7","12.5","19.45","19.45","19.7","19.7","32.1","22.3","+0.53","-1.08"
="2888","新光金","10.8","0","+1.89","+2.37","+1.41","-5.26","+9.87","+16.4","+11","+26.9","9.8","9.07","8.93","8.03","11.7","11.7","11.7","11.7","-17.1","-24.5","-0.12","-1.03"
="2890","永豐金","15.55","+0.32","+1.3","+2.3","+2.64","+0.32","+9.51","+10.7","+14.3","+41.4","14.1","13.65","13.2","10.95","15.65","15.65","15.65","15.65","8.82","9.17","-0.07","-0.88"
="2891","中信金","25.95","-0.19","+1.96","+2.98","+4.43","+4.64","+10.9","+13.3","+15.6","+34.1","23.4","22.2","21.05","19","26","26","26","26","37.9","38.9","-0.4","0"
="2892","第一金","24","0","+0.84","+1.05","+1.69","+1.27","+4.35","+6.43","+8.6","+15.1","22.9","22.1","21.95","20.2","24.05","24.05","24.05","24.05","13.8","12.8","-0.09","-0.02"
="3016","嘉晶","150.5","+2.03","+0.33","-1.63","+1.35","+3.44","+55.8","+82","+126","+118","95.5","75.8","66.8","54.7","154.5","154.5","154.5","154.5","-3.17","-0.66","-2.62","-4.97"
="3017","奇鋐","89.3","+1.94","+0.11","+1.82","+0.9","+2.29","+11.1","+21.5","+25.6","+22.8","80.6","71.2","66.8","52.5","92.3","92.3","92.3","92.3","9.48","1.92","+0.53","+0.17"
="3019","亞光","98.5","+1.44","+0.92","+1.65","-2.96","+5.24","+17.1","+26","+22.4","+34.4","83.9","70","70","66.5","103.5","103.5","103.5","103.5","-4.34","-4.72","-0.03","-0.35"
="3037","欣興","221","+2.08","+0.91","+1.61","-1.12","+11.3","+16.3","+54.5","+74","+162","189","115","115","80","229.5","229.5","229.5","229.5","4.74","-3.74","+0.72","-1.02"
="3045","台灣大","98.6","0","+0.61","+0.31","+0.31","-0.1","-0.2","-0.7","-3.8","+0.82","97","97","96","95.5","100.5","100.5","109.5","109.5","-11","-1.86","0","0"
="3051","力特","13.55","+9.72","+20.4","+23.7","+21","+21","+33.5","+46.5","+63.8","+136","10.05","8.5","8.2","5.25","13.55","13.55","13.9","13.9","-0.27","-1.06","0","0"
="3141","晶宏","258","+1.38","+4.03","+5.09","+13.7","-1.71","+20.8","+69.2","+194","+543","212.5","130","85","38.3","285","285","285","285","6.84","0.64","+0.03","+0.05"
="3169","亞信","274","-4.2","-5.52","+0.37","+1.67","+1.48","+59.8","+113","+101","+552","174","112","112","41.3","299.5","299.5","299.5","299.5","-0.23","-0.57","+3.32","+5.51"
="3189","景碩","237","+3.95","0","-1.66","+3.95","+1.07","-2.27","+18.2","+95.1","+173","220","181","113","73.1","257.5","257.5","257.5","257.5","2.39","-1.33","-2.31","-5.46"
="3221","台嘉碩","42.85","+2.51","-1.49","-1.38","-1.95","+6.46","+23.8","+38","+93","+87.5","33.75","26.1","21.95","17.75","47.6","47.6","47.6","47.6","-4.8","-5.35","-0.62","-0.63"
="3290","東浦","21.2","-8.23","-5.78","-3.64","+3.16","+12.2","+40.9","+70.3","+68.3","+24","14.75","12.35","12.05","11.55","23.5","23.5","23.5","23.5","6.15","2.82","0","-0.18"
="3294","英濟","38.45","+5.78","+6.22","+16.7","+21.5","+77.6","+65.4","+136","+61.6","+70.9","21.5","16.2","16.2","16.2","38.45","38.45","38.45","38.45","0.05","0.14","+1.41","+1.85"
="3491","昇達科","182.5","+9.94","+10.6","+12.7","+14.1","-0.27","+21.7","+158","+177","+142","143","70.5","64.9","58.6","188","188","188","188","-2.31","1.57","-3.57","-3.23"
="3499","環天科","26.05","+9.92","+20.9","+32.9","+21.2","+52.8","+88.1","+105","+98.9","+130","13.1","11.8","11.8","10.8","26.05","26.05","26.05","26.05","0.41","0.08","-0.07","-3.03"
="3515","華擎","286.5","+9.98","+16.5","+14.4","+14.6","+24.8","+46.9","+106","+69.5","+69.5","193.5","137.5","125","125","286.5","286.5","286.5","286.5","8.52","4.12","+0.82","+1.39"
="3532","台勝科","298","+9.96","+14.4","+16.6","+12.9","+28.4","+81.2","+70.3","+68.8","+106","164.5","138.5","138.5","124.5","298","298","298","298","10.4","1.67","+3.76","+4.71"
="3624","光頡","56.3","+6.43","+10.4","+12.2","+7.44","+12.6","+35.3","+37.3","+75.9","+89.2","41.3","34.15","31.8","26.05","57.8","57.8","57.8","57.8","-5","-5.69","-0.67","-2.8"
="3675","德微","278.5","-1.59","-0.89","-0.71","+5.49","+13.7","+10.5","+60.5","+170","+252","227.5","154","98","64.5","308","309","309","309","3.54","2.77","+3.27","+2.19"
="3701","大眾控","92","+9.92","+7.6","+2.79","-0.54","+36.1","+60","+268","+546","+608","53.8","24.2","13.4","12.8","95","95","95","95","-1.46","0.76","-2.9","-4.84"
="3706","神達","32.7","-0.3","+1.24","+1.55","+1.71","-3.82","+13.1","+15.5","+18.1","+2.99","28.9","27.35","26.85","25.3","35","35","35","35","-7.72","-13.5","-0.33","-0.35"
="4127","天良","14.95","+3.46","-6.56","+2.4","+18.2","+27.2","+31.7","+24.1","+31.7","+36.5","11.5","10.7","10.2","9.81","16.05","16.05","16.05","16.05","-0.2","0.33","",""
="4755","三福化","101","+9.66","+7.68","+15.2","+22.1","+20.8","+26.1","+60.8","+60.3","+53.7","77","62.5","59.6","56.2","101","101","101","101","4.17","3.77","+1.27","+1.28"
="4904","遠傳","62.9","-1.1","+0.48","0","0","-1.56","+0.48","+3.28","-4.12","+3.45","61.5","60.3","60","59.8","65","65","65.9","66.8","21.8","26.6","0","0"
="5234","達興材料","139","+3.35","+7.34","+9.02","+19.8","+19.3","+31.8","+55.8","+58","+65.3","102.5","85.5","84","81.9","140.5","140.5","140.5","140.5","-3.37","-0.28","-0.01","-0.08"
="5245","智晶","95.2","+7.57","+18.3","+30.1","+57.1","+81","+103","+119","+140","+152","46.4","42.25","38.1","33.8","97.3","97.3","97.3","97.3","1.69","1.56","+22.2","+22.8"
="5309","系統電","45.15","-1.53","-0.66","+1.46","+4.03","0","+18.8","+51.5","+49.5","-4.34","37.8","29.9","28.35","23.9","47","47","47","47.5","-0.82","-0.98","",""
="5344","立衛","34.65","0","+10","+20.9","+25.5","+41.1","+72","+122","+137","+133","19.55","13.2","13.2","12","38.1","38.1","38.1","38.1","0.54","-1.18","",""
="5356","協益","34.15","+9.98","+12.9","+10.7","+30.8","+31.9","+28.9","+30.1","+17.2","+24.4","25.6","25.6","25.55","25.55","34.15","34.15","34.15","34.15","0.7","0.79","+0.94","+0.98"
="5383","金利","49.1","+9.97","+20.9","+20.2","+15.7","+41.5","+57.4","+87.4","+109","+138","29.4","25.9","22.5","19.2","49.1","49.1","49.1","49.1","14.3","8.82","",""
="5483","中美晶","219","+4.53","+3.3","+3.55","+6.05","+1.86","+14.4","+18.4","+21","+37.7","191","168","160","140","225","225","225","225","-1.34","-2.85","+0.03","+0.19"
="5607","遠雄港","63.2","+3.95","+7.48","+10.1","+5.86","+17","+18.4","+66.1","+84","+113","51.4","36.2","33.8","25.7","64.9","64.9","64.9","64.9","-5.79","-9.28","-1.87","-4.1"
="5871","中租-KY","263.5","+1.35","+2.73","+3.13","+4.98","+6.9","+0.76","+1.54","+29.8","+68.4","239.5","223","196","150.5","264.5","283.5","283.5","283.5","11.7","8.05","+0.49","+0.08"
="5876","上海商銀","47.8","+0.63","+2.14","+1.81","+2.69","+0.53","+7.3","+4.82","+6.22","+22.7","44.25","42.6","40.2","37.4","48.15","48.15","48.15","48.15","12.5","15.9","+0.01","-0.34"
="5880","合庫金","24.7","+1.65","+2.07","+2.7","+3.56","+4.22","+8.33","+12","+17.9","+24.1","22.75","21.6","20.8","19.15","24.7","24.7","24.7","24.7","22.6","18.2","-1.57","-1.49"
="6104","創惟","195","+5.98","+4","+6.56","+0.52","+3.72","+40.8","+41.8","+216","+164","139","112","60.6","48","204.5","204.5","204.5","204.5","-1.49","-1.93","-0.83","-0.95"
="6134","萬旭","29.3","+9.94","+20.8","+32.9","+60.5","+66","+82","+84.9","+85.4","+126","15.7","14.6","14.6","11.6","29.3","29.3","29.3","32.1","-0.08","0.51","+9.23","+15.3"
="6182","合晶","88.4","+4.86","+6.12","+2.2","+1.96","+15.7","+32.7","+36","+62.2","+93.4","66.3","54.5","52.7","37.6","89.5","89.5","89.5","89.5","0.9","1.29","-1.68","+0.23"
="6190","萬泰科","40.35","+9.95","+20.8","+18.7","+8.61","+23","+47.3","+75.4","+58.9","+140","26","22.25","21.85","16.55","40.35","40.35","40.35","40.35","-0.95","0.32","+6.42","+15.4"
="6191","精成科","41.6","+7.35","+8.33","+7.63","+8.9","+8.05","+12.4","+34.8","+29","+59.1","35.7","30","30","23.2","42.05","42.05","42.05","42.05","-2.91","-2.99","+0.09","+0.1"
="6196","帆宣","156","+1.96","-0.32","0","+0.65","+4","+34.5","+38.1","+52.9","+32.2","117","104","101","87","165","165","165","165","-0.48","-1.7","-4.03","-3.58"
="6205","詮欣","61.6","-0.65","-0.48","+5.48","+8.07","+24.1","+45.6","+104","+105","+26.9","41.4","29.6","28.5","27.15","67.8","67.8","67.8","67.8","1.38","-1.76","+7.16","+5.42"
="6235","華孚","29.7","+1.02","+5.88","+16.5","+24.3","+45.2","+56.7","+73.2","+61.4","+58","18.6","15.8","15.8","15.3","30.85","30.85","30.85","30.85","-0.16","-0.17","+3.63","+6.71"
="6265","方土昶","19.75","+3.13","+1.54","+3.4","+24.6","+28.7","+73.2","+87.2","+141","+190","10.8","9.64","8.1","6.72","20.95","20.95","20.95","20.95","-0.35","-0.23","+2.32","+3.21"
="6270","倍微","25.9","+6.8","+12.1","+14.3","+13.6","+12.1","+15.6","+28.9","+18.8","+37.4","21.8","19.8","19.65","18.05","26.05","26.05","26.05","26.2","4.63","5.16","+0.08","+0.08"
="6271","同欣電","293","+1.38","+0.51","-0.85","-1.35","-6.98","+10.2","+36","+64.1","+45.4","269","208","178","145","323.5","323.5","323.5","323.5","-3.86","0.15","-3.62","-3.96"
="6275","元山","35.05","+1.59","+5.1","+5.1","+1.89","+7.02","+13.1","+25.9","+12.5","+52.7","30.6","26.5","26.5","22.05","35.6","35.6","35.6","38","15.8","6.67","+0.31","-0.9"
="6411","晶焱","275.5","+0.73","+1.29","-0.9","-0.9","+3.38","+28.1","+72.2","+105","+182","213","158","127","94.8","302","302","302","302","10","4.94","+1.35","-0.36"
="6446","藥華藥","298","+2.76","+11.4","+22.4","+26","+56.8","+204","+234","+230","+203","96.8","69","69","69","306","306","306","306","-9.36","-8.96","",""
="6706","惠特","219.5","-3.52","-1.13","+2.09","+5.02","+1.15","-0.68","+17.4","+24.4","+24.4","200","157","157","129.5","235.5","235.5","235.5","235.5","21.2","17.7","+4.18","+4.16"
="8046","南電","585","-0.17","+0.69","-2.66","-3.78","+3.36","+9.14","+42.7","+61.8","+225","538","388.5","338","167","631","631","631","631","3.05","-5.95","-0.24","-4.51"
="8069","元太","133","+3.1","+8.13","+4.72","+9.02","+9.47","+50.6","+74.3","+105","+210","89.3","64.2","63.2","41.85","134","134","134","134","1.76","1.98","+1.87","+1.64"
="8103","瀚荃","50.2","+1.41","-0.2","+2.14","+2.14","+0.8","+2.87","+26.3","+12.8","+52.6","46","37.75","37.75","31.3","53.7","53.7","53.7","53.7","3.74","-5.41","-0.72","-1.45"
="8104","錸寶","65.4","+9.92","+20.9","+16","+27.7","+33.9","+36.5","+31.7","+36.1","+22.7","46.4","44.2","44.2","41.4","65.4","65.4","65.4","66.5","0.14","0.48","+30.2","+32.3"
="8111","立碁","28.15","+8.69","+16.3","+28","+27.7","+21.9","+48.2","+60.4","+40.4","+63.7","18.75","15.25","15.25","15.25","28.45","28.45","28.45","28.45","-1.2","-1.17","+1.09","+0.99"
="8112","至上","47","+0.43","+4.68","+5.26","+4.56","+5.98","+8.55","+9.05","+19","+39.3","43.05","41.35","39.25","33.7","47.85","47.85","48","49.3","29.5","20.8","+0.23","+0.24"
="8163","達方","49","-1.31","-0.41","-1.21","+3.92","+6.52","+12.6","+14.5","+15.2","+7.1","42.45","38.7","38.7","37.85","50.5","50.5","50.5","52.9","-1.31","0.8","+1.58","+2.11"
="8182","加高","59.9","+9.91","+11.5","+5.09","+1.35","+1.87","+31.9","+26.6","+56.6","+107","44.8","40.2","37.9","26.05","64.5","64.5","64.5","64.5","5.19","-5.06","-0.58","-0.73"
="8183","精星","67.5","-2.17","-6.51","-3.16","-1.75","+4.81","+46.4","+62.3","+59.6","+252","45.05","34.15","34.15","18","73","73","73","73","0.24","-1.09","-1.22","+2.06"
="8201","無敵","17.45","-5.16","+2.05","+2.65","+2.35","+0.58","-1.41","-0.85","+76.6","+74.8","15.95","13.65","9.51","8.74","19.25","19.3","19.3","19.3","1.2","-0.03","-2.82","-4.6"
