"代號","名稱","成交","漲跌幅","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","3日最高股價","5日最高股價","10日最高股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","3日最低股價","5日最低股價","10日最低股價","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減","12/21成交量(張)","12/20成交量(張)"
="2355","敬鵬","36.45","+0.83","+0.28","+6.58","+2.97","+9.79","+18.3","+17.2","36.95","36.95","37.2","38.7","38.7","38.7","40.45","35.45","34.2","34.2","31.3","27.2","27.2","23.85","-0.25","2.81","-0.36","+0.04","7,880","3,828"
="2356","英業達","24.95","0","-2.16","-2.16","-2.73","-4.41","+0.2","-1.58","25.5","25.55","25.75","26.45","27.1","27.6","28","24.65","24.65","24.65","24.65","24.5","23.1","22.65","-17.3","-20.5","+0.11","-0.57","7,922","12,350"
="2357","華碩","370.5","+0.95","+0.95","+1.09","+1.09","+2.77","+13.7","-1.2","371","371","371.5","371.5","378","382.5","428","364.5","363","360","351.5","319","307","247.5","11.7","4.3","+0.21","+0.07","2,245","1,915"
="2360","致茂","188","+1.08","+2.17","+2.73","+1.35","+3.58","+2.73","-0.27","188","188","188","190","196","217","230","182","182","181","179","173","173","161","2.41","1.86","0","0","1,024","1,120"
="2368","金像電","74.8","+3.74","+2.61","+7.32","+4.76","+3.89","+1.08","+22.2","75.3","75.3","75.3","76.4","80","83.6","83.6","71.4","69.8","69.6","67.3","59.1","56.5","38.65","27.9","27.5","+1.44","+1.8","23,180","3,219"
="2374","佳能","23.7","+0.42","-1.66","+2.16","+0.21","+8.22","+53.9","+54.4","24.4","24.85","25.9","25.9","25.9","25.9","25.9","23.2","23","22.8","20.6","14.95","14.45","13.45","4.8","2.91","-0.33","+0.02","4,462","4,375"
="2376","技嘉","155","+0.98","-1.9","+2.31","+17","+9.93","+70.1","+39.6","160","165","165","165","165","165","165","149","149","135","127","83","80.5","74.6","0.97","-0.22","-0.73","-0.78","19,301","16,100"
="2379","瑞昱","569","+2.89","0","+4.4","+0.71","+4.02","+8.59","+16.8","575","575","579","581","581","621","621","552","541","541","521","445","445","381.5","9.4","11.9","+0.47","+0.72","1,262","1,588"
="2380","虹光","17.35","+9.12","+4.52","+21.3","+31.9","+73.7","+66.8","+44","17.65","17.65","17.65","17.65","17.65","17.65","17.65","15.5","13.6","12.8","10","8.7","8.7","6.76","2.51","0.52","0","0","9,402","9,720"
="2382","廣達","89.3","+1.71","-0.89","0","+1.59","+2.76","+14.6","+3.6","90","90.3","90.3","90.3","90.3","92","102","87.8","87.8","87.8","85.1","75.8","72.5","72.5","16.7","24.1","-0.11","+0.12","7,937","9,656"
="2383","台光電","275.5","0","-2.48","+0.55","-0.9","+21.1","+21.1","+34.7","281.5","285","293","293.5","293.5","293.5","293.5","273","272","271","228","200","200","141.5","0.43","19.6","-1.05","-1.15","1,260","970"
="2388","威盛","86.7","-1.25","-4.93","+4.08","-3.88","-4.2","+83.1","+58.5","89.8","93.8","93.8","94.7","103.5","103.5","103.5","83.4","82.8","81.9","78.7","38.05","38.05","38.05","-7.97","-0.95","-4.79","-6.99","10,169","16,640"
="2395","研華","387","-0.51","-2.52","+1.31","+3.61","+1.18","+5.31","+18.2","409.5","409.5","409.5","409.5","409.5","409.5","409.5","382","378","376","353","338.5","328","303.5","0.2","7.11","0","0","687","1,557"
="2401","凌陽","38.8","+1.31","-1.15","+1.97","-4.55","-4.9","+2.65","+25.6","39.3","39.65","41.6","41.95","44.9","47.55","47.55","38.1","37.9","37.9","36.75","30.6","30.6","16.4","-12.7","-5.11","+0.28","+0.44","7,605","3,139"
="2405","浩鑫","18.6","+5.08","-1.06","-7.92","+45.3","+51.8","+77.1","+52.5","19.1","19.55","20.45","20.45","20.45","20.45","20.45","17.3","17.3","12.75","11.85","10.3","10.1","10.1","7.32","4.43","0","0","7,884","11,118"
="2406","國碩","34.4","+0.73","-3.37","+0.73","+32.6","+52.2","+53.6","+67.8","36.45","37.7","37.7","37.7","37.7","37.7","37.7","33","33","25.4","22.15","20.7","20.2","14.5","17.5","6.79","-4.93","-0.6","11,315","13,198"
="2412","中華電","115.5","+0.43","+0.87","+1.32","+1.32","+2.21","+4.05","+1.32","116","116","116","116","116","118.5","118.5","114","113.5","113.5","112","110","109","108","10.7","9.4","+0.17","+0.78","8,291","6,017"
="2419","仲琦","23.95","+0.63","-3.82","-4.2","+0.63","+2.35","+25.7","+18.3","25.05","25.75","27.5","27.5","27.5","27.5","27.5","23.6","23.6","23.6","22.05","18.55","17.9","17.9","1.03","0.07","-0.21","-2.04","1,100","1,816"
="2426","鼎元","28.15","+1.81","-0.71","+1.08","-2.26","-2.6","+20.6","+13.5","28.65","28.7","29.65","32.95","32.95","32.95","32.95","27.45","27.45","27.3","25.75","19.7","19.7","15.6","2.63","12.5","-0.04","+0.02","2,629","1,890"
="2436","偉詮電","99","+2.06","+2.8","+11.9","+4.21","-7.04","+23","+44.5","101","101","101","108","115.5","115.5","115.5","94.4","88.4","88","88","70.4","65","41.55","5.39","6.52","+0.7","+2.02","35,375","12,234"
="2442","新美齊","13.1","+0.38","-0.76","-2.96","+0.77","+10.5","+13.4","+33.1","13.35","13.9","14.35","14.35","14.35","14.35","14.35","12.9","12.9","12.8","11.15","11.05","9.75","9.08","6.16","8.99","+0.23","-0.32","1,519","2,144"
="2449","京元電子","43.25","+0.12","-2.15","-1.03","-4.84","-1.48","+0.12","+4.22","44","44.4","45.85","45.85","45.85","51.4","52","43","43","43","41.2","36.4","36.4","33.55","-17","-20","+0.09","-0.16","4,354","5,017"
="2453","凌群","28.7","+2.87","+4.74","+5.32","+4.55","+12.8","+31.1","+21.4","29.7","29.7","29.7","29.7","29.7","29.7","30","26.9","26.9","26.85","25","21.3","21.3","16.6","9.86","10.4","+0.04","+0.07","1,996","1,304"
="2454","聯發科","1090","+3.32","0","+1.87","+2.35","0","+16","+20.7","1110","1110","1110","1110","1120","1120","1185","1055","1045","1045","991","839","839","703","-1.93","4.02","+1.29","+1.16","4,477","3,334"
="2455","全新","140.5","+2.93","-1.4","+1.81","-2.09","-0.35","+12","+14.2","141","143","149","162.5","162.5","162.5","162.5","136","136","136","136","110.5","109.5","89.6","-11.1","-7.94","+0.03","-0.12","1,507","1,059"
="2457","飛宏","43.05","-4.65","-6.92","+5.51","+10.1","+15.3","+33.1","+28.9","46.85","47.35","47.35","47.35","47.35","47.35","48.95","42.7","40.35","38.05","34.35","27.95","27.95","15.4","-0.52","0.53","-1.53","+1.96","28,490","33,046"
="2465","麗臺","81","+4.52","+13.6","+15.7","+14.9","+11.6","+27.4","-6.9","82.4","82.4","82.4","82.4","82.4","91.7","98","70.4","70","70","66.5","52","52","16.05","0.23","0.39","+6.59","+6.34","39,108","11,646"
="2476","鉅祥","64.8","+5.88","+6.23","+6.75","+2.21","+3.68","+14.1","+82","65.4","65.4","66.8","66.8","69","69","69","59.6","59.6","59.6","55.8","46.8","35.65","20.2","2.92","-1.83","+0.34","-0.49","13,062","3,784"
="2481","強茂","108","+2.86","-0.92","+5.37","-1.82","-3.14","+17","+54.5","109.5","109.5","113.5","116.5","125","125","125","103","102","102","100.5","78","70","39.6","3.73","4.87","0","-0.1","16,642","6,395"
="2482","連宇","16.4","-0.91","-2.96","-1.8","+4.46","+5.47","+27.6","+32.3","17.75","18.3","19.45","19.45","19.45","19.45","19.45","16.3","16.3","15.45","13.6","12.05","11.15","9.9","0.89","0.76","-24.3","-25.3","1,410","10,006"
="2484","希華","39.85","+2.71","-1.24","+3.37","+3.51","-7.33","+25.1","+26.7","40.65","41.1","41.1","46.1","46.1","46.1","46.1","38.75","38.65","38.5","38.2","28.45","28.45","21.6","7.51","4.58","-0.7","+3.55","5,700","1,470"
="2497","怡利電","81.1","+5.87","+0.12","-0.98","+6.57","+86.7","+142","+183","89","89","91","91","91","91","91","74.2","74.2","74.2","43.5","28.6","28.6","25.4","-0.1","3","+1.83","+2.48","14,978","8,491"
="2498","宏達電","83","-2.24","-0.36","+9.64","-1.19","-5.25","+122","+110","86.3","86.3","86.8","89.3","97.3","97.3","97.3","79.5","75.3","75.3","72.3","33.7","33.7","27.7","-0.67","-0.94","-0.12","+0.47","60,659","77,376"
="2504","國產","30.1","-0.33","+7.12","+11.3","+9.26","+9.26","+31.2","+24.4","30.6","30.6","30.6","30.6","30.6","30.6","30.9","28.1","27","27","25.95","22.45","21.1","20.6","2.21","8.5","+0.13","+0.25","11,649","31,344"
="2511","太子","13.35","-0.74","0","+0.75","+0.75","0","-3.96","+12.2","13.85","13.85","13.85","13.85","13.95","14.6","14.6","13.3","13.2","13.15","13","12.5","11.75","10.65","1.25","-1.28","-0.1","-0.16","848","1,681"
="2520","冠德","37.65","0","-0.53","-1.18","-3.09","-2.33","-5.4","+0.53","37.95","38.25","39.1","39.1","39.65","44.35","44.6","37.5","37.5","37.5","37.5","37.45","37.45","31.5","-18.9","-37.6","+0.11","+0.05","1,463","1,147"
="2537","聯上發","10.3","0","0","+0.49","-4.63","-2.83","+3.52","+6.74","10.4","10.5","11.05","11.05","11.15","11.15","11.15","10.2","10.2","10.2","10.05","9.3","9.11","7.92","7.83","4.71","0","0","1,790","1,911"
="2542","興富發","47","-1.26","-0.53","+1.08","+1.08","+0.75","-0.74","+11","47.75","47.75","47.75","47.8","48.7","49.8","49.8","46.8","46.35","46.35","46","44.15","42.5","40.4","11.9","15","+15.3","+20.3","8,429","10,107"
="2610","華航","26.3","-1.68","-1.5","+1.54","-7.39","-4.88","+64.9","+32.2","27.2","27.65","30","31.15","31.15","31.15","31.15","25.95","25.95","25.9","24.25","15.5","15.4","9.97","0.63","-4.27","-0.13","-1.65","119,509","130,396"
="2618","長榮航","26.75","-1.83","-0.19","+2.1","-4.12","-1.65","+52.4","+26.5","27.4","27.8","30.55","30.55","30.55","30.55","30.55","26.1","26.1","26.1","23.5","17.05","17.05","11.9","-2.43","-7.71","+0.03","-5.04","72,896","86,704"
="2633","台灣高鐵","29.35","+0.17","-0.34","+0.17","-1.01","-0.17","+0.51","-1.18","29.6","29.6","29.95","30.7","30.7","31.1","31.8","29.1","29.1","29.1","29.1","28.2","28.2","26.8","-28","-31.9","+0.24","+0.19","2,167","2,513"
