"代號","名稱","成交","漲跌幅","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","3日最高股價","5日最高股價","10日最高股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","3日最低股價","5日最低股價","10日最低股價","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減","12/28成交量(張)","12/27成交量(張)"
"00715L","期街口布蘭特正2","10.24","+5.89","+7","+16","+10.5","-3.76","-1.25","+15.7","10.29","10.29","10.29","10.29","12.29","12.29","12.29","9.61","9.2","8.6","8.01","8.01","7.04","4.47","+55.8","+65.3","+2.82","+3.55","56,974","20,472"
="00731","FH富時高息低波","59","+0.51","+1.11","+1.29","+1.2","+2.7","-3.12","+2.88","59","59","59","59","64.8","64.8","64.8","58.4","58.2","57.85","56.7","56.7","56.6","47.54","+12","+8.75","0","0","1,372","1,255"
"00734B","台新JPM新興債","19.25","-0.16","-0.52","-0.62","-1.18","+0.52","-1.84","-1.84","19.35","19.38","19.45","19.48","19.53","19.94","21.08","19.23","19.23","19.23","19.05","19.01","19.01","19.01","+0.16","+0.59","","","1,038","1,028"
="00757","統一FANG+","51.25","+0.49","+1.59","+4.49","+1.69","-3.48","+3.72","+1.49","51.45","51.45","51.45","53.5","55.2","55.2","55.2","50.8","49.79","48.8","48.8","46.9","46.9","42.85","-27.5","-20.8","-0.03","-0.02","1,390","1,164"
="00830","國泰費城半導體","35.28","+2.02","+3.25","+5.69","+4.66","+4.1","+16.9","+20.9","35.31","35.31","35.31","35.31","35.31","35.31","35.31","34.33","33.81","32.81","32.81","28.11","27.87","24.65","-10.4","-6.45","+2.69","+3","2,331","239"
="00850","元大臺灣ESG永續","35.92","+0.7","+1.41","+1.99","+3.1","+4.57","+2.51","+3.82","35.94","35.94","35.94","35.94","36.32","36.32","36.32","35.4","35.16","34.7","34","33.28","33.08","28.6","+35.9","+7.53","0","0","1,113","1,512"
="00876","元大未來關鍵科技","33.64","+1.14","+2.19","+4.21","+3.41","+4.7","+11.6","+15.1","33.68","33.68","33.68","33.68","33.68","33.68","33.68","32.95","32.5","31.92","31.81","27.93","27.93","25.9","+30.1","+28","-0.97","-0.31","1,645","1,368"
="00877","FH中國5G","13.97","-0.85","-1.2","+2.65","-1.13","+4.88","+13.9","+4.72","14.26","14.26","14.26","14.26","14.26","14.26","14.85","13.96","13.7","13.46","13.16","11.83","11.81","10.93","+57.5","+68.8","-0.06","-0.03","1,557","1,112"
="00878","國泰永續高股息","19.1","+0.42","+1","+1.38","+2.14","+3.3","+3.97","+4.95","19.11","19.11","19.11","19.11","19.11","19.11","19.28","18.94","18.85","18.66","18.25","17.77","17.35","15.99","+15.3","+10.2","-0.16","-0.15","11,392","10,162"
="00881","國泰台灣5G+","18.96","+0.85","+2.27","+3.27","+4.75","+6.58","+8.4","+7.12","18.98","18.98","18.98","18.98","18.98","18.98","18.98","18.57","18.37","18.04","17.61","16.38","16.38","15.05","+72","+73.3","+1.75","+3.41","18,381","22,552"
="020022","元大電動車N","5.73","0","+1.42","+1.96","+3.62","+6.11","+11.5","-0.87","5.76","5.76","5.76","5.76","5.76","5.92","6.87","5.65","5.6","5.5","5.31","4.9","4.9","4.9","+78.9","+80.8","","","1,375","2,229"
="1101","台泥","48.15","+0.1","+0.94","+1.9","+2.45","+3.55","-5.59","-5.96","48.15","48.15","48.15","48.15","51.3","54.5","58.7","47.75","47.2","46.8","45.95","45.95","45.65","40.15","+21.5","+16.1","-0.41","-0.35","7,836","5,770"
="1102","亞泥","44.2","+0.11","-0.23","+1.03","+2.67","+4.62","-4.64","-12.8","44.4","44.4","44.4","44.4","45.9","53.6","54.3","44","43.85","42.6","42","42","42","40","+17.7","+20.1","+0.48","+0.97","2,180","2,677"
="1210","大成","53.6","+1.71","+1.71","+2.1","+2.29","+2.1","-2.9","-11.6","53.6","53.6","53.6","53.6","55.2","61.8","62.9","52.5","52.5","52","51.8","51.8","51.8","47.5","+2.93","+3.4","-0.06","+0.38","2,008","833"
="1216","統一","68.7","+0.44","+0.59","+1.18","-0.15","+1.93","0","-6.53","68.8","68.8","68.9","69","69","76","76.9","68.2","67.7","67.5","65.4","65.4","65.4","64.2","+36.3","+14.1","-0.08","-0.04","2,601","2,112"
="1227","佳格","52.9","+0.57","-0.75","-1.67","+1.54","+2.32","+1.73","-2.58","53.4","54","54.4","54.4","54.4","55.4","61.5","52.5","52.5","52.2","51","50.7","50.7","50.7","+19.8","+12.7","0","+0.01","648","1,629"
="1229","聯華","62.2","+1.97","+4.01","+7.24","+8.36","+10.1","+13.7","+22.4","62.4","62.4","62.4","62.4","62.4","63.3","63.3","59.6","58","57.2","55.8","53.5","49.6","40","+24.2","+25.7","+0.07","+0.04","2,612","2,076"
="1301","台塑","105","+0.48","+0.48","+1.45","+1.45","+1.45","-7.89","+0.96","105","105","105","106","121","121","121","103","103","101","101","101","95.6","86.6","-17.9","-6.29","-0.18","-0.01","6,074","1,555"
="1303","南亞","86","+0.12","+0.7","+1.9","+3.61","+2.38","-7.33","+3.24","86.2","86.2","86.2","86.2","92.7","93.1","93.1","85.2","84.2","82.5","82","82","81.6","65.6","+14.3","+14.3","-0.42","-0.33","4,637","3,761"
="1316","上曜","20.1","+0.5","+0.5","-0.99","-0.99","-8.01","+33.6","+58.9","20.75","20.75","20.9","22.5","23.35","23.35","23.35","19.95","19.95","19.85","19.7","13.55","11.3","10.05","+4.54","+3.97","+0.28","+0.19","2,266","3,078"
="1326","台化","81","+0.37","+0.75","+1.38","+2.02","+2.02","-4.03","-4.26","81","81","81","81.2","84.9","87.4","95.5","80.2","79.5","78.6","78.1","78.1","78.1","77.3","+38.9","+26.7","+0.07","0","1,928","1,339"
="1402","遠東新","29.15","+0.52","+1.22","+2.1","+2.46","+3.19","-2.83","-8.62","29.15","29.15","29.15","29.15","30.4","33.75","35.55","28.8","28.5","28.1","27.75","27.75","27.75","26","+48.6","+31.5","+0.03","+0.06","4,075","3,323"
="1434","福懋","29.2","0","+2.1","+4.1","+1.04","+0.34","-2.67","-9.88","29.6","29.6","29.6","29.6","30.8","33.7","34.5","28.8","28.05","28","28","28","28","28","-4.8","-24.9","-0.71","-0.97","2,881","4,390"
="1442","名軒","22.8","+2.24","+5.07","-0.44","-1.08","-4.6","-0.87","+20.6","23","23","23.05","24.45","27.45","27.45","27.45","21.4","21.4","21.4","21.4","21.4","18.15","15.85","-27","-25.9","+0.32","+0.37","1,389","839"
="1457","宜進","19","0","+2.15","+3.83","+5.26","+6.15","+9.2","+5.26","20.45","20.45","20.45","20.45","20.45","20.9","22.8","18.6","18.3","17.95","17.5","16.75","16.2","13.9","-2.3","-1.59","-0.4","-0.95","1,196","6,446"
="1504","東元","31.5","+1.61","+1.61","+1.61","+3.79","+3.62","+2.11","-5.41","31.55","31.55","31.55","31.55","32","34.8","36.6","30.85","30.7","30.4","30","29.85","28.5","26.8","+27.1","+9.79","-0.07","-0.07","2,025","852"
="1560","中砂","107","+9.63","+12.4","+16.8","+8.63","+22.3","+47","+56.4","107","107","107","107","107","107","107","93.8","90.4","88.8","84","65.4","62.2","57.6","+6.76","+6.99","+4.54","+4.68","21,281","14,790"
="1570","力肯","23.45","+1.74","+0.21","+1.08","-2.9","-9.63","+21.5","+41.3","24.2","24.2","25.45","28.45","28.45","28.45","28.45","22.9","22.9","22.9","22.6","18.1","15.9","12.8","+5.07","+2.18","-1.4","-1.48","1,649","729"
="1599","宏佳騰","47.05","-1.26","+5.85","+4.56","+9.04","+6.45","+19.7","+10.7","51.1","51.1","51.1","51.1","51.1","51.1","55.2","44.9","44","42.8","41.8","37.05","37.05","35.25","-1","-1.99","+0.31","+0.31","1,022","4,485"
="1605","華新","26.55","+0.95","+0.76","+1.53","+2.12","-0.19","+3.91","-9.23","26.65","26.65","26.65","27.2","28.7","30.75","32.35","26.15","26.05","25.75","25.65","23.1","23.1","16.3","+20.2","+22.4","+0.07","+0.06","5,941","2,891"
="1611","中電","21.7","-1.14","-1.81","+1.88","+6.37","+60.7","+114","+83.1","22.4","22.7","22.7","22.7","22.7","22.7","22.7","20.95","20.95","19.95","12.7","9.95","9.95","9.48","-3.65","-1.16","-1.35","+1.73","15,305","13,500"
="1616","億泰","11.6","+2.2","+1.31","+0.43","+6.91","+14.9","+39.9","+4.98","11.8","11.8","12.15","13.15","13.15","13.35","13.35","11.3","11.3","10.8","9.15","7.61","7.61","5.12","+6.26","+1.51","0","0","1,631","845"
="1709","和益","22.95","+2.23","+2.91","+1.1","+6.25","-1.71","+15","+11.4","23.15","23.4","23.4","24.25","25.45","25.45","25.45","22.25","22.2","21.5","21.5","19.25","18.65","13.85","+39.4","-4.72","+0.97","+0.76","6,125","2,376"
="1711","永光","26.45","+1.34","+0.76","-1.86","+2.72","+0.76","+4.34","+37.8","27.15","27.5","28.1","28.15","32.45","32.45","32.45","25.95","25.95","25.7","25.35","23.1","17.5","15.1","-5.59","-11.2","-2.68","-6.55","15,955","4,669"
="1712","興農","28.25","+3.48","+3.86","+4.24","+4.05","-1.91","+21.2","+25.6","28.9","28.9","28.9","28.9","28.95","28.95","28.95","27.1","27","26.8","26.8","23.1","22.15","20.25","-28.1","-25.9","-0.6","-0.77","3,824","443"
="1714","和桐","10.95","0","+0.46","+0.92","+0.92","-0.45","+4.78","-8.37","11.1","11.1","11.1","11.85","11.85","13.1","13.5","10.85","10.8","10.6","10.6","9.95","9.95","8.96","+6","-2.48","0","0","2,963","2,353"
="1721","三晃","28.1","-0.35","-1.92","+2.74","+6.04","+17.6","+183","+188","30.55","30.55","30.55","33.45","33.45","33.45","33.45","27.95","27.95","24.2","23.75","9.29","8.95","8.95","+0.09","-0.38","-2.7","-0.37","47,080","12,418"
="1722","台肥","68.9","0","-0.29","-1.57","-0.29","-2.27","+9.19","+18.8","69.7","70.1","71.2","71.2","73.2","73.2","73.2","68.4","68.4","68.4","67.7","62.6","55.1","49.95","-13.2","-2.52","+0.22","+0.6","1,549","1,298"
="1773","勝一","162.5","+6.91","+13.6","+14","+16.5","+20.8","+15.2","+28.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","141","141","139","132.5","129","120.5","99.8","+5.73","+5.59","+0.19","+0.23","7,252","4,193"
="1810","和成","17.4","-0.29","-0.85","-1.14","+1.75","+10.8","+25.2","+43.2","18","18.3","18.3","18.3","18.3","18.3","18.3","17.4","17.15","16.95","15.15","12.55","10.2","8.9","+15.2","+4.08","-0.12","+0.05","1,213","2,273"
="2006","東和鋼鐵","67.3","-0.74","-1.32","-2.04","+12.4","","+63.2","+34.6","68.8","69.2","69.3","69.3","69.3","69.3","69.3","66.7","66.7","59.5","58.2","37","37","31","+1.27","+3.2","-0.21","-0.16","2,217","2,281"
="2101","南港","39.6","+0.51","+2.19","+2.33","+1.02","+1.28","-1.25","+1.54","39.6","39.6","39.6","39.6","41.85","42","45.7","38.55","38.4","37.9","37.9","37.9","36.6","34.55","+6.48","+6.43","0","-0.06","1,140","16,425"
="2103","台橡","41.3","+0.12","-0.6","-3.84","+18.5","+27.9","+30.5","+14.7","41.95","42.6","43","43","43","43","43","40.3","40.3","34.5","31.55","29","29","19.5","+9.27","+1.25","-0.9","-1.46","4,275","7,489"
="2104","國際中橡","27.6","-0.36","+0.18","+1.28","+3.56","+4.94","+16.9","+3.18","27.9","27.9","27.9","27.9","29.7","29.7","32.9","27.35","27.15","26.6","25.4","22.3","22.15","22.1","+21.5","+24","+0.02","-0.02","2,892","5,089"
="2301","光寶科","63.8","+0.31","+2.08","+3.4","+3.24","+6.16","-1.09","+11.1","63.9","63.9","63.9","63.9","65.8","65.8","67.9","62.6","61.5","60.8","59.7","59.7","56.1","49.6","+12.8","-3.08","+1.45","+2.82","2,383","5,024"
="2303","聯電","64.7","+0.62","+1.25","+2.86","+3.69","+3.52","-0.92","+22.1","65.2","65.2","65.2","68.5","68.5","72","72","64.1","63.3","62","60.9","56.4","50.2","43.05","+26.1","+24.9","+0.19","+0.16","80,111","45,906"
="2305","全友","9.85","-1.4","-1.3","+6.72","+11.7","+17.7","+22.4","+17","10.5","10.5","10.5","10.5","10.5","10.5","12.1","9.7","9.15","8.78","8.11","7.41","7.41","7.39","-2.2","-2.55","-0.26","+0.65","7,143","7,589"
="2308","台達電","277.5","+0.73","+2.78","+4.32","+3.16","+10.1","+9.9","-7.35","278.5","278.5","278.5","278.5","278.5","335","335","270","265.5","263.5","250","234.5","234.5","234.5","+19.5","+10.2","+1.07","+1.06","3,860","4,633"
="2312","金寶","15.8","-1.86","-5.67","+6.04","-1.25","+16.6","+21.5","+24.9","17","17","17","17","17","17","18.8","15.7","14.95","14.6","12.9","11.7","11.35","11.35","-9.96","+0.24","-0.99","+0.22","32,915","40,099"
="2313","華通","44","-0.23","-0.11","+1.97","+3.41","+7.32","+17","+5.26","44.4","44.4","44.4","44.4","45.7","47.9","47.9","43.55","43.05","41.85","39.8","34.85","34.85","31.7","+16.5","+25.4","+0.42","+0.75","8,266","9,033"
="2316","楠梓電","36.8","-2.52","+17.8","+21.3","+20.5","+27.3","+32.1","+22.3","39.9","39.9","39.9","39.9","39.9","39.9","39.9","31.5","30.1","29.8","28.2","26","26","24.9","+0.11","+0.19","+2.42","+2.44","35,795","10,706"
="2324","仁寶","24.2","+0.21","+1.68","+1.47","+1.47","+3.42","+0.83","+9.75","24.25","24.25","24.25","24.55","24.85","24.85","27.95","23.9","23.75","23.7","23.15","23.15","21.25","20.6","+35","-5.21","+0.07","+0.08","7,406","5,582"
="2330","台積電","615","+1.49","+1.49","+3.02","+2.67","+3.19","+3.54","+3.36","615","615","615","615","623","638","679","604","598","595","591","560","551","513","+49.8","+45.9","+0.35","+0.32","35,156","16,772"
="2337","旺宏","41.7","+0.97","+0.85","+1.21","+3.99","-0.24","+11.5","-5.87","41.7","42.05","42.05","43.5","44.25","48","50","41.1","41.1","39.9","39.9","34","34","34","+20.4","+2.52","+0.34","+0.21","8,898","5,073"
="2338","光罩","104","+0.48","+4","+5.48","+8.33","+6.01","+29.7","+25.3","105","105","105","117","117","117","117","99","99","95.4","91","69.3","69.3","36.5","+0.83","+0.54","+0.26","+0.03","8,890","15,889"
="2340","台亞","78.8","-0.76","+18.3","+29.8","+34","+40.2","+129","+208","80","80","80","80","80","80","80","69","60.5","57.8","55","29.3","25.45","21.85","+3.42","+5.85","+8.56","+9.33","79,854","176,026"
="2342","茂矽","50.4","-1.95","+0.4","+7.92","+8.27","+3.81","+5.44","+41.8","52","52","52","57","57","57","57","49.3","46.6","46.15","45.2","39","35.5","26.3","+0.63","-1.55","-0.47","+1.57","7,046","15,218"
="2344","華邦電","31.6","+0.64","+0.48","+2.1","+5.69","+4.81","+16.4","-7.33","32.15","32.3","32.3","33.15","33.15","38.5","38.9","31.4","31.25","30","29.35","23.75","23.75","23.75","+14.8","+11.3","+0.53","+0.13","19,152","23,948"
="2347","聯強","66.5","+0.45","-1.77","+2.31","+5.06","+14.9","+26.9","+31.4","67.7","67.7","68","68","68","68","68","65.6","64.9","62.6","57.5","50.5","50.4","45.1","+3.09","+18.1","-0.41","+2.59","2,892","3,886"
="2353","宏碁","30.15","+0.84","+0.67","+0.5","+4.87","+9.84","+20.1","+3.25","30.2","30.4","30.4","30.9","30.9","30.9","35.85","29.7","29.7","28.7","27.1","23.45","23.45","23.25","+25.9","+17.4","+0.19","+0.44","10,946","5,976"
="2354","鴻準","65","0","+0.62","+1.4","+1.25","-0.15","-6.34","-0.46","65.2","65.2","65.2","65.8","71.8","71.8","79.6","64.5","64.1","63.6","63.5","63.5","61.3","52.9","+27.7","+29.2","-0.02","-0.15","1,495","1,651"
="2355","敬鵬","37.4","-2.6","+2.05","+2.61","+9.36","+13.7","+25.9","+14.4","40","40","40","40","40","40","40.45","36.25","36.15","34.2","31.3","27.2","27.2","23.85","-0.92","-0.07","-0.11","-0.11","11,806","32,833"
="2356","英業達","25","0","+0.6","+0.2","-1.96","-3.1","-5.3","-2.72","25.05","25.15","25.55","26.45","27.1","27.6","28","24.85","24.8","24.65","24.65","24.65","23.1","22.65","-3.83","-13.9","+0.38","+0.23","3,343","3,174"
="2357","華碩","373.5","+0.27","+0.67","+0.81","+1.91","+4.92","+10.3","+0.95","374","374","374","374","378","382.5","428","369","368.5","363","351.5","319","307","249.5","+2.97","-3.18","+0.09","-0.06","1,391","1,504"
="2359","所羅門","19.8","+2.06","+8.79","+12.5","+10.3","+12.8","+14.1","+15.1","19.9","19.9","19.9","19.9","19.9","19.9","20.3","18.3","17.65","17.55","17","16.75","16.65","15.25","+2.2","+2.62","+0.18","+0.18","3,718","2,771"
="2362","藍天","32.8","-2.38","+2.82","+4.63","+3.47","+4.13","+14.3","+8.25","34.25","34.25","34.25","34.25","35.7","35.7","35.7","31.55","31.3","31.1","31","27.5","27.5","27.4","-15.2","-13","0","0","1,035","2,985"
="2363","矽統","25.8","0","+1.18","+2.38","+2.38","+2.38","-0.96","+21.1","26.25","26.25","26.25","27.5","28.6","31.8","31.8","25.45","25.25","25","24.15","22.2","21","15.2","+6.4","+7.09","+0.25","+0.2","9,038","5,554"
="2365","昆盈","13.2","+10","+13.8","+15.8","+18.4","+21.7","+32.5","+12.8","13.2","13.2","13.2","13.2","13.2","13.2","16.3","11.5","11.35","11.05","10.4","9.63","9.63","9.63","-12.2","-10.5","+0.78","+0.56","28,458","3,314"
="2367","燿華","19.95","-0.5","-1.24","+5.84","+8.13","+6.12","+9.32","-9.93","20.45","20.45","20.45","20.45","23.1","24.75","24.75","19.85","18.9","18.45","18.1","16.05","16.05","16.05","+6.32","+2.5","+0.14","+0.41","5,227","5,382"
="2368","金像電","75.3","-1.95","-1.05","+0.67","+8.03","+9.77","+10.2","+9.77","84.2","84.2","84.2","84.2","84.2","84.2","84.2","75.2","74.8","69.8","67.3","59.1","56.5","38.65","-1.22","+5.17","-1.11","+0.53","18,957","66,976"
="2369","菱生","26.85","-0.56","+1.9","+4.07","+4.27","+0.94","-4.28","+39.8","27.85","27.85","27.85","29.45","29.45","32.3","32.3","26.5","25.8","25.7","25","23.2","19","13.1","-0.18","+3.2","-0.73","-0.87","7,224","16,051"
="2371","大同","32.25","-0.15","+1.9","+1.57","+1.1","-9.41","-1.23","+27.5","32.6","32.6","32.6","36","39.9","39.9","39.9","31.55","31.2","30.95","30.35","30.35","23.65","20.25","+5.74","+2.34","-0.09","-0.15","24,356","35,453"
="2374","佳能","33.05","+9.98","+19.3","+39.5","+42.5","+34.9","+111","+110","33.05","33.05","33.05","33.05","33.05","33.05","33.05","28","23.8","23","22.8","15","14.45","13.55","+2.02","+1.79","+17.5","+22.3","90,333","104,424"
="2376","技嘉","156.5","+0.97","+0.97","+0.97","+3.3","+15.9","+74.5","+46.9","159.5","159.5","165","165","165","165","165","154","154","149","127","83","80.5","74.6","+4.01","+0.11","+0.24","+0.44","4,725","8,720"
="2377","微星","165.5","+3.44","+2.8","+2.16","+0.3","+2.16","+26.3","+5.41","165.5","165.5","169","173","173","173","203","159.5","159.5","158.5","157","123.5","117","117","+3.4","-0.91","+0.42","+0.42","5,199","2,509"
="2380","虹光","16","0","-5.88","-7.78","+11.9","+24","+56.9","+39.1","17.4","18.3","18.3","18.3","18.3","18.3","18.3","15.8","15.8","13.6","12.5","8.7","8.7","6.99","+2.65","-1.69","0","0","2,953","4,936"
="2382","廣達","94.7","+3.61","+4.87","+6.05","+6.05","+9.35","+22.2","+8.98","94.8","94.8","94.8","94.8","94.8","94.8","102","90.1","89.3","87.8","85.1","76.1","72.5","72.5","+8.35","+14.2","+0.73","+0.82","20,828","5,373"
="2388","威盛","86.6","-2.7","-3.13","-0.12","+3.96","+2.61","+89.3","+53","90.4","90.4","93.8","94.7","103.5","103.5","103.5","85.6","85.6","82.8","78.7","38.05","38.05","38.05","-10.3","-0.28","-1.26","-0.4","11,294","10,122"
="2401","凌陽","39","+0.39","+0.65","+0.52","+2.5","+1.17","+3.72","+22.1","39.25","39.4","39.65","41.95","44.9","47.55","47.55","38.3","38.3","37.9","36.75","30.6","30.6","17.2","+0.3","+2.4","-0.62","+1.53","5,022","4,964"
="2405","浩鑫","19.3","-2.03","+0.26","+3.76","-4.46","+56.9","+77.1","+62.2","20","20","20","20.45","20.45","20.45","20.45","18.65","18.6","17.3","11.85","10.35","10.1","10.1","+5.15","+2.17","0","0","10,947","8,090"
="2406","國碩","34.3","-2.42","-3.65","-0.29","+0.44","+49.8","+50.8","+54.9","35.95","36.35","37.7","37.7","37.7","37.7","37.7","34","34","33","22.15","20.7","20.2","14.5","+17.2","+21.7","-1.15","-2.19","6,773","5,430"
="2412","中華電","116","0","+0.43","+0.43","+1.75","+2.65","+4.5","+1.75","116.5","116.5","116.5","116.5","116.5","118.5","118.5","115","114.5","113.5","112","110","109","108","+37.7","+22.3","+4.27","+0.73","6,138","4,560"
="2419","仲琦","24.2","+0.41","+1.47","+1.04","-3.2","+6.84","+24.4","+17.5","24.45","24.45","25.75","27.5","27.5","27.5","27.5","23.7","23.65","23.6","22.6","18.55","17.9","17.9","-4.85","-1","-0.2","-0.81","1,872","1,309"
="2421","建準","46.15","+8.59","+8.59","+15.2","+15.5","+6.83","+17.7","+2.56","46.6","46.6","46.6","46.6","48","48.6","57.4","41.75","41.4","39.1","39.1","35.2","35.2","35.2","+5.86","+2.06","+0.29","+0.35","8,023","1,296"
="2426","鼎元","28.6","-1.55","-1.38","+1.6","+2.69","+7.72","+21.7","+14.2","29.9","29.9","29.9","32.95","32.95","32.95","32.95","28.5","28","27.45","25.75","19.7","19.7","16.1","-1.63","-3.06","+0.01","-0.12","5,262","8,762"
="2431","聯昌","13.8","+1.1","-2.47","+3.76","+7.81","+10.4","+21.1","-5.8","14.1","14.65","14.65","14.65","14.65","15.75","16.9","13.55","13.15","12.6","11.9","10.3","10.3","10.25","-2.95","-0.92","-6.18","-1.11","961","1,619"
="2436","偉詮電","97.1","-0.51","+1.15","-1.92","+9.72","+2.64","+8.13","+32.7","100.5","102","102","102","115.5","115.5","115.5","95.3","95.3","88.4","88","70.4","65","41.55","-2.02","-2.66","-0.04","-0.56","15,434","9,088"
="2438","翔耀","16.25","-4.41","0","+10.2","+10.9","+9.06","+40.7","+61.7","17.25","17.25","17.25","17.25","17.25","17.25","17.25","15","14.7","14.45","13.5","10.85","9.9","6.52","+1.22","+1.51","0","0","828","1,680"
="2442","新美齊","13.9","-4.14","+4.51","+6.11","+2.96","+21.4","+11.2","+40.1","14.65","14.65","14.65","14.65","14.65","14.65","14.65","13.1","13.05","12.9","11.15","11.05","9.75","9.08","-7.21","-7.34","+3.42","+2.84","29,445","67,803"
="2449","京元電子","44.6","+1.13","+2.41","+3.12","+2.06","+6.06","+6.95","+4.45","44.8","44.8","44.8","45.85","45.85","51.4","52","43.55","43.1","43","41.2","36.4","36.4","34.4","+16.4","+6.58","+0.14","-0.02","5,963","3,834"
="2453","凌群","28.05","-5.87","-3.11","-2.26","+2.94","+9.14","+27.5","+13.1","32.35","32.35","32.35","32.35","32.35","32.35","32.35","28","28","26.9","25","21.5","21.3","16.6","-5.47","+0.85","-0.19","+0.1","4,354","1,088"
="2454","聯發科","1175","+2.62","+7.31","+7.8","+9.81","+16.9","+22.8","+25.7","1185","1185","1185","1185","1185","1185","1185","1095","1080","1045","991","839","839","734","+13.5","+13.1","-0.65","-0.52","5,043","8,596"
="2455","全新","148","-0.34","+3.5","+5.34","+7.25","+2.07","+22.3","+6.47","149.5","149.5","149.5","162.5","162.5","162.5","162.5","141.5","140","136","136","110.5","109.5","89.6","+6.21","+2.24","+0.48","+0.42","3,351","5,959"
="2457","飛宏","50","-3.29","+0.2","+16.1","+22.5","+39.9","+54.6","+34.2","52","52","52","52","52","52","52","49.35","43.3","40.35","34.35","27.95","27.95","15.5","-1.74","+0.04","-0.33","+6.24","34,025","69,846"
="2461","光群雷","25.3","-4.35","+9.05","+11.7","+12.4","+12.4","+16.9","+24","26.5","26.5","26.5","26.5","26.5","26.5","26.5","23.3","22.7","22.45","21.95","18.45","18.45","16","-3.31","-3.02","+11.5","+11.5","12,970","39,862"
="2465","麗臺","81.5","-0.12","-10.6","+0.62","+16.4","+12.3","+39.8","+2.39","95","98","98","98","98","98","98","81.3","81.3","70","66.5","52","52","16.05","-6.31","+0.56","-11.7","-2.99","11,060","10,639"
