"代號","名稱","成交","漲跌幅","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","3日最高股價","5日最高股價","10日最高股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","3日最低股價","5日最低股價","10日最低股價","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減","12/22成交量(張)","12/21成交量(張)"
="00713","元大台灣高息低波","42.2","-0.14","-0.14","+0.31","-0.33","-1.12","-3.21","-1.19","42.35","42.35","42.62","42.66","46.35","46.35","46.35","42","42","42","41.22","41.22","41.22","34","-7.8","-2.17","0","0","925","1,165"
="00731","FH富時高息低波","58.2","-0.09","-0.34","-0.17","-0.43","-0.34","-2.51","+1.75","58.4","58.6","58.95","58.95","64.8","64.8","64.8","57.85","57.85","57.85","56.7","56.7","56.6","47.54","-6.02","-2.83","0","0","1,101","1,145"
"00734B","台新JPM新興債","19.38","+0.05","+0.1","-0.31","+0.62","+0.05","-2.42","-1.37","19.43","19.43","19.48","19.48","19.88","19.94","21.09","19.36","19.36","19.21","19.01","19.01","19.01","19.01","0.96","0.95","","","1,006","1,007"
="00757","統一FANG+","49.82","+1.57","-0.04","-0.76","-4.47","-8.17","+1.36","+3.58","49.95","51.3","52.35","53.65","55.2","55.2","55.2","48.8","48.8","48.8","48.8","46.9","46.9","42.85","-74","-73.2","-0.94","-0.12","2,299","2,788"
="00830","國泰費城半導體","33.84","+1.38","+1.65","+0.83","-3.56","-2.25","+14.4","+19.7","33.9","34.75","34.89","35.15","35.15","35.15","35.15","32.81","32.81","32.81","32.81","28.11","27.87","24.46","-36.8","-41.4","+0.01","-0.61","1,132","2,277"
="00876","元大未來關鍵科技","32.57","+0.9","+0.59","+0.4","-1.66","-1.63","+9.44","+13.1","32.59","33.07","33.07","33.16","33.24","33.24","33.24","31.92","31.92","31.92","31.81","27.93","27.93","25.26","9.26","9.82","+0.12","-0.34","1,357","1,145"
="00877","FH中國5G","14.05","+3.23","+1.59","-0.07","+3.16","+3.16","+17.1","+6.28","14.15","14.15","14.2","14.2","14.2","14.2","14.85","13.46","13.46","13.46","13.16","11.83","11.81","10.93","54.1","50.3","+0.19","-0.18","5,226","951"
="00878","國泰永續高股息","18.87","+0.16","+0.05","+0.69","+0.37","+0.69","+4.14","+3.68","18.9","18.9","18.93","18.93","18.93","18.93","19.28","18.71","18.71","18.66","18.25","17.77","17.35","15.65","-32","-28.4","-0.49","-0.41","6,553","7,626"
="00881","國泰台灣5G+","18.43","+0.38","+0.66","+1.71","+0.22","+0.16","+6.41","+4.66","18.44","18.44","18.44","18.55","18.55","18.55","18.9","18.1","18.1","18.04","17.61","16.38","16.38","14.75","50.7","42.5","+0.36","+1.14","10,964","13,939"
"01010T","京城樂富R1","10.34","0","+0.29","+0.19","+0.19","+0.58","-3.09","-4.7","10.34","10.36","10.36","10.44","10.68","10.94","11.48","10.18","10.18","10.18","10.18","10.14","10.14","10.14","","0.04","","","1,074","12,144"
="1101","台泥","47.4","+0.32","-0.11","+0.96","-0.63","-1.04","-6.51","-7.06","47.5","47.6","47.85","47.95","51.7","54.5","58.7","47.1","46.8","46.8","45.95","45.95","45.65","40.15","-0.99","7.76","-0.17","-0.75","5,495","5,728"
="1102","亞泥","43.9","+0.34","+2.21","+1.15","+0.92","-1.79","-3.73","-13.1","44.15","44.15","44.15","44.3","46.65","53.6","54.3","43.25","42.6","42.6","42","42","42","40","27.7","34.8","+0.1","+0.85","11,261","11,700"
="1216","統一","68.2","+0.44","+0.44","-0.29","-0.29","+1.04","-0.44","-6.96","68.3","68.7","69","69","70","76","76.9","67.5","67.5","67.5","65.4","65.4","65.4","64.2","-18.7","-18.5","+0.1","+0.19","3,548","5,208"
="1227","佳格","53.2","-1.12","0","+1.72","+4.11","+2.9","+3.91","-0.75","54.4","54.4","54.4","54.4","54.4","55.4","61.5","53.1","52.2","51.1","51","50.7","50.7","50.7","20.6","36.6","+0.07","+0.07","1,459","1,755"
="1229","聯華","58.7","+1.21","+2.26","+1.73","+2.26","+2.98","-0.51","+18.7","58.8","58.8","58.8","58.8","60.2","63.3","63.3","57.5","57.4","57","55.8","53.5","49.05","40","38","16.4","+0.04","-0.09","1,580","728"
="1301","台塑","103","-0.48","0","+0.98","-1.44","-1.44","+3","-0.48","104","104","105.5","106.5","121","121","121","101.5","101","101","101","100.5","95.6","86.6","-14","-12.9","-0.14","-0.34","3,572","4,846"
="1303","南亞","84.8","+0.47","+0.59","+1.19","+0.24","-0.82","-2.86","+2.42","85","85","85","86.5","93.1","93.1","93.1","83.5","82.5","82.5","82","82","81.6","65.6","-2.33","2.1","+0.24","+0.26","3,842","6,147"
="1316","上曜","20.05","-1.23","-0.25","-2.43","-3.37","-5.42","+49.1","+69.9","20.75","20.9","21.2","23.35","23.35","23.35","23.35","19.9","19.85","19.7","19.7","13.5","11.3","10.05","13.5","4.18","-0.1","-1.05","4,065","2,271"
="1326","台化","79.8","-0.13","+0.63","+0.63","-0.99","-0.5","-0.87","-5.56","80.2","80.2","80.9","81.2","84.9","87.4","95.5","78.6","78.6","78.6","78.1","78.1","78.1","77.3","-32","-27.2","0","-0.07","1,533","1,732"
="1402","遠東新","28.6","+0.18","+1.78","+0.88","-0.52","-1.89","-0.35","-9.64","28.75","28.75","28.85","28.95","30.4","33.75","35.55","28.2","28.1","28.1","27.75","27.75","27.75","26","-26","-18.2","-0.1","-0.27","2,389","3,681"
="1434","福懋","28.05","0","-1.58","-2.6","-3.11","-4.1","-2.94","-12.8","28.65","28.95","29.25","29.45","30.8","33.7","34.5","28","28","28","28","28","28","28","-50.9","-50.2","-12","-20.2","17,666","16,350"
="1454","台富","14.95","+0.67","+7.17","+15","+28.3","+38.4","+44.4","+50.4","15.45","15.45","15.45","15.45","15.45","15.45","15.45","13.85","12.45","11.8","10.7","9.81","9.8","8","0.14","-0.01","+0.05","+0.07","2,673","4,043"
="1504","東元","30.7","-0.97","-0.65","-0.81","+0.16","-2.07","+0.82","-8.36","31.1","31.15","31.15","31.25","32","34.8","36.6","30.6","30.6","30.25","30","29.85","28.5","26.8","-38","-17.6","+0.13","+0.13","1,480","932"
="1514","亞力","25.55","-0.2","+2.61","+3.02","+5.36","+6.02","+11.3","+1.59","25.85","25.85","25.85","25.85","25.85","27.7","28.55","24.9","24.75","24.15","23.05","22.15","22.15","20.5","17.2","21.2","0","0","888","1,296"
="1528","恩德","11.75","-1.26","-0.42","-1.67","+4.44","+2.62","+11.4","-0.84","12.2","12.2","12.2","12.2","12.2","13","13","11.55","11.55","11.3","10.35","10","9.9","8.42","11.4","10.1","-0.03","+0.01","1,570","1,063"
="1529","樂士","21.3","0","+7.3","+8.12","-6.99","+22.8","+29.5","+24.2","21.85","22.1","23.5","23.85","23.85","23.85","23.85","19.55","19.55","19.55","16.9","15.55","15.1","14.85","1.11","-5.75","-0.07","+0.03","1,474","1,395"
="1560","中砂","90.6","-1.09","+1.8","-1.2","+1.23","+3.31","+29.2","+35.4","92.4","93.6","101.5","101.5","101.5","101.5","101.5","89","88.8","88.8","84","65.4","62.2","57.6","1.95","-3.81","-0.04","-0.35","1,281","1,872"
="1605","華新","26.05","-0.38","+0.58","+0.19","-2.62","-6.29","+1.76","+1.96","26.5","26.5","27.2","28.7","28.7","30.85","32.35","25.8","25.75","25.75","25.65","23.1","23.1","16.3","5.83","4.61","-0.19","-0.21","2,442","4,318"
="1611","中電","21.7","+1.88","+6.37","-0.69","+15.1","+49.7","+118","+92","22.7","22.7","22.7","22.7","22.7","22.7","22.7","20.25","20.25","18.55","12.7","9.95","9.95","9.48","1.21","0.54","-1.14","-0.71","28,020","15,978"
="1616","億泰","11.4","-1.3","-5","+1.79","+0.44","+26.7","+39.7","+26","12.15","12.15","12.15","13.15","13.15","13.35","13.35","11.3","11.05","10.8","8.89","7.61","7.61","5.12","-3.84","0.73","0","0","1,607","1,367"
="1709","和益","22.45","-1.1","+3.22","+3.22","+1.58","-6.26","+11.4","+9.51","22.8","22.8","22.8","25.45","25.45","25.45","25.45","21.8","21.55","21.5","21.5","19.25","18.65","13.85","-26.1","-27.2","+0.44","+0.18","4,612","12,337"
="1711","永光","26.55","-1.48","+2.71","+2.12","-1.67","-3.1","-0.38","+40.5","28.1","28.1","28.1","29.6","32.45","32.45","32.45","25.9","25.7","25.7","25.35","23.1","17.5","15.1","-3.64","-2.41","-1.27","-1.02","21,423","57,839"
="1714","和桐","10.85","0","+0.46","-0.46","-3.98","-3.13","+7.43","-7.66","11","11.05","11.4","11.85","11.85","13.1","13.5","10.6","10.6","10.6","10.6","9.95","9.95","8.96","-34.3","-41.6","0","-0.01","1,874","1,973"
="1721","三晃","29","+6.03","+17.4","+12.4","+1.05","+22.6","+179","+196","30.05","30.05","30.05","33.45","33.45","33.45","33.45","24.6","24.2","24.2","23.1","9.29","8.95","8.95","-1.81","-1.18","+3.67","+1.82","112,050","12,894"
="1722","台肥","69.5","-0.71","-1.42","+0.29","+0.58","+0.87","+18.2","+19.2","71.1","71.2","71.2","71.5","73.2","73.2","73.2","69.2","69.2","68","67.7","58.9","55.1","49.95","-9.91","11.2","+0.38","-0.9","990","1,513"
="1727","中華化","50.3","-1.76","+8.87","+3.93","-1.37","-2.52","+55.2","+242","54.1","54.1","54.1","61","61.6","61.6","61.6","46.05","45.9","45.9","45.9","24.85","13.85","10.35","0.01","-0.35","-1.64","-3.63","53,632","11,426"
="1810","和成","17.45","-0.85","+2.65","+0.29","+7.06","+0.29","+39.6","+48.5","18.3","18.3","18.3","18.3","18.3","18.3","18.3","17","17","16.05","15.15","12.35","10.2","8.9","-7.16","-8.01","+0.13","+0.02","6,760","3,761"
="2006","東和鋼鐵","67.6","-1.6","+0.9","+11.7","+10.8","+59.2","+68","+42.8","69.3","69.3","69.3","69.3","69.3","69.3","69.3","65.6","60.8","59.5","42.5","37","37","31","11.9","15.7","+0.73","+1.83","6,189","9,620"
="2101","南港","38.75","+0.13","+0.13","-1.02","-1.02","-3.12","+1.04","+1.17","38.75","39.1","39.5","40.05","41.85","42","45.7","37.9","37.9","37.9","37.9","37.6","36.6","34.55","-7.25","-8.63","+0.01","+0.02","875","3,162"
="2103","台橡","41.55","-3.26","+9.34","+19.1","+19.7","+27.8","+37.1","+19.1","43","43","43","43","43","43","43","38.6","35.2","34.2","31.55","29","29","19.5","4.58","9.68","+1.59","+2.27","14,592","68,631"
="2104","國際中橡","27.2","-0.18","+1.3","+1.3","+2.64","+1.68","+18","+5.43","27.9","27.9","27.9","27.9","29.7","29.7","32.9","26.95","26.8","26.15","25.4","22.3","22.15","22.1","-8.08","-4.38","-0.09","-0.09","3,065","9,534"
="2301","光寶科","61.5","-0.32","-0.65","0","-1.28","+0.33","-0.49","-4.06","62.5","62.5","62.9","62.9","65.8","65.8","67.9","60.8","60.8","60.8","59.7","59.7","56.1","48.65","-29.8","-21.4","+0.19","+0.53","5,161","3,072"
="2303","聯電","63.7","+1.27","+2.25","+1.59","-4.21","-1.55","-1.39","+20.2","63.9","64.6","65.7","68.5","68.5","72","72","62","62","61.5","60.9","56.4","50.2","43.05","-3.89","-15.9","+0.24","-0.14","82,805","77,195"
="2312","金寶","15.25","+2.35","+2.01","+0.33","+13.4","+8.93","+21.5","+18.2","15.5","15.65","16","16","16","16","18.8","14.6","14.6","13.5","12.9","11.7","11.35","11.35","-8.39","-8.18","-0.27","-0.32","47,867","11,520"
="2313","華通","43.55","+0.93","+2.11","+3.44","+2.47","+0.58","+15.1","+0.35","43.7","43.7","43.7","43.7","45.7","47.9","47.9","42.3","42.3","41.6","39.8","34.85","34.85","31.7","41.6","35.6","+0.41","+0.3","12,672","6,125"
="2324","仁寶","24","+0.63","0","+1.05","+1.69","+1.91","-0.21","+8.6","24.1","24.25","24.55","24.55","24.85","24.85","27.95","23.75","23.75","23.6","23.15","23.15","21.25","20.3","-10.7","-3.44","+0.02","-0.1","15,332","19,268"
="2330","台積電","600","+0.5","-1.15","+0.5","-0.33","-2.44","+2.39","+0.84","607","607","610","615","623","638","679","595","595","595","591","560","551","506","-14.5","2.33","-0.25","+0.26","10,128","17,670"
="2337","旺宏","41.4","+0.49","+2.6","+2.48","-1.31","-5.15","+13.7","-3.38","42.05","42.05","42.15","44.25","44.25","48","50","40.2","40.2","39.9","39.9","34","34","34","-7.66","-4.92","-0.39","-0.85","13,870","10,964"
="2338","光罩","99.9","+1.32","+3.52","+2.25","-10.8","-5.75","+25","+18.5","102","102","113","117","117","117","117","95.4","95.4","95.4","91","69.3","69.3","36.5","0.3","-6.81","-0.01","-0.01","9,351","5,566"
="2340","光磊","60.6","-0.16","+1.17","+0.66","+4.84","+0.66","+79.3","+142","62.5","62.5","65.8","66.2","66.2","66.2","66.2","59.5","59.1","57.4","55","29.3","24.85","21.85","0.67","-1.74","-0.92","-0.99","22,656","19,960"
="2342","茂矽","46.6","-0.21","+0.43","-0.43","-12.4","-4.7","+4.48","+29.3","47.55","48.2","53.7","57","57","57","57","46.15","46.15","45.6","45.2","39","35.15","26.3","-14.7","-17.6","-0.02","-0.47","2,559","1,459"
="2344","華邦電","31.25","+0.97","+2.29","+1.63","-0.64","-1.57","+14.3","-6.72","32.3","32.3","32.3","33.15","33.15","38.5","38.9","30.25","30.25","29.85","29.35","23.75","23.75","23.65","7.35","4.39","-0.14","+0.03","56,408","45,123"
="2347","聯強","65.8","+1.23","-0.9","+1.23","+6.13","+14.6","+26.3","+30.6","66.8","68","68","68","68","68","68","62.6","62.6","61.8","57","50.5","50.4","45.1","15.4","13.6","+4.22","+4.7","19,571","26,317"
="2353","宏碁","30.05","+0.17","+0.17","+3.26","+0.5","+11.3","+21.9","-2.44","30.4","30.4","30.5","30.9","30.9","31.5","35.85","29.7","29.25","28.55","26.8","23.45","23.45","23.25","13.4","19","+0.37","+0.26","13,093","15,182"
="2354","鴻準","64.1","0","+0.31","+0.31","-0.31","-4.47","-3.17","-1.54","64.5","64.7","65.8","67.3","71.8","71.8","79.6","63.6","63.6","63.6","63.5","63.5","61.3","51.9","-4.25","-0.65","0","+0.07","1,326","1,964"
="2355","敬鵬","36.15","-0.82","+0.7","+4.63","+2.41","+11.4","+19.3","+5.7","37.1","37.1","37.2","38.7","38.7","38.7","40.45","35.5","34.9","34.2","31.3","27.2","27.2","23.85","1.55","1.83","-0.7","+0.08","4,644","7,880"
="2356","英業達","24.9","-0.2","-1.58","-1.58","-2.16","-4.6","-1.97","-3.11","25.15","25.5","25.75","26.45","27.1","27.6","28","24.65","24.65","24.65","24.65","24.65","23.1","22.65","-14.9","-17.2","-1.71","-0.21","5,939","7,922"
="2357","華碩","370","-0.13","+0.95","+1.51","+2.78","+3.93","+12.6","-1.07","372.5","372.5","372.5","372.5","378","382.5","428","364.5","364.5","361","351.5","319","307","247.5","8.82","6.89","-0.01","+0.12","1,993","2,245"
="2360","致茂","195","+3.72","+4.28","+6.56","+5.69","+5.41","+8.94","+2.09","195","195","195","195","196","217","230","182","182","181","179","173","173","161","21","15.8","+0.57","+0.58","1,409","1,024"
="2368","金像電","76.8","+2.67","+6.96","+7.87","+7.11","+7.87","+3.78","+14.1","77.5","77.5","77.5","77.5","80","83.6","83.6","71.4","71.3","69.6","67.3","59.1","56.5","38.65","29.8","26.9","+2.87","+3.03","30,683","23,180"
="2369","菱生","25.9","+0.39","-0.58","-1.15","-4.6","-5.13","-8.48","+36.7","26.4","26.9","27.35","29.45","29.45","32.3","32.3","25.7","25.7","25.65","25","23.2","18.75","13.1","-9.7","-6.31","+0.36","+0.54","4,313","4,297"
="2374","佳能","25.2","+6.33","+4.56","+7.46","+5.44","+21.2","+65.2","+62.1","25.2","25.2","25.9","25.9","25.9","25.9","25.9","23.2","23.2","22.8","20.9","15","14.45","13.45","3.06","1.72","+0.42","-0.08","20,740","4,462"
="2376","技嘉","157","+1.29","+1.62","+2.95","+10.2","+13.8","+72.5","+42.1","160","165","165","165","165","165","165","149","149","144","127","83","80.5","74.6","3.27","1.55","+0.04","-0.98","13,111","19,301"
="2379","瑞昱","573","+0.7","+1.06","+3.62","+1.42","+4.56","+17.3","+18.4","576","576","576","581","581","621","621","552","552","541","521","445","445","381.5","11.1","11.5","+0.51","+0.6","892","1,262"
="2380","虹光","17.4","+0.29","+4.19","+13","+31.3","+58.9","+71.4","+45.6","18.3","18.3","18.3","18.3","18.3","18.3","18.3","15.5","15.45","12.8","10.45","8.7","8.7","6.78","-1.13","-0.06","0","0","10,003","9,402"
="2382","廣達","90","+0.78","+1.24","+1.35","+1.81","+4.05","+14.8","+3.45","90.3","90.3","90.3","90.3","90.3","92","102","87.8","87.8","87.8","85.1","76.1","72.5","72.5","27.4","26.3","+0.16","+0.1","5,963","7,937"
="2383","台光電","275.5","0","-0.36","+0.18","-1.61","+18.2","+18.5","+29","281","285","293","293.5","293.5","293.5","293.5","270.5","270.5","270.5","228","200","200","141.5","-1","12.2","+0.11","-0.96","1,806","1,260"
="2388","威盛","86.5","-0.23","+0.23","-0.57","-2.81","-4.42","+89.1","+56.4","90.1","93.8","93.8","94.7","103.5","103.5","103.5","84.9","83.4","81.9","78.7","38.05","38.05","38.05","2.31","-4.87","-0.52","-9.98","20,833","10,169"
="2401","凌陽","38.8","0","+1.17","-0.26","-4.43","-5.71","+7.48","+21.4","39.3","39.65","41.6","41.95","44.9","47.55","47.55","38.1","38.1","37.9","36.75","30.6","30.6","16.5","0.28","-3.35","+1.87","+1.83","5,043","7,605"
="2405","浩鑫","19.15","+2.96","+4.64","+0.26","+36.3","+57","+85.9","+56.3","19.5","19.5","20.45","20.45","20.45","20.45","20.45","17.3","17.3","14.2","11.85","10.3","10.1","10.1","3.59","3.85","0","0","13,758","7,884"
="2406","國碩","35.4","+2.91","+0.43","-2.48","+36.4","+53.2","+63.9","+65.4","36.45","37.7","37.7","37.7","37.7","37.7","37.7","33","33","25.8","22.15","20.7","20.2","14.5","18.7","8.61","-6.25","-4.17","11,423","11,315"
="2412","中華電","115.5","0","+0.43","+1.32","+1.32","+2.67","+4.05","+0.87","116","116","116","116","116","118.5","118.5","114","114","113.5","112","110","109","108","-0.7","6.79","-0.23","+0.16","2,966","8,291"
="2419","仲琦","23.8","-0.63","-1.45","-5.18","-0.21","-1.65","+26.3","+14.1","24.45","25.75","27.5","27.5","27.5","27.5","27.5","23.6","23.6","23.6","22.05","18.55","17.9","17.9","2.68","-0.03","-0.96","-0.91","1,287","1,100"
="2426","鼎元","28","-0.53","+0.54","+0.36","-1.75","-0.36","+23.1","+10.5","28.6","28.7","29.4","32.95","32.95","32.95","32.95","27.45","27.45","27.3","25.75","19.7","19.7","15.7","15.8","12.8","-0.01","+0.02","2,296","2,629"
="2431","聯昌","14.1","+6.02","+9.73","+8.05","+4.06","+15.1","+27","+0.36","14.45","14.45","14.45","14.45","14.45","15.75","16.9","12.6","12.6","12.6","11.9","10.3","10.3","10.25","-0.78","-0.75","+9.63","+9.63","30,605","19,204"
="2436","偉詮電","97.6","-1.41","+1.04","+6.32","+3.06","-3.37","+23.2","+31.4","102","102","102","103","115.5","115.5","115.5","95.4","92.4","88","88","70.4","65","41.55","6.15","5.31","+1.42","+2.32","18,363","35,375"
="2442","新美齊","13.05","-0.38","+0.38","-3.33","-1.88","+10.6","+16.5","+30.5","13.4","13.65","14.35","14.35","14.35","14.35","14.35","12.9","12.9","12.9","11.15","11.05","9.75","9.08","-8.55","4.09","-0.3","-1.08","2,364","1,519"
="2449","京元電子","43.2","-0.12","-0.46","-1.26","-4.11","-0.35","+2.86","+0.7","43.8","44.35","45.5","45.85","45.85","51.4","52","43","43","43","41.2","36.4","36.4","33.55","-5.46","-13.2","+0.07","-0.15","5,442","4,354"
="2453","凌群","28.95","+0.87","+6.83","+5.46","+5.27","+11.1","+35.9","+17.4","29.7","29.7","29.7","29.7","29.7","29.7","30","27.1","26.9","26.85","25","21.4","21.3","16.6","13.4","9.11","+0.15","-0.02","984","1,996"
="2454","聯發科","1085","-0.46","+0.93","+2.36","-0.91","+0.46","+19.1","+15.3","1110","1110","1110","1110","1120","1120","1185","1055","1055","1045","991","839","839","705","1.59","4.31","+1.54","+1.88","1,375","4,477"
="2455","全新","141","+0.36","+2.55","+1.08","-2.76","-3.42","+13.3","+11","143","143","149","162.5","162.5","162.5","162.5","136","136","136","136","110.5","109.5","89.6","8.29","-9.76","+0.31","+0.23","1,397","1,507"
="2457","飛宏","47.35","+9.99","+4.3","+8.11","+24","+25.6","+50.3","+32.3","47.35","47.35","47.35","47.35","47.35","47.35","48.95","42.7","42.7","38.05","34.35","27.95","27.95","15.4","-2.52","-0.16","+5.21","+7.35","59,418","28,490"
="2465","麗臺","89.1","+10","+26.4","+26.4","+26.2","+25.3","+43.7","+12.8","89.1","89.1","89.1","89.1","89.1","91.7","98","71.7","70.4","70","66.5","52","52","16.05","2.64","2.61","+19.2","+19.2","17,564","39,108"
="2476","鉅祥","71.2","+9.88","+18.7","+17.1","+9.2","+16.9","+30.9","+87.4","71.2","71.2","71.2","71.2","71.2","71.2","71.2","60.2","59.6","59.6","55.8","46.8","37.2","20.2","13","10.6","+3.72","+3.07","37,020","13,062"
="2481","強茂","108","0","+3.35","+1.89","-3.57","-0.46","+19.7","+45","112.5","112.5","113.5","116.5","125","125","125","103","103","102","100.5","78","73","39.6","4.38","-2.69","+0.36","-0.86","24,545","16,642"
="2482","連宇","16.3","-0.61","-4.68","-4.12","-0.61","+4.15","+30.9","+30.4","17.75","17.75","19.45","19.45","19.45","19.45","19.45","16.3","16.3","16.25","13.6","12.05","11.15","9.9","1.61","0.59","-32.5","-35","928","1,410"
="2484","希華","40.1","+0.63","+2.17","0","-2.08","-8.66","+30.6","+24.3","42","42","42","43.7","46.1","46.1","46.1","38.75","38.75","38.5","38.2","28.45","28.45","21.6","3.49","-0.26","+0.03","+0.19","11,019","5,700"
="2497","怡利電","80.1","-1.23","+0.12","-4.07","-1.72","+68.1","+148","+154","84","89","91","91","91","91","91","74.2","74.2","74.2","46.05","28.6","28.6","25.4","-4.7","-1.74","-1.98","+1.14","10,274","14,978"
="2498","宏達電","83.8","+0.96","+3.71","+4.62","+3.08","-3.34","+132","+105","87.8","87.8","87.8","88.8","97.3","97.3","97.3","80.1","79.5","75.3","72.3","33.7","33.7","27.7","2.77","0.21","-0.41","-2.01","115,469","60,659"
="2504","國產","29.2","-2.99","-1.35","+7.35","+6.18","+7.55","+29.2","+18.5","30.6","30.6","30.6","30.6","30.6","30.6","30.9","29.05","27.45","27","25.95","22.45","21.1","20.6","-10","6.94","-0.05","+0.19","9,647","11,649"
="2511","太子","13.35","0","-1.48","+0.75","0","-0.74","-1.84","+11.2","13.6","13.85","13.85","13.85","13.95","14.6","14.6","13.3","13.25","13.15","13","12.5","11.75","10.65","-28.7","0.46","0","-0.1","664","848"
="2520","冠德","37.65","0","-0.13","-0.92","-3.09","-1.95","-3.21","-1.05","37.85","38.15","39.1","39.1","39.65","44.35","44.6","37.5","37.5","37.5","37.5","37.45","37.45","31.5","-33.8","-35.8","-0.06","+0.08","1,111","1,463"
="2537","聯上發","10.2","-0.97","-0.49","-1.45","-5.56","-3.77","+4.29","+2","10.4","10.5","10.85","11.05","11.15","11.15","11.15","10.2","10.2","10.2","10.05","9.3","9.11","7.92","4.36","-0.98","0","0","835","1,790"
="2542","興富發","46.7","-0.64","-1.16","+0.21","+0.43","+0.32","+1.08","+9.37","47.75","47.75","47.75","47.8","48.7","49.8","49.8","46.4","46.4","46.35","46","44.15","42.95","40.4","-3.22","5.75","+5.59","+13.2","8,002","8,429"
="2610","華航","26.1","-0.76","-0.38","-4.04","-8.42","-4.92","+65.7","+33.8","26.9","27.65","30","31.15","31.15","31.15","31.15","25.95","25.95","25.9","24.25","15.8","15.4","9.97","-1.31","-4.52","-1.02","-1.73","106,044","119,509"
="2618","長榮航","26.6","-0.56","+0.76","-2.39","-7.16","+0.76","+55.1","+27","27.4","27.8","30.55","30.55","30.55","30.55","30.55","26.1","26.1","26.1","23.5","17.25","17.05","11.9","-4.82","-6.47","-0.07","-2.88","55,559","72,896"
="2633","台灣高鐵","29.35","0","+0.69","+0.69","-1.34","-1.18","0","-2.17","29.45","29.6","29.95","30.7","30.7","31.1","31.8","29.15","29.1","29.1","29.1","28.2","28.2","26.8","-16.3","-29.4","+0.14","+0.24","1,721","2,167"
