"代號","名稱","成交","漲跌幅","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","3日最高股價","5日最高股價","10日最高股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","3日最低股價","5日最低股價","10日最低股價","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減","12/29成交量(張)","12/28成交量(張)"
="1457","宜進","19.85","+4.47","+6.72","+7.01","+9.37","+11.2","+15.4","+1.28","20.45","20.45","20.45","20.45","20.45","20.9","22.8","18.9","18.5","18","17.75","16.75","16.2","13.9","+6.76","+7.81","-0.4","-0.95","6,267","1,196"
="1504","東元","31.9","+1.27","+2.9","+3.91","+3.07","+5.11","+4.08","-3.92","31.9","31.9","31.9","31.9","32","34.8","36.6","30.85","30.75","30.6","30","29.85","28.5","26.8","+22.1","+24.9","-0.07","-0.07","2,592","2,025"
="1529","樂士","22.45","+3.22","+5.15","+5.4","+14","+23.7","+36.1","+32.1","23","23","23","23.85","23.85","23.85","23.85","21.45","21.25","19.55","17.8","15.55","15.1","14.85","+20.8","+17.3","-0.01","+0.01","2,375","760"
="1560","中砂","117.5","+9.81","+24.1","+29.7","+28.1","+36.2","+65.3","+72.8","117.5","117.5","117.5","117.5","117.5","117.5","117.5","95.9","90.9","88.8","86.8","65.4","62.2","57.6","+5.29","+4.7","+4.54","+4.68","45,958","21,281"
="1599","宏佳騰","50.3","+6.91","+2.97","+12","+16.7","+16.8","+29.1","+18.1","51.7","51.7","51.7","51.7","51.7","51.7","55.2","46.95","44","43.05","42.8","37.05","37.05","35.25","-0.79","+0.4","+0.31","+0.31","4,134","1,022"
="1605","華新","26.5","-0.19","+0.95","+1.73","+1.92","+1.34","+7.51","-9.56","26.65","26.65","26.65","27.2","28.7","30.7","32.35","26.15","26.1","25.75","25.75","23.1","23.1","16.3","+18","+22.2","+0.07","+0.06","4,473","5,941"
="1611","中電","21.95","+1.15","+2.81","+1.15","+0.46","+66.9","+118","+86.8","22.3","22.55","22.7","22.7","22.7","22.7","22.7","20.95","20.95","20.25","13.4","9.95","9.95","9.48","+13","+6.09","-1.35","+1.73","14,275","15,305"
="1616","億泰","12.75","+9.91","+12.3","+11.8","+13.8","+32.3","+56.4","+4.94","12.75","12.75","12.75","13.15","13.15","13.35","13.35","11.3","11.3","11.05","9.42","7.61","7.61","5.12","+4.82","+4.01","0","0","12,273","1,631"
="1709","和益","23","+0.22","+2","+2.45","+5.75","-2.95","+15","+10","23.35","23.4","23.4","24.25","25.45","25.45","25.45","22.45","22.2","21.55","21.5","19.25","18.65","13.85","+26.6","-0.69","+0.97","+0.76","3,259","6,125"
="1710","東聯","22.35","+0.68","+1.13","+0.9","+3.95","+1.59","+0.68","+1.59","22.7","22.7","22.7","22.95","27.7","27.85","27.85","22.1","21.85","21.4","21.4","21.4","19.9","17","+7.83","+8.06","0","-0.02","2,433","3,355"
="1711","永光","27.8","+5.1","+6.11","+4.71","+6.92","+5.9","+10.8","+40.8","28.2","28.2","28.2","28.2","32.45","32.45","32.45","25.95","25.95","25.7","25.65","23.1","17.5","15.1","+5.67","+2.04","-2.68","-6.55","41,968","15,955"
="1712","興農","28.3","+0.18","+4.24","+4.04","+4.43","+1.07","+20.9","+25.8","28.9","28.9","28.9","28.9","28.95","28.95","28.95","27.15","27","26.9","26.8","23.3","22.15","20.25","-20.7","-23.3","-0.6","-0.77","1,574","3,824"
="1714","和桐","11.2","+2.28","+3.23","+3.23","+2.75","+1.36","+7.69","-8.57","11.3","11.3","11.3","11.85","11.85","13.1","13.5","10.85","10.8","10.6","10.6","9.95","9.95","8.96","+20.1","+15.5","0","0","5,353","2,963"
="1717","長興","40.55","+8.57","+9.15","+10","+11.7","+12.3","+8.42","+0.12","41.05","41.05","41.05","41.05","41.05","44","47.1","37.1","36.9","36.15","35.85","35.1","34.8","32.7","+10.8","+12.2","0","+0.03","38,206","2,977"
="1721","三晃","28.3","+0.71","-2.08","-2.41","+9.69","+12.3","+188","+183","30.55","30.55","30.55","33.45","33.45","33.45","33.45","27.95","27.95","24.2","24.2","9.29","8.95","8.95","-0.41","+0.4","-2.7","-0.37","21,240","47,080"
="1722","台肥","69.8","+1.31","+1.6","+0.43","+0.72","+1.9","+7.22","+18.5","70.3","70.3","71.2","71.2","73.2","73.2","73.2","68.4","68.4","68.4","67.7","65.2","55.1","49.95","+3.13","+1.28","+0.22","+0.6","2,336","1,549"
="1727","中華化","50.7","+3.05","+2.63","+0.8","+4.75","+2.84","+66","+218","52.4","52.4","54.1","56","61.6","61.6","61.6","48.25","48.25","45.9","45.9","24.85","13.85","10.35","+0.15","-0.18","-6.79","-20","9,303","15,116"
="1773","勝一","178.5","+9.85","+24","+24.8","+27.5","+32.2","+28.4","+41.7","178.5","178.5","178.5","178.5","178.5","178.5","178.5","146","141","139","135","129","120.5","99.8","+3.5","+4.07","+0.19","+0.23","11,070","7,252"
="1785","光洋科","50.2","+1.62","+1.62","+1.31","+3.08","+3.51","+2.45","+8.07","50.7","50.7","51","52.1","58.9","58.9","62.4","49.4","49.3","48.1","48.1","47.75","44.05","39.1","+19.4","+15.3","-0.12","-0.17","5,559","2,841"
="1809","中釉","16.65","+4.39","+3.42","+6.05","+7.77","+21.1","+13.3","+2.15","16.8","16.9","16.95","16.95","16.95","17.5","20.6","15.4","15.4","15.4","13.7","13.3","12","10.35","+24.5","+11.8","-0.1","+0.27","6,860","2,118"
="1810","和成","17.9","+2.87","+0.56","+2.58","+2.87","+14.7","+27.4","+34.1","18.1","18.1","18.3","18.3","18.3","18.3","18.3","17.4","17.3","17","15.7","12.55","10.2","8.9","+31.3","+41.8","-0.12","+0.05","5,657","1,213"
="2006","東和鋼鐵","67.5","+0.3","-1.46","-0.15","+11.6","","+66.7","+28.6","68.8","68.8","69.3","69.3","69.3","69.3","69.3","66.6","66.6","60.8","58.2","37","37","31","+6","+13.7","-0.21","-0.16","1,569","2,217"
="2101","南港","39.9","+0.76","+2.7","+2.97","+1.92","+2.84","-0.87","+3.91","40.45","40.45","40.45","40.45","41.85","42","45.7","38.85","38.45","37.9","37.9","37.9","36.6","34.55","+8.39","+8.93","0","-0.06","1,733","1,140"
="2102","泰豐","28.4","+0.71","+2.9","+3.27","+4.03","+8.81","-5.02","+1.07","29","29","29","30.1","32.5","32.5","35.35","27.6","27.15","26.95","25.95","25.6","25.6","16.5","-0.65","-3.42","-0.11","-0.13","1,261","1,773"
="2103","台橡","42.05","+1.82","+3.83","+1.2","+20.5","+31","+34.1","+17","43.9","43.9","43.9","43.9","43.9","43.9","43.9","40.7","40.3","35.2","32.15","29","29","19.5","-4.18","-3.93","-0.9","-1.46","29,283","4,275"
="2104","國際中橡","28.25","+2.36","+2.73","+3.86","+5.21","+9.92","+21.5","+5.21","28.45","28.45","28.45","28.45","29.7","29.7","32.9","27.35","27.25","26.8","25.4","22.3","22.15","22.1","+23.4","+24.6","+0.02","-0.02","10,588","2,892"
="2301","光寶科","64.1","+0.47","+2.23","+4.23","+4.23","+5.78","-0.47","+11.3","64.2","64.2","64.2","64.2","65.8","65.8","67.9","62.6","61.6","60.8","59.7","59.7","56.1","49.6","+19.3","+13.2","+1.45","+2.82","3,442","2,383"
="2303","聯電","65","+0.46","+1.09","+2.04","+3.67","+4.17","+3.17","+22.4","65.2","65.2","65.2","68.5","68.5","72","72","64.2","63.8","62","61.5","56.4","50.2","43.05","+24.1","+22.7","+0.19","+0.16","53,067","80,111"
="2305","全友","9.88","+0.3","-2.66","+7.63","+11.8","+18.3","+25.7","+16.1","10.4","10.5","10.5","10.5","10.5","10.5","12.1","9.7","9.15","8.88","8.38","7.41","7.41","7.39","+0.49","-2.29","-0.26","+0.65","1,894","7,143"
="2308","台達電","278","+0.18","+2.77","+4.71","+3.93","+9.66","+11.9","-8.25","280","280","280","280","280","335","335","271","266","263.5","255","234.5","234.5","234.5","+13.2","+11","+1.07","+1.06","3,669","3,860"
="2312","金寶","15.95","+0.95","-1.54","+4.59","+4.93","+17.3","+24.6","+23.2","16.6","17","17","17","17","17","18.8","15.7","15.7","14.6","12.9","11.7","11.35","11.35","-13.4","+0.16","-0.99","+0.22","22,722","32,915"
="2313","華通","43.65","-0.8","-0.57","+0.23","+3.68","+6.33","+20.2","+3.93","44.4","44.4","44.4","44.4","45.7","47.9","47.9","43.4","43.4","42.3","40.5","34.85","34.85","31.7","+10.2","+14.4","+0.42","+0.75","10,512","8,266"
="2316","楠梓電","36.6","-0.54","+6.55","+19.4","+20.8","+28","+34.1","+21.8","39.9","39.9","39.9","39.9","39.9","39.9","39.9","36","30.6","29.8","28.9","26","26","24.9","+0.28","+0.41","+2.42","+2.44","9,341","35,795"
="2323","中環","10.45","+9.88","+14","+16.1","+16.5","+20.8","+17.7","+2.96","10.45","10.45","10.45","10.45","10.45","10.6","12.5","9.19","9.05","8.91","8.62","8.02","8.02","7.99","-8.51","-5.9","-0.2","-0.2","37,682","44,747"
="2324","仁寶","24.25","+0.21","+0.83","+1.04","+2.11","+3.85","+1.68","+8.5","24.3","24.3","24.3","24.55","24.85","24.85","27.95","24.05","23.8","23.75","23.15","23.15","21.25","20.6","+11.6","-5.43","+0.07","+0.08","7,574","7,406"
="2330","台積電","616","+0.16","+1.99","+2.67","+3.18","+3.88","+6.21","+3.53","619","619","619","619","623","638","679","604","602","595","591","560","551","514","+42.5","+43.7","+0.35","+0.32","25,579","35,156"
="2337","旺宏","41.85","+0.36","+1.45","+1.09","+3.59","-0.59","+13.6","-8.42","41.9","41.9","42.05","43.5","44.25","48","50","41.1","41.1","40.2","39.9","34","34","34","+17.6","+12","+0.34","+0.21","7,326","8,898"
="2338","光罩","104","0","+5.05","+4.1","+6.45","+6.67","+35.6","+24.4","105","105","105","117","117","117","117","99.7","99","95.4","95.4","69.3","69.3","36.5","+1.86","+1.65","+0.26","+0.03","6,534","8,890"
="2340","台亞","74.6","-5.33","+1.91","+23.1","+23.9","+28.4","+128","+192","80.4","80.4","80.4","80.4","80.4","80.4","80.4","74.1","64.5","59.1","56.8","29.3","25.6","21.85","-0.58","+3.88","+8.56","+9.33","76,259","79,854"
="2342","茂矽","50.3","-0.2","+1.21","+7.94","+7.48","+5.23","+5.23","+31","52","52","52","57","57","57","57","49.25","46.6","46.15","45.6","39","36.75","26.3","+4.3","+0.61","-0.47","+1.57","6,133","7,046"
="2344","華邦電","31.65","+0.16","0","+1.28","+2.93","+2.43","+20.6","-9.18","31.95","32.15","32.3","33.15","33.15","38.5","38.9","31.4","31.3","30.25","29.85","23.75","23.75","23.75","+4.06","+13","+0.53","+0.13","12,514","19,152"
="2347","聯強","66.6","+0.15","+0.15","+1.22","+2.46","+15","+28.8","+30.8","66.7","67.7","68","68","68","68","68","65.6","65.6","62.6","58.1","50.5","50.4","45.1","+22.3","+18.2","-0.41","+2.59","2,631","2,892"
="2351","順德","163","+1.24","+0.62","+2.19","+2.52","0","+38.1","+29.9","164","164","165","172","200","200","200","160","158.5","155.5","155","116.5","116.5","72.2","+7.83","+7.24","-1.03","-5.01","1,136","734"
="2353","宏碁","30.15","0","+1.01","+0.33","+3.61","+8.45","+21.8","+2.9","30.35","30.35","30.4","30.9","30.9","30.9","35.85","29.75","29.7","29.25","27.5","23.45","23.45","23.25","+28.9","+17.6","+0.19","+0.44","8,961","10,946"
="2354","鴻準","64.9","-0.15","+0.46","+1.25","+1.56","-0.15","-5.53","-1.22","65.4","65.4","65.4","65.8","71.8","71.8","79.6","64.5","64.2","63.6","63.6","63.5","61.3","52.9","+36.7","+34.9","-0.02","-0.15","1,934","1,495"
="2355","敬鵬","37.15","-0.67","-0.4","+2.77","+7.53","+11.6","+28.5","+14","40","40","40","40","40","40","40.45","36.7","36.25","34.9","34.15","27.2","27.2","23.85","-4.86","+0.14","-0.11","-0.11","6,045","11,806"
="2356","英業達","25.05","+0.2","+0.2","+0.6","-0.99","-3.84","-3.65","-4.57","25.1","25.1","25.5","26.45","27.1","27.6","28","24.85","24.8","24.65","24.65","24.65","23.1","22.65","+4.44","-6.34","+0.38","+0.23","2,994","3,343"
="2357","華碩","373.5","0","+0.95","+0.95","+2.47","+5.06","+13.7","+0.54","374.5","374.5","374.5","374.5","378","382.5","428","369","369","364.5","352.5","319","307","249.5","+15.1","+0.02","+0.09","-0.06","1,070","1,391"
="2359","所羅門","21.75","+9.85","+15.4","+23.2","+21.2","+25.4","+26.1","+25.7","21.75","21.75","21.75","21.75","21.75","21.75","21.75","19.05","17.95","17.55","17.15","16.75","16.65","15.25","+0.33","+2.02","+0.18","+0.18","4,461","3,718"
="2362","藍天","32.9","+0.3","+3.46","+3.62","+5.11","+4.61","+16.3","+8.58","34.25","34.25","34.25","34.25","35.7","35.7","35.7","32.05","31.5","31.1","31.1","27.5","27.5","27.4","-14.3","-13.3","0","0","533","1,035"
="2363","矽統","25.9","+0.39","+1.57","+2.57","+1.37","+4.23","+4.02","+20.2","26.25","26.25","26.25","27.5","28.6","31.8","31.8","25.45","25.4","25","25","22.2","21","15.2","+7.31","+9.37","+0.25","+0.2","4,711","9,038"
="2365","昆盈","13.4","+1.52","+14.5","+18.1","+19.1","+26.4","+34","+13.6","13.5","13.5","13.5","13.5","13.5","13.5","16.3","11.55","11.35","11.05","10.7","9.63","9.63","9.63","-6.91","-6.45","+0.78","+0.56","27,800","28,458"
="2367","燿華","20.15","+1","-0.49","+2.54","+8.04","+8.04","+12.9","-8.62","20.5","20.5","20.5","20.5","23.1","24.75","24.75","19.95","19.55","18.45","18.35","16.05","16.05","16.05","+19.4","+2","+0.14","+0.41","6,624","5,227"
="2368","金像電","77","+2.26","-3.14","+0.26","+8.15","+9.69","+19.6","+15.1","84.2","84.2","84.2","84.2","84.2","84.2","84.2","75.2","75.2","71.3","69.6","59.1","56.5","38.65","-11.8","+2.52","-1.11","+0.53","9,466","18,957"
="2369","菱生","27.3","+1.68","-0.18","+5.41","+4.2","+6.85","+3.8","+40","27.85","27.85","27.85","29.45","29.45","32.3","32.3","26.85","26.1","25.7","25.65","23.2","19","13.1","+0.58","+6.66","-0.73","-0.87","12,271","7,224"
="2371","大同","32.4","+0.47","+2.53","+2.05","+3.18","-7.43","-0.77","+31.2","32.6","32.6","32.6","36","39.9","39.9","39.9","31.7","31.45","30.95","30.35","30.35","23.65","20.25","+4.33","+5.24","-0.09","-0.15","16,686","24,356"
="2374","佳能","32.95","-0.3","+8.21","+30.8","+40.5","+40.2","+111","+108","33.85","33.85","33.85","33.85","33.85","33.85","33.85","29.6","25.65","23.2","22.8","15","14.45","13.55","+0.68","+0.59","+17.5","+22.3","109,971","90,333"
="2376","技嘉","154","-1.6","-1.28","-1.91","+0.98","+16.7","+77.2","+43.3","159.5","159.5","165","165","165","165","165","153.5","153.5","149","132","83","80.5","74.6","-7.61","-4.06","+0.24","+0.44","5,020","4,725"
="2380","虹光","15.8","-1.25","-4.24","-9.2","+2.6","+15.3","+58.3","+34.5","16.7","17.7","18.3","18.3","18.3","18.3","18.3","15.75","15.75","15.45","12.8","8.7","8.7","6.99","+6.67","+2.88","0","0","2,463","2,953"
="2382","廣達","94.6","-0.11","+4.53","+5.11","+6.53","+9.24","+23.3","+8.11","96","96","96","96","96","96","102","90.7","89.7","87.8","85.9","76.1","72.5","72.5","-4.57","+2.23","+0.73","+0.82","12,772","20,828"
="2388","威盛","87.4","+0.92","-0.34","+1.04","+0.46","+4.05","+102","+54.4","90.2","90.4","93.8","94.7","103.5","103.5","103.5","85.6","85.6","83.4","81.9","38.05","38.05","38.05","+1.01","+3.13","-1.26","-0.4","5,607","11,294"
="2401","凌陽","39","0","+1.43","+0.52","+0.26","+0.26","+8.18","+22.8","39.55","39.55","39.65","41.95","44.9","47.55","47.55","38.3","38.3","38.1","37.9","30.6","30.6","17.2","+4.58","+1.94","-0.62","+1.53","7,770","5,022"
="2405","浩鑫","20.4","+5.7","+3.55","+6.53","+6.81","+71.4","+87.2","+67.2","20.45","20.45","20.45","20.45","20.45","20.45","20.45","18.65","18.65","17.3","12","10.35","10.1","10.1","+6.86","+6.65","0","0","18,741","10,947"
="2406","國碩","34.7","+1.17","-1.14","-1.98","-4.41","+50.2","+50.9","+47.7","35.95","36.35","37.7","37.7","37.7","37.7","37.7","34","34","33","23.2","20.7","20.2","14.5","+9.03","+14.7","-1.15","-2.19","3,849","6,773"
="2412","中華電","116.5","+0.43","+0.87","+0.87","+2.19","+3.56","+4.48","+2.19","117","117","117","117","117","118.5","118.5","115.5","114.5","114","112","110","109","108","+33.2","+25.6","+4.27","+0.73","9,055","6,138"
="2419","仲琦","23.95","-1.03","+1.05","+0.63","-4.58","-2.64","+24.1","+15.7","24.45","24.45","25.75","27.5","27.5","27.5","27.5","23.7","23.7","23.6","23.5","18.55","17.9","17.9","-5.84","-3","-0.2","-0.81","836","1,872"
="2426","鼎元","28.6","0","-3.7","+2.14","+2.51","+5.93","+26.3","+13.3","29.65","29.9","29.9","32.95","32.95","32.95","32.95","28.4","28.4","27.45","27.2","19.7","19.7","16.1","-6.99","-2.39","+0.01","-0.12","2,870","5,262"
="2427","三商電","13.3","+9.47","+13.7","+13.7","+14.2","+20.9","+24.9","+16.7","13.35","13.35","13.35","13.35","13.35","13.35","14.45","11.8","11.65","11.45","10.9","10.25","10.25","10.25","+0.93","+0.86","0","0","9,227","990"
="2431","聯昌","14","+1.45","+1.08","-0.71","+7.28","+13.8","+24.4","-2.44","14.3","14.65","14.65","14.65","14.65","15.75","16.9","13.55","13.55","12.6","12.25","10.3","10.3","10.25","+3.06","-2.05","-6.18","-1.11","4,156","961"
="2436","偉詮電","97.1","0","+1.78","-0.51","+5.77","+5.31","+7.29","+31.2","100.5","100.5","102","102","115.5","115.5","115.5","95.8","95.3","92.4","88","70.4","65","41.55","+1.9","-2.38","-0.04","-0.56","6,958","15,434"
="2442","新美齊","13.9","0","+5.3","+6.51","+2.96","+22.5","+11.2","+39.1","14.65","14.65","14.65","14.65","14.65","14.65","14.65","13.1","13.05","12.9","11.15","11.05","9.75","9.08","-7.39","-7.19","+3.42","+2.84","7,635","29,445"
="2449","京元電子","44.55","-0.11","+1.71","+3.12","+1.83","+4.82","+9.19","-0.78","44.8","44.8","44.8","45.85","45.85","51.4","52","43.8","43.3","43","43","36.4","36.4","34.5","+10.5","+6.76","+0.14","-0.02","4,298","5,963"
