"代號","名稱","成交","漲跌幅","2日累計漲跌(%)","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","一年累計漲跌(%)","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減"
="2385","群光","81.7","0","-0.12","+0.74","+0.99","+1.62","+1.24","+5.01","+5.97","-5.88","78.7","76.3","76.3","75.9","82.5","82.5","83.3","107","-9.07","-2.29","+0.05","+0.05"
="2388","威盛","89","-1.33","-1.11","-1.55","0","+4.71","+16.3","+90.2","+77.6","+80","78.6","38.05","38.05","38.05","103.5","103.5","103.5","103.5","-1.28","0.4","-1.94","-1.86"
="2390","云辰","24.55","+9.84","+12.1","+16.4","+15.8","+14.5","+15.8","+9.11","-8.4","+62.6","20.9","17.85","17.85","12.45","24.55","24.55","34.05","34.05","11.8","10.7","+1.38","+1.31"
="2393","億光","52.1","-0.19","+0.39","+0.58","+0.39","-3.52","+2.56","+1.36","+7.64","+36","49","44.2","44.2","36.55","59","59","68.9","68.9","-13.5","1.24","-0.19","-0.01"
="2401","凌陽","40.6","-0.12","-0.49","-1.58","-1.93","+2.53","+5.32","+8.56","+25.9","+138","36.75","30.6","30.6","16.4","44.9","44.9","47.55","47.55","-4.67","9.1","-0.94","-0.92"
="2405","浩鑫","14.05","+9.77","+10.6","+11.1","+14.2","+14.7","+16.1","+38.4","+9.77","+30.1","11.85","10.1","10.1","10.1","14.05","14.05","14.05","15.3","2","-2.1","0","0"
="2406","國碩","25.95","0","+1.96","+4.43","+5.92","+6.57","+8.81","+16.6","+41.4","+13.3","22.1","20.7","18.3","14.5","26.3","27.45","29.3","29.3","11.8","2.79","+1.4","+1.63"
="2408","南亞科","76.9","-0.77","-0.77","-2.41","+1.18","+1.99","+13.8","+19.6","-0.39","-12.6","67.4","59.4","59.4","59.4","80","80","82.3","105","-16.5","3.74","+0.12","+1.81"
="2412","中華電","114","0","0","+0.44","+0.88","+0.44","+2.24","+2.7","0","+4.11","110.5","110","109","108","115","115","118.5","118.5","12.2","16.7","+0.08","+0.84"
="2415","錩新","45.75","-2.35","-2.03","-2.56","-7.2","+1.67","-2.66","+23.3","+15.1","+122","41.85","32.4","32.4","18.85","50","50","64.1","64.1","-7.13","-13.8","+0.28","-0.29"
="2419","仲琦","23.85","+0.21","-0.62","-1.04","-3.25","+1.92","+3.02","+27.9","+16.9","-11.5","22.05","18.55","17.9","17.9","26.95","26.95","26.95","27.1","-0.45","-2.28","-1.04","-0.79"
="2420","新巨","48.15","+0.84","+2.01","+3.44","+2.45","+2.01","+7.48","+18","+28.6","+43.3","42.3","39.05","37.35","31.75","48.35","48.35","48.35","48.35","21","16.7","-0.12","+0.11"
="2421","建準","41.05","+0.61","-0.97","-1.79","-5.52","-9.88","+5.53","+2.88","-8.37","-24","38.2","35.2","35.2","35.2","48","48","48.6","57.4","-32.1","-32.5","+0.15","-0.17"
="2426","鼎元","28.5","-1.04","-10.7","-1.72","-0.52","-1.55","+10.5","+21.8","+9.4","+68.6","25.55","19.7","19.7","15.45","32.95","32.95","32.95","32.95","-7.18","-4.62","+0.4","+0.52"
="2431","聯昌","13.55","+1.5","+5.45","+3.83","+7.97","+7.54","+17.3","+19.4","-5.24","+8.4","11.45","10.3","10.3","10.25","14.1","14.1","15.75","16.9","-0.5","-0.62","+0.04","+0.15"
="2436","偉詮電","94.7","-0.32","-4.63","-4.34","-5.77","-4.82","+14.8","+25.6","+30.6","+160","82.5","70.4","65","36.85","115.5","115.5","115.5","115.5","-7.53","-8.32","-1.87","-0.51"
="2442","新美齊","13.3","+2.31","+6.4","+16.7","+17.2","+14.2","+17.7","+20.9","+33.1","+20.9","11.15","11","9.69","9.08","13.75","13.75","13.75","13.75","2.47","1.13","+2.29","+2.28"
="2444","兆勁","14.1","+8.88","+19.5","+17.5","+16.5","+16.5","+16","+30.6","+10.2","-2.42","11.7","10","10","10","14.15","14.15","14.15","19.85","2.39","1.96","0","0"
="2449","京元電子","45.05","-0.88","+0.22","+1.46","+2.5","+5.5","+7.39","+3.21","+7.9","+25.3","41.2","36.4","36.4","33.55","45.85","45.85","51.4","52","24.8","24.6","+0.19","+0.27"
="2454","聯發科","1095","+2.82","+0.92","+3.3","+2.82","+5.29","+11.7","+20.1","+13.2","+50","936","839","839","689","1120","1120","1120","1185","8.9","11.5","-0.26","-0.22"
="2455","全新","145","+1.05","+1.05","-1.69","-4.61","-3.01","+9.02","+13.7","+22.9","+37.4","130","110.5","109.5","89.6","162.5","162.5","162.5","162.5","-13.4","0.92","-0.48","-0.73"
="2457","飛宏","38.2","-2.3","+2.69","+5.52","+4.8","+0.39","+7.61","+19.2","+14.9","+142","34.35","27.95","27.95","14.8","39.9","39.9","45","48.95","5.43","4.66","-2.38","-2.39"
="2458","義隆","160.5","+1.26","0","-0.93","-2.13","-3.31","-2.73","+6.29","-23.4","+18","158","141","141","132","173.5","174","214.5","228.5","-21.7","-28.1","-0.23","-0.99"
="2465","麗臺","70.6","+0.14","-1.26","-4.98","-5.74","+0.43","-6.98","+13.1","-0.42","+254","66.5","52","52","16.05","82","82","98","98","-1.52","-5.41","-0.36","-1.17"
="2476","鉅祥","65.2","+2.84","+2.03","+3.33","+4.65","+6.36","+7.77","+17.1","+93.2","+225","55.8","46.8","33.6","19.85","66.7","69","69","69","12.7","15.9","+0.4","+0.58"
="2481","強茂","112","+1.82","-0.88","+0.45","+1.36","0","+12.9","+23.8","+98.2","+149","95","78","56","39.6","116.5","125","125","125","-3.13","3.51","-7.42","-0.65"
="2482","連宇","16.4","+4.46","+3.8","+13.9","+15.1","+8.61","+18.4","+28.1","+49.1","+52.6","13.6","12.05","10.75","9.9","16.7","16.7","16.7","16.7","-0.39","-0.48","+20","+20.4"
="2484","希華","40.95","+6.36","+4.33","+1.61","-0.85","-1.09","+20.1","+34","+37.2","+78","33.85","28.45","28.45","21.6","46.1","46.1","46.1","46.1","-6.92","-17.4","+0.13","+0.03"
="2485","兆赫","22.95","+5.76","+8","+7.75","+6","+5.76","+6","+33.8","+22.7","+15.3","20.1","17","17","16.7","23","23","24.5","27","7.36","6.52","+2.52","+2.54"
="2486","一詮","53.4","+1.71","+0.56","-0.19","-3.09","-5.99","-4.13","+10.6","+78.3","+172","51.4","46.25","29","16.3","62.5","67.5","67.5","67.5","9.41","3.88","-0.4","-0.55"
="2489","瑞軒","18.05","-1.1","+0.56","0","-1.37","-6.72","-5.74","+7.76","+3.74","+47.3","17.6","16.35","16.35","10.95","20.2","20.2","20.2","22.7","-24.4","-35.1","-0.11","-0.13"
="2497","怡利電","81.5","+7.1","+5.03","+15.4","+18.8","+64.6","+112","+156","+185","+181","38.5","28.6","27.9","25.4","82","82","82","82","4.88","8.88","+1.64","+0.77"
="2498","宏達電","81.3","-3.21","-5.57","-4.58","-2.52","+2.39","+5.58","+136","+119","+156","72.3","33.7","33.7","27.7","97.3","97.3","97.3","97.3","-4.52","-1.72","-0.89","-0.8"
="2504","國產","27.5","-0.18","+0.92","+2.23","+2.8","+1.1","+10","+22.8","+9.13","+10.4","24.8","22.25","21.1","20.6","28.6","28.6","28.6","30.9","14.3","11.8","+0.02","+0.01"
="2515","中工","8.85","-0.11","+0.68","+0.8","+0.23","-1.99","-3.28","+0.23","-1.88","+1.72","8.65","8.25","8.22","8.03","9.35","9.5","9.5","11.8","-10.8","-19.8","-0.01","-0.01"
="2520","冠德","38.85","0","+0.52","+0.26","+0.52","+0.91","+0.52","-3.48","+7.02","+18.3","37.5","37.45","36.15","31.5","39.35","41.1","44.35","44.6","33","34.2","+0.06","+0.14"
="2537","聯上發","10.8","0","+0.47","+1.89","+2.37","+2.37","+8","+8.98","+18.8","+8.98","9.94","9.3","9.06","7.92","11.15","11.15","11.15","11.15","14.6","23.7","0","0"
="2538","基泰","13.8","0","0","-1.43","-7.07","-1.78","+5.75","+16.9","+40.2","+36.6","12.8","11.3","9.83","9.2","15.8","15.8","15.8","15.8","-19.9","-25.9","-0.2","-0.71"
="2542","興富發","46.5","0","+0.22","+0.43","-0.43","-0.75","+3.33","-1.59","+11.4","+2.42","44.8","44.15","41.7","40.4","48.7","48.7","49.8","49.8","-26.5","-22.6","-3.72","-9.33"
="2610","華航","28.5","+0.35","+7.34","+10.5","+5.56","-5.16","+35.7","+80.4","+51.6","+164","20.75","15.4","15.4","9.97","31.15","31.15","31.15","31.15","-2.39","-5.02","-2.16","-4.58"
="2618","長榮航","28.65","+2.69","+9.35","+13.9","+10.8","+1.06","+21.9","+61","+40.8","+115","23","17.05","17.05","11.9","29.4","29.4","29.4","29.4","6.56","3.23","-4.72","-3.08"
="2633","台灣高鐵","29.75","+0.34","+0.68","+0.34","-0.5","-0.67","+2.06","+0.34","+1.36","-3.88","29","28.2","28.2","26.8","30.7","30.7","31.1","31.8","-0.74","2.19","-0.01","-0.04"
="2634","漢翔","29.65","-1","-0.34","+1.02","+1.54","-2.95","+1.72","+8.21","+1.54","+3.67","28.8","27.2","27.2","25.45","30.85","30.85","31.2","32.1","-1.74","-5.49","0","0"
="2801","彰銀","16.85","+0.9","+0.9","+1.2","+1.2","-1.46","+1.51","+1.51","+0.6","-2.6","16.4","16.1","15.95","15.95","17.4","17.4","17.4","18.3","-4.7","-12.9","0","0"
="2809","京城銀","40.1","+0.12","0","-0.99","-1.23","-2.31","-2.2","-7.6","+0.12","+5.25","39.85","39.85","39.25","37.55","42.1","43.65","44.6","44.6","-60.3","-57.9","+15.9","+18"
="2812","台中銀","12","0","+0.42","0","0","-0.83","+0.42","+3.9","+5.26","+10.1","11.9","11.35","11.35","10.65","12.25","12.25","12.25","12.25","-4.22","5.44","+0.69","+0.87"
="2823","中壽","30.7","-0.49","0","+0.16","+0.49","-0.49","+6.04","+6.97","+25.6","+38.9","28.9","28.55","24.15","21.9","31.25","31.25","31.25","31.25","31.8","36.7","+0.01","+0.02"
="2834","臺企銀","9.76","+0.31","+1.24","+1.04","+1.24","-1.41","+2.95","+3.39","+2.95","+0.93","9.47","9.39","9.36","9.1","10.05","10.05","10.05","10.3","-33.5","-40.9","-0.04","+0.02"
="2838","聯邦銀","12.8","+1.59","+3.64","+4.49","+3.23","+4.49","+7.56","+8.94","+10.3","+23.1","11.8","11.6","11.35","10.3","12.8","12.8","12.8","12.8","37.6","26","0","-0.22"
="2845","遠東銀","10.6","+0.47","+0.47","+0.47","+0.95","-0.93","+0.47","-3.64","+0.95","0","10.4","10.3","10.3","10.2","10.9","11.15","11.15","11.2","17","13.1","0","0"
="2867","三商壽","9.25","+0.11","+0.43","0","-0.32","-2.84","+0.76","+0.87","-1.7","+9.73","9.13","9.05","8.93","7.96","9.6","9.6","9.6","10.9","-22.2","-27.8","0","-0.02"
="2880","華南金","20.9","+0.48","+0.97","+1.46","+1.46","+0.48","+2.45","0","+14.8","+17.4","20.2","19.95","18","17.15","21.35","21.35","21.35","21.35","-2.76","2.98","+0.14","+0.33"
="2881","富邦金","76","+0.93","+2.56","+2.84","+2.56","+2.15","+3.26","-1.81","+4.25","+67.4","72.8","72","69.7","44.1","77.2","83.2","85.7","85.7","10.3","-1.74","+0.57","+0.49"
="2882","國泰金","60.7","0","+1.17","+1.34","+1.34","-0.65","+3.41","+3.76","+11.8","+48.2","58.2","55.4","51.5","39.9","63.5","63.5","63.5","63.5","3.15","-0.87","+0.07","+0.06"
="2883","開發金","16.5","-1.2","+0.3","+0.92","+1.54","-1.79","+15.4","+20","+32.5","+84.4","14.25","13.65","12.1","8.86","17.5","17.5","17.5","17.5","-20","-18.6","-2.79","-1.49"
="2884","玉山金","28","0","+0.36","+0.54","+1.63","0","+4.09","+6.67","+8.95","+11.8","26.8","25.8","25.35","23.6","28.25","28.25","28.25","28.25","41.1","37.6","+0.14","+0.3"
="2885","元大金","25.05","+0.4","+0.6","+1.21","+2.87","+0.6","+1.42","+1.62","-1.76","+29.5","23.7","23.7","23.15","19.3","25.4","25.4","27.8","27.8","6.93","13.6","-2.76","-2.26"
="2886","兆豐金","35.2","+0.28","+1.73","+3.07","+3.07","+2.47","+4.76","+8.31","+6.83","+22.6","33.45","31.85","30.6","28.15","35.3","35.3","35.3","35.3","21.3","12.4","-0.26","+1.85"
="2887","台新金","18.85","-0.26","+0.8","+1.62","+1.07","+1.34","+3.57","+5.6","+24.4","+45.6","18","17.65","14.7","12.5","19.45","19.45","19.7","19.7","30.5","22.6","+0.03","+0.06"
="2888","新光金","10.8","0","+1.89","+2.37","+1.41","-5.26","+9.87","+16.4","+11","+26.9","9.8","9.07","8.93","8.03","11.7","11.7","11.7","11.7","-18.5","-26","+0.36","-0.9"
="2889","國票金","15.9","0","+0.32","0","0","-1.85","+0.95","+0.63","-2.45","+32","15.65","15.45","15.45","12","16.45","16.45","17.7","18.2","-5.17","-4.86","+0.01","+0.32"
="2890","永豐金","15.55","+0.32","+1.3","+2.3","+2.64","+0.32","+9.51","+10.7","+14.3","+41.4","14.1","13.65","13.2","10.95","15.65","15.65","15.65","15.65","3.79","6.27","-0.02","-0.05"
="2891","中信金","25.95","-0.19","+1.96","+2.98","+4.43","+4.64","+10.9","+13.3","+15.6","+34.1","23.4","22.2","21.05","19","26","26","26","26","27.8","34.1","-0.25","-0.05"
="2892","第一金","24","0","+0.84","+1.05","+1.69","+1.27","+4.35","+6.43","+8.6","+15.1","22.9","22.1","21.95","20.2","24.05","24.05","24.05","24.05","28","18.7","-0.01","-0.03"
="2897","王道銀行","7.94","+0.63","+1.4","+1.28","+1.02","-0.5","+0.25","+2.85","+13.6","+21","7.74","7.45","6.8","6.46","8.28","8.68","8.68","8.68","24.2","15","-0.01","-0.01"
="2912","統一超","275","-0.54","-0.54","0","-0.54","-3.68","-4.18","+0.55","+4.17","+3.77","269","269","258","253.5","294","294","294","294","-9.01","-17.7","0","-0.02"
="3003","健和興","92.7","+0.22","-0.22","+0.22","-1.07","-0.96","-1.49","+6.19","+26.6","+112","88.1","79.6","73","41.05","103","104","109","109","16","5.59","+0.16","+0.19"
="3006","晶豪科","164","-1.2","-5.2","-4.09","-2.09","+1.23","+18","+22.4","+24.7","+178","139.5","110","110","53.5","175","175","213","213","-6.69","0.2","-0.76","-0.41"
="3013","晟銘電","13.8","+0.73","-0.36","+2.99","+0.36","+2.99","-0.72","+13.1","+6.15","+1.1","13","12.1","12.05","11.6","14.6","14.6","14.9","18","0.06","-0.97","+0.02","+0.03"
="3014","聯陽","106.5","-0.93","-1.84","-2.29","+1.43","0","-0.47","+3.4","-19.3","+47.7","99","92.2","92.2","66.6","112.5","112.5","143.5","143.5","-22.2","1.76","-0.34","-0.25"
="3016","嘉晶","150.5","+2.03","+0.33","-1.63","+1.35","+3.44","+55.8","+82","+126","+118","95.5","75.8","66.8","54.7","154.5","154.5","154.5","154.5","-0.72","-0.53","-2.62","-5.45"
="3017","奇鋐","89.3","+1.94","+0.11","+1.82","+0.9","+2.29","+11.1","+21.5","+25.6","+22.8","80.6","71.2","66.8","52.5","92.3","92.3","92.3","92.3","2.73","7.55","+0.16","+0.23"
="3019","亞光","98.5","+1.44","+0.92","+1.65","-2.96","+5.24","+17.1","+26","+22.4","+34.4","83.9","70","70","66.5","103.5","103.5","103.5","103.5","1.22","-3.38","+0.13","-0.34"
="3021","鴻名","26.45","+8.18","+9.3","+7.52","+8.85","+3.52","+18.1","+28.4","+27.5","+79.3","22.1","20","18.6","14","26.85","26.85","28.2","33.8","-5.77","-0.41","-0.08","+0.16"
="3023","信邦","257","-3.2","-0.96","-0.39","+2.8","-0.39","+10.3","+20.7","-4.1","+29.5","232.5","210.5","207.5","195.5","272","272","298","298","-3.55","-5.7","+10.2","+2.63"
="3031","佰鴻","26.15","+3.36","+4.81","+6.95","+3.36","+1.36","+6.73","+4.6","+39.8","+78.5","22.85","20.05","18.2","14.2","26.9","27.45","31.85","31.85","-1.99","-3.96","+1.35","+1.06"
="3033","威健","29.15","-0.17","+0.34","-0.17","-1.85","-2.51","+2.64","+18","+21.7","+51","28.35","24.7","21.7","18","33","33","33","33","-4.6","-7.63","-1.62","-2.28"
="3034","聯詠","519","+1.17","+2.77","+5.27","+7.56","+8.01","+13.7","+22","+1.17","+64","437","364","364","308","525","525","582","656","27","19.5","+2.25","+2.88"
="3035","智原","194.5","+9.89","+8.96","+2.37","+4.01","+8.66","+7.46","+108","+179","+269","171.5","95.6","70.2","48.3","207.5","219","219","219","0.35","-1.42","+0.35","-0.56"
="3036","文曄","65.4","+0.31","+0.31","0","-1.36","+1.08","+0.62","+10.3","+21.6","+60.7","62.4","57.4","53.3","40","67.4","67.4","69.3","69.3","25.5","7.67","-0.05","-0.06"
="3037","欣興","221","+2.08","+0.91","+1.61","-1.12","+11.3","+16.3","+54.5","+74","+162","189","115","115","80","229.5","229.5","229.5","229.5","9.4","3.69","+0.7","+1.5"
="3041","揚智","33.95","+4.14","+1.65","-1.74","-2.44","-5.43","+22.3","+19.8","+25.7","+4.95","27.85","22.7","22.7","20.6","41.3","41.3","41.3","41.3","4.55","-1.84","-0.75","-0.72"
="3042","晶技","102","+0.99","0","-3.32","-3.32","-5.99","+4.19","-3.77","-2.39","+30.9","98.2","94.4","94.4","71.5","116.5","116.5","144.5","144.5","-19.4","-18.4","-0.63","-0.39"
="3044","健鼎","122","0","0","+0.83","-0.81","+1.24","+2.52","+5.63","-4.31","+0.41","113","109.5","108","108","125","125","139","147","36","19.2","-0.04","-0.08"
="3045","台灣大","98.6","0","+0.61","+0.31","+0.31","-0.1","-0.2","-0.7","-3.8","+0.82","97","97","96","95.5","100.5","100.5","109.5","109.5","1.46","-0.44","0","0"
="3046","建碁","43.35","+0.12","+7.84","+9.19","+4.96","+18.1","+69.3","+110","+93.5","+155","23.2","17.8","17.8","14.65","44.8","44.8","44.8","44.8","3.42","4.78","0","0"
="3047","訊舟","11.65","+3.56","+1.3","+3.56","+4.95","+3.56","+6.88","+19.9","+5.43","-21","10.25","9.69","9.65","9.2","11.75","11.75","11.75","15.2","1.15","1.01","+0.05","+0.04"
="3049","和鑫","13.65","-0.36","-1.44","0","-0.73","-5.21","+9.2","+23","+7.91","+20.3","12.35","10.6","10.6","9.35","16","16","16","16","-4.84","-2.4","-0.26","-0.03"
="3050","鈺德","17.75","-5.08","-0.56","-0.84","-0.56","-0.28","+1.72","+20.3","+22.8","-4.57","16.35","13.55","13.55","12.5","18.8","18.8","18.8","21.9","-7.67","-1.15","-0.08","+0.14"
="3051","力特","13.55","+9.72","+20.4","+23.7","+21","+21","+33.5","+46.5","+63.8","+136","10.05","8.5","8.2","5.25","13.55","13.55","13.9","13.9","-0.72","-2.06","0","0"
="3059","華晶科","40.95","+7.48","+5.81","+5.68","+2.12","+4.73","+9.64","+20.6","+15.4","+15.5","36.6","30.4","30.4","27.4","41.9","41.9","43","48.55","6.74","4.94","-0.09","-0.31"
="3062","建漢","31.6","+0.48","+0.48","-1.1","-2.92","-10.7","+23.4","+80.1","+73.2","+93.3","25.55","17.05","16.6","14.55","37.65","37.65","37.65","37.65","-11.5","-11.6","-0.93","-2.47"
="3090","日電貿","54.9","+0.55","-3.17","-1.08","-0.72","+4.57","+7.23","+9.15","+4.57","+13.9","51","48.8","48.7","46.3","57.7","57.7","60.6","63.1","-8.02","-4.21","+0.02","+0.04"
="3094","聯傑","35.3","-1.26","-1.67","+1.29","+0.28","+0.14","+8.95","+6.01","+5.37","+49.6","32","27.65","27.65","21.95","38.25","38.25","42.35","45.65","3.57","-4.69","-0.34","-0.97"
="3105","穩懋","362","0","+1.97","+1.83","+1.12","+1.69","+4.32","+10.9","+9.04","+4.93","339","290.5","290.5","276.5","371.5","371.5","402","467.5","8.21","-10.6","-0.44","-0.07"
="3122","笙泉","61.7","-5.08","-4.93","-3.59","-6.09","-1.59","+31.1","+25.7","+67.4","+193","48","37.25","35.4","15.85","72.8","72.8","72.8","72.8","-1.54","-2.3","-1.17","-1.78"
="3128","昇銳","24.6","+5.35","+5.81","+6.26","+5.35","+3.58","+11.8","+37.8","+43.4","+87.1","21.45","17.55","17.1","12.7","25","25","25","26.5","5.54","1.3","+0.38","+0.43"
="3141","晶宏","258","+1.38","+4.03","+5.09","+13.7","-1.71","+20.8","+69.2","+194","+543","212.5","130","85","38.3","285","285","285","285","4.11","5.03","+0.18","+2.26"
="3169","亞信","274","-4.2","-5.52","+0.37","+1.67","+1.48","+59.8","+113","+101","+552","174","112","112","41.3","299.5","299.5","299.5","299.5","-1.83","-1.79","+2.17","+1.69"
="3189","景碩","237","+3.95","0","-1.66","+3.95","+1.07","-2.27","+18.2","+95.1","+173","220","181","113","73.1","257.5","257.5","257.5","257.5","-8.9","7.1","-5.41","+1.71"
="3217","優群","122.5","-2","-3.54","-1.21","-1.61","+27.2","+29.5","+29.2","+20.1","+3.81","92.7","79.6","79.6","79.6","130.5","130.5","130.5","138.5","7.44","6.67","-0.14","-0.05"
="3221","台嘉碩","42.85","+2.51","-1.49","-1.38","-1.95","+6.46","+23.8","+38","+93","+87.5","33.75","26.1","21.95","17.75","47.6","47.6","47.6","47.6","-5.15","-3.01","-2.6","+1.19"
="3224","三顧","62.2","-0.16","+3.67","+0.65","-1.89","+6.69","+41.2","+50.4","+51.2","+34.5","44.05","38.5","38.5","38.5","65.5","65.5","65.5","65.5","9","5.86","-0.14","-0.05"
="3228","金麗科","439","-2.88","+0.92","-2.34","-9.67","-11","+7.86","+12","+13.7","+137","401.5","286","286","155.5","540","540","540","615","-14","-9.3","",""
="3231","緯創","29.2","-0.51","-0.34","+0.17","-0.34","-0.51","+2.64","+7.35","-3.31","-8.18","28.45","26.9","26.55","26.55","29.9","30.05","33.15","34.8","15.2","2.43","-0.06","-0.07"
="3260","威剛","92.8","0","+0.65","-0.22","+7.04","-0.11","+8.92","+10.5","-7.2","+23.7","79.3","72.6","72.6","68.3","96","96","132","132","1.28","6.63","+2.75","+1.83"
="3264","欣銓","56.3","+1.26","-1.23","-2.26","-0.71","+0.54","-4.41","-10.6","+27.4","+44.4","52.2","51.9","43.25","35.05","59.7","67.2","71.9","71.9","-14.2","-10.8","+0.32","-0.21"
="3276","宇環","18.95","+5.28","+3.27","+10.5","+10.2","+8.6","+12.5","+32.1","+45.8","+87.6","16","14.4","11.9","9.5","19.5","19.5","19.5","21.75","-3.79","-1.4","+0.05","+0.05"
="3290","東浦","21.2","-8.23","-5.78","-3.64","+3.16","+12.2","+40.9","+70.3","+68.3","+24","14.75","12.35","12.05","11.55","23.5","23.5","23.5","23.5","2.57","0.33","-1.72","-1.29"
="3294","英濟","38.45","+5.78","+6.22","+16.7","+21.5","+77.6","+65.4","+136","+61.6","+70.9","21.5","16.2","16.2","16.2","38.45","38.45","38.45","38.45","0","0.15","+3.25","+3.74"
="3297","杭特","21.7","+4.08","-4.19","+5.34","+11.3","+7.96","+13.6","+52.3","+36.1","+65","17.6","13.6","13.5","12.95","24.9","24.9","24.9","27.5","-4.74","0.27","-0.88","+0.01"
="3305","昇貿","82.7","+1.1","+4.16","+6.16","+2.35","-2.48","+8.82","+83","+67.4","+185","74.3","45.3","43.1","26.65","92.4","92.4","92.4","92.4","4.45","4.38","+0.08","-0.25"
="3306","鼎天","36.65","-6.74","-10.4","-5.78","+2.09","+28.1","+24.7","+49.6","+77.1","+90.9","27.35","23.6","19.9","18.4","42.75","42.75","42.75","42.75","-0.24","-0.16","-4.71","-5.98"
="3312","弘憶股","24.1","-4.37","-1.43","-2.23","-15.4","-3.6","+7.11","+14.2","+18.7","+64.5","22.35","18.6","18.6","14.05","29.05","29.05","29.05","29.05","-24.7","-17.4","+0.17","-0.93"
="3317","尼克森","81.5","-1.09","+0.12","-1.57","-2.04","+0.49","+8.67","+13.8","+28.1","+87.6","75.1","59.5","59.5","41","86.6","86.6","97.9","97.9","2.2","-2.27","-0.74","-1.97"
="3321","同泰","14.5","-0.68","-2.36","-2.03","+10.3","+7.41","+11.1","+18.9","+9.02","-6.45","12.6","10.85","10.85","10.6","15.1","15.1","15.4","16.25","-3.61","-2.79","0","0"
="3324","雙鴻","203","+4.37","+4.91","+7.12","+5.18","+10","+28.9","+28.5","+17.7","-9.58","157","150.5","148.5","135","208.5","208.5","213.5","252","12.4","6.56","-0.05","-0.33"
="3338","泰碩","54.9","+1.67","-5.67","-7.89","-3","-5.02","+36.1","+35.9","+13.5","-17.4","40.3","35.8","35.8","35.8","64.2","64.2","64.2","67.7","1.55","0.38","-0.63","+0.19"
="3339","泰谷","24.3","+4.97","+5.19","+1.67","-5.08","+9.95","+18","+30.6","+11.7","+74.2","18.6","16.3","16.3","12.45","28.15","28.15","33.15","33.15","1.47","-0.16","-14","+2.72"
="3354","律勝","20.75","-3.94","-5.68","+3.75","-0.48","+8.07","+11.9","+24.6","+53.7","+60.9","17.4","14.55","13.55","11.35","23.9","23.9","23.9","23.9","-4.11","-2.97","+0.42","-0.38"
="3363","上詮","34.8","-2.11","-11.8","-3.06","-1.97","-1.42","+1.61","+37","+39.2","+23","31.3","25.05","24.35","22.05","39.85","39.85","39.85","39.85","-7.69","-4.61","+0.42","+0.62"
="3372","典範","24.6","0","-2.77","-3.15","-5.57","-5.38","+1.65","-4.47","+32.6","+82.2","23.75","19.9","18","10.6","28.95","28.95","33","33","0.31","0.91","+0.13","+0.03"
="3380","明泰","30.3","+0.5","+4.3","+3.24","+5.03","+0.66","+7.83","+25.5","+8.8","-3.35","27.5","24","24","23.65","32.05","32.05","32.05","41.35","4.13","0.68","+0.98","-0.07"
="3406","玉晶光","539","+3.65","+5.48","+5.27","-3.23","+4.05","+28.6","+8.12","+6.73","-12.8","417","370","370","369","562","562","629","629","16.6","-4.83","+0.72","-3.12"
="3413","京鼎","242","+4.09","+2.76","+3.42","+5.45","+12.6","+14.2","+16.3","+6.14","+6.37","207.5","188","188","183.5","251","251","268","281.5","-0.63","5.02","+0.04","+0.64"
="3419","譁裕","27.9","+4.3","+14.6","+11.8","+1.09","-9.42","+72.8","+83.6","+47.6","+53.3","16","13.6","13.6","13.6","32.4","32.4","32.4","32.4","-2.58","-2.08","+1.48","-1.5"
="3434","哲固","18.5","-6.57","+2.78","+3.35","-2.63","+15.3","+6.94","+38.6","+33.6","+31.7","15.05","13.15","12.8","12.65","20.5","21.25","21.25","21.25","0.53","-0.41","+0.62","+0.42"
="3438","類比科","91.2","-1.3","-0.55","+4.23","+2.36","+0.88","+11.9","+9.75","+16.8","+64.9","81","67.6","67.6","46.5","99.5","99.5","119.5","119.5","-9.91","-11.1","+1.03","+1.02"
="3443","創意","573","+0.88","+0.17","-4.34","-3.21","+0.17","-4.18","+32.3","+61.9","+81.3","552","431","357","301","621","639","639","639","-16","0.07","-7.32","-6.29"
="3444","利機","65.3","-0.46","-8.16","-11.2","-15.5","-4.25","+56.6","+76.2","+75.3","+86","41.6","37","35.45","31.5","79.2","79.2","79.2","79.2","-0.38","0.56","-6.62","-15.8"
="3455","由田","76.1","+5.69","+5.69","+7.03","+4.82","+5.99","+10.1","+36.6","+30.1","+31","67.6","51.7","51.7","50.6","78","78","78","78","8.78","5.9","-0.01","0"
="3466","致振","18","-0.28","-3.74","+5.88","+6.51","+5.26","-2.17","+18","+55.2","+41.2","15","13.55","11.55","10","19.85","21.15","21.15","21.15","-4.64","-0.17","-1.35","-1.87"
="3483","力致","98.8","-0.9","-4.08","-5.9","-4.08","+1.86","+35.3","+24.7","+11","+50.6","72.6","67.1","67.1","60.2","108","108","114.5","139","-4.97","-2.66","-0.7","-1.35"
