"代號","名稱","成交","漲跌幅","2日累計漲跌(%)","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","一年累計漲跌(%)","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減"
="3484","崧騰","79","+0.13","-1.5","-2.35","+1.15","-1.25","+15.3","+9.72","+12.4","+34.8","68.3","60.5","60.5","51.3","82.1","82.1","84.9","87.5","-18.4","-2.29","-0.1","-0.12"
="3490","單井","33","+1.54","-1.2","+0.15","-1.35","+1.23","+22","+37.5","+38.9","+3.45","26.7","22.6","22.6","20.25","35.95","35.95","35.95","38.6","-5.1","-6.1","-0.15","-0.31"
="3491","昇達科","182.5","+9.94","+10.6","+12.7","+14.1","-0.27","+21.7","+158","+177","+142","143","70.5","64.9","58.6","188","188","188","188","3.72","1.94","-1.65","-8.14"
="3499","環天科","26.05","+9.92","+20.9","+32.9","+21.2","+52.8","+88.1","+105","+98.9","+130","13.1","11.8","11.8","10.8","26.05","26.05","26.05","26.05","0.48","0.39","+12.9","+5.86"
="3504","揚明光","128","+2.81","-0.78","-0.78","+1.99","+0.79","-3.76","+19.1","+69.1","+117","116","96.1","75.4","53","154","154","154","154","-3.4","-1.23","+0.32","-0.5"
="3508","位速","65.8","-2.95","+6.65","+17.3","+16.5","+26.5","+78.6","+248","+200","+174","36.4","18.5","18.5","18","73.6","73.6","73.6","73.6","-0.03","-0.52","+18.7","+22.6"
="3515","華擎","286.5","+9.98","+16.5","+14.4","+14.6","+24.8","+46.9","+106","+69.5","+69.5","193.5","137.5","125","125","286.5","286.5","286.5","286.5","4.26","3.14","+2.84","+1.27"
="3520","華盈","16","-3.32","+6.31","+16.8","+17.2","+7.74","+23.1","+23.1","+19","-2.44","13.1","12.5","12.05","12.05","17.9","17.9","17.9","18.8","0.44","0.49","",""
="3527","聚積","210","+5.53","+4.74","+4.22","+5","+7.14","+12","-12.1","+81.8","+90","183.5","167.5","110.5","80.3","218","262.5","279","279","5.46","5.13","+0.83","+0.68"
="3532","台勝科","298","+9.96","+14.4","+16.6","+12.9","+28.4","+81.2","+70.3","+68.8","+106","164.5","138.5","138.5","124.5","298","298","298","298","4.1","2.08","+10.9","+11.6"
="3535","晶彩科","18.5","0","-5.37","-4.64","-6.8","+1.37","+7.56","+19.7","+10.8","-9.76","16.8","15.3","15.3","14.8","20.5","20.5","20.5","24","-5.53","-6.1","+0.05","+0.05"
="3576","聯合再生","21.8","+2.59","+2.35","+2.83","+4.31","-1.13","-7.82","+4.81","+68.3","+49.3","20","19","12","11.2","24.35","26.25","26.25","26.25","-6.56","-12","0","0"
="3580","友威科","61.3","-1.13","+7.54","+8.11","+10.6","+12.3","+20.4","+22.4","-6.41","-1.76","50.9","41.7","41.7","41.7","64.3","64.3","68.5","79.7","-4.87","-5.6","+0.29","+0.39"
="3588","通嘉","147.5","-0.34","-3.59","-7.23","-12.5","-4.53","+13","+26.1","+57.2","+215","131","106.5","80.2","47.3","174.5","174.5","174.5","174.5","-4.65","-5.51","-3.83","-2.7"
="3591","艾笛森","26","-4.94","+4.42","+14.8","+12.6","+15.8","+21.2","+20.9","+35.4","+66.7","20.8","17.65","17.65","14.6","27.6","27.6","31.5","31.5","-3.04","-3.39","+7.75","+7.94"
="3596","智易","108.5","-1.36","+1.4","+0.93","-1.81","0","-6.06","+23","+10.7","+10.3","103","88.2","87.2","83.6","120","120","120","128","14.8","10.8","+0.69","+0.92"
="3605","宏致","49.1","+0.92","-1.7","-2.77","-5.39","-5.58","+5.71","+1.03","+5.14","+55.4","46.9","40.4","40.4","30.75","54.5","54.5","65.8","65.8","12.8","-0.25","+2.68","+2.48"
="3624","光頡","56.3","+6.43","+10.4","+12.2","+7.44","+12.6","+35.3","+37.3","+75.9","+89.2","41.3","34.15","31.8","26.05","57.8","57.8","57.8","57.8","-0.6","-1.93","+0.45","-0.21"
="3653","健策","428","-2.51","-0.47","-3.82","-2.62","+5.68","+12.8","+48.9","+42","+49.4","378","285.5","276.5","202","461","461","461","461","-3.25","1.07","-1.48","+0.92"
="3661","世芯-KY","991","-1.39","-1.39","-5.17","+0.1","-9.5","-17.4","+28","+88.4","+60.6","890","745","519","363.5","1325","1325","1325","1325","-9.17","-0.04","-1.85","-0.15"
="3673","TPK-KY","41.6","+0.73","+0.48","+2.59","+2.84","-0.83","+2.09","+12.9","-9.07","-12.7","39.2","36.7","36.7","36.7","42.75","44.55","48.85","58","4.5","-0.21","-0.01","-0.04"
="3675","德微","278.5","-1.59","-0.89","-0.71","+5.49","+13.7","+10.5","+60.5","+170","+252","227.5","154","98","64.5","308","309","309","309","2.18","1.69","-1.96","+1.12"
="3680","家登","317.5","+2.42","-0.78","-0.16","+6.01","+25","+17.6","+37.4","+18.7","+8.55","248","208","208","208","334.5","334.5","334.5","383.5","8.57","14.8","-0.43","-0.55"
="3682","亞太電","8.38","+2.2","+1.95","+1.45","0","-1.41","-4.56","+3.33","-6.99","-13.4","8.15","7.98","7.96","7.5","8.78","8.84","9.38","10.95","12.6","3.51","0","0"
="3685","元創精密","41.1","-0.72","-0.48","+9.45","+2.37","0","+20.7","+66.4","+51.9","+117","32.1","21.2","21.2","18.25","47.5","47.5","47.5","47.5","0.31","-2.51","+0.4","+0.59"
="3689","湧德","45.3","+0.78","-1.41","+2.14","+6.21","+6.59","+0.89","-3.51","+53.8","+28.1","41.2","39.9","27.8","24.6","46.75","54.7","54.7","54.7","2.21","6.1","+0.61","+1.45"
="3701","大眾控","92","+9.92","+7.6","+2.79","-0.54","+36.1","+60","+268","+546","+608","53.8","24.2","13.4","12.8","95","95","95","95","2.57","1.55","-1.25","-6.87"
="3702","大聯大","50.2","-0.2","-1.18","+0.2","-0.4","-0.59","-3.65","+5.68","-0.4","+19.4","49.2","46.85","46.55","41.65","52.7","53","61","61","-10.8","-18.8","-0.15","-0.21"
="3706","神達","32.7","-0.3","+1.24","+1.55","+1.71","-3.82","+13.1","+15.5","+18.1","+2.99","28.9","27.35","26.85","25.3","35","35","35","35","-20.5","-18.4","-0.02","-0.2"
="3707","漢磊","143","0","-4.35","-7.74","-3.38","-1.38","-2.39","+51.2","+103","+297","137","94.8","70.1","36.5","173","173.5","173.5","173.5","-9.93","-3.55","-6.38","-5.56"
="3711","日月光投控","107","+2.88","+0.94","-1.83","+2.88","+3.88","+1.42","-10.5","-6.14","+34.6","99.5","92.2","92.2","76.8","110","128","133.5","133.5","-9.28","1.92","+17.1","+17.3"
="4108","懷特","24","+0.21","+2.35","+5.49","+4.35","+1.48","+6.67","+8.6","-3.42","+2.13","21.85","21.2","19.85","19.85","24.9","24.9","26.2","30.95","-1.08","-3.81","+0.01","+0.01"
="4127","天良","14.95","+3.46","-6.56","+2.4","+18.2","+27.2","+31.7","+24.1","+31.7","+36.5","11.5","10.7","10.2","9.81","16.05","16.05","16.05","16.05","-0.88","0.11","",""
="4128","中天","69.4","+3.74","+4.36","+7.1","+8.61","-2.66","+19.4","+25.7","+13.2","+9.98","57.7","50.2","50.2","50.2","75.3","75.3","75.3","82.5","8.22","9.28","+0.06","+0.02"
="4141","龍燈-KY","24.2","-3.39","-0.41","+9.5","+10.3","+19.8","-0.82","+69.2","+100","+103","19.85","13.55","11.45","11.05","25.4","30","30","30","-0.4","-1.76","+1.9","+1.04"
="4147","中裕","72.5","+2.26","+0.97","+1.83","+5.07","+4.32","+8.7","+17.5","+3.13","-8.69","65.2","61.1","61","59.2","73.9","85","85","89.8","9.44","10.8","-0.04","0"
="4174","浩鼎","124","+7.36","+18.1","+21","+19.8","+17.5","+12.7","+21.6","+6.9","+9.25","99.6","96.3","93.4","93.4","127","127","127","163","5.69","4.99","+1.25","+1.25"
="4303","信立","29","-6.45","-15.7","-9.66","0","-3.33","+42.5","+81.2","+51.8","+23.9","20.5","15.85","15.85","15.85","34.7","34.7","34.7","34.7","-1.48","0.19","-0.25","-0.12"
="4513","福裕","15.3","+1.66","+5.52","+7.75","+5.88","-1.61","+9.68","+64.9","+53","+75.9","13.6","9.29","9.28","8.18","17","17","17","17","20.1","17.9","-1.05","-0.14"
="4533","協易機","13.55","+1.12","+8.84","+12.9","+12.9","+12.9","+17.8","+19.4","+19.9","+19.4","11.25","10.8","10.8","10.4","13.85","13.85","13.85","14.5","0.62","0.63","0","-0.04"
="4714","永捷","14.25","0","0","+1.06","-1.04","-5.32","-1.38","+15.4","+10","+14.5","13.65","12.4","11.75","11.15","15.95","15.95","16.15","16.15","-4.41","-16.4","-0.27","-0.4"
="4721","美琪瑪","152","+1","-1.94","+0.33","-5","-6.17","-3.8","+26.7","+151","+143","146.5","102","60.6","50","184.5","184.5","184.5","184.5","0.74","0.11","-5.27","+15.4"
="4739","康普","142.5","+1.06","-1.04","+0.35","-2.06","-3.39","-4.68","+32.6","+87.5","+136","136.5","98.2","76.2","57.7","170","176.5","176.5","176.5","-3.73","-3.52","-1.42","+5.31"
="4743","合一","300.5","+1.86","+1.35","+3.26","+3.98","-7.96","+22.9","+57.7","+42.1","+27.3","242.5","165","165","165","338","338","338","338","-5.2","-3.26","",""
="4755","三福化","101","+9.66","+7.68","+15.2","+22.1","+20.8","+26.1","+60.8","+60.3","+53.7","77","62.5","59.6","56.2","101","101","101","101","1.69","2.72","+1.2","+1.43"
="4904","遠傳","62.9","-1.1","+0.48","0","0","-1.56","+0.48","+3.28","-4.12","+3.45","61.5","60.3","60","59.8","65","65","65.9","66.8","20.1","19.9","0","-0.58"
="4906","正文","28.5","-0.7","+1.06","+2.89","+3.26","+2.33","+2.52","+15.6","-5","-6.56","26.25","24.25","24.25","24.25","30.25","30.25","35.2","36.95","0.88","-0.91","-0.43","-0.38"
="4915","致伸","54.8","+0.74","+2.43","+2.05","-0.54","+2.24","+9.6","+8.3","+6.2","+12.2","49.55","48.75","47.8","46.35","59","59","64.8","67","-9.56","-16.2","+0.04","-2.17"
="4916","事欣科","31.2","-0.32","+1.13","+0.32","-2.5","-4.73","-10.5","+27.1","+35.1","+16","29.5","22.55","22.55","20","39.55","39.55","39.55","39.55","-1.05","-0.58","-0.23","-0.15"
="4919","新唐","144.5","+0.35","-3.02","-6.17","-11.1","+4.71","+18.4","+10.7","+83.8","+188","124","115","77.8","41.7","164.5","164.5","175","175","-2.08","-5.02","-1.78","-2.4"
="4927","泰鼎-KY","95.4","+1.92","-0.21","-0.93","-7.38","-6.01","+12.1","+42.8","+72.2","+22.5","85.4","64.5","53.6","44.55","114","114","114","114","6.42","-0.69","+0.19","-11.4"
="4934","太極","33.65","+0.75","-1.46","-1.75","-0.59","-6.27","-5.61","+8.37","+43.8","+16.8","32.45","31.1","22.95","20.7","38.55","42","42","42","0.69","-0.41","0","0"
="4938","和碩","67.1","+0.45","+0.3","+1.05","+0.3","-1.47","-2.04","+4.19","-7.7","-1.9","66.1","63.7","63.5","63.5","69.2","70.9","75","84.5","14.3","-6.06","-0.81","+0.51"
="4952","凌通","69.3","-4.28","-5.46","-6.35","-6.85","-5.84","+6.78","-0.29","+26.7","+73","66.3","57.3","53.9","37.35","80.3","80.3","96.9","96.9","-19.4","-7.59","-0.59","-0.36"
="4956","光鋐","27.65","+2.41","-0.72","+3.95","+1.28","+0.55","+18.7","+15.2","+22.3","+36.5","23.5","20.3","20.3","18.1","28.7","28.7","33.45","33.45","0.66","-1.95","+0.66","+0.14"
="4958","臻鼎-KY","98.8","+0.61","+0.1","+0.61","-0.7","-3.14","-3.14","+1.23","+2.92","-18.7","97.4","90.2","90.2","84","104.5","104.5","109","129.5","-9.65","-13.7","-0.07","-0.04"
="4960","誠美材","12.85","-1.15","+3.63","+4.05","+1.58","-3.02","0","+17.4","+8.9","+8.44","12.1","10","10","10","13.9","13.9","13.9","16","-3.53","-18.4","+0.02","-0.01"
="4989","榮科","47.35","-0.32","-1.87","-4.54","-2.77","","+12.3","+11.7","+18.4","+130","42","37.05","37.05","18.7","51.5","51.5","59.9","59.9","-0.12","1.53","-0.69","+1.11"
="5009","榮剛","21.65","-0.92","+1.64","+1.64","+1.88","-1.59","-2.26","-12.5","+6.39","+34.1","20.55","20.55","19.55","15.15","22.75","27.25","29.75","29.75","5.38","2.1","+0.07","-0.06"
="5011","久陽","40.55","-1.22","-3.45","+1.37","+11.4","+21.2","+21.8","+60.6","+53.6","+11.4","30.55","23.6","23.6","20.8","44","44","44","46.45","-1.82","0.4","+0.33","+2.02"
="5014","建錩","22.25","-1.55","+1.6","+3.01","+5.45","-4.09","+3.25","-6.51","+27.5","+73.2","20.2","19.6","16.65","12.7","23.75","27","30","30","10.4","14.2","-0.28","-0.8"
="5230","雷笛克光學","35.1","+1.01","-1.68","-1.54","+1.3","-2.77","+22.3","+18.4","+22.5","+30.5","28.7","27.7","27.55","23.8","38.7","38.7","38.7","38.7","-3.79","-1.23","+0.06","+0.06"
="5234","達興材料","139","+3.35","+7.34","+9.02","+19.8","+19.3","+31.8","+55.8","+58","+65.3","102.5","85.5","84","81.9","140.5","140.5","140.5","140.5","-3.97","-1.52","+0.05","-0.08"
="5243","乙盛-KY","67.8","-0.15","-0.88","-0.29","-1.88","-3.69","+4.95","+24.2","+14.1","+52.4","64","54.6","54.5","41.8","76.1","76.1","76.4","84","-2.93","-14.5","-0.19","-0.22"
="5245","智晶","95.2","+7.57","+18.3","+30.1","+57.1","+81","+103","+119","+140","+152","46.4","42.25","38.1","33.8","97.3","97.3","97.3","97.3","1.39","1.62","+26.6","+30"
="5258","虹堡","34.45","+2.68","+1.62","+0.73","-0.14","+2.07","+2.84","+17.4","+62.5","+53.5","30.3","24.4","19.85","17.8","36.1","38.15","38.15","38.15","16.4","10.3","+0.02","-0.11"
="5272","笙科","41.35","+2.1","-1.55","+2.1","-0.36","-0.6","+13.1","+13","+29.8","+114","36.2","30.1","29","18.85","43","45.35","45.4","46.9","1.65","1.53","+0.21","-0.38"
="5285","界霖","106","-1.4","-2.3","-2.75","-4.07","-3.64","-0.93","+7.61","+37.3","+56.1","101","83.2","76.5","56.3","124.5","141","143.5","143.5","-17.9","-18","-0.53","-0.39"
="5309","系統電","45.15","-1.53","-0.66","+1.46","+4.03","0","+18.8","+51.5","+49.5","-4.34","37.8","29.9","28.35","23.9","47","47","47","47.5","-4.8","-2.4","",""
="5315","光聯","17.55","+0.57","-1.68","0","-1.68","-6.65","+6.69","+15.8","-8.83","+13.6","16.25","14.2","14.2","14.2","20.15","20.15","21.05","21.85","-6.94","-5.49","0","-0.03"
="5344","立衛","34.65","0","+10","+20.9","+25.5","+41.1","+72","+122","+137","+133","19.55","13.2","13.2","12","38.1","38.1","38.1","38.1","-1.03","0.26","",""
="5347","世界","159","-1.85","-3.64","-3.05","+0.95","+5.3","+5.65","+0.63","+39.5","+26.7","145.5","136","110","98.5","168","177","177","177","0.03","11.6","+11.8","+13.5"
="5351","鈺創","84.5","-0.59","-2.09","-3.54","-6.11","-3.43","+2.42","+98.1","+214","+234","75","37.1","24.95","19.7","104","104","104","104","-4.29","-2.43","+0.56","+0.21"
="5356","協益","34.15","+9.98","+12.9","+10.7","+30.8","+31.9","+28.9","+30.1","+17.2","+24.4","25.6","25.6","25.55","25.55","34.15","34.15","34.15","34.15","0.95","0.47","+0.84","+1.2"
="5371","中光電","81.4","-2.16","-4.57","-3.1","-2.75","-3.1","+19.7","+52.1","+29.2","+124","66.7","52.1","52.1","35.1","96","96","96","96","-9.42","-9.26","-0.43","-0.92"
="5383","金利","49.1","+9.97","+20.9","+20.2","+15.7","+41.5","+57.4","+87.4","+109","+138","29.4","25.9","22.5","19.2","49.1","49.1","49.1","49.1","10.7","8.94","",""
="5388","中磊","68.7","+0.59","+5.21","+4.09","+3.31","+2.23","+1.78","+4.09","+6.18","-13","63.6","59.7","59.7","59.1","70.3","70.3","70.7","83","3.04","-3.99","+0.05","+0.09"
="5425","台半","76.9","+1.05","-1.79","-0.77","0","-2.53","-4.11","+20.3","+57.7","+37.3","73.1","56","48.75","38.55","84.8","94.5","105","105","-13.3","-4.56","-1.76","-1.47"
="5457","宣德","77.4","+0.65","+2.65","+2.79","-1.15","-2.76","-6.18","-1.15","+13","-25.2","74.2","72.4","67.5","53.2","88.9","94.4","98.4","108.5","3.77","-5.13","-0.19","-0.09"
="5469","瀚宇博","45.95","+2.34","+2.45","+2","+1.66","+0.22","+4.2","+12.5","+3.84","+2.57","43.15","37.9","37.9","37.9","47.95","47.95","51.2","54","2.69","-3.44","-0.07","-0.07"
="5471","松翰","91.6","-2.14","-3.27","-4.38","-5.08","-0.43","+5.65","+1.44","-2.86","+33.9","87.2","78.1","78.1","62.7","99.2","99.2","119","119","-14.6","-4.1","-0.01","+0.48"
="5483","中美晶","219","+4.53","+3.3","+3.55","+6.05","+1.86","+14.4","+18.4","+21","+37.7","191","168","160","140","225","225","225","225","6.17","5.6","+0.66","+0.71"
="5607","遠雄港","63.2","+3.95","+7.48","+10.1","+5.86","+17","+18.4","+66.1","+84","+113","51.4","36.2","33.8","25.7","64.9","64.9","64.9","64.9","-5.44","-13.5","-2.15","-3.21"
="5871","中租-KY","263.5","+1.35","+2.73","+3.13","+4.98","+6.9","+0.76","+1.54","+29.8","+68.4","239.5","223","196","150.5","264.5","283.5","283.5","283.5","15.3","13.5","+1.13","+0.85"
="5876","上海商銀","47.8","+0.63","+2.14","+1.81","+2.69","+0.53","+7.3","+4.82","+6.22","+22.7","44.25","42.6","40.2","37.4","48.15","48.15","48.15","48.15","28.4","19.4","+0.32","+0.44"
="5880","合庫金","24.7","+1.65","+2.07","+2.7","+3.56","+4.22","+8.33","+12","+17.9","+24.1","22.75","21.6","20.8","19.15","24.7","24.7","24.7","24.7","26.3","27.1","+0.06","-1.03"
="6005","群益證","16.6","+0.91","+1.53","+1.53","+2.15","+0.3","+5.73","+8.85","-0.9","+30.7","15.5","14.5","14.5","12.5","16.9","16.9","17.85","19.6","-2.36","-11.5","-0.03","-0.06"
="6016","康和證","14.25","+2.89","+4.01","+7.14","+1.06","+0.35","+10.5","+15.9","-9.81","+26.7","12.85","11.1","11.1","11.1","14.35","14.35","17.65","19.65","35","5.83","-0.19","-0.07"
="6026","福邦證","17.85","+1.13","+1.42","+4.39","+5.93","+4.08","+6.25","+32.2","+12.3","+96.2","15.5","13.05","13","8.9","18.05","18.05","19.45","21.85","3.62","2.49","-0.54","-0.63"
="6104","創惟","195","+5.98","+4","+6.56","+0.52","+3.72","+40.8","+41.8","+216","+164","139","112","60.6","48","204.5","204.5","204.5","204.5","5.12","-1.34","+0.15","-4.06"
="6113","亞矽","15.7","+9.79","+20.8","+22.7","+24.6","+27.1","+22.7","+40.2","+12.9","+21.7","11.45","10.1","10.1","10.1","15.7","15.7","15.7","17.85","0.68","0.63","",""
="6118","建達","34.7","-4.01","+5.47","+15.9","+15.9","+22.6","+95.5","+144","+171","+211","18.1","12.5","12.4","10.9","39.75","39.75","39.75","39.75","0.98","0.52","+7.07","-3.69"
="6125","廣運","25.6","-1.92","-2.29","-2.85","-3.03","-4.3","-4.48","-2.85","+13.5","-11.7","25.2","24.1","21.45","19","29.4","29.8","29.8","31.35","-5.12","-1.1","-0.35","-0.38"
="6126","信音","28.75","+1.41","-0.69","-0.17","-1.71","+2.68","+6.09","+18.1","+20","+16.4","25.95","23.4","22.15","21.15","29.9","32.6","32.6","34.95","-0.49","-2.35","-0.02","0"
="6127","九豪","27.5","-2.14","-2.83","-0.18","+1.48","+4.36","+10.4","+3","+6.8","+25","24.1","21.7","21.7","20.4","29.3","29.3","36.15","37.25","-4.38","-2.24","+0.29","+0.35"
="6134","萬旭","29.3","+9.94","+20.8","+32.9","+60.5","+66","+82","+84.9","+85.4","+126","15.7","14.6","14.6","11.6","29.3","29.3","29.3","32.1","-1.64","-1.04","+7.28","+17.7"
="6138","茂達","244.5","-1.01","-6.68","-4.12","-8.77","+4.49","+34","+61.9","+73.4","+178","177","141.5","139","78.2","278.5","278.5","278.5","278.5","2.35","-0.52","+0.71","-1.4"
="6143","振曜","57.7","-0.35","+2.12","+1.23","+3.04","-3.19","+9.07","+18.6","+30.7","+47.2","52.9","47.1","40.6","37.05","66.3","66.3","66.3","66.3","-10.2","-8.74","-0.99","-0.18"
="6147","頎邦","66.8","-0.45","-1.04","-1.18","-1.62","-0.74","+1.37","-8.87","-3.47","+0.91","64.6","60.3","60.3","60.3","68.8","74.9","88.3","88.3","-39","-33.6","-0.08","-0.24"
="6150","撼訊","190","0","-1.55","-0.78","+7.34","+17.3","+16.2","+41.3","+6.74","+41.3","149.5","114.5","114.5","82.3","200.5","200.5","200.5","245","0.65","0.68","-0.91","-2.75"
="6152","百一","11.65","+0.87","+4.95","+3.56","+9.39","+9.39","+27.2","+43.3","+12.6","-8.27","9.08","7.86","7.86","7.86","12.15","12.15","12.15","14.55","0.85","-0.97","0","0"
="6163","華電網","20.6","-1.2","+0.73","+3","+0.98","+0.24","-7.42","+10.8","+15.1","+32.1","19.5","18.3","16.35","14.8","23.2","23.2","23.2","23.2","-1.13","-4.39","+14.8","+14.8"
="6164","華興","15.95","-4.49","0","+10","+7.41","+8.5","+11.5","+0.63","+57.1","+102","13.55","12.6","9.86","7.4","17.4","17.4","20.9","20.9","-6.46","-7.36","+0.22","-1.58"
="6167","久正","13.3","-5","-6.01","+3.1","+3.91","+3.1","+33.1","+56.5","+57.8","+86.8","9.77","8.53","8.28","7","15.3","15.3","15.3","15.3","2.55","1.14","",""
="6168","宏齊","27.8","-1.42","-2.28","+0.54","+0.18","+0.54","+6.31","+4.12","+26.9","+77.1","25","21.6","21.35","15","29.5","30.25","36.75","36.75","-9.97","-6.75","-0.1","-0.41"
="6175","立敦","46.95","+0.21","0","-2.39","-3.4","+1.4","+11.3","-1.16","+28.8","+60.2","41.8","39.05","36.3","28.75","50.8","53.5","59.6","59.6","1.61","-1.45","-0.75","-1.54"
="6176","瑞儀","97.7","+0.41","+0.62","0","+0.62","-0.71","-0.51","+3.83","-15.8","-15.4","95.1","88.3","88.3","88.3","102.5","102.5","130.5","132.5","-39.9","-29.2","-0.02","+0.03"
="6179","亞通","31.7","-1.86","-5.37","-3.21","-3.94","-1.25","+8.01","+6.91","-1.86","-7.31","29.3","28.35","27.75","27.25","35","35","35","41.8","-18.9","-13.3","+0.01","-0.11"
="6180","橘子","61.8","-1.28","+1.31","+2.66","+1.31","+1.98","+6.19","+7.29","-4.92","-8.04","58.1","53.8","53.8"
