"代號","名稱","成交","漲跌幅","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","3日最高股價","5日最高股價","10日最高股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","3日最低股價","5日最低股價","10日最低股價","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減","12/10成交量(張)","12/09成交量(張)"
="00692","富邦公司治理","35.18","-0.31","+0.09","+0.2","+2.39","-3.7","-2.92","-0.48","35.5","35.5","35.5","36.78","36.78","36.78","36.78","35.05","34.76","34.07","34.07","33.82","33.51","29.07","24.7","-10","0","0","1,447","1,786"
="00712","FH富時不動產","13.92","-0.36","+0.72","+1.83","-1.42","-4","-1.21","-7.51","13.98","13.98","14.09","14.51","14.59","15","15.21","13.86","13.55","13.39","13.39","13.39","13.39","12.29","-21.3","-15.7","-0.55","-0.65","2,275","2,374"
="00713","元大台灣高息低波","42.47","+0.28","+0.64","+0.97","+1.58","-5.89","-3.43","-0.42","42.5","42.5","42.5","46.35","46.35","46.35","46.35","42.29","41.85","41.22","41.22","41.22","41.22","33.81","-12.5","-21.6","0","0","1,589","1,555"
="00731","FH富時高息低波","58.55","+0.17","+0.52","+1.3","+1.91","-5.94","-1.93","+1.74","58.65","58.65","58.65","64.8","64.8","64.8","64.8","58.3","57.6","56.7","56.7","56.7","56.3","47","4.17","3.47","0","0","1,212","1,207"
"00734B","台新JPM新興債","19.3","+0.47","+0.05","+0.31","+0.78","-0.92","-2.82","-0.52","19.32","19.32","19.32","19.47","19.94","19.94","21.09","19.21","19.21","19.05","19.01","19.01","19.01","19.01","0","0.08","","","1,014","1,001"
="00757","統一FANG+","51.35","-1.53","+1.28","+0.49","-3.3","-3.93","+0.98","+11.1","52.35","52.35","53.5","54.45","55.2","55.2","55.2","51.3","49.45","49.45","49.45","46.9","45.88","41.42","-34.7","-64.8","-0.12","-0.38","1,468","1,051"
="00876","元大未來關鍵科技","32.77","-0.7","+1.96","+1.74","+1.99","+3.51","+8.19","+13.7","33.16","33.16","33.16","33.24","33.24","33.24","33.24","32.71","32","31.81","31.21","27.93","27.93","25.13","27.6","16.3","-0.87","-0.99","794","1,076"
="00877","FH中國5G","13.85","-1.14","+4.61","+2.74","+3.98","+7.28","+9.23","+11.3","14.03","14.03","14.03","14.03","14.03","14.03","14.85","13.28","13.21","13.16","12.95","11.81","11.81","10.93","68.9","67.5","+0.06","+0.08","1,514","11,697"
="00878","國泰永續高股息","18.84","+0.11","+0.43","+0.96","+1.89","+0.8","+3.8","+3.18","18.89","18.89","18.89","18.89","18.89","18.89","19.28","18.76","18.5","18.25","18.25","17.77","17.35","15.65","25.5","16.3","+0.16","+0.18","12,293","12,079"
="00881","國泰台灣5G+","18.33","-0.05","+0.27","-0.05","+3.04","+1.95","+3.38","+3.85","18.55","18.55","18.55","18.55","18.55","18.55","18.9","18.2","18.13","17.61","17.61","16.38","16.38","14.67","50.7","30.8","+0.29","-0.16","5,783","5,625"
"01010T","京城樂富R1","10.3","+0.1","0","-0.19","+0.1","-2.55","-3.92","-5.24","10.33","10.35","10.44","10.62","10.71","11.48","11.48","10.29","10.29","10.2","10.14","10.14","10.14","10.14","","","","","124","194"
="020022","元大電動車N","5.61","-0.36","+0.9","+2.56","+3.89","+3.51","+7.06","-2.94","5.69","5.69","5.69","5.69","5.69","5.92","6.87","5.56","5.42","5.31","5.31","4.9","4.9","4.9","65.7","71.2","","","1,176","3,705"
="1101","台泥","47.3","-0.21","-0.53","+1.94","+1.72","-2.87","-3.47","-7.98","47.85","47.85","47.85","48.95","52","54.5","58.7","47.1","46.4","45.95","45.95","45.95","45.65","40.15","12.5","10.4","-0.02","-0.36","9,961","9,434"
="1102","亞泥","43.45","-0.11","+0.46","+1.64","+2.84","-3.01","-3.34","-14.3","43.6","43.6","43.6","45.75","46.65","53.6","54.3","43.3","42.4","42","42","42","42","40","6.74","10.3","+1.54","-0.23","3,386","4,914"
="1216","統一","68.9","0","+0.58","+2.07","+2.23","+2.38","+0.73","-6.39","69","69","69","69","70.4","76","76.9","68.2","67","65.4","65.4","65.4","65.4","64.2","1.19","3.29","+2.22","+2.77","4,473","4,369"
="1236","宏亞","28.1","+9.98","+21.1","+33.8","+43.4","+95.8","+98.6","+77.3","28.1","28.1","28.1","28.1","28.1","28.1","28.1","23.5","20.25","19","14.35","13.75","13.5","13","-1.06","0.01","+7.09","+4.38","2,213","2,318"
="1301","台塑","104","-0.95","+0.48","+0.48","+0.48","-2.8","+4.84","+0.48","106","106","106","108","121","121","121","104","102.5","101.5","101.5","99.3","95.6","86.6","12","8.46","-0.1","-0.45","3,745","5,409"
="1303","南亞","84.4","-0.47","-0.35","+0.96","+0.48","-0.94","-3.98","-0.82","85.2","85.2","85.2","86.5","93.1","93.1","93.1","84.2","82.7","82","82","82","80.3","65.6","15.3","12.6","+0.21","+0.09","3,254","5,487"
="1316","上曜","20","-1.23","-1.23","-1.48","-8.47","+5.54","+53.8","+77.8","21.15","21.15","22.5","23.35","23.35","23.35","23.35","19.7","19.7","19.7","17.6","12.75","11.15","10.05","4.52","-0.54","-5.81","-8.44","6,770","9,647"
="1326","台化","80","-0.87","-0.62","+0.88","+0.76","-0.62","-2.56","-6.76","81.2","81.2","81.2","81.8","84.9","87.4","95.5","80","78.6","78.1","78.1","78.1","78.1","77.3","13.5","14.1","+0.01","+0.02","1,708","1,794"
="1402","遠東新","28.75","-0.35","0","+1.59","+1.77","-3.85","-1.54","-9.87","28.95","28.95","28.95","30.4","30.4","33.75","35.55","28.55","28.15","27.75","27.75","27.75","27.75","26","0.43","2.02","-0.2","-0.21","3,135","5,175"
="1434","福懋","28.95","-0.52","0","-0.34","-0.52","-2.03","-5.08","-7.95","29.25","29.25","29.25","29.8","30.85","33.7","34.5","28.85","28.75","28.75","28.75","28.75","28.75","28.75","-33.6","-46","+2.73","+14.2","2,164","2,439"
="1454","台富","12.7","-0.78","+8.55","+13.4","+13.4","+21","+25.7","+27","13.3","13.3","13.3","13.3","13.3","13.3","13.3","11.5","11.2","10.9","10.25","9.81","9.8","8","-0.9","-0.43","0","0","1,844","2,718"
="1476","儒鴻","618","-1.75","+0.49","+4.57","+2.83","-6.79","+1.98","-0.48","632","632","632","666","672","680","683","611","589","574","574","551","503","386","24.4","17.1","+4.41","+2.75","815","1,212"
="1477","聚陽","247","-0.8","-0.2","+4.22","+5.56","+4","-0.4","-5.73","253","253","253","253","261.5","278.5","291.5","244","236","229","229","204.5","204.5","183.5","3.63","22.5","+0.71","+0.58","844","940"
="1504","東元","30.65","+0.16","+1.16","+1.32","+0.82","-2.85","+0.49","-7.12","30.85","30.85","30.85","32","32.1","35","36.6","30.45","30","30","30","29.85","28.5","26.8","20.9","-16.3","0","+0.08","582","880"
="1506","正道","16","+6.67","+7.38","+20.8","+40.4","+53.8","+67.2","+64.6","16","16","16","16","16","16","16","14.5","13.2","10.8","10.3","9.51","9.33","8.99","12.2","7.68","0","0","2,193","1,724"
="1524","耿鼎","11.15","-0.45","-1.33","+11.5","+11.5","+9.85","+12.3","+10.9","11.55","11.55","11.55","11.55","11.55","11.55","12.95","11.05","9.99","9.91","9.91","9.5","9.5","8.56","-1.51","-0.98","+0.14","+0.14","666","1,317"
="1528","恩德","11.55","-0.43","+2.21","+6.45","+5.96","+2.21","+7.94","+5","11.7","11.7","11.7","11.8","11.8","13","13","11.25","10.8","10.35","10.35","10","9.9","8.42","33.4","23.8","+0.9","+1.01","901","2,440"
="1529","樂士","20.9","-6.28","-6.49","-3.02","+20.5","+27.8","+22.9","+25.9","23.5","23.85","23.85","23.85","23.85","23.85","23.85","20.25","20.25","17.4","16","15.55","15.1","14.85","4.85","1.93","-0.65","+0.65","6,313","3,052"
="1539","巨庭","23.55","-0.63","-2.48","+12.9","+18.6","+16.6","+40.6","+27","24.9","24.9","24.9","24.9","24.9","24.9","24.9","22.7","20.6","19","18.85","16.5","16.45","15.8","-0.98","0.13","+0.52","+0.73","1,377","2,367"
="1560","中砂","90.1","-0.11","+2.62","+0.56","+2.97","+7.9","+31.5","+35.5","91.3","92.8","92.8","94.3","94.3","94.3","94.3","88.7","87.8","84","82.2","65.4","62.2","57.6","17.7","3.07","+0.25","+0.04","1,239","2,047"
="1570","力肯","24.8","-2.36","-2.94","+2.69","-4.43","+22.8","+42.9","+56","26.65","28.45","28.45","28.45","28.45","28.45","28.45","24.6","23.8","22.6","19.4","17.25","15.5","12.75","8.63","2.14","+0.25","-0.22","2,012","3,268"
="1605","華新","26.7","-0.19","+0.56","+1.71","+0.38","-2.38","+0.75","+1.52","27.2","27.2","27.2","28.7","28.7","30.85","32.35","26.65","25.85","25.65","25.65","23.1","23.1","16.3","1.17","0.14","-0.33","-0.39","3,947","5,927"
="1611","中電","18.75","-1.32","+5.34","+10.3","+38.9","+41","+85.6","+65.2","19.5","19.5","19.5","19.5","19.5","19.5","19.5","17.8","17","12.7","12.7","9.95","9.95","9.48","1.31","0.58","+5.03","+6.61","15,045","27,537"
="1616","億泰","11.35","-2.16","-2.16","-11","+12.4","+32","+35.1","+23.8","11.8","13.15","13.15","13.15","13.15","13.35","13.35","11.15","11.15","9.15","8.4","7.61","7.61","5.12","-2.41","-2.27","0","0","1,698","2,286"
="1708","東鹼","36.6","+5.17","+1.95","+1.67","+9.91","+16.7","+26.9","+31.2","37.1","37.1","37.3","37.3","37.3","43.85","43.85","34.45","34.45","32.9","31.25","28.45","27.8","21.5","28.5","27.3","+0.05","-0.1","14,880","4,062"
="1709","和益","22.15","+1.37","0","-2.21","-5.14","+1.61","+15.7","+6.75","22.5","22.85","24.25","25.45","25.45","25.45","25.45","21.8","21.8","21.8","21.7","19.1","18.65","13.85","-33.5","-30.6","+1.15","+1.07","1,652","2,298"
="1711","永光","26.7","-0.74","+1.91","+2.1","+1.71","-9.18","+29.9","+37.6","27.5","27.5","28.15","30.5","32.45","32.45","32.45","26.4","25.85","25.35","25.35","20.9","17.5","15.1","10.9","10.8","-0.52","-1.05","5,695","10,156"
="1714","和桐","11.1","-1.33","-3.06","-4.31","+0.91","+2.3","+9.36","-3.9","11.65","11.65","11.85","11.85","11.85","13.1","13.5","11.05","11.05","10.75","10.65","9.95","9.95","8.96","-16.8","-7.43","-0.29","-0.39","3,399","2,882"
="1721","三晃","28.6","-2.05","+2.33","0","+19.7","+11.9","+215","+189","30.15","30.45","33.45","33.45","33.45","33.45","33.45","28.1","27.5","23.75","22.4","9","8.95","8.95","-0.28","-3.67","-1.1","+0.91","12,483","18,331"
="1722","台肥","68.2","-0.44","-0.44","-0.58","-3.26","-4.88","+21.6","+19.9","69.7","69.7","69.8","71.8","73.2","73.2","73.2","68","67.8","67.7","67.6","56.3","55.1","49.95","-0.36","-6.69","-0.08","-0.98","957","1,292"
="1810","和成","16.35","+0.62","-2.68","+1.24","+4.14","+4.81","+42.2","+39.7","16.95","16.95","16.95","17.45","17.45","17.45","17.45","16.05","16.05","15.15","14.2","11.5","10.2","8.9","-13.2","9.24","+0.05","+0.07","1,647","1,323"
="2006","東和鋼鐵","60.8","+0.16","0","+1.16","","+46.9","+43.9","+25.6","62.2","62.2","62.2","62.2","62.2","62.2","64.7","60.1","58.2","58.2","41.35","37","37","31","-7.26","2.52","0","+0.03","1,678","1,724"
="2101","南港","39.4","0","+0.51","+0.64","+0.77","-2.48","+1.16","+2.2","39.4","39.4","39.4","41.85","41.85","42","45.7","38.9","38.7","38","38","37.15","36.6","34.55","29.9","16.4","0","-0.03","1,634","939"
="2103","台橡","34.3","-1.86","-0.58","+4.41","+6.19","+8.89","+16.3","-1.29","35.35","35.35","35.35","35.35","35.35","37.7","40.4","34.2","32.75","31.55","31.4","29","29","19.5","13.9","15","+0.25","+0.27","3,591","4,775"
="2301","光寶科","62.7","+0.16","+2.12","+3.47","+4.33","+2.45","+4.5","-4.27","62.9","62.9","62.9","62.9","65.8","67.3","67.9","61.2","60.4","59.7","59.7","59.6","56.1","48","12.7","7.32","+0.51","+0.69","3,723","4,859"
="2303","聯電","63.5","-0.78","-4.51","-7.03","+1.6","+0.63","-6.89","+22.6","68.2","68.2","68.5","68.5","68.9","72","72","62.7","62.7","60.9","60.9","56.4","50.2","43.05","-26.7","-22.1","+1.56","+1.63","150,486","284,847"
="2308","台達電","271","+0.74","+3.04","+3.63","+7.54","+2.26","+0.74","-8.6","273","273","273","273","273","335","335","261","258.5","250","250","234.5","234.5","234.5","25.4","17.5","-0.14","-0.01","7,312","7,647"
="2313","華通","41.7","-1.77","-1.88","+1.21","+1.71","-0.83","+5.97","+7.47","43.4","43.7","43.7","45.7","45.7","47.9","47.9","41.6","41.35","39.8","39.8","34.85","34.85","31.7","-4.91","-4.96","+0.2","+0.53","5,495","11,344"
="2314","台揚","79.4","-0.87","+0.13","+1.53","-1.24","+1.53","+33.7","+57.2","82.5","82.5","83","96.5","96.5","96.5","96.5","78","77.5","75.5","75.5","57","44.8","27","-5.16","-5.63","-2.5","-2.44","2,781","3,921"
="2324","仁寶","24.3","+1.25","+2.32","+4.29","+3.85","+0.62","+6.58","+7.28","24.55","24.55","24.55","24.55","24.85","24.85","27.95","23.6","23.2","23.15","23.15","22.7","21.25","20.15","3.27","6.65","-0.27","-0.29","41,435","17,922"
="2330","台積電","605","-0.49","-0.33","-0.49","+1.51","-1.14","-2.73","+0.5","614","614","615","623","623","638","679","602","597","591","591","560","551","504","3.98","-11.2","-0.14","-0.62","10,607","12,468"
="2337","旺宏","41.4","0","-2.13","-2.36","-0.96","-1.66","+3.37","-6.33","42.65","42.65","43.5","44.25","44.25","48","50","40.8","40.8","40.75","40.75","34","34","34","0.49","-1.32","+0.41","+0.35","11,314","15,882"
="2338","光罩","107","-0.47","0","-2.28","+9.07","+15.3","+24.6","+26.6","114","117","117","117","117","117","117","105","105","91","89.1","69.3","69.3","36.5","-1.8","-0.8","-2.38","+1.84","17,635","20,765"
="2340","光磊","59.2","+1.37","+3.32","+0.68","+5.34","+40","+68.9","+134","59.4","61","62.5","66.2","66.2","66.2","66.2","57.2","56.8","55","41.8","29.3","24.85","21.85","6.12","2.32","-0.37","-0.22","15,664","20,235"
="2342","茂矽","48.35","-3.69","-12.9","-1.93","-0.41","+8.17","+4.77","+46.3","57","57","57","57","57","57","57","48.2","48.2","45.2","44.25","39","32.8","26.3","-5.38","-3.09","-2.95","+0.48","10,293","12,973"
="2345","智邦","304","+0.5","+3.75","+9.75","+1.5","+2.7","+10.1","+3.05","307","307","307","311","311","354","354","290.5","276","276","273.5","226","226","226","9.56","9.46","+5.16","+2.49","1,656","2,008"
="2347","聯強","64.1","+2.4","+5.08","+7.55","+10.7","+10.9","+21.2","+19.4","64.5","64.5","64.5","64.5","64.5","64.5","64.5","61.2","59.7","57.5","56.1","50.5","49.8","44.2","14.4","15.6","-0.07","-0.82","10,675","6,239"
="2353","宏碁","29.75","-0.83","-1.82","-1.33","+8.38","+11.8","+18.8","-4.95","30.9","30.9","30.9","30.9","30.9","32.4","35.85","29.65","29.3","27.1","26.45","23.45","23.45","23.25","7.84","4.07","+1.04","+1.24","14,851","29,130"
="2354","鴻準","65.3","+0.15","+1.56","+1.4","+0.31","-6.98","+2.83","+0.62","65.7","65.7","65.7","71.2","71.8","71.8","79.6","64.2","64","63.5","63.5","62.7","61.3","51.4","26","8.07","-0.11","-0.12","4,407","3,989"
="2355","敬鵬","35.5","-1.53","+0.28","-1.39","+7.9","+19.7","+16.2","+21","37.2","37.2","38.7","38.7","38.7","38.7","40.45","35","34.55","31.3","29.1","27.2","27.2","23.85","-0.98","-4.36","-0.7","-0.96","6,799","12,329"
="2356","英業達","25.55","-0.39","-0.39","-0.39","-0.97","-3.04","+4.07","+1.19","25.75","25.9","26.45","27.1","27.1","27.6","28","25.45","25.35","25.2","25.2","24.35","23.1","22.65","-8.76","-8.64","-0.36","-2.45","7,177","4,321"
="2357","華碩","368","+0.27","+0.41","+0.68","+3.37","-2.52","+16.5","-3.92","371.5","371.5","371.5","371.5","378","390.5","428","360","360","351.5","351.5","317.5","307","247.5","-3.36","-0.07","-0.01","-0.1","2,269","2,223"
="2363","矽統","25.55","-1.92","-2.67","-4.49","+1.39","+2.82","-8.59","+17.7","27","27","27.5","28.6","28.6","31.8","31.8","25.5","25.5","24.15","24.15","22.2","20.55","15.2","0.89","-7.07","-0.15","+0.09","9,258","10,654"
="2368","金像電","71.8","0","+0.56","-1.78","+4.66","+3.61","+0.56","+22.3","75.2","75.2","76.4","80","80","83.6","83.6","71.5","71.1","67.3","67.3","59.1","56.5","38.65","-2.19","-8.12","-0.85","-2.21","8,245","28,112"
="2369","菱生","26.5","-0.75","-3.11","-1.85","-0.38","+3.72","-11.2","+40.6","27.8","27.8","29.45","29.45","30.15","32.3","32.3","26.3","26.3","25","24.5","23.2","18.4","13.1","-15.1","-16.6","-0.44","-1.41","7,645","8,151"
="2374","佳能","23.6","-2.88","-0.21","-1.05","-3.67","+20.1","+57.9","+53.7","25.9","25.9","25.9","25.9","25.9","25.9","25.9","23.5","23.3","22.9","19.05","14.8","14.45","13.45","-1.67","-2","+0.2","+0.33","9,351","29,507"
="2376","技嘉","152.5","+3.04","+15.1","+8.16","+13","+9.71","+68.9","+37.4","153","153","153","153","153","153","153","135","132","127","127","83","80.5","74.6","24.3","11.3","+4.75","+4.19","29,643","35,683"
="2377","微星","166","-1.78","+0.3","+2.79","+2.47","-0.3","+19.9","-0.6","170.5","170.5","170.5","170.5","173","186","203","165","157","157","155","123.5","117","117","0.03","9.86","-0.06","+0.82","3,538","6,157"
="2379","瑞昱","554","-0.72","-1.95","-0.18","+3.75","+6.74","+3.17","+7.99","579","581","581","581","581","621","621","548","548","521","511","445","445","381.5","26.8","22.9","-1","-0.34","950","934"
="2382","廣達","89.3","+0.34","+1.59","+1.71","+3.12","+7.85","+19.2","+3.84","89.8","89.8","89.8","89.8","89.8","92","102","88","86.9","85.1","82.2","74.5","72.5","72.5","17.7","8.14","-0.25","-0.12","7,186","6,043"
="2383","台光電","280","+1.27","+0.72","+2","+2.75","+21.2","+24.4","+38.6","293","293","293.5","293.5","293.5","293.5","293.5","272","268","266","226.5","200","200","141.5","19.8","19.5","+0.01","+0.65","2,262","3,861"
="2388","威盛","86.2","-3.36","-4.43","-4.65","+2.13","-6.81","+81.5","+69.7","93.6","94.7","94.7","103.5","103.5","103.5","103.5","85.9","85.9","78.7","78.7","38.05","38.05","38.05","1.43","-0.93","-0.72","-1.53","16,108","26,736"
="2401","凌陽","39.2","-2.97","-3.57","-4.97","+1.69","-1.01","+1.42","+20.8","41.6","41.8","41.95","44.9","44.9","47.55","47.55","39.15","39.15","36.75","36.75","30.6","30.6","16.4","-2.46","-7.73","+0.23","-0.49","11,233","12,501"
="2405","浩鑫","16.95","+9.71","+32.4","+34","+37.8","+40.7","+59.9","+30.9","16.95","16.95","16.95","16.95","16.95","16.95","16.95","12.75","12.6","11.85","11.85","10.3","10.1","10.1","-3.22","-3.1","0","0","35,242","38,625"
="2406","國碩","30.4","+9.95","+17.1","+22.3","+32.8","+26.1","+33.6","+65.7","30.4","30.4","30.4","30.4","30.4","30.4","30.4","25.4","24.9","22.15","22.1","20.7","18.35","14.5","14.2","14.3","+2.33","+3.61","88,670","58,640"
="2412","中華電","114","-0.44","0","+0.44","+0.88","+1.79","+3.17","-0.44","114.5","114.5","114.5","115","115","118.5","118.5","113.5","113","112","111","110","109","108","16.8","14.8","+0.34","+0.1","2,892","2,821"
="2419","仲琦","24.35","+1.25","+2.31","+1.04","+7.51","+0.21","+28.2","+17.9","25.2","25.2","26.95","26.95","26.95","26.95","27.1","23.85","23.5","22.6","22.05","18.55","17.9","17.9","2","0.24","-1.03","-2.02","7,799","10,998"
="2420","新巨","47.95","+0.74","+0.42","+3.01","+2.13","+10.6","+15.7","+25.4","48.65","48.65","48.65","48.65","48.65","48.65","48.65","47.1","46.2","45.25","42.3","39.05","37.35","31.75","11.7","17.8","0","+0.1","1,102","867"
="2426","鼎元","27.85","-0.89","-3.3","-3.97","+4.9","+6.5","+15.8","+6.91","29.65","32.95","32.95","32.95","32.95","32.95","32.95","27.3","27.3","25.75","25.65","19.7","19.7","15.45","-9.26","-6.86","-1.84","+0.44","5,823","8,672"
="2427","三商電","11.7","+0.43","+5.41","+5.88","+4.93","+8.33","+10.4","+4.46","12.1","12.1","12.1","12.1","12.1","12.1","14.45","11.1","11","10.85","10.6","10.25","10.25","10.25","0.85","0.67","0","0","2,849","1,867"
="2442","新美齊","13.5","+2.66","+3.85","+18.4","+17.9","+13.4","+18.4","+36","13.7","13.75","13.75","13.75","13.75","13.75","13.75","12.8","11.6","11.15","11.15","11.05","9.69","9.08","14.6","4.25","+0.36","+1.23","5,647","11,329"
="2449","京元電子","44.3","-0.23","-2.53","-0.23","+5.35","+5.6","-1.23","+3.26","45.85","45.85","45.85","45.85","45.85","51.4","52","44.05","43.85","41.2","41.2","36.4","36.4","33.55","17.2","23.6","+0.26","+0.26","8,454","10,961"
="2454","聯發科","1075","-0.92","+0.94","+1.42","+6.97","+12.2","+16.2","+9.69","1110","1110","1110","1120","1120","1120","1185","1065","1040","991","936","839","839","689","19","4.44","-0.69","-0.84","2,972","3,406"
="2455","全新","140","-2.78","-2.44","-5.08","-3.45","+2.94","+2.94","+17.6","149","149","162.5","162.5","162.5","162.5","162.5","138.5","138.5","138.5","131","110.5","109.5","89.6","-20.8","-16.2","-0.34","-0.45","3,689","2,866"
="2476","鉅祥","65.7","+0.77","+3.63","+4.12","+13.7","+5.8","+10.6","+94.1","66.3","66.7","66.7","66.7","69","69","69","63.4","62.3","55.8","55.8","46.8","34.1","19.85","18.4","11.1","+0.12","+0.49","7,632","8,895"
="2481","強茂","105","-3.67","-4.55","-5.83","+1.45","+7.25","+10.6","+85.8","113.5","116.5","116.5","116.5","125","125","125","104.5","104.5","100.5","96.8","78","56.7","39.6","-1.62","-7.07","-1.24","-1.43","13,248","14,959"
="2482","連宇","16.9","-6.11","+7.64","+17.4","+21.6","+17.8","+32","+29","18.25","18.25","18.25","18.25","18.25","18.25","18.25","15.45","14.15","13.6","13.6","12.05","11.15","9.9","-2.68","-2.2","+13.6","+28.4","8,896","12,313"
="2484","希華","39.4","-1.13","+2.34","-2.23","-1.25","+14.9","+20.9","+31.6","41.1","41.1","43.6","46.1","46.1","46.1","46.1","38.85","38.35","38.2","34.35","28.45","28.45","21.6","-14","-12.1","+0.22","+0.17","3,098","10,090"
="2485","兆赫","21.7","-4.41","0","+1.88","+3.33","-0.91","+24","+11.6","23.35","23.35","23.35","23.35","23.35","24.5","27","21.4","21.05","20.1","20.1","17","17","16.7","-3.29","-0.98","+0.62","+0.83","5,876","12,674"
="2497","怡利電","83","+2.09","+9.07","+17.6","+38.8","+103","+155","+193","85","85","85","85","85","85","85","75.7","71.5","57.5","39.7","28.6","28.3","25.4","11.7","6.82","-0.15","+3.64","2,738","3,046"
="2498","宏達電","80.7","-0.74","-3.93","-5.28","+3.73","-9.93","+132","+102","86.8","88.8","88.8","97.3","97.3","97.3","97.3","80.1","80.1","72.3","72.3","33.7","33.7","27.7","-0.75","-2.97","+0.86","+0.75","49,218","84,493"
="2504","國產","27.35","-0.73","-0.73","+1.67","+1.48","-0.55","+21.8","+9.84","28.1","28.1","28.1","28.6","28.6","28.6","30.9","27.25","26.65","25.95","25.95","22.4","21.1","20.6","15.4","17.6","0","+0.03","1,624","3,851"
="2520","冠德","38.9","+0.26","+0.13","+0.39","+2.37","-0.64","-4.89","+3.6","39.1","39.1","39.1","39.1","41.1","44.35","44.6","38.7","38.45","37.5","37.5","37.45","37.15","31.5","22.9","25.4","-0.02","+0.07","1,563","1,249"
="2534","宏盛","23.2","+1.09","+1.53","+2.88","+1.31","-3.73","+11.3","+15.4","23.3","23.3","23.3","24.2","24.9","24.9","24.9","22.75","22.35","21.95","21.95","20.7","19.3","17.85","-7.39","-9.62","-0.05","-0.11","5,410","403"
="2537","聯上發","10.5","-0.94","-2.78","-0.94","+0.96","+2.94","+5","+13.5","11.05","11.05","11.05","11.15","11.15","11.15","11.15","10.45","10.45","10.05","10.05","9.3","9.11","7.92","9.13","11.3","0","0","1,725","3,514"
="2538","基泰","13.25","0","-3.99","-5.36","-7.67","+1.15","+8.61","+33.2","13.9","14","15.8","15.8","15.8","15.8","15.8","13.15","13.15","13.15","12.9","11.3","9.87","9.2","-19.2","-18.6","-0.23","-0.75","2,286","6,269"
