"代號","名稱","成交","漲跌幅","2日累計漲跌(%)","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","一年累計漲跌(%)","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價"
="3305","昇貿","86.7","-1.92","+2.85","+1.4","+3.21","+14.1","+46.2","+86.1","+109","+239","58.1","45","41.25","25.6"
="3312","弘憶股","25.05","+3.73","+5.92","+6.6","+6.14","+11.3","+22.2","+4.38","+30.1","+77.7","20.5","18.6","18.6","14.05"
="3363","上詮","35.1","+1.59","+1.01","+0.86","+5.41","+2.48","+13.6","+37.9","+39.6","+25.4","30.25","25.05","24.35","22.05"
="3419","譁裕","29.65","+7.82","+9.61","+11.5","+21.5","+83.6","+93.8","+81.3","+58.6","+71.4","15.35","13.6","13.6","13.6"
="3444","利機","64.2","+9.93","+20.9","+32.9","+46.6","+54","+51.8","+73.5","+85.5","+79.6","40.5","36.35","34.95","31.5"
="3455","由田","74.3","+0.81","+4.5","+5.09","+4.06","+7.53","+26.1","+22","+32.2","+27.4","61.8","51.7","51.7","50.6"
="3491","昇達科","173","-3.89","+5.49","+1.17","-3.89","+15.3","+87.8","+155","+170","+135","91.4","66.7","64.1","58.6"
="3508","位速","54.3","-1.27","+1.5","-1.27","-8.28","+47.4","+108","+176","+154","+186","24.95","18.5","18.5","18"
="3515","華擎","239","-0.62","-3.63","-7.54","0","+22.6","+40.6","+77.7","+54.2","+40.2","162","135","125","125"
="3532","台勝科","210","+9.95","+10.5","+11.4","+13.2","+27.7","+36.8","+19","+34.6","+69.4","146.5","138.5","138.5","124.5"
="3588","通嘉","162.5","+2.2","+2.85","-3.85","-0.31","+24.5","+27.5","+30","+146","+271","127.5","106.5","66.9","43.65"
="3701","大眾控","61","-5.57","+3.74","+0.83","-2.56","+6.09","+43.4","+224","+322","+366","41.05","16.35","13.4","12.75"
="3706","神達","34.5","+0.29","+7.48","+8.66","+14.6","+19.4","+22.3","+25.2","+23.7","+18.6","28.05","27.35","26.85","25.3"
="4303","信立","29.6","+9.83","+20.8","+22.6","+23.6","+45.5","+53.4","+83.3","+63.1","+25.2","18","15.85","15.85","15.85"
="4714","永捷","15.45","+3","+6.55","+8.42","+4.75","+6.92","+14.4","+25.6","+25.6","+22.1","13.5","12.05","11.75","11.15"
="4743","合一","299.5","+5.83","+6.02","+16.5","+17","+22.5","+17.7","+63.7","+46.8","+9.31","236.5","165","165","165"
="4916","事欣科","38.35","+9.89","+20.8","+20.4","+17.6","+10","+65.7","+58.1","+75.9","+51.3","23.1","22.55","21.7","20"
="4927","泰鼎-KY","102.5","-0.49","-0.49","-0.49","-0.97","+20.4","+26.9","+75.8","+90.9","+23.6","73.7","57.1","53.5","44.55"
="5230","雷笛克光學","36.65","-1.74","+2.09","+0.69","+4.12","+27.7","+29","+26.6","+30.4","+42.3","27.95","27.7","27.25","23.8"
="5258","虹堡","34.6","-1","+1.02","+0.14","+4.22","+3.28","+6.63","+63.2","+57.6","+47.5","29.5","21.1","19.85","17.8"
="5347","世界","159.5","+2.24","+2.24","+3.24","+3.91","+5.98","+11.1","+15.2","+47.7","+51.9","138.5","136","107.5","98.5"
="5351","鈺創","101","+3.27","+10.4","+12.1","+23.2","+22.4","+105","+141","+334","+484","49.65","37.1","23.35","17.75"
="5371","中光電","88.4","-2.32","-0.79","-1.67","-2.75","+30","+51.9","+62.8","+57.3","+153","54.5","52.1","52.1","34.8"
="5483","中美晶","205.5","+5.38","+4.85","+3.79","+6.2","+7.31","+14.8","+18.1","+31.7","+76.4","175.5","168","157.5","117"
="5876","上海商銀","47","+0.53","+0.64","+3.07","+3.07","+5.5","+5.86","+14.8","+5.86","+16.6","43.8","40.7","40.2","37.4"
="5880","合庫金","23.7","+0.21","-0.84","+0.21","+0.64","+3.95","+5.8","+12.3","+14.8","+17","22.4","21.1","20.55","19.15"
="6104","創惟","193.5","+2.65","+1.84","+0.26","+6.32","+39.7","+35.8","+58","+245","+161","131.5","112","56.6","48"
="6118","建達","31.65","+9.9","+11.4","+9.9","+11.2","+78.3","+115","+144","+154","+200","14.55","12.5","12.3","10.55"
="6138","茂達","234","-1.68","-1.89","+0.21","+9.86","+28.2","+28.2","+47.6","+77.3","+182","172.5","140.5","132.5","78.2"
="6143","振曜","62","+2.65","+6.53","+8.01","+9.73","+17.2","+14","+39.8","+38.7","+72.7","52.9","44.15","40.6","34.6"
="6167","久正","12.25","+9.87","+20.7","+21.9","+18.9","+22.6","+35.5","+41","+46.9","+78.1","8.94","8.41","8.1","6.82"
="6182","合晶","71.2","+5.79","+5.17","+3.34","+5.64","+6.91","+14.8","+9.71","+58.6","+107","60.6","54.5","45.8","34.6"
="6190","萬泰科","29.8","+9.96","+13.1","+12","+11.2","+8.76","+31.3","+23.9","+34.2","+86.8","22.25","22.25","21.6","15.95"
="6191","精成科","38","+2.15","+0.4","+0.66","-1.04","+2.7","+17.8","+16.2","+26.9","+63.4","32.45","30","30","22.85"
="6196","帆宣","150","+0.33","-2.28","-2.6","-4.76","+29.3","+27.7","+31","+55.6","+33.9","115","104","97.3","87"
="6265","方土昶","15.6","+9.86","+20.5","+32.2","+38.7","+36.8","+48.6","+55.2","+92.6","+139","10.15","9.64","8","6.49"
="6271","同欣電","323","+5.38","+8.21","+6.08","+6.78","+21.4","+29.7","+15.6","+91.7","","245","208","169","145"
="6285","啟碁","77","+1.58","+1.18","+1.58","+1.72","-0.65","+6.35","+9.22","+20.9","-6.21","72.9","68.2","64.1","58.8"
="6411","晶焱","273","+3.02","+3.02","+2.25","-5.86","+27","+21.3","+73.9","+122","+202","201.5","152.5","122","88.8"
="6438","迅得","119","+2.59","+5.78","+5.31","+4.85","+18.4","+19.2","+1.28","+33.1","+45.3","98.5","92.9","90.5","77.2"
="6446","藥華藥","181","+4.93","+15.3","+26.6","+52.7","+84.7","+90.5","+102","+121","+113","90.1","69","69","69"
="6568","宏觀","390","-2.01","+6.85","+7.88","+3.31","+13.4","+8.18","+84.8","+200","+170","327","210","127","112"
="6603","富強鑫","18.3","+9.91","+7.33","+7.33","+7.65","+6.4","+12.6","+29.8","+53.8","+47.6","16.2","13.85","11.85","10.95"
="6706","惠特","221.5","+5.73","+5.73","+1.84","+3.26","+0.23","+9.65","+30.7","+47.7","+39.7","195","157","150.5","129.5"
="8040","九暘","79.2","+4.07","-3.53","-2.94","-0.63","+22.2","+21.8","+33.1","+76.2","+389","61.9","49.05","44","16.15"
="8046","南電","561","+2.37","+2.37","+0.18","-0.18","+4.66","+27.4","+45","+74","+307","433.5","367.5","307","138.5"
="8054","安國","66.8","+2.93","+3.89","+3.89","+9.87","+29.5","+38.6","+41.5","+63.3","+253","46.95","38.6","38.6","18.9"
="8069","元太","121","+3.42","+13.6","+24.7","+30.2","+37","+39.7","+56.1","+110","+189","85","64.2","57.8","41"
="8103","瀚荃","51.8","+3.91","-0.96","+2.78","+3.19","+6.15","+19.8","+20.9","+35.2","+62.9","42.95","37.75","37.75","30.95"
="8112","至上","44.6","+1.36","+0.56","+0.68","0","+3","+4.82","+3.72","+16.1","+43.4","42.5","41.35","38.65","31.15"
="8182","加高","60.6","+0.17","+1","-0.49","+14.6","+33.5","+42.3","+31.5","+90","+116","42","40.2","32.25","26.05"
="8183","精星","60.9","+9.93","+11.5","+11.5","+19.6","+32.1","+46.6","+33.3","+50.9","+225","41.7","34.15","34.15","18"
="8289","泰藝","39.4","+7.07","+4.79","+1.94","+9.14","+33.6","+22.6","+30.7","+108","+243","29.2","26.2","16.75","11.35"
