"代號","名稱","成交","漲跌幅","2日累計漲跌(%)","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","一年累計漲跌(%)","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減"
="2809","京城銀","40.15","+0.12","+0.25","+0.12","-0.99","-1.95","-2.07","-6.84","-0.25","+5.1","39.85","39.85","39.25","37.55","42.1","43.65","44.6","44.6","-53.6","-53.6","+15.9","+18"
="2812","台中銀","12.05","+0.42","+0.42","+0.84","+0.84","-0.41","+1.26","+4.33","+4.78","+11.1","11.9","11.35","11.35","10.65","12.25","12.25","12.25","12.25","2.3","6.36","+0.69","+0.87"
="2823","中壽","30.8","+0.33","-0.16","+0.33","+0.98","0","+6.21","+7.13","+26.2","+39.7","28.9","28.7","24.15","21.9","31.25","31.25","31.25","31.25","31","31.2","+0.01","+0.02"
="2834","臺企銀","9.76","0","+0.31","+1.24","+1.46","-1.31","+2.85","+3.83","+2.52","+2.41","9.48","9.4","9.36","9.1","10.05","10.05","10.05","10.3","-22.7","-33.2","-0.04","+0.02"
="2838","聯邦銀","12.95","+1.17","+2.78","+4.86","+5.71","+5.28","+9.28","+10.2","+11.6","+25.1","11.8","11.6","11.35","10.3","13.05","13.05","13.05","13.05","29.5","26.1","0","-0.22"
="2845","遠東銀","10.65","+0.47","+0.95","+0.95","+1.91","+0.47","+1.43","-3.18","+0.47","+0.95","10.4","10.3","10.3","10.2","10.9","11.15","11.15","11.2","19.2","14.1","0","0"
="2880","華南金","21","+0.48","+0.96","+1.45","+2.19","+0.72","+2.69","+0.96","+14.8","+18.6","20.2","19.95","18","17.15","21.35","21.35","21.35","21.35","1.78","1.34","+0.14","+0.33"
="2882","國泰金","60.7","0","0","+1.17","+2.02","-1.46","+3.76","+3.41","+11","+48","58.2","55.4","51.5","39.9","63.5","63.5","63.5","63.5","2.94","5.91","+0.07","+0.06"
="2883","開發金","16.65","+0.91","-0.3","+1.22","+3.1","-0.89","+16.4","+20.7","+33.7","+87.1","14.25","13.75","12.1","8.9","17.5","17.5","17.5","17.5","-16.6","-14.1","-2.79","-1.49"
="2884","玉山金","28","0","0","+0.36","+1.08","+0.36","+3.7","+6.67","+8.32","+11.6","26.95","25.8","25.35","23.6","28.25","28.25","28.25","28.25","46.3","39.4","+0.14","+0.3"
="2886","兆豐金","35.3","+0.28","+0.57","+2.02","+3.07","+2.32","+4.75","+9.29","+6.65","+22.8","33.5","31.85","30.6","28.15","35.3","35.3","35.3","35.3","24","16.4","-0.26","+1.85"
="2887","台新金","19","+0.8","+0.53","+1.6","+2.15","+1.6","+3.83","+5.85","+25.8","+46.7","18","17.65","14.7","12.5","19.45","19.45","19.7","19.7","33.4","29.9","+0.03","+0.06"
="2888","新光金","10.85","+0.46","+0.46","+2.36","+3.83","-3.98","+9.82","+16.9","+11.5","+26.8","9.8","9.07","8.93","8.03","11.7","11.7","11.7","11.7","-20.2","-18.3","+0.36","-0.9"
="2890","永豐金","15.7","+0.96","+1.29","+2.28","+3.63","+1.29","+11","+12.1","+15","+42.1","14.15","13.65","13.2","10.95","15.7","15.7","15.7","15.7","10.8","12.4","-0.02","-0.05"
="2891","中信金","25.9","-0.19","-0.38","+1.77","+3.6","+3.81","+9.98","+13.3","+15.1","+34.9","23.4","22.2","21.05","19","26.05","26.05","26.05","26.05","25.4","30.7","-0.25","-0.05"
="2892","第一金","24","0","0","+0.84","+1.27","+0.84","+4.12","+7.38","+8.6","+16.5","23","22.1","21.95","20.2","24.1","24.1","24.1","24.1","30.7","21","-0.01","-0.03"
="3016","嘉晶","142.5","-5.32","-3.39","-5","-3.72","-2.4","+48.1","+64.9","+112","+90.8","95.5","75.8","67.2","54.7","154.5","154.5","154.5","154.5","4.55","0.88","-2.62","-5.45"
="3017","奇鋐","88.7","-0.67","+1.26","-0.56","+3.14","+3.38","+1.37","+18.1","+23.9","+24.2","80.6","71.2","66.8","52.5","96.4","96.4","96.4","96.4","-2.43","2.36","+0.16","+0.23"
="3019","亞光","96.9","-1.62","-0.21","-0.72","-0.1","+2","+14.1","+21.3","+19.2","+23","84.6","70","70","66.5","103.5","103.5","103.5","103.5","-2.67","-3.05","+0.13","-0.34"
="3037","欣興","218","-1.36","+0.69","-0.46","+2.35","+3.56","+13.2","+51.4","+69","+162","189","115","115","80","229.5","229.5","229.5","229.5","3.58","4.2","+0.7","+1.5"
="3051","力特","14.9","+9.96","+20.6","+32.4","+36.7","+29.6","+40.6","+62.8","+78.4","+157","10.05","8.5","8.28","5.25","14.9","14.9","14.9","14.9","2.03","1.64","0","0"
="3141","晶宏","260","+0.78","+2.16","+4.84","+12.3","+5.48","+19","+60.5","+194","+520","212.5","130","85","38.3","285","285","285","285","4.39","3.92","+0.18","+2.26"
="3169","亞信","282.5","+3.1","-1.22","-2.59","+8.24","+6.81","+59.2","+113","+88.3","+565","176.5","112","112","41.3","299.5","299.5","299.5","299.5","-2.02","-0.71","+2.17","+1.69"
="3217","優群","132","+7.76","+5.6","+3.94","+7.32","+25.1","+40","+36.5","+26.9","+12.8","92.7","79.6","79.6","79.6","134.5","134.5","134.5","138.5","11.1","10.5","-0.14","-0.05"
="3290","東浦","21.35","+0.71","-7.58","-5.11","-3.39","+17.3","+40.5","+71.5","+68.1","+29.4","15","12.4","12.05","11.55","23.5","23.5","23.5","23.5","1.58","3.93","-1.72","-1.29"
="3294","英濟","36.15","-5.98","-0.55","-0.14","+10.9","+61","+55.2","+119","+57.2","+61.7","21.5","16.25","16.2","16.2","39.95","39.95","39.95","39.95","-0.88","-0.04","+3.25","+3.74"
="3491","昇達科","177.5","-2.74","+6.93","+7.58","+10.9","+1.43","+22.4","+145","+166","+137","144.5","71.5","64.9","58.6","188","188","188","188","-0.21","-0.06","-1.65","-8.14"
="3499","環天科","25.9","-0.58","+9.28","+20.2","+33.5","+38.1","+90.4","+104","+101","+122","13.1","11.8","11.8","10.8","28.6","28.6","28.6","28.6","-0.1","0.11","+12.9","+5.86"
="3508","位速","70","+6.38","+3.24","+13.5","+37.3","+34.4","+72.8","+266","+219","+194","41.6","18.65","18.5","18","73.6","73.6","73.6","73.6","0.34","0.12","+18.7","+22.6"
="3515","華擎","287.5","+0.35","+10.4","+16.9","+16.6","+21.8","+39.9","+104","+66.7","+66.2","200.5","139.5","125","125","288.5","288.5","288.5","288.5","2.82","3.2","+2.84","+1.27"
="3532","台勝科","280","-6.04","+3.32","+7.49","+8.95","+19.7","+65.7","+56.4","+60.5","+91.8","167","138.5","138.5","124.5","307.5","307.5","307.5","307.5","-0.54","2.46","+10.9","+11.6"
="3624","光頡","58.5","+3.91","+10.6","+14.7","+16.8","+21.1","+37.3","+39.3","+82.2","+84.5","41.3","34.15","31.8","26.05","61.9","61.9","61.9","61.9","0.63","-0.7","+0.45","-0.21"
="3701","大眾控","90.3","-1.85","+7.89","+5.61","+4.51","+21.5","+62.4","+251","+536","+584","55.9","24.2","13.4","12.8","98","98","98","98","0.82","0.07","-1.25","-6.87"
="3706","神達","32.75","+0.15","-0.15","+1.39","+3.31","-0.46","+12.7","+15.7","+18.9","+5.14","28.9","27.35","26.85","25.3","35","35","35","35","-7.77","-5.52","-0.02","-0.2"
="4755","三福化","101","0","+9.66","+7.68","+23.5","+22.7","+14.6","+56.6","+59.3","+51.2","77","64.8","59.6","56.2","106","106","106","106","0.45","1.05","+1.2","+1.43"
="4904","遠傳","63.2","+0.48","-0.63","+0.96","-0.32","-0.32","+0.32","+4.64","-3.66","+3.61","61.5","60.3","60","59.8","65","65","65.9","66.8","28.4","22.3","0","-0.58"
="5234","達興材料","133.5","-3.96","-0.74","+3.09","+15.1","+15.6","+20.8","+49.7","+51.7","+56.1","106","85.5","84","81.9","141","141","141","141","-3.46","-4.24","+0.05","-0.08"
="5245","智晶","90.8","-4.62","+2.6","+12.8","+36.3","+75.3","+94","+107","+129","+138","46.4","42.25","38.1","33.8","98","98","98","98","2.25","2.01","+26.6","+30"
="5309","系統電","44.5","-1.44","-2.94","-2.09","+3.37","-1","+14.5","+35.9","+45.7","-4.2","37.8","29.9","28.35","23.9","47","47","47","47","-4.18","-1.06","",""
="5356","協益","32.05","-6.15","+3.22","+5.95","+11.7","+23.7","+21.4","+22.6","+10.3","+17","25.6","25.6","25.55","25.55","34.9","34.9","34.9","34.9","0.16","0.22","+0.84","+1.2"
="5383","金利","47.7","-2.85","+6.83","+17.5","+17.8","+35.7","+48.6","+77.3","+105","+128","29.4","25.9","22.5","19.2","51.7","51.7","51.7","51.7","4.29","6.17","",""
="5483","中美晶","220.5","+0.68","+5.25","+4.01","+7.56","+3.76","+13.4","+16.4","+20.5","+28.2","191","168","160","140","225","225","225","225","7.81","6.28","+0.66","+0.71"
="5607","遠雄港","66.5","+5.22","+9.38","+13.1","+15.5","+21.6","+21.8","+69","+92.2","+122","51.4","36.2","34.05","25.7","66.6","66.6","66.6","66.6","0.67","-4.09","-2.15","-3.21"
="5871","中租-KY","259.5","-1.52","-0.19","+1.17","+2.37","+5.06","-0.38","-1.89","+26.9","+65.8","239.5","223","196","150.5","264.5","283.5","283.5","283.5","9.43","9.95","+1.13","+0.85"
="5876","上海商銀","47.7","-0.21","+0.42","+1.92","+1.49","+1.06","+6.12","+4.26","+6","+21.8","44.55","42.6","40.2","37.4","48.15","48.15","48.15","48.15","28.9","20.7","+0.32","+0.44"
="5880","合庫金","25.2","+2.02","+3.7","+4.13","+5.44","+5.44","+9.57","+15.1","+20","+27.6","22.95","21.6","20.8","19.15","25.2","25.2","25.2","25.2","34.1","31.4","+0.06","-1.03"
="6104","創惟","186.5","-4.36","+1.36","-0.53","+0.54","+3.04","+26.9","+29.5","+197","+134","148","112","60.6","48","204.5","204.5","204.5","204.5","-2.44","-1.37","+0.15","-4.06"
="6118","建達","38.15","+9.94","+5.53","+16","+40","+37","+95.6","+165","+190","+232","20","12.5","12.4","10.9","39.75","39.75","39.75","39.75","0.58","0.36","+7.07","-3.69"
="6134","萬旭","29.45","+0.51","+10.5","+21.4","+46.9","+73.2","+85.2","+84.6","+74.3","+131","15.75","14.6","14.6","11.6","30.9","30.9","30.9","32.1","-1.23","-0.86","+7.28","+17.7"
="6182","合晶","84.6","-4.3","+0.36","+1.56","-0.94","+6.15","+23.9","+26.3","+53.5","+85.1","66.3","54.5","52.7","37.6","89.5","89.5","89.5","89.5","1.42","0.13","-1.06","-2.62"
="6190","萬泰科","39","-3.35","+6.27","+16.8","+14.7","+24.4","+40.5","+67.4","+57.3","+132","26","22.25","21.85","16.55","42.2","42.2","42.2","42.2","0.93","0.24","+7.79","+12.6"
="6191","精成科","39.65","-4.69","+2.32","+3.26","+5.17","+3.39","+6.44","+25.7","+22","+42.6","35.7","30","30","23.2","42.05","42.05","42.05","42.05","-6.55","-6.08","+0.52","+0.52"
="6196","帆宣","160.5","+2.88","+4.9","+2.56","+5.25","+6.29","+36","+39","+53.6","+37.2","123.5","104","101","87","169","169","169","169","6.48","4.34","-1.04","-2.28"
="6205","詮欣","63.3","+2.76","+2.1","+2.26","+15.1","+27.7","+49.3","+111","+110","+32.6","41.55","29.6","28.5","27.15","67.8","67.8","67.8","67.8","1.05","0.89","+4","+4.21"
="6235","華孚","29.5","-0.67","+0.34","+5.17","+17.3","+41.5","+53.2","+71","+61.2","+59.5","18.6","15.8","15.8","15.3","31","31","31","31","3.16","2.64","+5.3","+5.17"
="6243","迅杰","70.7","+9.95","+10.8","+0.14","-0.42","+27.6","+51.2","+251","+313","+418","43.2","15.7","15.65","12.65","76.7","76.7","76.7","76.7","3.11","1.96","-1.6","+0.64"
="6265","方土昶","19.25","-2.53","+0.52","-1.03","+10.6","+14.2","+68.9","+79.9","+113","+184","10.8","9.64","8.83","6.74","20.95","20.95","20.95","20.95","0.86","-0.43","-2.25","+3.84"
="6270","倍微","25.5","-1.54","+5.15","+10.4","+12.1","+11.1","+14.3","+25","+16.7","+32.8","21.8","19.8","19.65","18.05","26.05","26.05","26.05","26.2","-0.16","0.99","+0.32","+0.32"
="6275","元山","37.55","+7.13","+8.84","+12.6","+13.6","+12.9","+18.3","+33.4","+22.7","+57.8","30.6","26.5","26.5","22.05","38.45","38.45","38.45","38.45","6.49","5.21","+0.15","-0.66"
="6446","藥華藥","327.5","+9.9","+12.9","+22.4","+36.5","+67.9","+230","+256","+258","+226","99.8","69","69","69","327.5","327.5","327.5","327.5","-11.2","-12","",""
="6706","惠特","219","-0.23","-3.74","-1.35","+6.57","+6.31","+2.1","+10.9","+24.4","+24.8","200","157","157","129.5","235.5","235.5","235.5","235.5","-3.97","4.05","+2.76","+2.47"
="8046","南電","586","+0.17","0","+0.86","-0.68","+1.21","+8.12","+39.4","+68.1","+231","538","388.5","338","167","631","631","631","631","5.4","2.47","-2.36","-0.33"
="8069","元太","131.5","-1.13","+1.94","+6.91","+11.4","+6.05","+45.5","+70.1","+105","+212","89.3","64.2","63.2","42","138","138","138","138","0.32","-0.69","+1.7","+3.71"
="8103","瀚荃","49.5","-1.39","0","-1.59","+4.54","+3.12","+2.7","+22.7","+13.8","+53","46","37.75","37.75","31.3","53.7","53.7","53.7","53.7","2.94","6.11","-0.98","-0.78"
="8104","錸寶","69","+5.5","+16","+27.5","+25.9","+38.4","+44.2","+35.3","+42.4","+31.2","46.4","44.2","44.2","41.4","71.5","71.5","71.5","71.5","0.63","0.29","+9.26","+40.2"
="8111","立碁","28.75","+2.13","+11","+18.8","+32.5","+29.8","+51.3","+62.4","+40.9","+66.7","19","15.25","15.25","15.25","29.6","29.6","29.6","29.6","-1.18","-0.92","+5.47","+5.4"
="8112","至上","47.65","+1.38","+1.82","+6.12","+7.44","+7.08","+9.29","+8.05","+20.2","+38.5","43.05","41.35","39.25","33.7","48","48","48","49.3","20.6","19.5","+0.3","+0.3"
="8163","達方","48.3","-1.43","-2.72","-1.83","-0.72","+4.77","+11.3","+12.5","+8.66","+5","42.45","38.7","38.7","37.85","50.5","50.5","50.5","52.9","6.01","-0.99","+1.04","+1.42"
="8182","加高","58.1","-3.01","+6.61","+8.19","+2.29","+0.17","+27.7","+18.3","+51.9","+96.9","45.5","40.2","38.05","26.05","64.5","64.5","64.5","64.5","-1.26","-1.42","+2.25","+1.41"
="8183","精星","66.9","-0.89","-3.04","-7.34","-3.6","+5.35","+45.4","+58.2","+57.6","+244","45.05","34.15","34.15","18","73","73","73","73","-0.97","0.81","-1.22","-4.16"
="8201","無敵","17.55","+0.57","-4.62","+2.63","+3.85","+1.15","-1.68","-1.4","+78.4","+77.3","15.95","13.65","9.51","8.74","19.25","19.3","19.3","19.3","0.01","0.36","+0.76","-0.97"
