"代號","名稱","成交","漲跌幅","2日累計漲跌(%)","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","一年累計漲跌(%)","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價"
="2340","光磊","55.9","+9.82","+14.2","+25.6","+31.5","+26.3","+68.6","+81.5","+127","+118","33","29.3","24.3","21.85"
="2347","聯強","56.8","-1.05","-0.7","-2.57","-1.73","+0.35","+8.81","+11.8","-2.07","+31","51.8","50.5","49.8","43.1"
="2356","英業達","26.1","-1.32","-2.79","-3.33","-1.51","-1.51","-1.32","+9.21","+1.36","+13.5","26","23.9","23.1","22.65"
="2371","大同","38.85","+7.32","+11.6","+17.5","+19.9","+13.6","+14.8","+38.8","+67.1","+101","31.2","27.1","22.9","18.7"
="2374","佳能","21.9","+0.46","+10.3","+14.4","+12","+14.7","+19.3","+48","+49.5","+61.6","18.25","14.45","14.4","13.4"
="2376","技嘉","141","+1.81","-1.4","+0.36","+4.06","+13.7","+28.2","+73","+41.6","+86.5","103","82.5","80.5","74.6"
="2412","中華電","113","-1.74","-1.31","-0.88","+0.44","+1.8","+1.8","-2.59","-1.31","+2.73","110","109","109","108"
="2436","偉詮電","106.5","+2.4","-1.84","-3.18","+3.9","+31.6","+33.3","+51.9","+79","+223","78","70.4","57.2","32.35"
="2454","聯發科","1090","+0.46","+5.83","+5.31","+10.9","+16","+21","+24.9","+14.1","+48.7","903","839","839","689"
="2455","全新","141","+3.68","+4.83","+5.22","+5.22","+5.22","+10.6","+24.8","+41.3","+54.8","128","110.5","96.6","88.8"
="2476","鉅祥","62.5","-1.88","-0.79","-2.04","+4.69","+3.48","+8.13","+17.3","+100","+226","55.9","46.8","30.6","19.15"
="2484","希華","43","+0.94","+1.65","+3.37","+22","+28.7","+34.2","+27.4","+69.6","+102","31.5","28.45","25.1","21.3"
="2498","宏達電","87.6","+1.74","+0.11","+6.7","-3.63","+25.1","+99.5","+153","+153","+197","46","33.7","33.7","27.7"
="2537","聯上發","10.6","-0.93","+0.47","-1.85","+4.43","+6.85","+11.1","+14.8","+20","+7.18","9.4","9.2","8.76","7.92"
="2542","興富發","46.65","+0.11","+0.32","-0.32","-2.41","+4.71","+4.6","-1.89","+8.49","+8.11","44.4","44.15","41.25","40.4"
="2610","華航","27.65","-2.47","-4.66","+2.03","+8.22","+41.4","+63.6","+67.1","+79.5","+203","16.05","15.4","14.95","9.06"
="2618","長榮航","27.2","-3.89","-7.01","-2.86","+3.03","+25.9","+45.8","+50.7","+78.9","+116","18.1","17.05","14.7","11.9"
="2633","台灣高鐵","29.4","+0.17","+0.68","+0.86","+0.68","+1.2","+0.17","+2.08","+4.63","-6.52","28.8","28.2","28","26.8"
="2634","漢翔","30.25","-0.33","+0.83","+1.51","+3.42","+5.4","+7.08","+4.67","+12.5","+4.31","27.85","27.2","26.7","25.45"
="2801","彰銀","17.25","-0.29","+1.47","+2.07","+2.68","+3.92","+4.23","+4.23","+3.6","-3.9","16.4","16.1","15.95","15.95"
="2812","台中銀","12.05","-1.23","0","+0.42","+0.42","+0.84","+2.12","+1.26","+6.17","+9.55","11.85","11.35","11.2","10.65"
="2823","中壽","30.75","-1.28","-0.65","+1.99","+3.89","+6.59","+2.67","+9.24","+29.7","+50","28.75","28.2","23.5","20.15"
="2834","臺企銀","9.83","-1.21","+0.92","+2.4","+3.26","+3.8","+3.36","+2.72","+4.46","-0.2","9.45","9.39","9.33","9.1"
="2845","遠東銀","10.75","-0.92","0","+1.42","+1.9","+2.38","+2.38","+0.94","+2.87","-0.46","10.4","10.3","10.3","10.2"
="2880","華南金","20.95","-1.18","-0.71","0","+0.96","+2.95","+2.95","+6.89","+16.1","+12.9","20.25","19.5","17.85","17.15"
="2882","國泰金","61.8","-1.9","-0.64","+3","+4.92","+5.64","+6","+15.1","+14","+48.9","57.3","54.3","51.5","39.9"
="2883","開發金","16.85","-1.46","-0.59","+7.67","+10.1","+19.1","+19.1","+28.1","+39.8","+93.9","14.1","13.15","11.85","8.61"
="2884","玉山金","27.65","-1.07","-1.07","-0.9","+0.18","+3.17","+5.13","+2.98","+8.64","+7.8","26.3","25.8","25.2","23.6"
="2885","元大金","25.05","-0.2","-0.4","+0.8","+2.24","+1.62","+1.01","+5.92","+1.62","+32.2","23.7","23.7","23.15","18.9"
="2886","兆豐金","34.65","-0.14","+1.32","+1.32","+2.21","+2.82","+5.32","+10.2","+6.62","+17.1","32.8","31.05","30.6","28.15"
="2887","台新金","18.95","-1.81","-1.56","+1.34","+2.71","+3.84","+2.43","+12.1","+29.8","+42.5","18.05","16.95","14.4","12.5"
="2888","新光金","11.25","-2.6","+3.69","+10.8","+12.5","+15.6","+14","+25.8","+20.8","+30.5","9.68","8.99","8.93","8.03"
="2890","永豐金","15.1","-0.66","+0.67","+2.37","+3.78","+6.71","+8.24","+11","+14.4","+33.6","13.95","13.4","13.05","10.95"
="2891","中信金","24.25","-2.02","-0.82","+0.83","+2.32","+4.53","+5.43","+14.7","+7.3","+23.7","22.95","21.35","21.05","19"
="2892","第一金","23.75","-1.04","-0.42","+0.64","+1.5","+3.26","+4.17","+3.26","+9.7","+9.45","22.65","21.95","21.35","20.2"
="2897","王道銀行","8.04","-1.59","-0.99","+1.01","+1.52","+2.55","+2.03","+17.9","+16.9","+21.6","7.77","6.85","6.8","6.46"
="3016","嘉晶","143","+10","+12.2","+23.3","+45.9","+40.9","+51.3","+77.4","+130","+133","92.3","75.8","60.8","54.7"
="3017","奇鋐","87.6","+4.91","+6.18","+6.83","+7.48","+8.28","+16","+23.6","+35","+13.8","75.8","68.3","64","52.5"
="3019","亞光","93.3","+2.98","+7.12","+3.9","+8.74","+7.12","+20.2","+18.7","+22.4","+34.6","76.1","70","70","66.5"
="3037","欣興","195.5","+1.56","-1.26","+0.26","-3.22","+0.26","+34.4","+45.9","+94.5","+161","140","115","99","74.6"
="3041","揚智","39.2","+1.82","+4.26","+14.6","+36.3","+42.5","+51.4","+52.2","+63","+22.3","25.8","22.7","22.7","20.6"
="3062","建漢","35.05","+1.01","-0.99","+0.72","+19","+33.5","+81.6","+107","+114","+132","18.95","17.05","16.15","14.55"
="3122","笙泉","67.8","+4.15","+2.42","+0.59","+11.5","+40.7","+57.3","+56.6","+111","+404","42.1","37.25","31.6","13.2"
="3169","亞信","228","+1.56","-2.56","-6.94","+8.06","+29.9","+45.2","+65.8","+94.9","+488","154.5","112","112","38.7"
="3189","景碩","235","-0.63","-3.29","-0.42","-6.37","-5.81","-5.24","+39.9","+149","+211","228","174.5","93.2","73.1"
="3305","昇貿","88.4","+4.86","+3.39","+1.49","+13.9","+13.3","+48.8","+95.1","+120","+250","56.8","45","39.55","25.3"
="3363","上詮","34.55","-0.58","-0.72","+1.32","+5.18","-1.99","+21.4","+37.4","+39","+25.6","27.95","25.05","24.35","22.05"
="3419","譁裕","27.5","+1.66","+3.38","+8.27","+23.9","+69.8","+80.3","+73.5","+51.9","+56.7","15.15","13.6","13.6","13.6"
="3491","昇達科","180","+9.76","+5.26","+0.56","+9.76","+24.6","+99.3","+169","+182","+150","88","66.7","63.5","58.6"
="3504","揚明光","140","-0.36","-4.11","+5.26","+3.32","+6.06","+18.6","+62.4","+94.7","+139","118","87","71.1","53"
="3508","位速","55","+2.8","0","+3","+2.04","+64.2","+145","+186","+165","+199","22.75","18.5","18.5","18"
="3515","華擎","240.5","-3.02","-6.96","+2.34","-0.41","+30.4","+31.4","+90.1","+57.2","+42.7","162","130","125","125"
="3583","辛耘","79.8","+1.01","-1.36","-2.68","-0.99","+3.91","+19.5","+33","+36.4","+31.7","65.5","60.5","56.8","51.8"
="3588","通嘉","159","+0.63","-5.92","-4.79","-1.24","+18.7","+29.3","+35.9","+149","+279","122.5","106.5","62.7","42"
="3596","智易","116.5","+3.56","+4.95","+2.19","+1.75","+2.64","+23","+30.8","+25.4","+16.7","94.2","87.5","87.2","83.6"
="3701","大眾控","64.6","+9.86","+6.78","+6.95","+0.16","+9.12","+44.7","+259","+357","+403","41.05","16.35","13.4","12.75"
="3706","神達","34.4","+7.17","+8.35","+7.17","+15.8","+19","+21.8","+27.4","+26","+17.8","28.05","27","26.85","25.3"
="4714","永捷","15","+3.45","+5.26","+2.39","+5.26","+2.74","+10.7","+27.1","+24.5","+18.1","13.4","11.95","11.75","11.15"
="4721","美琪瑪","166.5","-2.63","-0.89","-0.3","+1.52","+0.3","+28.6","+31.6","+193","+183","124","102","55.8","50"
="4904","遠傳","64.1","-1.38","-0.47","-0.31","0","+3.39","+4.23","+6.13","-0.77","+5.25","61.1","60","60","59.8"
="4916","事欣科","34.9","+9.92","+9.58","+10.1","+12","+2.05","+51.1","+48.5","+59.7","+41.9","23","22.55","21.2","20"
="4927","泰鼎-KY","103","0","0","+2.49","+4.15","+21.2","+32.2","+90.4","+96.6","+25","73.7","55.3","52.7","44.55"
="5227","立凱-KY","46.2","-4.74","-1.28","-4.94","+0.43","+2.67","+61.5","+95.3","+392","+201","28.5","23","9.23","8.85"
="5230","雷笛克光學","37.3","+3.9","+2.47","+3.9","+10","+28.4","+30","+30.9","+29.3","+47.4","27.95","27.7","27.25","23.8"
="5258","虹堡","34.95","+2.04","+1.16","+4.48","+7.54","-6.05","+25.9","+72.2","+62.6","+54.6","27.8","20.45","19.85","17.8"
="5263","智崴","154","+2.33","0","+1.32","-0.96","+28.9","+33.9","+31.6","+28.3","+37.5","114.5","106","106","97.8"
="5351","鈺創","97.8","+6.89","+8.55","+8.67","+20","+29","+105","+137","+346","+491","48.15","37.1","21.6","16.5"
="5371","中光電","90.5","+1.57","+0.67","+4.75","+9.43","+33.9","+63.4","+68.5","+61.3","+162","54.5","52.1","52.1","34.5"
="5876","上海商銀","46.75","+0.11","+2.52","+1.85","+3.43","+4.82","+4","+16.1","+5.41","+15.4","43.8","40.5","40.2","37.4"
="5880","合庫金","23.65","-1.05","0","+0.85","+0.85","+3.73","+5.11","+12.4","+14","+15.6","22.4","21","20.5","19.15"
="6104","創惟","188.5","-0.79","-2.33","+5.31","+13.9","+36.1","+37.1","+69.1","+242","+153","131.5","112","54","48"
="6118","建達","28.8","+1.41","0","+8.07","+11.2","+78.3","+95.9","+129","+130","+181","14.4","12.5","12.2","10.35"
="6138","茂達","238","-0.21","+1.93","+11","+22.7","+33","+33","+59.2","+88.1","+187","172.5","140.5","125","78.2"
="6143","振曜","60.4","+3.78","+5.23","+9.62","+11.9","+10.4","+14.8","+44.3","+38.2","+71.1","50.5","42.35","40.6","34.6"
="6167","久正","11.15","+9.85","+10.9","+10.9","+7.73","+15.2","+23.6","+29.7","+37.3","+61.6","8.94","8.41","8","6.82"
="6191","精成科","37.2","-1.72","-1.46","-1.06","-0.53","+0.27","+10.9","+18.1","+27.2","+60.7","32.2","30","28.7","22.85"
="6196","帆宣","149.5","-2.61","-2.92","-2.61","+4.18","+28.3","+31.1","+35.3","+56.7","+34.1","113.5","104","94.4","87"
="6265","方土昶","14.2","+9.65","+20.3","+15.4","+21.4","+26.2","+33.3","+45","+78.6","+115","10.15","9.64","7.84","6.49"
="6271","同欣電","306.5","+2.68","+0.66","+2","+11.5","+13.5","+21.9","+18.1","+83","","237","208","163.5","145"
="6282","康舒","35.9","-0.28","-3.75","-3.62","+0.14","+4.82","+30.3","+40.8","+40.8","+36.2","27.55","25.8","25","22.5"
="6435","大中","158.5","+0.63","-0.63","+9.31","+15.3","+14","+23.3","+30.5","+53.1","+36.6","126","109","101","91.5"
="6457","紘康","211.5","-0.24","+1.68","+1.44","+8.46","+27.4","+29.4","+37.3","+41.9","+225","158.5","139","139","64.6"
="6533","晶心科","615","+0.99","+5.49","+5.13","+16.5","+17.4","+35.2","+32.7","+63.6","+156","452.5","351.5","351.5","246.5"
="8046","南電","548","0","-2.14","-2.32","-4.53","-1.79","+20","+50.1","+74","+301","426","367.5","307","135"
="8069","元太","117","+9.86","+20.6","+25.8","+24.5","+25.3","+44.3","+51.6","+103","+187","80.8","64.2","55.8","40.6"
="8103","瀚荃","49.85","-4.68","-1.09","+1.12","+0.91","+1.01","+16.5","+19.8","+35.8","+55.3","42.5","37.75","36.2","30.95"
="8182","加高","60.5","+0.83","-0.66","+9.21","+16.3","+41.4","+43","+36.9","+92.7","+117","41.9","40.2","31.05","26.05"
="8201","無敵","18.2","-4.21","+3.12","+4.9","+8.33","+3.41","+19","+58.3","+85.7","+97.2","15.35","11.5","9.51","8.74"
="8289","泰藝","36.8","-2.13","-4.79","-0.41","+9.69","+22.5","+19.5","+18.7","+106","+220","29.2","26.2","16.75","11.35"
