"代號","名稱","成交","漲跌幅","2日累計漲跌(%)","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","一年累計漲跌(%)","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減"
="2006","東和鋼鐵","60.8","+2.01","+1.16","","","+42.9","+50.9","+44.9","+22.6","+83.1","40.65","37","37","31","60.8","60.8","60.8","64.7","3.14","3.14","+0.03","+0.03"
="2301","光寶科","61.4","-1.13","+1.32","+1.49","+1.82","+1.66","-0.16","+1.32","-6.4","+25.1","59.7","58.5","56.1","48","62.6","65.8","67.3","67.9","-5.62","-7.15","+0.28","+0.22"
="2303","聯電","66.5","-1.19","-2.64","-0.3","+4.4","+5.22","+10.1","-2.49","+27.4","+33","60.5","56.4","50.2","43.05","68.5","69","72","72","1.09","7.63","+0.09","+0.78"
="2338","光罩","107","-2.28","-2.28","+7.43","+5.94","+3.88","+16.2","+27.4","+27.1","+185","89.1","69.3","69.3","36.5","117","117","117","117","4.14","2.42","+4.59","+4.53"
="2342","茂矽","55.5","+2.4","+12.6","+14.7","+11.4","+17.2","+26.3","+21.8","+71.3","+52.5","43.15","39","32.3","26.3","56","56","56","56","5.77","2.71","+3.44","+3.45"
="2347","聯強","61","0","+2.35","+2.52","+4.45","+5.35","+7.77","+15.5","+11.7","+35.7","56.1","50.5","49.8","44.2","61.7","61.7","61.7","62.3","15.4","12.5","-0.79","-0.53"
="2356","英業達","25.65","+0.39","0","+0.39","-0.58","-0.58","-3.21","+3.64","-0.19","+6.87","25.2","24.15","23.1","22.65","27.1","27.1","27.6","28","12.8","13.4","-3.71","-3.11"
="2374","佳能","23.65","-1.05","-0.84","+2.6","-2.27","+7.74","+23.8","+58.2","+52.6","+66","18.55","14.45","14.45","13.45","25.45","25.45","25.45","25.45","1.33","-0.09","-0.02","+1.02"
="2379","瑞昱","565","-2.08","+1.8","+1.99","+1.8","+3.86","+13.1","+6.2","+12.5","+46.2","497.5","445","445","381.5","581","581","621","621","18.4","11.3","+1.03","+1.28"
="2383","台光電","278","+0.91","+1.28","+3.35","-0.71","+21.7","+20.6","+21.9","+65","+80.5","226.5","200","168","141.5","293.5","293.5","293.5","293.5","9.44","17","-2.59","-5.07"
="2412","中華電","114","0","+0.44","0","+1.79","+0.44","+2.7","+2.7","-0.44","+5.07","110.5","110","109","108","115","115","118.5","118.5","21","-6.06","+0.69","+0.38"
="2442","新美齊","13","+4","+14","+15.6","+15.6","+12.6","+13.5","+15.6","+30","+13.5","11.15","10.9","9.69","9.08","13.75","13.75","13.75","13.75","-6.61","-8.73","+0.86","+1.12"
="2476","鉅祥","63.4","-0.78","+0.48","+4.45","+2.26","+5.32","+4.97","+12.8","+85.7","+219","55.8","46.8","33.6","19.85","66.7","69","69","69","15.6","17.8","+0.14","+0.64"
="2482","連宇","15.7","-0.63","+9.03","+10.6","+12.5","+3.29","+12.5","+19.8","+42.7","+47.4","13.6","12.05","10.75","9.9","16.7","16.7","16.7","16.7","-2.26","-0.55","+14.7","+11.5"
="2497","怡利電","76.1","-1.93","+7.79","+15.7","+14.6","+64.2","+90.5","+131","+167","+160","38.45","28.6","27.9","25.4","80","80","80","80","10.6","10","+1.45","+6.49"
="2537","聯上發","10.8","+0.47","+1.89","+3.35","+4.85","+3.85","+8.87","+6.4","+17.4","+6.4","9.87","9.3","9.06","7.92","11.15","11.15","11.15","11.15","28.5","22.5","0","0"
="2542","興富發","46.5","+0.22","+0.43","+0.43","+0.65","+0.65","+4.38","-2.82","+12.3","+1.42","44.55","44.15","41.4","40.4","48.7","48.7","49.8","49.8","-12.5","-11.6","-5.91","-8.71"
="2610","華航","28.4","+6.97","+10.1","+8.81","+9.23","+2.34","+45.3","+77.5","+44.5","+169","19.85","15.4","15.4","9.97","31.15","31.15","31.15","31.15","-6.59","-6.02","-2.99","-9.38"
="2618","長榮航","27.9","+6.49","+10.9","+11.6","+10.7","+8.14","+29.2","+55.9","+30.1","+111","21.95","17.05","17.05","11.9","29.4","29.4","29.4","29.4","0.05","-0.44","+1.91","+7.34"
="2633","台灣高鐵","29.65","+0.34","0","-0.84","0","+0.17","+2.07","-0.34","+1.72","-5.12","28.95","28.2","28.2","26.8","30.7","30.7","31.1","31.8","1.06","-1.03","-0.02","-0.22"
="2634","漢翔","29.95","+0.67","+2.04","+3.1","+3.28","-0.83","+4.36","+7.35","+3.28","+3.81","28.8","27.2","27.2","25.45","30.85","30.85","31.2","32.1","-2.37","-14.8","0","-0.06"
="2801","彰銀","16.7","0","+0.3","+0.91","+1.83","-2.05","+0.6","0","-0.3","-5.65","16.4","16.1","15.95","15.95","17.4","17.4","17.4","18.3","-25.6","-37.5","0","-2.7"
="2812","台中銀","12","+0.42","0","+0.42","+0.84","0","+0.42","+3","+4.35","+8.6","11.9","11.35","11.35","10.65","12.25","12.25","12.25","12.25","11.6","-10.8","+0.35","+0.93"
="2823","中壽","30.85","+0.49","+0.65","+1.15","+0.65","+0.98","+6.93","+7.12","+24.9","+38.7","28.85","28.55","24.15","21.9","31.25","31.25","31.25","31.25","38.9","30.1","+0.03","+0.04"
="2834","臺企銀","9.73","+0.93","+0.72","+1.14","+1.35","-0.92","+2.75","+3.51","+2.64","-1.32","9.47","9.39","9.36","9.1","10.05","10.05","10.05","10.3","-53.9","-50.9","+0.03","+0.02"
="2845","遠東銀","10.55","0","0","+0.96","+0.48","-1.4","+0.48","-4.95","0","-1.86","10.4","10.3","10.3","10.2","10.9","11.15","11.15","11.2","4.73","7.2","0","-0.03"
="2880","華南金","20.8","+0.48","+0.97","+1.22","+2.97","+0.24","+2.21","-0.48","+13.7","+14.9","20.2","19.95","18","17.15","21.35","21.35","21.35","21.35","9.12","-13.4","+0.33","+0.39"
="2882","國泰金","60.7","+1.17","+1.34","+2.02","+1.17","-0.16","+3.76","+2.53","+10.8","+48.2","58.2","55.4","51.5","39.9","63.5","63.5","63.5","63.5","-0.61","-7.13","+0.04","-0.07"
="2883","開發金","16.7","+1.52","+2.14","+3.41","+1.83","-0.6","+18","+20.6","+33.1","+82.9","14.15","13.65","12.1","8.86","17.5","17.5","17.5","17.5","-15.3","-13.7","+0.6","-1.1"
="2884","玉山金","28","+0.36","+0.54","+1.08","+3.9","+2.19","+4.48","+6.67","+7.9","+11.3","26.7","25.8","25.35","23.6","28.25","28.25","28.25","28.25","31.9","8.77","+0.11","+0.23"
="2886","兆豐金","35.1","+1.45","+2.78","+2.48","+2.63","+2.93","+4.15","+8.17","+6.04","+21","33.45","31.85","30.6","28.15","35.1","35.1","35.1","35.1","3.59","-7.68","+1.02","+0.59"
="2887","台新金","18.9","+1.07","+1.89","+1.61","+1.61","+1.61","+3.56","+4.42","+23.5","+43.2","18","17.65","14.7","12.5","19.45","19.45","19.7","19.7","17.1","5.62","+0.03","+0.05"
="2888","新光金","10.8","+1.89","+2.37","+3.35","+2.37","-4","+11","+15.6","+9.09","+23.3","9.73","9.07","8.93","8.03","11.7","11.7","11.7","11.7","-27.5","-28.8","-0.79","-2.01"
="2890","永豐金","15.5","+0.98","+1.97","+2.31","+1.31","+1.31","+9.54","+10.7","+13.6","+38.4","14.1","13.65","13.2","10.95","15.65","15.65","15.65","15.65","11.9","4","-0.03","+0.07"
="2891","中信金","26","+2.16","+3.17","+4","+6.56","+6.12","+12.1","+13.8","+15.3","+33","23.2","22.2","21.05","19","26","26","26","26","40.4","26.9","-0.22","+0.19"
="2892","第一金","24","+0.84","+1.05","+1.27","+3.9","+1.69","+4.35","+6.43","+8.35","+12.7","22.9","22.1","21.95","20.2","24.05","24.05","24.05","24.05","8.81","-5.4","-0.03","-0.1"
="3016","嘉晶","147.5","-1.67","-3.59","-0.34","+1.03","+8.86","+45.3","+70.1","+122","+117","95.5","75.8","66.3","54.7","154.5","154.5","154.5","154.5","-3.04","1.67","-3.76","-5.34"
="3017","奇鋐","87.6","-1.79","-0.11","+1.86","-0.9","-2.12","+8.28","+14.4","+16.5","+23.9","79.5","71.2","66.8","52.5","92.3","92.3","92.3","92.3","10","13.1","+0.16","+0.7"
="3019","亞光","97.1","-0.51","+0.21","+0.1","-2.02","+4.75","+11.5","+20.2","+21.5","+33.9","83.9","70","70","66.5","103.5","103.5","103.5","103.5","-5.75","0.36","-0.34","+0.3"
="3037","欣興","216.5","-1.14","-0.46","+1.64","-5.04","+9.9","+11","+45.8","+72.5","+164","187","115","115","80","229.5","229.5","229.5","229.5","-1.87","-3.47","+1.26","+1.04"
="3045","台灣大","98.6","+0.61","+0.31","-0.2","+1.65","-0.6","-0.5","+0.1","-3.8","+1.02","97","97","96","95.5","100.5","100.5","109.5","109.5","-9.8","-29.5","0","0"
="3169","亞信","286","-1.38","+4.76","+9.58","+16.7","+16.5","+63","+123","+130","+582","166","112","112","41.3","299.5","299.5","299.5","299.5","-1.46","-0.35","+1.37","+5.11"
="3217","優群","125","-1.57","+0.81","+1.63","+3.31","+32.7","+29.4","+30.2","+23.8","+8.7","92.7","79.6","79.6","79.6","130.5","130.5","130.5","138.5","8.38","7.61","-0.11","+0.18"
="3290","東浦","23.1","+2.67","+5","+4.52","+15.8","+34.3","+51.5","+81.9","+83.3","+39.6","14.75","12.35","12.05","11.55","23.15","23.15","23.15","23.15","1.72","2.35","+0.56","+3.43"
="3294","英濟","36.35","+0.41","+10.3","+11.5","+26.2","+67.9","+64.5","+118","+59.1","+58.7","21.05","16.2","16.2","16.2","38.25","38.25","38.25","38.25","0.48","0.44","+1.07","+3.12"
="3306","鼎天","39.3","-3.91","+1.03","+11","+20.4","+40.9","+42.4","+55","+90.3","+105","27.35","23.6","19.9","18.4","42.75","42.75","42.75","42.75","-0.98","-0.52","-3.81","+4.35"
="3354","律勝","21.6","-1.82","+8","+10.5","+9.09","+16.1","+10.2","+35","+60.6","+68.8","17.4","14.55","13.3","11.35","23.9","23.9","23.9","23.9","3.99","10.5","+0.45","+1.42"
="3499","環天科","23.7","+9.98","+20.9","+22.2","+8.97","+52.9","+74.3","+86.6","+79.5","+110","13.1","11.8","11.8","10.8","23.7","23.7","23.7","23.7","0.71","0.3","-4.41","+2.36"
="3508","位速","67.8","+9.89","+20.9","+32.9","+28.2","+38.4","+102","+244","+206","+177","32.65","18.5","18.5","18","67.8","67.8","67.8","67.8","-1.68","-2.51","+4.76","+5.9"
="3515","華擎","260.5","+5.89","+3.99","+5.68","+9","+12.8","+41.2","+78.4","+57.9","+59.3","182.5","137.5","125","125","260.5","260.5","260.5","260.5","-0.12","3.87","-2.01","+0.7"
="3532","台勝科","271","+4.03","+6.07","+5.45","+8.4","+28.4","+60.4","+44.5","+52.2","+86.9","163.5","138.5","138.5","124.5","271","271","271","271","3.06","4.71","+1.77","+5.76"
="3624","光頡","52.9","+3.73","+5.38","+5.59","+2.52","+9.3","+28.2","+29","+68.5","+81.5","41.3","34.15","31.3","26.05","54.7","54.7","56.9","56.9","-8.75","-5.69","-0.79","-0.05"
="3675","德微","283","+0.71","+0.89","+11","+8.43","+14.1","+6.79","+63.1","+166","+256","227.5","154","98","64.5","308","309","309","309","2.77","2.66","+2.65","+2.32"
="3706","神達","32.8","+1.55","+1.86","+3.47","+2.5","-3.24","+13.5","+14.3","+17.6","+4.96","28.7","27.35","26.85","25.3","35","35","35","35","-14.9","-12.1","-0.17","-0.33"
="4127","天良","14.45","-9.69","-1.03","+8.65","+14.7","+24.6","+27.3","+23","+24","+32.6","11.15","10.7","10.2","9.81","16.05","16.05","16.05","16.05","1.58","1.23","",""
="4755","三福化","92.1","-1.81","+5.02","+12.6","+15","+10.3","+6.6","+46.2","+46.4","+42.6","77","61.7","59.6","56.2","96.9","96.9","96.9","96.9","0.47","0.02","+0.63","+0.02"
="4904","遠傳","63.6","+1.6","+1.11","+0.32","+3.41","-0.31","+2.58","+4.78","-2.9","+3.75","61.5","60.3","60","59.8","65","65","65.9","66.8","19.8","-2.58","-0.58","0"
="5234","達興材料","134.5","+3.86","+5.49","+15.9","+17","+21.2","+39.4","+49.4","+52.3","+58.4","95.6","85.5","84","81.9","140.5","140.5","140.5","140.5","-2.98","1.82","-0.18","-0.15"
="5245","智晶","88.5","+9.94","+20.9","+32.9","+60.6","+73.5","+85.9","+105","+119","+142","46.15","42.2","38.1","33.8","88.5","88.5","88.5","88.5","1.47","1.27","+9.83","+10"
="5309","系統電","45.85","+0.88","+3.03","+6.5","+5.65","+9.04","+15.2","+49.3","+52.1","+1.55","37.8","29.8","28.35","23.9","47","47","47","48.25","-0.4","0.21","",""
="5344","立衛","34.65","+10","+20.9","+33","+38","+43.5","+83.3","+111","+136","+124","18.2","13.2","13.2","12","34.65","34.65","34.65","34.65","2.13","0.32","",""
="5347","世界","162","-1.82","-1.22","-1.82","+4.52","+5.54","+12.1","-5.54","+41.5","+41.5","144.5","136","110","98.5","168","177","177","177","17.6","15.5","+1.56","+2.24"
="5356","協益","31.05","+2.64","+0.65","+8.19","+20.8","+19.4","+17.6","+17.4","+6.34","+12.9","25.6","25.6","25.55","25.55","31.85","31.85","31.85","32.45","0.21","0.53","+0.57","+0.57"
="5483","中美晶","209.5","-1.18","-0.95","+2.2","+1.21","+1.21","+8.55","+10.8","+20.4","+35.6","190.5","168","160","140","225","225","225","225","2.18","-0.11","+0.09","+0.43"
="5871","中租-KY","260","+1.36","+1.76","+2.56","+5.26","+5.69","-1.89","+0.78","+27.5","+64","239.5","223","196","150.5","266","283.5","283.5","283.5","10.3","4.06","-0.01","+0.26"
="5876","上海商銀","47.5","+1.5","+1.17","+1.06","+2.48","+1.17","+6.5","+5.09","+5.44","+19.3","44.25","42.6","40.2","37.4","48.15","48.15","48.15","48.15","10.8","3.95","+0.13","+0.15"
="5880","合庫金","24.3","+0.41","+1.04","+1.67","+2.32","+3.4","+6.58","+10.7","+14.9","+20.3","22.75","21.6","20.8","19.15","24.3","24.3","24.3","24.3","23.2","8.36","-1.17","-1.51"
="6118","建達","36.15","+9.88","+20.7","+32.7","+30","+26.8","+124","+162","+187","+223","15.65","12.5","12.4","10.9","36.15","36.15","36.15","36.15","-1.07","-1.86","-13","-11.8"
="6167","久正","14","-1.06","+8.53","+8.95","+8.95","+19.1","+44.6","+62.2","+66.7","+95","9.74","8.41","8.28","7","15.3","15.3","15.3","15.3","2.1","3.47","",""
="6182","合晶","84.3","+1.2","-2.54","-1.29","+3.06","+21.3","+27.1","+22.9","+57.9","+95.8","66.3","54.5","52.7","37.6","88.4","88.4","88.4","88.4","-6.18","0.42","-2.95","-2.27"
="6190","萬泰科","36.7","+9.88","+7.94","+7.94","-2","+12.1","+36.4","+54.5","+40.9","+120","26","22.25","21.85","16.55","39.7","39.7","39.7","39.7","-1.99","0.1","+5.4","+21.5"
="6191","精成科","38.75","+0.91","+0.26","+2.79","+2.92","+3.33","+4.45","+22.8","+21.7","+46.2","35.7","30","30","23.2","39.75","39.75","41","41","-6.82","-1.46","+0.11","+0.28"
="6196","帆宣","153","-2.24","-1.92","+0.33","+0.99","+3.03","+31.3","+33.6","+51.5","+36.6","116","104","101","87","165","165","165","165","-3.96","2.15","-0.88","+0.09"
="6205","詮欣","62","+0.16","+6.16","+12.7","+11.7","+28","+42.4","+105","+107","+32.8","41.4","29.6","28.5","27.15","67.8","67.8","67.8","67.8","-2.86","-3.1","-0.98","+2.52"
="6235","華孚","29.4","+4.81","+15.3","+16.9","+35.2","+53.9","+57.2","+69.9","+59.8","+68","18.6","15.8","15.8","15.3","30.85","30.85","30.85","30.85","0.4","0.19","+3.21","+6.35"
="6265","方土昶","19.15","-1.54","+0.26","+10.1","+22","+24.4","+70.2","+81.5","+134","+182","10.8","9.64","8.1","6.72","20.95","20.95","20.95","20.95","-1.16","-1.1","+4.47","+3.32"
="6270","倍微","24.25","+4.98","+7.06","+6.59","+7.54","+6.83","+8.74","+19.8","+10.5","+29.3","21.8","19.8","19.65","18.05","25.3","25.3","25.3","26.2","17.9","15.1","0","0"
="6411","晶焱","273.5","+0.55","-1.62","+2.63","-1.8","+4.79","+27.5","+70.4","+111","+208","210.5","156","127","88.8","302","302","302","302","2.17","2.33","-0.1","+2.64"
="6446","藥華藥","290","+8.41","+19.1","+20.8","+28.6","+59.3","+206","+230","+221","+184","96","69","69","69","294","294","294","294","-11.8","-10","",""
="6603","富強鑫","19.3","-0.52","-1.78","-0.77","-2.03","+1.58","+12.9","+29.5","+56.3","+57.6","16.2","14.3","12.2","10.95","21.2","21.2","21.2","21.2","-6.8","2.32","+0.37","+1.02"
="6706","惠特","227.5","+2.48","+5.81","+10.7","+8.59","+2.48","+2.48","+17.3","+30.7","+31.9","200","157","157","129.5","232","232","232","233","15.8","12.3","+0.83","+1.18"
="8046","南電","586","+0.86","-2.5","-0.68","-6.39","+5.02","+5.02","+33.6","+67.4","+240","534","388.5","338","167","631","631","631","631","-4.45","-1.36","+0.15","-1.39"
="8054","安國","66.6","-4.03","-1.77","+5.21","+6.73","+6.73","+24.5","+29.8","+55.4","+226","50.8","38.6","38.6","19.75","72","72","73.7","73.7","-5.11","-2.7","-0.08","+0.16"
="8069","元太","129","+4.88","+1.57","+9.32","+2.79","+5.74","+38.1","+71.5","+99.1","+201","88.2","64.2","63.2","41.85","131","131","131","131","2.44","-1.04","+1.19","0"
="8103","瀚荃","49.5","-1.59","+0.71","+4.54","+0.92","-3.32","+0.3","+22.2","+15.5","+49.1","46","37.75","37.75","31.3","53.7","53.7","53.7","53.7","-3.57","5.81","-0.25","-0.34"
="8111","立碁","25.9","+7.02","+17.7","+19.4","+19.1","+11.9","+40.4","+44.3","+29.5","+51","18.6","15.25","15.25","15.25","26.6","26.6","26.6","26.6","-2.13","2.95","-0.58","-0.8"
="8112","至上","46.8","+4.23","+4.82","+5.52","+4","+6","+7.83","+7.46","+17.1","+38.1","43.05","41.35","39.25","33.4","47.25","47.25","48","49.3","-6.94","25.7","0","-0.03"
="8163","達方","49.65","+0.91","+0.1","+2.06","+6.77","+5.53","+15.1","+12.6","+17.5","+6.32","42.45","38.7","38.7","37.85","50.3","50.3","50.3","52.9","-3.52","0.18","-0.42","+0.15"
="8183","精星","69","-4.43","-1","-0.58","+10.4","+8.49","+47.9","+67.1","+62","+252","45.05","34.15","34.15","18","73","73","73","73","-2.52","-0.37","-3.27","+2.75"
="8201","無敵","18.4","+7.6","+8.24","+8.88","+9.2","+6.98","+4.55","+7.92","+86.8","+84.6","15.95","13.65","9.51","8.74","19.25","19.3","19.3","19.3","0.13","-0.11","-2.64","-2.48"
