"代號","名稱","成交","漲跌幅","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","3日最高股價","5日最高股價","10日最高股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","3日最低股價","5日最低股價","10日最低股價","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減","01/13成交量(張)","01/12成交量(張)"
="2812","台中銀","13.85","+2.21","+7.36","+12.1","+14","+15.4","+19.4","+16.4","14","14","14","14","14","14","14","12.95","12.4","12.15","11.95","11.6","11.35","10.65","+5.84","+7.21","+0.56","+0.33","27,421","27,444"
="2820","華票","17.85","+0.56","+2.59","+3.78","+2.88","+4.69","+9.85","+6.89","17.9","17.9","17.8","17.8","18.05","18.05","18.05","17.35","17.25","17.05","16.8","16.2","15.7","14.65","+38.8","+42.5","+0.33","+0.33","1,939","1,735"
="2836","高雄銀","14.65","+1.03","+15.8","+20.1","+21.1","+25.8","+33.2","+32.6","15","15","14.8","14.8","14.8","14.8","14.8","12.7","12.25","12","11.6","11","10.75","9.54","-0.24","+0.13","+3.33","+3.33","10,541","21,776"
="2838","聯邦銀","15.05","+1.35","+8.66","+11.1","+9.45","+15.3","+28.6","+25.4","15.25","15.25","15.25","15.25","15.25","15.25","15.25","13.8","13.6","13.3","12.9","11.7","11.55","10.3","+10.1","+10.6","+3.62","+3.62","8,523","18,813"
="2867","三商壽","9.62","+3.22","+4.79","+4.91","+3.66","+5.6","+4","+4.23","9.62","9.62","9.42","9.42","9.6","9.6","10.9","9.18","9.15","9.14","9.09","9.09","8.93","7.96","+14.5","+13.3","+0.02","+0.02","22,148","8,947"
="2881","富邦金","81.6","+2","+6.81","+7.51","+6.53","+8.95","+9.68","+2.64","81.8","81.8","80.4","80.4","80.4","85.7","85.7","76.4","75.5","75","74","72","72","45.3","+23.7","+22.7","-8.45","-8.38","54,513","41,020"
"2881A","富邦特","63.2","0","0","0","0","0","+1.61","0","63.3","63.3","63.3","63.4","63.4","63.4","63.4","63.1","63.1","63.1","63.1","62","60.6","60.6","-0.26","-0.31","","","7,108","103"
="2885","元大金","26.3","+1.54","+3.14","+3.54","+3.95","+6.48","+8.68","+3.34","26.3","26.3","26.1","26.1","26.1","26.1","27.8","25.35","25.35","25.15","24.6","23.7","23.15","19.85","+8.55","+0.08","-1.34","-1","36,557","22,168"
="2889","國票金","16.35","+1.24","+2.51","+2.83","+2.51","+2.51","+5.14","-5.49","16.4","16.4","16.35","16.35","16.45","17.7","18.2","15.9","15.85","15.85","15.8","15.65","15.45","12.5","+5.28","-0.65","+0.08","+0.07","12,302","11,626"
="2890","永豐金","16.7","+1.52","+2.14","+1.21","+2.77","+6.71","+21","+17.2","16.75","16.8","16.8","16.8","16.8","16.8","16.8","16.2","16.2","16.05","15.6","13.8","13.2","10.95","-18.2","-21.2","-1.24","-0.39","33,983","37,435"
="2913","農林","21","-2.55","+0.96","+1.69","+2.94","+7.69","+1.69","+0.96","21.75","21.75","21.65","21.65","22.25","22.25","25.6","20.8","20.5","20","19.45","19","18.75","16.1","+37.6","+33","+0.06","+0.11","3,135","6,167"
="3017","奇鋐","86.1","-1.03","-1.49","-3.8","-2.93","-1.03","+20.6","+8.85","88.5","89.5","90.7","90.7","96.4","96.4","96.4","85.8","85.7","85.7","84.2","72.3","66.8","52.5","+12.6","-0.21","-0.27","-0.27","1,862","2,337"
="3019","亞光","88.9","+0.34","-3.37","-5.32","-5.02","-3.37","+19.2","-1.66","92.2","94.3","96.9","96.9","103.5","103.5","103.5","87.3","87.3","87.3","87.3","74.2","70","66.5","+3.26","+2.01","-0.05","-0.04","2,145","3,619"
="3033","威健","31.1","+0.32","+0.81","-2.35","-2.35","+7.99","+21","+23.4","31.5","31.9","33.15","33.5","33.5","33.5","33.5","30.8","30.5","30.5","28.9","25.85","21.7","18","-5.44","-4.96","-1.3","+3.45","2,394","2,745"
="3036","文曄","84.5","-0.59","+6.69","+12.1","+18.2","+31","+40.8","+39.7","85","85","85","85","85","85","85","79","74.7","71.9","64","59.6","56.8","40.05","+4.02","+2.59","+1.4","-3.81","4,608","10,686"
="3037","欣興","218","+0.93","+4.06","-1.36","-6.44","+0.93","+86.3","+51.9","220","223.5","240.5","247.5","247.5","247.5","247.5","206","206","206","206","119.5","115","80","+3.9","-1.23","+5.61","+2.22","22,506","31,061"
="3041","揚智","37.1","-0.93","-3.51","-6.08","-11.9","+14.9","+50.5","+24.7","40.15","40.15","42.9","44.3","44.3","44.3","44.3","36.2","36.2","36.65","32.1","24.9","22.7","20.6","-10.5","-5.61","-1.98","-2.26","7,909","9,681"
="3043","科風","4.86","+1.67","-4.89","+1.25","+22.7","+31","+28.9","+20","5.62","5.62","5.62","5.62","5.62","5.62","5.62","4.66","4.65","3.71","3.67","3.38","3.38","3.38","+0.05","+0.05","0","0","492","1,202"
="3045","台灣大","100.5","0","+0.7","+1.31","0","+2.45","+2.24","-1.95","100.5","100.5","101.5","101.5","101.5","109.5","109.5","99.6","99.2","98.8","97.8","97","96","95.5","+8.1","+4.16","0","0","2,742","1,874"
="3047","訊舟","13.25","-2.93","-3.99","-5.02","-6.69","+9.05","+31.8","+23.3","14.15","14.15","14.9","14.9","14.9","14.9","15.2","13.25","13.25","13.25","12.2","9.98","9.65","9.2","-6.88","-0.15","-0.06","+0.46","3,097","13,297"
="3048","益登","33.6","+0.15","+1.66","+4.02","+3.38","+6.33","+8.39","-12.7","33.85","33.85","33.85","33.85","34.7","38.45","40.05","33.2","31.95","31.95","31.55","30.7","27.5","21.8","+3.34","+4.81","-0.03","+0.02","959","1,160"
="3050","鈺德","18.05","-0.28","+0.28","-2.43","-3.48","+1.12","+15.3","+22","18.8","18.85","19.7","19.8","19.8","19.8","20.9","17.95","17.95","17.95","17.65","15.05","13.55","12.5","-5.49","-6.48","-0.01","-0.03","679","981"
="3059","華晶科","44.9","+0.67","-1.97","-2.18","-8.27","-0.22","+40.8","+18","46.2","47.2","49.45","52.4","52.4","52.4","52.4","43.2","43.2","43.2","43.2","32.35","30.4","27.4","+2.25","+3.6","+0.06","-0.07","7,304","19,881"
="3083","網龍","56.5","-1.57","-9.46","-10.3","+3.29","+5.61","+33.9","+6","64.4","69.8","69.8","69.8","69.8","69.8","69.8","52.5","52.5","52.5","52.5","42.3","39.5","39.5","-0.37","-0.56","-5.86","-3.12","2,264","6,372"
="3162","精確","49.8","-2.92","+3.11","+8.38","+8.26","+6.98","+11.7","+7.79","53.1","53.1","52.5","52.5","52.5","60.5","60.5","47.5","46","45.5","45.5","44","42.1","16.5","-4.62","-3.09","+0.21","+0.2","6,191","7,625"
="3202","樺晟","18.5","-2.12","+1.09","-2.63","-8.87","+9.79","+44","+35","19.25","19.5","21.4","21.4","21.4","21.4","21.4","17.9","17.9","17.9","16.65","12.6","11.75","11.4","-7.63","-2.82","0","0","899","1,034"
="3231","緯創","30","+0.84","+3.09","+3.63","+2.56","+3.45","+5.63","-6.1","30.1","30.1","29.8","29.8","30.05","31.9","34.8","29.1","28.95","28.9","28.7","28.2","26.55","26.55","+14.1","+8.77","+0.19","+0.64","19,142","21,030"
="3308","聯德","19.25","-9.84","+8.76","+16","","+93.9","+143","+109","21.35","21.35","21.35","21.35","21.35","21.35","21.35","19.25","15.65","15.6","10.65","7.6","7.16","6.27","+2.02","+1.76","0","0","1,148","1,957"
="3312","弘憶股","24.35","-0.61","-2.4","+1.88","-0.2","+4.51","+23.6","+7.03","25.5","25.5","25.5","25.5","29.05","29.05","29.05","24.35","23.3","23.3","23.3","19.9","18.6","14.05","-4.71","-2.04","-0.33","-0.75","712","1,550"
="3324","雙鴻","217","-1.59","-3.12","+2.12","+7.43","+10.2","+38.7","+18.3","225.5","225.5","225.5","225.5","225.5","225.5","252","214","207","200","191","156.5","148.5","135","+1.01","+2.36","+0.18","+0.68","2,662","3,089"
="3406","玉晶光","528","-2.22","-5.71","-9.59","+0.76","-0.75","+37.3","-6.88","560","593","593","593","593","593","629","525","525","519","519","381","370","369","-6.1","-6.85","+2.16","+0.29","2,452","2,324"
="3413","京鼎","245","-3.92","-0.2","-0.81","-5.04","+6.29","+27.3","-5.04","257","257","260","263","263","263","281.5","240","236","236","228","195.5","188","183.5","-9.09","-4.55","-0.18","-1.41","4,382","4,705"
="3434","哲固","19.4","-5.13","+7.18","+5.15","+6.01","+15.8","+15.1","+38.6","22.1","22.1","20.45","20.45","21.25","21.25","21.25","18.1","17.9","17.65","16.55","15.05","12.8","12.65","+0.1","-0.61","+0.97","+0.79","4,937","2,197"
="3455","由田","98.4","-7.61","-0.61","-4.47","+17.7","+26.8","+77.9","+61.3","106.5","107","107","107","107","107","107","95.2","95","80.2","73","55.1","51.7","50.6","-1.68","-2.58","+2.21","-0.38","15,069","17,727"
="3484","崧騰","85","-5.66","+0.95","-1.73","-6.7","+10.4","+35.4","+6.52","91","91","94.7","96","96","96","96","85","83","83","76.8","63.3","60.5","57.6","-8.44","-7.2","+1.85","+1.59","6,076","7,532"
="3491","昇達科","190","+3.83","-6.17","-9.09","-9.09","-2.31","+128","+174","202","205","217.5","229","229","229","229","174.5","174.5","176","176","82.4","66.4","58.6","+4.84","+4.59","+5.79","+6.32","6,172","5,421"
="3515","華擎","249.5","-2.16","-3.29","-4.04","-10.3","-5.67","+56.4","+39","257.5","261","289.5","291","291","291","291","245.5","244","244","244","157.5","125","125","-1.18","+0.45","-0.03","+1.26","875","1,062"
="3532","台勝科","264.5","+1.15","-0.75","-3.47","-9.42","-8.16","+80.5","+24.8","279","279","298.5","311.5","312","312","312","259","254","254","254","146.5","138.5","124.5","-9.71","+0.33","-1.52","-3.67","1,659","3,960"
="3535","晶彩科","18.35","+1.1","+5.46","+1.94","-0.81","+4.56","+14.3","-1.61","19","19","19","19","20.5","20.5","21.2","17.8","17.05","17.05","17.05","16","15.3","14.8","+6.61","+3.68","+0.17","+0.11","580","2,041"
="3546","宇峻","89.9","-1.53","-10.1","-5.27","-2.39","+0.9","+23.2","-4.77","99","101.5","104.5","104.5","104.5","104.5","109","87.1","87.1","87.1","87.1","73.9","72.7","72.7","-6.09","-1.11","-2.66","+0.05","782","2,227"
="3576","聯合再生","21","-0.24","+0.48","-0.24","-4.55","-2.33","-5.62","+66","22.15","22.15","22.15","22.2","26.25","26.25","26.25","21","20.6","20.6","20.6","20","12","11.2","-0.75","-3.96","0","0","3,841","8,294"
="3583","辛耘","109.5","-3.1","-0.9","+4.29","+11.5","+38.4","+74.4","+71.4","114","114","115","115","115","115","115","101","98.9","97.4","79","64.5","58.1","51.8","-2.58","-2.45","-2.06","-0.68","27,284","38,200"
="3587","閎康","152","0","-1.94","-3.8","-4.1","+6.29","+6.67","+8.57","159","160.5","164.5","164.5","164.5","168","168","149","149","149","144.5","129.5","127","90.5","-9.41","-9.01","-1.12","-0.77","3,378","1,320"
="3596","智易","122","-0.41","-1.21","-4.69","-5.43","+6.55","+33.6","+12.4","123","128.5","139","139","139","139","139","117.5","117.5","117.5","115.5","90.6","87.2","83.6","+3.08","+3.26","-1.4","-4.43","2,944","3,711"
="3624","光頡","83.3","+2.21","-5.02","-2.12","+6.66","+55.4","+134","+62.4","90.5","90.5","90.5","90.5","90.5","90.5","90.5","78.1","78.1","78.3","55.5","35.85","34.15","26.05","-0.02","+2.62","-2.67","+4.69","19,417","19,555"
="3628","盈正","51","0","+13.8","+11.8","+30.1","+37.3","+46.6","+41.3","54","54","54","54","54","54","54","48.7","44.55","39.3","36.85","34.1","33.8","33.1","+1.11","+0.8","+4.87","+1.67","1,327","2,984"
="3693","營邦","58.7","-0.51","+0.17","+5.77","+1.38","+21.8","+22.2","+34","62.1","62.1","62.4","62.4","66.6","66.6","66.6","58.2","53.4","53.4","48.1","45","38","35.6","-4.63","-2.02","+0.4","+1.75","703","504"
="3702","大聯大","53.9","+0.56","+4.05","+3.65","+2.67","+6.73","+9.33","-0.37","54.5","54.5","54.5","54.5","54.5","56.2","61","52","51.6","51.3","50.2","49.2","46.55","42.6","+0.25","-4.12","+0.32","+0.32","5,107","10,605"
="3703","欣陸","24.25","+0.41","-1.42","-2.41","-4.15","-6.01","-0.61","0","24.55","25.1","25.5","25.9","26.4","26.4","30","23.85","23.85","23.85","23.85","23.85","21.75","18.55","+2.66","-3.71","+0.04","+0.04","621","1,164"
="3706","神達","33.5","+0.3","-0.45","-2.76","-4.15","-1.03","+19.9","+13.6","33.85","34.6","35.5","35.5","35.5","35.5","35.5","33.25","33.25","33.25","33.25","28.05","26.85","25.3","-4.55","-6.44","+0.03","+0.09","3,379","3,422"
="3714","富采","88.6","-4.42","-5.94","+3.99","+14.9","+15.4","+31.3","+16.6","97.5","97.5","97.5","97.5","97.5","97.5","97.5","88.3","85.2","76.3","75.6","68.1","65.5","57.4","+6.47","+9.68","-0.94","+1.92","49,536","60,823"
="4141","龍燈-KY","25.25","+0.4","+0.4","+0.6","+1.2","+7.45","-9.01","+98","25.3","25.3","25.3","27.15","30","30","30","25.1","25.05","25","23.2","19.85","11.7","11.05","+7.73","-1.36","-1.2","-1.01","796","1,220"
="4529","淳紳","17.25","0","-3.09","+16.9","+33.2","+36.4","+85.5","+70","19.15","19.15","19.15","19.15","19.15","19.15","19.15","16.05","14.6","12.65","12.35","9.02","8.91","6.48","+0.75","-0.09","+0.65","+3.69","2,725","2,928"
="4714","永捷","13.85","-0.72","-3.82","-2.81","-6.73","-10.1","-1.07","-4.15","14.7","14.7","15.05","15.9","15.95","15.95","16.15","13.8","13.8","13.9","13.9","13.4","11.75","11.15","-16.5","-21.4","+0.09","-1.13","996","1,088"
="4720","德淵","20.3","-1.46","+4.1","+4.1","+28.1","+39.5","+39","+37.6","21.5","21.5","20.95","20.95","20.95","20.95","20.95","19.45","19.4","15.8","14.55","14.15","13.1","13.1","-2.95","-0.84","-22.9","-11.9","9,986","7,925"
="4904","遠傳","64.6","+0.62","+0.31","+0.94","0","+2.7","+5.38","-0.92","64.6","64.9","64.9","64.9","65","65.6","66.8","63.9","63.3","63.3","62.6","61","60","59.8","+41.4","+33.6","0","0","1,803","1,830"
="4915","致伸","55.8","+0.9","+0.36","-1.24","-2.11","+7.51","+10.9","-4.45","56.5","56.8","58.5","60.9","60.9","64.8","67","53.9","53.9","53.9","52.3","49.55","47.8","47.4","-14.9","-11","-0.45","-0.84","6,312","5,074"
="4927","泰鼎-KY","122.5","-3.16","-5.04","-10.6","-5.04","+30","+65.8","+90.5","133.5","135","138","138","138","138","138","118","118","121.5","94.5","73.2","53.6","44.55","+7.04","+3.24","-0.12","-3.46","9,903","8,342"
="4934","太極","34.8","-0.85","-5.18","-7.57","-12.6","+5.14","-2.52","+23.6","36.95","38.2","40.9","40.9","40.9","42","42","34.8","34.8","35.1","33","32.45","26.4","20.7","-13.7","-7.6","0","0","1,944","2,404"
="4938","和碩","69.3","0","+0.73","0","0","+2.67","+2.82","+2.06","69.5","69.5","69.6","69.6","70.9","70.9","84.5","68.5","68.3","68","67.1","66.1","63.5","63.5","+32.2","+28.6","-0.01","+0.04","4,032","4,140"
="4939","亞電","27.15","+6.26","-3.04","+0.18","+19.6","+30.2","+42.9","+8.82","29.5","29.5","29.5","29.5","29.5","29.5","29.5","25.45","25.45","22.7","20.5","19.1","17.9","17.9","+0.6","+0.04","+3.74","+4.99","9,562","14,439"
="4946","辣椒","78.5","-1.63","-9.98","+0.51","+43.8","+99.5","+162","+104","82","94.3","94.3","94.3","94.3","94.3","94.3","72.5","72.5","55","39.8","29.15","27.7","27.7","+0.16","-0.28","","","582","1,487"
="4956","光鋐","27.05","-4.08","-0.18","+3.64","+2.85","+2.85","+29.1","+1.31","29.8","29.8","29.8","29.8","30.4","33.45","33.45","27.05","25.2","25.2","25.2","21.3","20.3","18.1","-1.12","+0.07","+1.32","+1.17","5,700","16,640"
="5011","久陽","35.2","-0.71","-1.68","-4.35","-4.48","+4.14","+46.7","+10","36.4","37.15","39.3","39.3","44","44","44","35.1","34.35","34.35","32.15","23.95","23.6","20.8","-2","+4.88","-0.04","-0.18","984","782"
="5227","立凱-KY","91.8","+2.11","+1.66","-6.33","-4.47","+14.8","+282","+260","94.2","99","102","102","102","102","102","86.2","86.2","86.2","67.5","24.05","21.8","8.85","-5.74","-1.36","","","953","1,040"
="5234","達興材料","132","-1.49","-5.38","-11.7","-5.71","+3.94","+53.1","+42.1","142.5","149.5","163","163","163","163","163","131","131","133","122.5","86.1","85.5","81.9","+9.83","+8.84","-0.04","-0.33","1,083","1,135"
="5371","中光電","85.9","+0.35","+1.78","+2.75","-1.94","+7.64","+60.6","+41.3","88","88","93.9","93.9","96","96","96","83.7","80.6","80.6","79.8","53.6","52.1","37.35","-8.62","+0.41","+1.17","+1.88","2,998","8,797"
="5381","合正","6.77","+2.58","-1.17","+8.32","+11.9","+14.2","+4.96","+24.2","7.53","7.53","7.53","7.53","7.53","7.53","7.53","6.53","6.15","6","5.93","5.74","5.3","4.93","-0.01","0","0","0","169","976"
="5388","中磊","69.1","+0.88","-1.57","+2.52","-1.71","+0.88","+13.1","+3.75","70.7","72.5","76.1","76.1","76.1","76.1","77.8","67.4","67.4","67.2","67.2","61","59.7","59.1","-10.8","+1.98","+0.21","+0.2","855","2,223"
="5483","中美晶","229","+0.66","-1.93","-5.57","-3.17","+5.53","+30.1","+7.26","242.5","243","249","249","249","249","249","222","222","222","215.5","175.5","160","140","+0.67","+1.96","+2.69","+0.83","9,821","17,598"
="5519","隆大","22.85","+0.22","0","+1.56","+6.03","+8.55","+11.2","+0.88","23.1","23.1","23.1","23.1","23.1","23.55","25.75","22.6","22.4","21.6","21","20.1","19.35","14.2","+31.1","+25.3","-0.01","-0.01","740","1,184"
="5607","遠雄港","71.4","+1.42","+4.85","+6.89","+6.41","+2","+66.4","+95.1","74.7","74.7","74.7","74.7","74.7","74.7","74.7","68.2","66.3","62.6","62.6","42.5","35.1","25.7","+3.89","+3.14","+0.71","+1.61","2,137","3,857"
="5820","日盛金","12.4","+0.4","+0.4","+0.4","0","+0.4","-3.88","-3.88","12.5","12.5","12.4","12.4","13","13","13","12.35","12.35","12.35","12.35","12.3","12.3","11.7","-2.32","-2.4","0","0","2,080","1,296"
="5871","中租-KY","271","+0.93","+3.63","+1.5","+1.88","+8.4","+18.1","+23.7","273.5","273.5","272","272","276","283.5","283.5","260.5","260","259.5","247.5","229.5","211.5","150.5","+5.03","+3.35","-0.81","-0.55","3,750","2,556"
="5876","上海商銀","49.65","-0.7","+2.9","+3.76","+4.42","+5.64","+13.6","+9.24","50.3","50.3","50.1","50.1","50.1","50.1","50.1","47.6","47.6","46.95","46.4","43.6","40.2","37.4","+37.4","+37.7","-1.16","-1.19","14,550","16,491"
="6005","群益證","17.25","+1.77","+1.77","+2.07","+2.07","+5.18","+16.2","-1.99","17.25","17.25","17.15","17.15","17.15","17.85","19.6","16.85","16.8","16.75","16.25","14.9","14.5","13.2","+16","+10.1","+1.36","+1.36","8,400","4,124"
="6026","福邦證","22.25","+1.6","+0.23","-2.84","+0.68","+20.3","+54.5","+20.9","22.45","23.2","24","24","24","24","24","21.3","21.3","21.3","18.55","14.5","13","10.15","+10.8","+10.1","+0.51","-1.33","3,694","4,646"
="6104","創惟","185.5","-3.13","-2.37","-4.38","-5.84","+3.34","+53.3","+100","196","196","204","222","222","222","222","183.5","172.5","172.5","172.5","116.5","93","48","-0.84","-0.4","-4.12","-3.46","7,681","9,598"
="6108","競國","21.25","-0.7","-7","-7.21","-3.41","+0.47","+7.87","+2.41","22.6","23.55","23.55","23.55","23.55","26.35","26.35","21.1","21.1","21.15","20.75","19.9","19.5","16.95","-6.12","-10.8","-0.06","-0.1","1,217","776"
="6125","廣運","27.7","-1.25","-3.48","-2.81","-2.98","+6.33","+4.33","+13.1","29.3","29.3","31","31","31","31","31","27.65","27.4","27.4","25.85","25.2","21.6","19","-19","+3.95","-0.78","-0.71","2,088","3,202"
="6126","信音","29.05","-1.53","-5.22","-8.79","-7.92","+4.87","+19.5","+22.6","30.75","31.95","32.4","32.4","32.4","32.6","34.95","28.7","28.7","29.2","27.5","24.8","22.15","21.15","+9.04","-0.06","-0.85","-2.23","2,134","1,685"
="6127","九豪","30","+1.01","-0.33","-5.06","+1.01","+7.53","+30.2","-2.6","30.7","31.8","32.05","32.05","32.05","36.15","37.25","28.75","28.75","28.75","27.35","23.25","21.7","21.7","+1.37","-2.4","+1.79","-0.18","2,145","3,394"
="6143","振曜","56","-2.1","-2.61","-7.44","-1.93","0","+11.8","+11.8","57.9","62.8","62.8","62.8","66.3","66.3","66.3","56","56","56.1","56","50.5","40.6","37.2","-18.7","-17.5","-0.12","-0.27","781","1,025"
="6158","禾昌","50.4","-3.08","-5.97","-8.36","-8.86","+44.4","+65","+67.7","58.2","58.2","58.2","58.2","58.2","58.2","58.2","49.1","49.1","52","34.8","30.65","29.95","25.1","+1.32","+5.2","+0.15","+0.55","2,277","3,677"
="6163","華電網","18.95","-0.52","-5.72","-5.96","-9.11","-8.45","+0.8","+3.55","19.85","20.35","21.15","22.35","23.2","23.2","23.2","18.85","18.85","18.95","18.95","18.85","16.35","14.8","-16.8","-22.5","-1.01","-1.69","955","1,027"
="6180","橘子","64.9","-0.15","-3.99","-6.89","-5.94","+0.31","+16.3","0","67","73.3","73.3","73.8","73.8","73.8","73.8","63.5","63.5","63.5","63.5","55.5","53.8","53.8","+3.57","+1.17","+0.43","+0.26","1,854","3,369"
="6182","合晶","79.6","+1.79","-0.5","-3.98","-6.35","-2.45","+44.5","+21.5","82.2","83.2","87.8","87.8","89.5","89.5","89.5","77.7","76","76","76","56.1","54.5","37.6","+3.14","+4.2","+2.2","+2.34","21,279","31,209"
="6185","幃翔","14.25","+0.35","-7.47","-7.47","-5.32","+2.89","+10.5","+9.2","16.05","16.05","16.05","16.45","16.45","16.45","16.45","14.1","14.1","14.1","13.85","12.9","12.55","11.5","-1.26","-1.74","-1.49","+0.17","206","984"
="6191","精成科","36.2","0","-1.9","-3.21","-7.06","-2.82","","+2.84","37.05","37.65","39.1","39.9","42.05","42.05","42.05","36.05","36.05","36.05","36.05","32.2","30","23.2","-25","-26.5","+0.03","+0.05","1,214","2,091"
="6196","帆宣","175.5","-1.68","-4.36","-2.5","-1.13","+18.6","+64.8","+48.1","183","183.5","195","195","195","195","195","172.5","168.5","168.5","147","111.5","101","87","-5.16","-0.41","+1.57","+1.61","12,600","10,635"
="6197","佳必琪","39.35","-0.88","-6.97","-6.09","-6.31","+3.42","+17.1","+7.37","43.45","43.45","43.45","43.45","43.45","43.45","44.5","39.2","39.2","39.3","38.05","33.9","32.5","32.5","+4.61","+7.16","+0.49","+0.51","556","1,087"
="6205","詮欣","67.4","-0.74","+2.59","-3.71","-13.9","+10.1","+124","+101","69.2","69.2","79","81.5","81.5","81.5","81.5","64.4","64.4","64.4","61","29.75","29.6","27.15","-4.66","-0.58","+3.22","+3.21","1,464","2,945"
="6207","雷科","36.9","-2.38","-6.11","-5.38","-10.2","+4.83","+30.4","+9.17","39.8","39.8","41.95","42.5","42.5","42.5","42.5","36.9","36.9","37.4","33.8","28.2","27.65","24.7","-10.4","-1.67","-0.59","-0.44","1,185","1,225"
="6208","日揚","55","-4.68","-1.79","-7.72","-13.2","+8.7","+32.5","+24.4","58","59.2","64.4","64.4","64.4","64.4","64.4","54.5","54.5","54.5","50","41.5","39","35.65","-7.8","-6.16","-0.37","-0.74","1,938","2,056"
="6217","中探針","57.1","-2.73","+7.13","+4.01","+10.2","+10","+26.6","+38.6","61.5","61.5","60","60","65.3","65.3","65.3","54.4","50.7","50.6","49.9","46.15","37.1","28.85","+1.64","+0.79","+5.08","+3.37","34,356","42,259"
="6231","系微","87.9","-0.11","+9.06","+6.8","+6.16","+1.27","+25.2","+3.41","97.4","97.4","97.4","97.4","97.4","108.5","108.5","87","78.8","78.8","78.8","70.2","65.9","62","-0.41","-0.9","+0.22","+0.43","740","5,084"
="6235","華孚","34.05","+4.13","+1.64","-2.71","-3.54","+9.66","+100","+73.3","35.25","35.8","40.1","40.1","40.1","40.1","40.1","31.85","31.85","31.85","30.55","17.05","15.8","15.3","+3.74","+0.59","+1.49","+1.23","17,182","6,104"
="6239","力成","99","+0.41","+0.81","+0.51","-0.1","+2.8","+3.02","-11.2","100.5","100.5","100","100","102","116","117","97.8","96.7","96.7","96","93.5","93.5","92","+2.75","-10.6","+0.77","+0.76","5,373","3,198"
="6251","定穎","21.15","+0.24","-3.42","-5.58","-7.44","-8.04","+11.9","-5.79","22.1","22.5","23.1","23.4","24.65","25.4","25.4","21","21","21","21","18.9","18.5","15.75","-28.5","-26.8","-0.13","-0.29","1,467","1,933"
="6257","矽格","59","+2.08","+0.85","-0.51","0","+2.97","+8.26","+1.55","59.4","59.5","60.6","60.6","64.5","72.7","72.7","57.3","57.3","57.3","56.8","55.2","53.5","43.65","+8.17","-9.76","+0.99","+0.86","5,501","1,578"
="6261","久元","88.5","+3.03","+6.88","+7.4","+6.37","+8.86","+11","-4.32","90","90","87.3","87.3","94.6","106.5","106.5","82.6","81.1","81.1","81.1","79.8","70.4","60.5","-1.29","-2.48","+1.12","+1.04","9,713","6,345"
="6266","泰詠","33.8","+6.29","-12.2","+0.9","+20.7","+71.6","+76","+48.9","40.95","40.95","40.95","40.95","40.95","40.95","40.95","31.6","31.6","28.15","19.5","18.8","18.75","18.7","+0.35","+0.21","-12","-1.68","23,993","29,138"
="6271","同欣電","265.5","-3.1","-3.98","-6.84","-11.5","-6.18","+17.2","+3.71","277.5","286","308","308","323.5","323.5","323.5","265","265","267","267","227.5","208","145","-10.3","-1.45","-0.75","-0.33","2,324","1,449"
="6275","元山","37.7","+1.62","-1.44","-5.16","-10","-3.58","+36.8","+27.4","38.8","40.55","43","44.6","44.6","44.6","44.6","36.7","36.7","36.7","35.6","27.9","26.5","22.8","+3.15","+4.21","-1.13","-2.35","765","984"
="6278","台表科","132.5","-1.12","-2.93","-0.38","+8.61","+14.2","+31.8","+5.58","138.5","141","141","141","141","141","141","130","130","122.5","114","99.9","97.1","91.1","+5.33","+5.78","+1.28","+2.64","9,921","9,303"
="6279","胡連","131","-3.32","-5.76","-6.76","-7.09","-2.24","+23.6","-9.34","143","143","143.5","147","147","150","152.5","131","131","134.5","133","107.5","105.5","91.4","-19.1","-12.9","-0.01","-0.21","1,048","676"
="6282","康舒","34","-0.87","-4.9","-8.97","-7.23","-4.49","+28.5","+27.1","35.9","37.5","38.9","39.95","39.95","39.95","39.95","33.8","33.8","34","34","26.6","25.05","22.5","-1.66","-6.67","+0.94","+0.05","7,854","8,219"
="6285","啟碁","74.4","-0.13","0","-1.06","-3.75","-2.36","+5.23","-5.58","75.1","75.8","78.6","79","80.6","81","81","73.5","73.5","73.5","73.5","69.6","67.6","58.8","-23.5","-30.3","-0.1","-0.17","1,247","1,300"
="6288","聯嘉","28.45","-4.05","-6.57","+5.76","+1.61","+7.36","+8.8","+7.36","33.45","33.45","33.45","33.45","33.45","33.45","34.85","28","27.05","26.5","26.3","24.4","21.05","21.05","-1","+0.56","+0.69","+1.78","6,502","9,309"
="6414","樺漢","230.5","-1.5","-6.87","-10.7","+0.88","-1.07","+28.1","-2.33","244","263","276","276","276","276","284.5","230","230","228.5","218","177.5","176","176","-12.5","-9.42","-0.29","-1.21","1,034","2,195"
="6438","迅得","118.5","-6.32","+2.6","+2.16","+4.87","+13.9","+25.4","+3.95","128.5","128.5","128","128","128","128","129","114.5","108","108","103.5","95.7","92.9","79","+5.13","+5.67","+2.04","+1.36","15,870","18,255"
