"代號","名稱","成交","漲跌幅","2日累計漲跌(%)","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","一年累計漲跌(%)","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價"
="4743","合一","306","+2.68","-6.28","+3.03","+8.13","+19.3","+24.9","+56.5","+47.8","+8.51","236.5","165","165","165"
="4904","遠傳","63.1","-0.47","-1.25","-1.1","-1.56","-1.56","+2.6","+3.1","-2.17","+3.1","61.1","60.3","60","59.8"
="4927","泰鼎-KY","101.5","+1.5","0","+2.53","-1.46","+2.63","+34.3","+71.7","+82.2","+20.7","73.7","59.5","53.5","44.55"
="5230","雷笛克光學","35","-3.18","-3.05","-0.99","-6.17","+3.24","+25","+18","+22.8","+31.1","28.4","27.7","27.25","23.8"
="5876","上海商銀","45.75","-3.07","-3.79","-2.56","-2.14","+1.22","+1.89","+4.21","+1.1","+13.8","43.8","42.6","40.2","37.4"
="5880","合庫金","23.55","-1.46","-0.63","+0.21","-0.42","+0.43","+3.06","+7.78","+12.9","+15.7","22.55","21.6","20.8","19.15"
="6138","茂達","266.5","+9.9","+13.9","+17.9","+12","+37.4","+46.4","+74.8","+89.7","+208","173","140.5","132.5","78.2"
="6167","久正","14.45","+2.12","+12","+23","+29.6","+39.6","+59.5","+67.1","+73.1","+103","9.07","8.41","8.26","7"
="6182","合晶","77.2","-3.14","+1.05","+11.1","+14.7","+15.6","+24.3","+12.4","+52","+113","61.6","54.5","49.3","35.8"
="6190","萬泰科","34.45","+9.89","+5.03","+5.19","+27.1","+27.6","+46.6","+40.3","+42.4","+101","22.75","22.25","21.85","16.55"
="6191","精成科","37.35","-2.61","-2.99","-0.4","+0.4","-0.13","+7.48","+13.5","+18.6","+55.6","34.5","30","30","23.2"
="6243","迅杰","55.4","0","+9.92","+11.9","+24.5","+26.1","","+163","+233","+347","41.85","15.7","15.65","12.25"
="6265","方土昶","16.7","-0.89","+8.79","+8.44","+17.6","+42.7","+56.1","+64.5","+100","+151","10.55","9.64","8","6.65"
="6271","同欣電","306.5","-0.49","-2.7","-2.23","0","+11.5","+17.9","+15.9","+67.5","","252.5","208","175","145"
="6446","藥華藥","195","0","+2.63","+7.14","+13","+80.6","+100","+93.1","+119","+131","90.1","69","69","69"
="6457","紘康","216","-6.9","-0.92","-0.23","+2.13","+10.8","+28.2","+44","+36.3","+211","158.5","139","139","69"
="6603","富強鑫","20.3","+4.37","+4.1","+6.84","+21.9","+17.3","+15.3","+43","+65.7","+65","16.2","14.1","11.85","10.95"
="8046","南電","585","+1.04","+3.36","+4.84","+6.75","+1.92","+24.3","+41.6","+86.9","+255","462","388.5","315","165.5"
="8121","越峰","53.9","-5.27","-4.09","+3.65","+0.56","+19.5","+28.2","+197","+232","+212","41.95","18.2","15.55","13.75"
="8183","精星","64.5","+1.57","+0.16","+1.42","+16.4","+39.2","+37.1","+45.6","+59.1","+231","45.05","34.15","34.15","18"
