"代號","名稱","成交","漲跌幅","2日累計漲跌(%)","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","一年累計漲跌(%)","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減"
="020022","元大電動車N","5.63","+0.72","+1.26","+2.55","+3.87","+2.18","+2.93","+7.85","-2.6","+10.6","5.31","4.9","4.9","4.9","5.69","5.69","5.92","6.87","69.2","71","",""
="1101","台泥","47.4","-0.63","-0.32","+0.21","+2.38","+0.53","-2.87","-1.66","-7.96","+9.34","45.95","45.95","45.65","40.15","48.95","52","54.5","58.7","13.6","8.04","-0.02","-0.36"
="1102","亞泥","43.5","0","+0.58","+0.81","+2.59","+2.72","-2.9","-1.92","-14","-0.91","42","42","42","40","45.75","46.65","53.6","54.3","10.8","11.5","+1.54","-0.23"
="1216","統一","68.9","+0.73","+0.58","+2.38","+1.77","+1.17","+2.38","+2.53","-5.75","+5.35","65.4","65.4","65.4","64.2","68.9","70.4","76","76.9","10.6","8.58","+2.22","+2.77"
="1236","宏亞","25.55","+0.2","+10.1","+21.1","+21.4","+26.2","+80.6","+83.2","+61.7","+81.2","14.15","13.75","13.5","13","25.7","25.7","25.7","25.7","-0.24","0","+7.09","+4.38"
="1301","台塑","105","+0.48","+1.45","+0.96","+1.45","0","-2.33","+5.95","-0.47","+16.7","101.5","98.7","95.6","86.6","108.5","121","121","121","12.8","7.4","-0.1","-0.45"
="1303","南亞","84.8","+0.24","+0.12","+0.71","+1.19","-1.74","-1.17","-2.53","-1.17","+26.4","82","82","80.3","65.6","86.5","93.1","93.1","93.1","14.5","7.5","+0.21","+0.09"
="1316","上曜","20.25","-2.41","0","-0.98","-2.64","-9.19","+9.46","+60.1","+80.8","+73.8","17.6","12.65","11.15","10.05","23.35","23.35","23.35","23.35","-1.88","-3.91","-5.81","-8.44"
="1326","台化","80.7","+0.12","+0.25","+1.25","+1.25","+0.75","+0.12","-0.98","-6.81","+1.77","78.1","78.1","78.1","77.3","81.8","84.9","87.4","95.5","28.5","11.9","+0.01","+0.02"
="1402","遠東新","28.85","+0.35","+0.35","+0.87","+1.94","+1.05","-3.51","-0.69","-9.7","+3.96","27.75","27.75","27.75","26","30.4","30.4","33.75","35.55","4.16","4.04","-0.2","-0.21"
="1434","福懋","29.1","+0.52","+0.52","+0.52","+0.69","-0.34","-1.19","-3.48","-7.62","-4.12","28.75","28.75","28.75","28.75","29.8","30.85","33.7","34.5","-34.2","-41.5","+2.73","+14.2"
="1506","正道","15","+0.67","+0.67","+7.14","+17.2","+29.3","+44.2","+55.4","+53.1","+35.7","10.25","9.51","9.33","8.99","15.35","15.35","15.35","15.35","3.97","3.34","0","0"
="1524","耿鼎","11.2","-0.44","-0.88","+6.16","+11.4","+11.4","+9.27","+12","+12.1","+14.3","9.91","9.5","9.5","8.56","11.55","11.55","11.55","12.95","-1.03","-1.21","+0.14","+0.14"
="1529","樂士","22.3","-2.62","-0.22","-4.29","+13.8","+29.3","+36.4","+26.7","+31.6","+34.3","16","15.55","15.1","14.85","23.85","23.85","23.85","23.85","2.47","0.53","-0.65","+0.65"
="1539","巨庭","23.7","-1.25","-1.86","+6.28","+17.9","+20.9","+14.8","+41.5","+27.1","+20.9","18.85","16.5","16.45","15.8","24.9","24.9","24.9","24.9","-0.17","0.61","+0.52","+0.73"
="1560","中砂","90.2","+0.78","+2.73","+0.78","+1.69","+1.35","+6.12","+32.6","+37.5","+38.8","82.1","65.4","62.2","57.6","94.3","94.3","94.3","94.3","11.6","-3.58","+0.25","+0.04"
="1570","力肯","25.4","-3.05","-0.59","-2.31","+5.18","+7.63","+26.7","+53.5","+58.8","+96.9","19.4","16.55","15.5","12.75","28.45","28.45","28.45","28.45","-1.3","0.01","+0.25","-0.22"
="1605","華新","26.75","0","+0.75","+1.71","+2.69","-6.63","-2.01","+4.49","+2.69","+33.1","25.65","23.1","23.1","16.3","28.7","28.7","30.85","32.35","3.03","-0.77","-0.33","-0.39"
="1611","中電","19","+0.8","+6.74","+4.97","+14.8","+34.3","+42.9","+89.1","+67.4","+63.8","12.7","9.95","9.95","9.48","19.5","19.5","19.5","19.5","-0.1","-0.07","+5.03","+6.61"
="1616","億泰","11.6","+2.2","0","-3.33","-0.43","+9.95","+40.4","+39.8","+23.4","+87.1","8.21","7.61","7.61","5.12","13.15","13.15","13.35","13.35","-4.96","-0.68","0","0"
="1709","和益","21.85","-1.13","-1.35","-2.46","-3.32","-9.52","+3.07","+15.6","+6.07","+48.6","21.3","19","18.65","13.85","25.45","25.45","25.45","25.45","-31.5","-29","+1.15","+1.07"
="1710","東聯","22.45","-0.44","-0.22","+0.45","+1.58","-1.32","-6.85","+8.98","+2.05","+21.7","21.7","20.55","19.9","17","25.9","27.7","27.85","27.85","20.1","25.8","-0.07","-0.12"
="1711","永光","26.9","-0.37","+2.67","+2.48","+3.66","-2.18","-11.1","+30","+40.5","+61.6","25.35","20.1","17.5","15.1","32.45","32.45","32.45","32.45","9.77","9.71","-0.52","-1.05"
="1714","和桐","11.25","-0.44","-1.75","-0.88","-3.02","-3.02","+5.14","+10.8","-3.43","+12.5","10.65","9.95","9.95","8.96","11.85","11.85","13.1","13.5","-8.17","-6.42","-0.29","-0.39"
="1721","三晃","29.2","+1.74","+4.47","+1.04","+0.34","+17.3","+25.6","+225","+196","+161","22.4","8.99","8.95","8.95","33.45","33.45","33.45","33.45","-3.08","-2.76","-1.1","+0.91"
="1727","中華化","50.1","-1.76","-1.96","-3.84","-3.65","-4.57","-6.7","+90.9","+253","+345","47.5","24.85","13.85","10.35","61.6","61.6","61.6","61.6","0.71","0.32","+2.32","+2.35"
="1785","光洋科","50.3","+0.6","+0.6","-0.59","+1.11","-0.59","-2.14","+2.86","+11.2","+7.25","47.75","47.75","44.05","39.1","58.9","58.9","58.9","62.4","2.27","-4.31","+0.11","-0.06"
="1810","和成","16.25","-0.31","-3.27","-0.61","+1.56","+1.56","+14.4","+43.8","+38.9","+67.2","14.2","11.25","10.2","8.9","17.45","17.45","17.45","17.45","-6.09","7.56","+0.05","+0.07"
="2006","東和鋼鐵","60.7","-0.49","-0.16","+1.85","","","+45.4","+45.2","+27","+79.6","41.25","37","37","31","62.2","62.2","62.2","64.7","-4.36","-1.92","0","+0.03"
="2102","泰豐","29.8","+0.85","+3.83","+7.19","+8.76","+14.6","+8.76","+4.2","-8.17","+45.7","25.6","25.6","25.6","16.5","30","32.5","33.2","35.35","41","31.6","+1.82","+0.69"
="2103","台橡","34.95","+0.72","+1.3","+3.25","+6.88","+5.59","+9.73","+19.9","+1.6","+55","31.3","29","29","19.5","35.35","35.35","37.7","40.4","13.7","15.7","+0.25","+0.27"
="2301","光寶科","62.6","+0.48","+1.95","+0.81","+3.47","+2.79","+1.62","+5.03","-4.13","+27.1","59.7","59.4","56.1","48","62.6","65.8","67.3","67.9","0.32","-1.71","+0.51","+0.69"
="2303","聯電","64","-3.76","-3.76","-4.9","-4.05","+1.59","+1.43","-5.19","+24.3","+28.3","60.9","56.4","50.2","43.05","68.5","69","72","72","-22.8","-13.8","+1.56","+1.63"
="2308","台達電","269","+3.07","+2.28","+3.07","+2.87","+3.86","+1.13","-0.19","-8.81","+7.17","250","234.5","234.5","234.5","269","270","335","335","24.7","12.3","-0.14","-0.01"
="2313","華通","42.45","-0.12","-0.12","-1.05","+4.69","+1.07","+2.29","+8.99","+7.6","-10.1","39.8","34.85","34.85","31.7","45.7","45.7","47.9","47.9","-18.3","-2.29","+0.2","+0.53"
="2314","台揚","80.1","-0.25","+1.01","+3.22","+4.03","-4.98","+2.96","+34.8","+62.3","+158","75.5","57","44.8","27","96.5","96.5","96.5","96.5","-6.47","-4.75","-2.5","-2.44"
="2324","仁寶","24","+1.69","+1.05","+0.63","+2.78","+1.69","-1.44","+5.96","+5.03","+17.1","23.15","22.65","21.25","20.15","24.3","24.85","24.85","27.95","-7.65","-5.23","-0.27","-0.29"
="2330","台積電","608","+1","+0.16","+1.33","-1.14","+0.83","-0.49","-1.78","+1.5","+16.9","591","560","551","504","623","623","638","679","0.2","-10.2","-0.14","-0.62"
="2337","旺宏","41.4","-1.31","-2.13","-2.24","-2.7","-3.04","+0.73","+6.43","-6.02","-3.72","40.65","34","34","34","44.25","44.25","48","50","-4.51","-8.8","+0.41","+0.35"
="2338","光罩","107.5","-4.02","+0.47","-1.83","+7.93","+10.1","+16.2","+28.4","+25.7","+146","89.1","69.3","69.3","36.5","117","117","117","117","-2.11","0.43","-2.38","+1.84"
="2340","光磊","58.4","+1.04","+1.92","-2.83","-0.85","-2.34","+35.7","+66.4","+112","+118","41.65","29.3","24.85","21.85","66.2","66.2","66.2","66.2","-0.51","1.82","-0.37","-0.22"
="2342","茂矽","50.2","-5.64","-9.55","-7.38","+3.72","+2.87","+14.4","+10.3","+53","+39.4","43.95","39","32.8","26.3","57","57","57","57","-2.63","-0.6","-2.95","+0.48"
="2344","華邦電","31.4","-0.16","-0.32","-1.57","-1.1","+0.8","+11.5","+6.8","-6.27","+18.5","27.65","23.75","23.75","23.4","33.15","33.15","38.5","38.9","10.4","6.87","-0.19","-0.15"
="2345","智邦","302.5","+2.02","+3.24","+6.7","+6.51","+0.5","+4.31","+9.6","+3.42","+16.8","273.5","226","226","226","311","311","354","354","10","0.07","+5.16","+2.49"
="2347","聯強","62.6","+0.97","+2.62","+2.62","+5.21","+3.99","+8.3","+19.7","+16.4","+38","56.1","50.5","49.8","44.2","63","63","63","63","7.81","10.6","-0.07","-0.82"
="2351","順德","160","-3.61","-2.14","-2.14","+3.23","+0.63","+1.91","+20.8","+73.7","+100","151","116.5","92.7","71.2","185","200","200","200","-7.73","-0.31","-2.36","+1.89"
="2353","宏碁","30","+0.33","-0.99","+0.84","+6.76","+7.53","+11.9","+20.2","-5.36","+20.5","26.45","23.45","23.45","23.25","30.9","30.9","32.4","35.85","18.3","21.9","+1.04","+1.24"
="2354","鴻準","65.2","+1.4","+1.4","-0.46","+1.4","-2.1","-6.32","+2.68","+1.56","+19.2","63.5","62.7","61.3","51.4","71.2","71.8","71.8","79.6","-5.64","-2.23","-0.11","-0.12"
="2355","敬鵬","36.05","+2.12","+1.84","+2.71","-0.55","+12.1","+20.6","+18.2","+22.2","+15.2","29.1","27.2","27.2","23.85","38.7","38.7","38.7","40.45","-3.92","-4.55","-0.7","-0.96"
="2356","英業達","25.65","+0.79","0","+0.39","+0.39","-1.35","-2.47","+4.69","+1.18","+5.99","25.2","24.35","23.1","22.65","27.1","27.1","27.6","28","-8.48","1.07","-0.36","-2.45"
="2357","華碩","367","+1.94","+0.14","+0.55","+0.96","+1.66","-2.26","+16.1","-4.8","+39","351.5","316","307","247.5","378","378","390.5","428","-6.07","-5.52","-0.01","-0.1"
="2363","矽統","26.05","-0.76","-0.76","-2.25","0","+1.96","+3.17","-6.13","+19.8","+33.6","24.15","22.2","20.55","15.2","28.6","28.6","31.8","31.8","2.6","6.5","-0.15","+0.09"
="2368","金像電","71.8","+0.14","+0.56","+0.42","-2.18","+1.7","+0.56","+4.06","+16.7","+38.1","67.3","59.1","56.5","38.65","80","80","83.6","83.6","-0.09","-5.61","-0.85","-2.21"
="2369","菱生","26.7","-1.66","-2.38","+0.38","-0.93","+0.95","+2.69","-11.3","+42","+78.6","24.5","23.2","18.4","13.1","29.45","30.4","32.3","32.3","-11","-15.1","-0.44","-1.41"
="2371","大同","32.85","-3.1","-4.64","-3.81","-3.38","-10.5","-4.78","+14.9","+31.9","+49.7","31.2","28.2","23.65","20.25","39.9","39.9","39.9","39.9","-25.2","-26.9","+0.64","+0.2"
="2374","佳能","24.3","+1.67","+2.75","+1.67","+5.42","+5.19","+28.6","+63.1","+57.8","+70.5","19.05","14.8","14.45","13.45","25.9","25.9","25.9","25.9","-2.21","-0.46","+0.2","+0.33"
="2376","技嘉","148","+3.86","+11.7","+10","+8.42","+10.4","+8.42","+64.6","+29.8","+85","127","83","80.5","74.6","149","149","149","149","21.9","13.7","+4.75","+4.19"
="2377","微星","169","+1.81","+2.11","+3.36","+4.97","+3.68","+5.96","+22","-1.74","+28","155","123.5","117","117","173","173","186","203","9.17","8.83","-0.06","+0.82"
="2379","瑞昱","558","-1.24","-1.24","-3.29","+0.72","+2.57","+9.2","+6.29","+8.14","+36.4","511","445","445","381.5","581","581","621","621","24.8","21.6","-1","-0.34"
="2380","虹光","13.45","+1.51","+2.28","-1.47","+1.89","+14.5","+32.5","+27.5","+8.91","+95.8","9.95","8.7","8.7","6.56","14.05","14.05","14.05","16.5","3.12","1.06","0","0"
="2382","廣達","89","+0.68","+1.25","+1.95","+1.25","+1.14","+9.74","+17.1","+4.58","+8.67","81.9","73.8","72.5","72.5","89.2","89.2","92","102","16.1","6.57","-0.25","-0.12"
="2383","台光電","276.5","-1.25","-0.54","+0.36","+2.79","+2.6","+19.2","+22.1","+40.7","+71.7","226.5","200","192.5","141.5","293.5","293.5","293.5","293.5","15.9","18.4","+0.01","+0.65"
="2388","威盛","89.2","+0.22","-1.11","-0.89","+1.83","+4.21","+6.06","+88.2","+76.6","+64.3","78.7","38.05","38.05","38.05","103.5","103.5","103.5","103.5","0.82","1.31","-0.72","-1.53"
="2401","凌陽","40.4","-0.49","-0.62","-0.98","+0.25","+0.62","+1.89","+5.48","+27.4","+132","36.75","30.6","30.6","16.4","44.9","44.9","47.55","47.55","12.5","13.8","+0.23","-0.49"
="2405","浩鑫","15.45","+9.96","+20.7","+21.7","+18.8","+20.2","+28.2","+48.6","+19.8","+30.4","11.85","10.3","10.1","10.1","15.45","15.45","15.45","15.45","-1.47","-2.76","0","0"
="2406","國碩","27.65","+6.55","+6.55","+8.64","+11.7","+17.2","+13.8","+21.5","+45.1","+21.8","22.1","20.7","18.3","14.5","28.35","28.35","29.3","29.3","24","14","+2.33","+3.61"
="2412","中華電","114.5","+0.44","+0.44","+0.44","+0.44","+0.88","+2.69","+3.62","0","+5.53","111","110","109","108","115","115","118.5","118.5","16.5","14.7","+0.34","+0.1"
="2419","仲琦","24.05","+0.84","+1.05","+0.21","-1.43","+4.11","+2.78","+28.6","+16.2","-9.25","22.05","18.55","17.9","17.9","26.95","26.95","26.95","27.1","1.93","0.11","-1.03","-2.02"
="2426","鼎元","28.1","-1.4","-2.43","-11.9","+1.63","-1.4","+8.7","+17.3","+7.87","+63.8","25.65","19.7","19.7","15.45","32.95","32.95","32.95","32.95","-8.36","-4.7","-1.84","+0.44"
="2436","偉詮電","94","-0.74","-1.05","-5.34","-2.08","-1.78","+11.2","+19.3","+30.7","+135","83.4","70.4","65","38.85","115.5","115.5","115.5","115.5","-7.87","-3.84","-2.07","-0.29"
="2442","新美齊","13.15","-1.13","+1.15","+5.2","+16.9","+12.4","+15.4","+16.9","+31.6","+19","11.15","11.05","9.69","9.08","13.75","13.75","13.75","13.75","1.51","1.41","+0.36","+1.23"
="2449","京元電子","44.4","-1.44","-2.31","-1.22","+1.6","+3.38","+6.09","+1.37","+5.34","+22.8","41.2","36.4","36.4","33.55","45.85","45.85","51.4","52","28.1","29.4","+0.26","+0.26"
="2454","聯發科","1085","-0.91","+1.88","0","+0.46","+4.83","+10.9","+20.4","+8.72","+47.8","936","839","839","689","1120","1120","1120","1185","11.5","6.35","-0.69","-0.84"
="2455","全新","144","-0.69","+0.35","+0.35","-0.35","-1.37","+9.09","+8.27","+21.5","+27.4","130","110.5","109.5","89.6","162.5","162.5","162.5","162.5","-13.6","-7.02","-0.34","-0.45"
="2476","鉅祥","65.2","0","+2.84","+2.03","+7.41","+8.67","+4.82","+12.4","+90.6","+218","55.8","46.8","33.7","19.85","66.7","69","69","69","9.03","13","+0.12","+0.49"
="2481","強茂","109","-2.68","-0.91","-3.54","+1.87","+0.93","+11.2","+16.1","+91.2","+137","95.8","78","56.1","39.6","116.5","125","125","125","-2.52","1.28","-1.24","-1.43"
="2482","連宇","18","+9.76","+14.6","+13.9","+26.8","+20.8","+30","+40.6","+48.8","+69","13.6","12.05","11.15","9.9","18","18","18","18","-1.07","-1.27","+13.6","+28.4"
="2484","希華","39.85","-2.69","+3.51","+1.53","-0.99","-3.39","+17.6","+22.1","+32","+68.5","33.95","28.45","28.45","21.6","46.1","46.1","46.1","46.1","-11.6","-11.9","+0.22","+0.17"
="2485","兆赫","22.7","-1.09","+4.61","+6.82","+9.13","+3.89","+7.08","+30.8","+17","+15.2","20.1","17","17","16.7","23.35","23.35","24.5","27","-0.27","2.53","+0.62","+0.83"
="2489","瑞軒","18.4","+1.94","+0.82","+2.51","+2.22","-7.3","-3.16","+8.55","+7.6","+48.4","17.6","16.35","16.35","10.95","20.2","20.2","20.2","22.7","-13.7","-20.4","+0.59","+0.59"
="2497","怡利電","81.3","-0.25","+6.83","+4.77","+23.6","+49.4","+108","+149","+180","+187","38.65","28.6","27.9","25.4","84.8","84.8","84.8","84.8","5.75","8.45","-0.15","+3.64"
="2498","宏達電","81.3","0","-3.21","-5.57","+1.37","+0.37","-0.25","+135","+113","+151","72.3","33.7","33.7","27.7","97.3","97.3","97.3","97.3","-2.04","-0.34","+0.86","+0.75"
="2504","國產","27.55","+0.18","0","+1.1","+3.18","+0.73","+10.2","+23.5","+10.6","+12.9","25.8","22.25","21.1","20.6","28.6","28.6","28.6","30.9","23.5","16.1","0","+0.03"
="2537","聯上發","10.6","-1.85","-1.85","-1.4","+1.44","-0.93","+4.43","+6.43","+16.1","+11.9","10.05","9.3","9.11","7.92","11.15","11.15","11.15","11.15","12.1","16.9","0","0"
="2538","基泰","13.25","-3.99","-3.99","-3.99","-7.02","-9.56","+2.71","+10.4","+34.4","+31.8","12.85","11.3","9.87","9.2","15.8","15.8","15.8","15.8","-25.6","-20.9","-0.23","-0.75"
="2542","興富發","46.5","0","0","+0.22","+0.43","-1.27","+3.45","-2.11","+9.93","+4.49","45","44.15","42.1","40.4","48.7","48.7","49.8","49.8","-34.4","-25.9","-2.7","-7.96"
="2610","華航","29.35","+2.98","+3.35","+10.5","+12.5","-1.01","+33.1","+88.7","+55.7","+173","21.85","15.5","15.4","9.97","31.15","31.15","31.15","31.15","-1.62","-1.93","-1.09","-2.41"
="2618","長榮航","30.1","+5.06","+7.89","+14.9","+20.4","+4.88","+20.6","+74","+45.4","+125","23.5","17.05","17.05","11.9","30.3","30.3","30.3","30.3","5.71","5.14","-3.59","-3.44"
="2633","台灣高鐵","29.9","+0.5","+0.84","+1.18","0","-2.29","+1.87","+1.7","+1.7","-3.08","29.05","28.2","28.2","26.8","30.7","30.7","31.1","31.8","11.4","1.4","-0.01","-0.04"
="2801","彰銀","16.9","+0.3","+1.2","+1.2","+2.11","-1.74","+1.2","+2.42","+1.2","-1.17","16.4","16.1","15.95","15.95","17.4","17.4","17.4","18.3","-0.08","-6.27","0","0"
="2809","京城銀","40.15","+0.12","+0.25","+0.12","-0.99","-1.95","-2.07","-6.84","-0.25","+5.1","39.85","39.85","39.25","37.55","42.1","43.65","44.6","44.6","-53.6","-53.6","+2.8","+17.8"
="2812","台中銀","12.05","+0.42","+0.42","+0.84","+0.84","-0.41","+1.26","+4.33","+4.78","+11.1","11.9","11.35","11.35","10.65","12.25","12.25","12.25","12.25","2.3","6.36","-0.69","+0.23"
="2823","中壽","30.8","+0.33","-0.16","+0.33","+0.98","0","+6.21","+7.13","+26.2","+39.7","28.9","28.7","24.15","21.9","31.25","31.25","31.25","31.25","31","31.2","+0.16","+0.21"
="2834","臺企銀","9.76","0","+0.31","+1.24","+1.46","-1.31","+2.85","+3.83","+2.52","+2.41","9.48","9.4","9.36","9.1","10.05","10.05","10.05","10.3","-22.7","-33.2","-0.01","0"
="2838","聯邦銀","12.95","+1.17","+2.78","+4.86","+5.71","+5.28","+9.28","+10.2","+11.6","+25.1","11.8","11.6","11.35","10.3","13.05","13.05","13.05","13.05","29.5","26.1","0","-0.22"
="2845","遠東銀","10.65","+0.47","+0.95","+0.95","+1.91","+0.47","+1.43","-3.18","+0.47","+0.95","10.4","10.3","10.3","10.2","10.9","11.15","11.15","11.2","19.2","14.1","0","0"
="2880","華南金","21","+0.48","+0.96","+1.45","+2.19","+0.72","+2.69","+0.96","+14.8","+18.6","20.2","19.95","18","17.15","21.35","21.35","21.35","21.35","1.78","1.34","0","+0.14"
="2881","富邦金","76","0","+0.93","+2.56","+3.12","+2.29","+3.97","-1.81","+2.98","+68.5","72.8","72","69.7","44.1","77.2","83.2","85.7","85.7","18.9","2.02","+0.6","+0.53"
="2882","國泰金","60.7","0","0","+1.17","+2.02","-1.46","+3.76","+3.41","+11","+48","58.2","55.4","51.5","39.9","63.5","63.5","63.5","63.5","2.94","5.91","+0.03","+0.1"
="2883","開發金","16.65","+0.91","-0.3","+1.22","+3.1","-0.89","+16.4","+20.7","+33.7","+87.1","14.25","13.75","12.1","8.9","17.5","17.5","17.5","17.5","-16.6","-14.1","-1.66","-0.75"
="2884","玉山金","28","0","0","+0.36","+1.08","+0.36","+3.7","+6.67","+8.32","+11.6","26.95","25.8","25.35","23.6","28.25","28.25","28.25","28.25","41.8","37","+0.22","+0.23"
="2885","元大金","25","-0.2","+0.2","+0.4","+1.83","+0.4","+3.31","+1.63","-1.96","+28.5","23.7","23.7","23.15","19.35","25.4","25.4","27.8","27.8","3.13","7.44","-2.51","-2.59"
="2886","兆豐金","35.3","+0.28","+0.57","+2.02","+3.07","+2.32","+4.75","+9.29","+6.65","+22.8","33.5","31.85","30.6","28.15","35.3","35.3","35.3","35.3","24","16.4","+0.7","-0.35"
="2887","台新金","19","+0.8","+0.53","+1.6","+2.15","+1.6","+3.83","+5.85","+25.8","+46.7","18","17.65","14.7","12.5","19.45","19.45","19.7","19.7","33.4","29.9","+0.03","+0.11"
="2888","新光金","10.85","+0.46","+0.46","+2.36","+3.83","-3.98","+9.82","+16.9","+11.5","+26.8","9.8","9.07","8.93","8.03","11.7","11.7","11.7","11.7","-20.2","-18.3","-0.41","-0.07"
="2889","國票金","15.9","0","0","+0.32","0","-1.85","+0.95","+0.63","-2.45","+31.4","15.65","15.45","15.45","12","16.45","16.45","17.7","18.2","-2.69","-2.8","-0.01","+0.16"
="2890","永豐金","15.7","+0.96","+1.29","+2.28","+3.63","+1.29","+11","+12.1","+15","+42.1","14.15","13.65","13.2","10.95","15.7","15.7","15.7","15.7","10.8","12.4","+0.03","-0.01"
="2891","中信金","25.9","-0.19","-0.38","+1.77","+3.6","+3.81","+9.98","+13.3","+15.1","+34.9","23.4","22.2","21.05","19","26.05","26.05","26.05","26.05","25.4","30.7","+0.06","-0.2"
="2892","第一金","24","0","0","+0.84","+1.27","+0.84","+4.12","+7.38","+8.6","+16.5","23","22.1","21.95","20.2","24.1","24.1","24.1","24.1","30.7","21","+0.36","+0.32"
="3016","嘉晶","142.5","-5.32","-3.39","-5","-3.72","-2.4","+48.1","+64.9","+112","+90.8","95.5","75.8","67.2","54.7","154.5","154.5","154.5","154.5","4.55","0.88","-0.48","-2.6"
="3017","奇鋐","88.7","-0.67","+1.26","-0.56","+3.14","+3.38","+1.37","+18.1","+23.9","+24.2","80.6","71.2","66.8","52.5","96.4","96.4","96.4","96.4","-2.43","2.36","-0.07","+0.62"
="3019","亞光","96.9","-1.62","-0.21","-0.72","-0.1","+2","+14.1","+21.3","+19.2","+23","84.6","70","70","66.5","103.5","103.5","103.5","103.5","-2.67","-3.05","-0.16","-0.15"
="3024","憶聲","14.7","+6.91","+8.09","+8.89","+9.29","+7.69","+0.68","+17.6","+17.6","+28.4","13.2","12.2","12.15","9.86","15.3","15.3","15.3","18.05","4.88","4.98","0","0"
="3031","佰鴻","25.5","-2.49","+0.79","+2.2","+4.94","-0.58","+4.08","-0.97","+38.2","+69.4","22.85","20.05","18.2","14.2","26.9","27.45","31.85","31.85","-2.13","-1.6","-0.58","-0.62"
="3033","威健","29.5","+1.2","+1.03","+1.55","+1.03","-0.51","+3.33","+16.1","+22.4","+49","28.4","25.3","21.7","18","33","33","33","33","7.21","6.82","-1.33","-1.13"
="3035","智原","188.5","-3.08","+6.5","+5.6","+2.17","+6.8","+4.14","+87.6","+165","+265","171.5","99.7","73","48.3","207.5","219","219","219","8.88","0.99","+5.17","-0.36"
="3037","欣興","218","-1.36","+0.69","-0.46","+2.35","+3.56","+13.2","+51.4","+69","+162","189","115","115","80","229.5","229.5","229.5","229.5","3.36","4.06","-0.5","+0.75"
="3041","揚智","34.5","+1.62","+5.83","+3.29","+2.83","-0.86","+23.2","+18.2","+25.2","+6.98","28.05","22.7","22.7","20.6","41.3","41.3","41.3","41.3","-0.13","-0.86","-0.64","-0.52"
="3049","和鑫","13.8","+1.1","+0.73","-0.36","+3.76","-1.08","+11.3","+23.2","+8.24","+18.5","12.45","10.6","10.6","9.35","16","16","16","16","7.47","5.62","+0.19","+0.28"
="3050","鈺德","17.8","+0.28","-4.81","-0.28","+0.85","+1.14","+1.14","+18.7","+21.9","-9.64","16.35","13.55","13.55","12.5","18.8","18.8","18.8","21.9","3.32","3.07","-0.04","+0.17"
="3051","力特","14.9","+9.96","+20.6","+32.4","+36.7","+29.6","+40.6","+62.8","+78.4","+157","10.05","8.5","8.28","5.25","14.9","14.9","14.9","14.9","2.03","1.64","0","0"
="3059","華晶科","41.25","+0.73","+8.27","+6.59","+6.73","+3.77","+5.77","+18.9","+16","+14.3","36.6","30.4","30.4","27.4","42.3","42.3","43","48.55","1.07","0.94","-0.12","-0.12"
="3062","建漢","31.35","-0.79","-0.32","-0.32","+2.45","-9.39","+19.7","+76.6","+56.4","+92.3","25.8","17.05","16.6","14.55","37.65","37.65","37.65","37.65","-4.77","-6.68","-0.04","-0.9"
="3105","穩懋","377","+4.14","+4.14","+6.2","+7.1","+7.41","+8.02","+15.1","+5.31","+5.31","339","290.5","290.5","276.5","378","378","402","467.5","20.1","16.2","-1.18","-0.79"
="3122","笙泉","60.5","-1.94","-6.92","-6.78","-6.78","-1.63","+21","+17.9","+54.1","+213","50.1","37.25","35.4","15.85","72.8","72.8","72.8","72.8","0.07","-0.38","-0.29","-1.28"
="3141","晶宏","260","+0.78","+2.16","+4.84","+12.3","+5.48","+19","+60.5","+194","+520","212.5","130","85","38.3","285","285","285","285","4.39","3.92","-0.4","-0.26"
="3169","亞信","282.5","+3.1","-1.22","-2.59","+8.24","+6.81","+59.2","+113","+88.3","+565","176.5","112","112","41.3","299.5","299.5","299.5","299.5","-2.02","-0.71","-0.23","+2.94"
="3189","景碩","229.5","-3.16","+0.66","-3.16","-0.22","-3.97","-5.75","+12.5","+88.9","+168","220","181","113","73.1","257.5","257.5","257.5","257.5","-9.06","1.86","-1.72","-2.95"
="3217","優群","132","+7.76","+5.6","+3.94","+7.32","+25.1","+40","+36.5","+26.9","+12.8","92.7","79.6","79.6","79.6","134.5","134.5","134.5","138.5","11.1","10.5","+1.34","+1.35"
="3221","台嘉碩","42.8","-0.12","+2.39","-1.61","+4.14","+6.2","+23.7","+25.3","+92.8","+84.1","33.75","26.1","22.2","17.75","47.6","47.6","47.6","47.6","-3.51","-3.28","-0.19","0"
="3231","緯創","29.15","-0.17","-0.68","-0.51","0","-1.69","+1.04","+7.56","-3.64","-9.33","28.5","26.9","26.55","26.55","29.9","30.05","33.15","34.8","2.98","1.88","-0.05","-0.06"
="3276","宇環","18.4","-2.9","+2.22","+0.27","+8.55","+8.55","+2.51","+26","+43.8","+83.1","16","14.55","11.9","9.5","20","20","20","21.75","-5.27","-2.9","0","0"
