"代號","名稱","成交","漲跌幅","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","3日最高股價","5日最高股價","10日最高股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","3日最低股價","5日最低股價","10日最低股價","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減","12/16成交量(張)","12/15成交量(張)"
="00731","FH富時高息低波","58.45","+0.26","-0.51","0","+1.48","-3.31","-4.18","+1.65","58.75","58.95","58.95","62.65","64.8","64.8","64.8","58.2","58.2","57.6","56.7","56.7","56.3","47","-5.18","-5.14","0","0","1,241","1,105"
"00734B","台新JPM新興債","19.38","-0.31","+0.52","+0.88","+0.94","+0.62","-2.66","+0.16","19.48","19.48","19.48","19.48","19.92","19.94","21.09","19.32","19.21","19.21","19.01","19.01","19.01","19.01","-0.23","-0.16","","","1,012","1,025"
="00757","統一FANG+","51.25","+2.09","-0.77","-1.73","-0.87","-5.09","+2.52","+11.4","51.3","51.7","52.35","54.45","55.2","55.2","55.2","50.1","50.1","49.45","49.45","46.9","46.86","42.85","-53","-50.9","-0.29","-0.75","1,236","1,636"
="00876","元大未來關鍵科技","33.07","+1.94","+0.61","+0.21","+2.19","+2.04","+8.53","+14.8","33.07","33.07","33.16","33.24","33.24","33.24","33.24","32.38","32.38","32","31.81","27.93","27.93","25.26","26.5","21.4","+0.67","+0.7","2,044","930"
="00877","FH中國5G","14.04","-0.14","-0.35","+0.21","+4.62","+4.7","+15.6","+12.7","14.2","14.2","14.2","14.2","14.2","14.2","14.85","13.97","13.8","13.21","13.15","11.81","11.81","10.93","63.9","59","-0.12","+0.09","1,297","2,052"
="00878","國泰永續高股息","18.85","+0.59","+0.16","+0.16","+1.62","+1.45","+3.29","+2.72","18.88","18.93","18.93","18.93","18.93","18.93","19.28","18.66","18.66","18.5","18.25","17.77","17.35","15.65","-42.7","-29.8","+0.01","+0.02","10,397","8,346"
="00881","國泰台灣5G+","18.37","+1.38","+0.44","+0.16","+0.11","+0.93","+4.85","+3.26","18.37","18.4","18.55","18.55","18.55","18.55","18.9","18.04","18.04","18.04","17.61","16.38","16.38","14.7","9.54","12.5","+0.85","+0.84","14,473","6,623"
"01010T","京城樂富R1","10.36","+0.39","+0.68","+0.68","+0.68","+0.58","-3","-4.52","10.36","10.36","10.36","10.44","10.68","10.94","11.48","10.29","10.29","10.29","10.14","10.14","10.14","10.14","40","40","","","120","15"
="020022","元大電動車N","5.65","+1.07","+1.07","+0.36","+4.24","+4.24","+9.28","-2.42","5.69","5.69","5.69","5.69","5.69","5.92","6.87","5.5","5.5","5.42","5.31","4.9","4.9","4.9","67.7","64.2","","","1,555","1,041"
="1216","統一","68.5","+0.15","+0.15","-0.58","+1.18","-0.15","-0.87","-6.42","68.9","69","69","69","70.4","76","76.9","67.8","67.8","67","65.4","65.4","65.4","64.2","-8.37","-13.2","-0.03","+0.21","4,638","4,489"
="1227","佳格","53.2","+1.72","+2.11","+3.91","+4.11","+2.7","+3.5","-0.93","53.2","53.2","53.2","53.2","53.9","55.4","61.5","52","51.1","51","51","50.7","50.7","50.7","40.4","39.8","0","0","2,917","1,689"
="1236","宏亞","32.45","+2.85","+5.02","+27","+54.2","+83.9","+133","+107","34.05","34.05","34.05","34.05","34.05","34.05","34.05","28.15","26.55","20.25","19","13.75","13.5","13","0.73","0.6","+19.8","+23.1","1,499","4,394"
="1301","台塑","101.5","-0.49","-1.46","-3.33","-1.93","-4.69","-1.46","-1.93","104","105","106","107.5","121","121","121","101","101","101","101","100","95.6","86.6","-33.9","-33.2","-0.56","+0.06","10,800","10,093"
="1303","南亞","82.7","-1.31","-0.72","-2.48","-1.31","-3.73","-8.62","-2.59","84.3","84.9","85.2","86.5","93.1","93.1","93.1","82.5","82.5","82.5","82","82","80.3","65.6","-7.83","-9.71","+0.1","+0.31","10,973","6,656"
="1316","上曜","20.4","-0.73","-1.92","+0.74","-1.92","+8.8","+48.4","+73.6","21.2","21.2","21.2","23.35","23.35","23.35","23.35","20.15","19.7","19.7","18.8","12.75","11.3","10.05","-16.8","3.58","-0.78","-0.66","4,366","3,679"
="1326","台化","79","-0.38","-1","-2.11","-0.88","-2.59","-5.39","-7.39","79.8","80.6","81.2","81.4","84.9","87.4","95.5","79","79","78.6","78.1","78.1","78.1","77.3","-36.9","-35.7","-0.07","0","2,227","2,841"
="1414","東和","20.5","+4.33","+9.33","+11.1","+16.5","+22.4","+37.6","+19.2","20.7","20.7","20.7","20.7","20.7","20.7","25","18.5","18.5","17.6","16.75","14.6","12.95","11.2","9.52","3.06","+0.92","+0.97","7,057","8,665"
="1434","福懋","28.85","+0.17","-0.17","-0.86","-0.17","-2.86","-5.25","-8.12","29.1","29.15","29.25","29.8","30.85","33.7","34.5","28.7","28.7","28.7","28.7","28.7","28.7","28.7","-61.9","-58.5","-0.56","-0.23","3,366","2,354"
="1454","台富","12.85","-1.15","-7.89","+0.39","+15.8","+24.8","+25.4","+25.4","13.95","13.95","13.95","13.95","13.95","13.95","13.95","12.45","12.45","11.1","10.35","9.81","9.8","8","-1.63","-0.7","+0.01","+0.16","1,675","1,294"
="1504","東元","30.6","-1.13","0","0","+0.99","-2.55","-2.7","-7.13","31.15","31.15","31.15","31.6","32.1","35","36.6","30.25","30.25","30","30","29.85","28.5","26.8","-25.4","-33.3","+0.05","+0.04","2,634","1,652"
="1506","正道","15.55","+1.63","-6.61","+3.67","+21.5","+45.3","+59","+58.7","16.5","17","17","17","17","17","17","14.8","14.8","12.8","10.7","9.51","9.33","8.99","3.96","2.64","0","0","1,082","2,017"
="1524","耿鼎","11.1","-0.45","-2.2","-0.89","+10.4","+10.4","+11.6","+5.71","11.5","11.8","11.8","11.8","11.8","11.8","12.95","10.65","10.65","9.99","9.91","9.5","9.5","8.56","-1.62","0.4","-0.21","-0.15","644","1,257"
="1528","恩德","12","+0.42","+0.42","+3.45","+11.1","+4.35","+11.6","+3.45","12.2","12.2","12.2","12.2","12.2","13","13","11.8","11.45","10.75","10.35","10","9.9","8.42","14.9","19.8","+0.25","+0.43","843","1,872"
="1529","樂士","21.65","+9.9","+1.64","-2.91","+10.5","+27.7","+33.6","+27.4","21.65","22.9","23.85","23.85","23.85","23.85","23.85","19.6","19.6","19.6","16.85","15.55","15.1","14.85","10.4","7.7","-0.13","-0.49","3,443","1,925"
="1560","中砂","91.3","-0.44","-7.87","+1.22","+2.93","+1.9","+29","+37.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","90.7","89.4","87.8","84","65.4","62.2","57.6","-14","-7.26","-1.18","-0.3","4,748","10,654"
="1570","力肯","24.35","-2.21","+0.83","-4.13","+0.83","+19.4","+29.9","+51.2","25.45","25.65","28.45","28.45","28.45","28.45","28.45","23.65","23.65","23.65","20","18.1","15.5","12.8","1.29","11.7","+0.73","+1.02","1,539","1,146"
="1611","中電","22","+0.69","+7.06","+15.8","+32.9","+54.9","+120","+91.3","22.55","22.55","22.55","22.55","22.55","22.55","22.55","19.8","18.55","16.3","12.7","9.95","9.95","9.48","-2.07","0.22","+6.18","+1.75","29,512","38,424"
="1616","億泰","11.1","-0.89","-0.89","-4.31","-4.72","+24.4","+32","+21.7","11.45","11.7","13.15","13.15","13.15","13.35","13.35","10.8","10.8","10.8","8.75","7.61","7.61","5.12","-4.97","0.04","0","0","1,055","1,018"
="1709","和益","21.95","+0.92","-0.45","+0.46","-2.88","-3.73","+5.53","+5.53","22.15","22.4","23.05","25.45","25.45","25.45","25.45","21.5","21.5","21.5","21.5","19.25","18.65","13.85","-37","-37","-0.36","-0.05","1,995","817"
="1714","和桐","10.85","-0.46","-1.36","-3.56","-6.47","0","+3.33","-8.05","11.05","11.25","11.85","11.85","11.85","13.1","13.5","10.8","10.8","10.8","10.75","9.95","9.95","8.96","-44.8","-32.4","-0.04","-0.16","2,752","1,966"
="1720","生達","41.95","+1.45","+1.82","+3.33","+5.4","+6.61","+9.1","+5.67","43.7","43.7","43.7","43.7","43.7","43.7","43.7","40.8","40.65","39.65","39.2","36.9","36.8","35.1","0","5.56","+0.69","+0.67","980","1,847"
="1722","台肥","69.3","0","+0.43","+1.17","+2.21","+0.87","+17.7","+18.5","70.2","70.2","70.2","71.5","73.2","73.2","73.2","68.7","68","67.8","67.6","58","55.1","49.95","7.37","3.21","-0.18","-0.15","1,810","1,329"
="1810","和成","17.2","-1.15","-1.71","+5.85","+7.5","+12.8","+41.6","+45.1","17.8","17.8","17.8","17.8","17.8","17.8","17.8","16.8","16.05","16","15.15","11.95","10.2","8.9","-8.07","5.6","-0.1","+0.1","3,494","5,718"
="2006","東和鋼鐵","62.5","+3.31","+2.63","+2.97","","+47.9","+44.2","+29.9","62.9","62.9","62.9","62.9","62.9","62.9","64.7","59.5","59.5","58.2","41.7","37","37","31","26.9","25.3","+0.14","+0.14","7,124","3,873"
="2101","南港","38.7","-1.15","-1.78","-1.78","+0.52","-4.33","-1.15","+1.04","39.25","39.5","39.5","41.85","41.85","42","45.7","38.7","38.7","38.55","38","37.15","36.6","34.55","-7.4","2.03","-0.01","-0.02","1,631","1,211"
="2103","台橡","36.65","+5.01","+5.16","+4.86","+12.1","+11.2","+16.9","+3.24","36.7","36.7","36.7","36.7","36.7","37.7","40.4","34.5","34.2","32.7","31.55","29","29","19.5","25.9","24.2","+0.22","+0.19","16,287","7,011"
="2104","國際中橡","26.9","+0.19","-0.92","+2.48","+5.91","+0.37","+12.1","+5.28","27.15","27.45","27.45","27.45","29.7","29.7","32.9","26.6","26.15","25.5","25.4","22.3","22.15","22.1","5.22","6.34","-0.1","+0.09","1,956","1,766"
="2301","光寶科","61.7","+0.33","-0.48","-1.44","+1.98","-1.44","+0.82","-6.94","62.2","62.9","62.9","62.9","65.8","67.3","67.9","61.1","61.1","60.2","59.7","59.7","56.1","48","-19.4","-14.1","+0.05","+0.01","3,624","4,404"
="2303","聯電","63","+0.48","+0.32","-1.56","-5.55","0","-4.83","+18.2","64.6","64.6","68.4","68.5","68.5","72","72","61.5","61.5","61.5","60.9","56.4","50.2","43.05","-22","-25.8","-0.29","-0.72","137,992","93,432"
="2312","金寶","15.25","+0.33","-0.97","+8.93","+16.9","+8.54","+19.6","+13.8","16","16","16","16","16","16","18.8","15.05","13.8","13.05","12.9","11.7","11.35","11.35","-9.52","-2.42","+0.11","+1.33","46,968","82,815"
="2313","華通","43.1","+2.38","+3.36","+1.53","+6.29","+3.61","+14.8","+5.12","43.3","43.3","43.7","45.7","45.7","47.9","47.9","41.65","41.6","40.65","39.8","34.85","34.85","31.7","35.7","27.3","+0.29","+0.01","15,025","10,395"
="2314","台揚","77.8","+1.04","-3.59","-2.87","+1.04","-18.1","+29.9","+45.4","80","81.6","82.5","93.2","96.5","96.5","96.5","76.3","76.3","76.3","75.5","58.9","44.8","27","-15.5","-4.82","+0.26","+0.36","2,325","2,546"
="2324","仁寶","24","+1.05","-0.21","0","+2.78","+1.27","+1.69","+4.12","24.15","24.55","24.55","24.55","24.85","24.85","27.95","23.7","23.7","23.2","23.15","23.05","21.25","20.3","-11.6","-8.44","-0.04","-0.2","13,947","12,538"
="2330","台積電","605","+1.34","+0.67","-0.49","-1.63","-0.82","+0.83","-0.17","605","610","614","623","623","638","679","596","596","596","591","560","551","506","-6.3","-7.65","+0.11","-0.06","22,151","22,419"
="2337","旺宏","40.7","+0.74","-0.85","-1.69","-4.35","-5.68","+6.54","-8.95","40.95","41.8","42.9","44.25","44.25","48","50","39.9","39.9","39.9","39.9","34","34","34","-9.04","-4.6","-0.77","-1.11","9,064","10,623"
="2338","光罩","99.3","+1.64","-0.6","-7.63","-0.3","-5.88","+22.7","+10.8","101.5","109","117","117","117","117","117","95.4","95.4","95.4","91","69.3","69.3","36.5","-9.2","-8.19","-0.71","-3.14","13,080","8,725"
="2340","光磊","60.8","+1","-6.61","+4.11","+3.23","+36.6","+78.6","+136","65.8","65.8","65.8","66.2","66.2","66.2","66.2","57.8","57.5","56.8","46.45","29.3","24.85","21.85","-4.47","-2.79","-3.77","-1.37","33,497","68,187"
="2342","茂矽","47.5","+1.5","-1.14","-5.38","-1.86","+4.28","+7.71","+38.9","48.35","50.8","57","57","57","57","57","45.6","45.6","45.6","45.2","39","32.8","26.3","-14.9","-16.2","-0.69","-1.51","4,120","3,124"
="2347","聯強","65.7","+1.08","+2.5","+4.95","+10.4","+12.7","+24","+24","66.5","66.5","66.5","66.5","66.5","66.5","66.5","63","62.1","59.1","56.5","50.5","49.8","44.85","14.5","12.3","+0.11","+0.15","15,570","11,662"
="2351","順德","160.5","+0.94","+0.94","+0.31","+3.55","-9.83","+28.9","+45.9","162.5","162.5","172","181.5","200","200","200","156","156","155.5","154","116.5","106.5","71.2","0.4","-2.02","-1.42","-0.85","925","827"
="2353","宏碁","29.65","+1.89","+1.54","-1.17","+5.52","+9.01","+21.3","-6.17","29.85","30.3","30.9","30.9","30.9","32.4","35.85","28.55","28.55","28.3","26.8","23.45","23.45","23.25","4.51","-0.43","+2.66","+3.7","17,571","15,117"
="2354","鴻準","64","+0.16","-1.23","-1.84","-0.47","-4.9","-0.62","-1.54","64.8","65.8","65.8","67.8","71.8","71.8","79.6","63.8","63.8","63.8","63.5","63.5","61.3","51.4","-7.27","2.85","+0.18","+0.19","1,638","2,919"
="2355","敬鵬","36.35","+5.21","+1.25","+0.83","+0.28","+16.7","+21.2","+19.2","36.65","36.65","37.2","38.7","38.7","38.7","40.45","34.2","34.2","34.2","31.3","27.2","27.2","23.85","6.15","5.22","+0.32","+0.34","11,333","2,338"
="2356","英業達","25.5","+0.79","-0.78","-0.58","-0.2","-5.56","+2.41","-2.3","25.7","25.75","25.9","27.1","27.1","27.6","28","25.2","25.2","25.2","25.2","24.5","23.1","22.65","-25.2","-19.7","-0.72","-1.13","4,534","4,139"
="2357","華碩","367","+0.69","+0.14","0","+0.96","+3.53","+12.6","-5.41","369.5","371.5","371.5","371.5","378","389","428","363","363","360","351.5","319","307","247.5","1.44","-1.63","-0.1","-0.08","3,586","1,785"
="2363","矽統","25.6","+0.2","-0.39","-1.73","-1.73","-0.58","-4.48","+16.9","26.15","26.15","27","28.6","28.6","31.8","31.8","25.05","25.05","25.05","24.15","22.2","20.55","15.2","-12.7","-15.5","-1.04","-1.53","7,820","5,587"
="2368","金像電","72.9","+2.39","+2.97","+1.53","-0.68","-4.2","+7.05","+22.9","73","73","75.2","80","80","83.6","83.6","69.6","69.6","69.6","67.3","59.1","56.5","38.65","16.5","-1.35","+0.21","-0.29","9,571","3,484"
="2369","菱生","26.8","+2.29","+1.52","+0.37","-0.56","+3.47","-9.31","+28.8","26.9","26.95","27.8","29.45","29.45","32.3","32.3","25.65","25.65","25.65","25","23.2","18.4","13.1","-2.27","-6.44","+0.16","-0.02","8,480","7,091"
="2374","佳能","24.1","+2.77","+1.26","-0.82","+4.56","+25.8","+62.3","+56","24.85","24.85","25.9","25.9","25.9","25.9","25.9","22.8","22.8","22.8","19.15","14.95","14.45","13.45","-0.25","-0.01","+0.01","-1.18","16,375","3,015"
="2376","技嘉","158","+3.61","-1.25","+6.76","+15.8","+12.5","+73.8","+36.2","165","165","165","165","165","165","165","150","145","132","127","83","80.5","74.6","-3.58","1.53","-2.73","+1.51","35,943","18,289"
="2377","微星","165.5","+2.16","-1.78","-2.07","+2.8","+1.53","+19.5","-3.78","169","173","173","173","173","186","203","161","161","157","157","123.5","117","117","-2.64","3.87","-0.27","-0.12","4,940","4,609"
="2379","瑞昱","569","+2.89","+2.34","+1.97","+2.71","+3.64","+9.85","+9.63","573","573","581","581","581","621","621","541","541","541","521","445","445","381.5","16.2","16.6","+0.27","+0.24","1,890","1,061"
="2380","虹光","16.6","+7.79","+27.7","+23.4","+25.8","+65.2","+61.2","+35.5","16.85","16.85","16.85","16.85","16.85","16.85","16.85","12.8","12.8","12.8","9.96","8.7","8.7","6.76","0.5","0.44","0","0","17,799","12,949"
="2382","廣達","90.1","+1.46","+1.58","+1.24","+2.5","+1.69","+18.6","+2.85","90.3","90.3","90.3","90.3","90.3","92","102","87.9","87.9","86.9","85.1","75.8","72.5","72.5","43.9","22.2","+0.4","-0.22","9,454","5,745"
="2383","台光電","282.5","+2.73","+1.25","+2.17","+5.02","+21.2","+22.3","+32","285","285","293","293.5","293.5","293.5","293.5","271","271","266","226.5","200","200","141.5","31.6","32","-0.19","+0.74","2,833","1,731"
="2388","威盛","91.2","+4.83","+4.83","+2.24","+4.11","+0.55","+98.3","+69.8","93.8","93.8","94.7","96.9","103.5","103.5","103.5","81.9","81.9","81.9","78.7","38.05","38.05","38.05","5.43","5.42","-0.61","+0.68","26,196","12,221"
="2401","凌陽","39.25","+0.9","+1.82","-2.85","-2.61","-4.85","+6.08","+21.1","39.65","40.2","41.8","44.9","44.9","47.55","47.55","37.9","37.9","37.9","36.75","30.6","30.6","16.4","-5.82","-17.2","-0.13","-0.62","8,674","6,280"
="2405","浩鑫","18.8","-1.57","+1.08","+21.7","+44.6","+54.1","+79","+46.3","20.45","20.45","20.45","20.45","20.45","20.45","20.45","18.25","15.8","12.5","11.85","10.3","10.1","10.1","2","0.01","0","0","12,236","24,378"
="2406","國碩","35.6","-1.93","+6.59","+28.8","+43.8","+54.4","+60.7","+72","37.7","37.7","37.7","37.7","37.7","37.7","37.7","32.35","27.15","24.8","22.1","20.7","19.5","14.5","2.55","1.84","+8.36","+14","88,202","101,580"
="2412","中華電","114.5","+0.44","+0.88","0","+0.44","+0.44","+2.69","0","115","115","115","115","115","118.5","118.5","113.5","113.5","113","112","110","109","108","-0.19","-4.05","+0.63","+0.72","6,265","7,621"
="2419","仲琦","24.9","-0.8","-5.32","+3.53","+2.05","+2.47","+30.7","+20.3","27.5","27.5","27.5","27.5","27.5","27.5","27.5","24.75","24.25","23.5","22.05","18.55","17.9","17.9","-4.24","-1.16","-2.99","-1.57","3,269","4,982"
="2426","鼎元","28.35","+1.61","-2.07","+0.89","+2.53","+5.19","+22.5","+8.62","28.7","29.4","32.95","32.95","32.95","32.95","32.95","27.6","27.3","27.3","25.75","19.7","19.7","15.45","-0.14","2.3","+0.48","+0.34","4,328","3,109"
="2436","偉詮電","96.3","+4.9","+6.88","+2.45","+0.31","-12.5","+20.5","+31.9","98.6","98.6","101.5","115.5","115.5","115.5","115.5","88","88","88","88","70.4","65","41.55","5.89","-1.94","+0.5","-0.35","29,398","8,868"
="2442","新美齊","13.2","-2.22","-5.04","+0.38","+17.3","+14.3","+15.3","+32.7","14.1","14.35","14.35","14.35","14.35","14.35","14.35","13.1","12.9","11.3","11.15","11.05","9.7","9.08","7.06","9.62","-1.27","-0.89","4,553","4,374"
="2449","京元電子","44.2","+1.03","-0.45","-0.45","+1.14","+3.51","+2.08","+2.43","44.4","44.75","45.85","45.85","45.85","51.4","52","43.7","43.7","43.7","41.2","36.4","36.4","33.55","-18.5","-5.5","-0.19","-0.53","4,580","5,350"
="2454","聯發科","1090","+2.83","+1.4","+0.46","+0.93","+5.31","+16.5","+11.5","1090","1095","1110","1120","1120","1120","1185","1045","1045","1040","991","839","839","689","19","12.6","+0.01","-0.02","3,901","3,025"
="2455","全新","142.5","+2.15","-0.7","-1.04","-1.38","+6.34","+15.4","+16.3","143","145","149.5","162.5","162.5","162.5","162.5","136.5","136.5","136.5","132","110.5","109.5","89.6","-19","-10.7","-0.33","+0.15","1,655","2,035"
="2457","飛宏","46.25","+5.59","+9.47","+20.8","+29.7","+24","+41.7","+27.4","47.35","47.35","47.35","47.35","47.35","47.35","48.95","38.9","38.3","35.8","34.35","27.95","27.95","15.4","-1.96","0.74","+1.63","+2.04","97,761","87,708"
="2476","鉅祥","61","+0.33","-3.94","-6.44","+0.49","-4.39","+9.32","+75.8","63.4","66.8","66.8","66.8","69","69","69","60.5","60.5","60.5","55.8","46.8","34.6","20.15","-11.7","-6.87","-0.84","-1.25","2,008","2,711"
="2481","強茂","109","+2.83","+2.83","0","+1.87","+11","+20.6","+67.2","109","109","116.5","116.5","125","125","125","102","102","102","99.3","78","64.5","39.6","0.48","-1.25","-1","-1.11","12,375","7,964"
="2482","連宇","16.9","-0.59","-8.89","-6.11","+19","+20.7","+28.5","+35.2","19.45","19.45","19.45","19.45","19.45","19.45","19.45","16.3","16.3","14.15","13.6","12.05","11.15","9.9","-0.19","-0.48","+19.6","+35.2","3,736","31,566"
="2484","希華","40.35","+0.62","+2.67","+1.25","+0.25","-3","+27.5","+26.9","41.1","41.1","41.1","46.1","46.1","46.1","46.1","38.5","38.5","38.35","38.2","28.45","28.45","21.6","-0.28","0.06","+2.23","+4.18","9,402","5,683"
="2485","兆赫","22.7","+4.13","+4.13","0","+9.13","+4.61","+30.5","+0.44","22.9","22.9","23.35","23.35","23.35","24.5","27","21.1","21.1","21","20.1","17","17","16.7","17.5","10.9","+0.44","-0.02","7,971","3,011"
="2497","怡利電","81","-2.99","-11","-0.37","+23.1","+103","+149","+181","90.9","91","91","91","91","91","91","80.1","80.1","67","40.4","28.6","28.35","25.4","14.1","12.7","+0.25","+0.86","3,999","3,377"
="2498","宏達電","83.3","+4","+4","+2.46","+3.87","+1.46","+117","+105","83.3","83.3","88.8","91.8","97.3","97.3","97.3","75.3","75.3","75.3","72.3","33.7","33.7","27.7","-1.08","-0.82","-1.08","-1.99","71,767","56,897"
="2504","國產","28.1","+3.31","+3.12","+2","+5.24","+0.72","+24.1","+13.3","28.15","28.15","28.15","28.15","28.6","28.6","30.9","27","27","26.65","25.95","22.45","21.1","20.6","42.7","38.2","+0.11","+0.12","10,919","2,549"
="2511","太子","13.35","+0.75","+0.75","-0.37","+2.3","-0.37","-3.26","+11.2","13.4","13.4","13.4","13.75","13.95","14.6","14.6","13.15","13.15","13.05","13","12.5","11.6","10.65","-11.7","-14.5","-0.06","-0.06","1,121","857"
="2520","冠德","37.85","-0.39","-2.32","-2.45","-1.94","-1.43","-5.96","+0.53","38.75","39.05","39.1","39.1","40.3","44.35","44.6","37.7","37.7","37.7","37.5","37.45","37.15","31.5","-50.5","-29.5","-0.04","-0.13","2,777","2,093"
="2534","宏盛","23.1","+0.43","-0.22","+0.65","+2.21","-2.33","+7.69","+17.3","23.1","23.3","23.3","23.75","24.9","24.9","24.9","22.55","22.55","22.3","21.95","21.3","19.3","17.85","-32.8","-15.9","-0.01","+0.07","431","645"
="2537","聯上發","10.3","-0.48","-0.96","-2.83","-1.44","-4.63","+4.04","+5.64","10.5","10.65","11.05","11.05","11.15","11.15","11.15","10.25","10.25","10.25","10.05","9.3","9.11","7.92","7.68","2.13","0","0","1,356","1,524"
="2538","基泰","12.75","-0.78","-3.04","-3.77","-10.5","-3.77","+4.51","+28","13.15","13.45","14.3","15.8","15.8","15.8","15.8","12.6","12.6","12.6","12.6","11.3","9.87","9.2","-15.8","-17.5","-0.07","-0.08","3,169","3,412"
="2542","興富發","47.25","+1.39","+1.18","+1.61","+2.05","+0.96","-1.15","+10.5","47.35","47.35","47.35","47.8","48.7","49.8","49.8","46.35","46.35","46.1","46","44.15","42.1","40.4","15.4","5.58","+8.41","+25.1","7,873","4,238"
="2610","華航","26.7","-1.84","-1.11","-9.03","+2.3","-1.48","+69.5","+39.4","27.65","30","30","31.15","31.15","31.15","31.15","25.9","25.9","25.5","24.25","15.5","15.4","9.97","-4.33","-2.54","-0.51","+0.65","221,978","234,973"
="2618","長榮航","26.8","-1.65","-2.9","-11","+7.2","-4.29","+54.5","+32","27.8","30.55","30.55","30.55","30.55","30.55","30.55","26.2","26.2","25.05","23.5","17.05","17.05","11.9","-10.2","-6.89","-3.14","-3.6","138,766","141,704"
="2633","台灣高鐵","29.45","+1.03","-0.17","-1.51","-1.51","+1.03","-1.67","+0.17","29.5","29.95","29.95","30.7","30.7","31.1","31.8","29.15","29.15","29.15","29.05","28.2","28.2","26.8","-30.4","-29.4","+0.05","+0.05","4,631","4,371"
="2801","彰銀","16.7","+0.3","-0.6","-1.18","+0.91","-1.18","0","+3.73","16.8","17","17","17.4","17.4","17.4","18.3","16.55","16.55","16.55","16.4","16.1","15.95","15.95","-44.9","-38.3","0","0","5,834","10,096"
="2809","京城銀","39.5","0","-1","-1.62","-2.59","-4.01","-8.14","-2.47","39.95","40.15","40.7","42.1","43.25","44.6","44.6","39.3","39.3","39.3","39.3","39.3","39.25","37.6","-46.4","-51.7","-0.7","+2.21","3,975","3,489"
