"代號","名稱","成交","漲跌幅","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","3日最高股價","5日最高股價","10日最高股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","3日最低股價","5日最低股價","10日最低股價","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減","01/06成交量(張)","01/05成交量(張)"
="00850","元大臺灣ESG永續","36.28","-0.6","+1.06","+0.72","+3.01","+2.95","+6.05","+3.54","36.61","36.61","36.61","36.61","36.61","36.61","36.61","36.09","35.81","35.31","34.7","33.4","33.08","30.21","+28.5","+42.8","0","0","1,560","1,888"
="00876","元大未來關鍵科技","32.72","-1.98","-2.5","-2.39","+0.46","+1.8","+15.4","+12.2","33.81","33.81","33.81","33.81","33.81","33.81","33.81","32.63","32.63","32.63","31.92","27.93","27.93","26.1","-10.2","+2.84","+0.26","-0.03","1,428","696"
="00877","FH中國5G","13.61","0","-2.72","-0.95","-3.13","+2.79","+13","+1.42","14.1","14.1","14.26","14.26","14.26","14.26","14.85","13.44","13.44","13.44","13.28","11.96","11.81","10.93","-14.8","+10.3","-0.03","-0.04","1,527","2,928"
="00878","國泰永續高股息","19.15","-0.1","+0.26","-0.1","+1.48","+2.08","+5.22","+3.79","19.22","19.25","19.25","19.25","19.25","19.25","19.28","19.1","19.06","18.9","18.66","17.93","17.35","16.17","-5.11","-16","+0.34","+2","15,723","11,168"
="00881","國泰台灣5G+","19.01","-1.6","+0.21","-0.05","+3.15","+3.99","+11.6","+5.79","19.43","19.43","19.43","19.43","19.43","19.43","19.43","18.91","18.91","18.49","18.04","16.5","16.38","15.71","-8.43","-0.12","-0.81","+2.01","34,249","24,336"
="020022","元大電動車N","5.72","-1.04","-0.17","-0.52","+1.96","+2.88","+12.4","-1.72","5.83","5.83","5.83","5.83","5.83","5.89","6.87","5.71","5.71","5.61","5.5","4.96","4.9","4.9","+65.1","+63.1","","","1,299","1,255"
="1101","台泥","47.6","+0.95","+0.32","-1.14","+0.42","+0.11","-5.56","-9.85","47.6","48.2","48.25","48.25","51","54.5","58.7","47","47","47","46.8","45.95","45.65","40.15","+19.7","+18.6","+0.16","+0.17","12,418","12,283"
="1102","亞泥","44.1","+0.46","+0.23","-0.34","+0.46","+1.97","-3.71","-16.8","44.1","44.45","44.45","44.45","45.9","53.6","54.3","43.5","43.5","43.5","42.6","42","42","40","-10.4","-8.02","-0.02","-0.14","2,951","2,566"
="1210","大成","52.7","+0.38","-0.38","-1.31","+0.19","+0.38","-1.31","-12.3","52.9","53.5","53.6","53.6","54.5","61.8","62.9","52.4","52.4","52.4","52","51.8","51.8","47.5","-4.35","-3.88","+0.33","-0.27","653","974"
="1216","統一","68.4","-0.73","0","-1.44","+0.29","-0.15","+0.59","-7.69","68.9","69.3","69.6","69.6","69.6","76","76.9","68","68","67.8","67.5","65.4","65.4","64.2","-27.8","-21.3","-0.34","-0.08","4,001","3,788"
="1229","聯華","60.9","+0.66","-1.14","-1.77","+3.75","+6.28","+8.94","+20.4","61.6","62.2","62.8","62.8","62.8","63.3","63.3","60","60","58.6","57","54","49.6","40","-1.85","+6.81","+0.25","+0.24","1,349","1,197"
="1236","宏亞","29.2","-1.02","-3.63","+0.17","-1.68","+25.9","+110","+87.8","31.7","35.25","35.25","35.25","35.25","35.25","35.25","28.4","28.4","26.5","23.5","13.75","13.5","13","+2.04","+0.34","-12.5","-12.2","1,034","806"
="1301","台塑","106.5","+0.95","+0.95","+0.95","+3.4","+2.9","-9.75","+2.9","106.5","106.5","106.5","106.5","121","121","121","104","104","103","101","101","95.6","86.6","+13.1","+6.32","+0.47","+0.31","6,382","5,882"
="1303","南亞","86.1","0","-0.23","+0.12","+1.53","+1.65","-5.07","+0.7","86.5","86.6","86.6","86.6","91.7","93.1","93.1","85.5","85.4","84.7","82.5","82","81.6","65.6","+15.4","+16.1","-0.72","-0.63","7,407","4,895"
="1316","上曜","20.6","+2.49","-0.96","-3.06","+2.74","+1.73","+42.1","+61.6","20.9","21.6","21.6","21.6","23.35","23.35","23.35","20","20","19.95","19.7","13.7","11.3","10.05","+16.7","+0.51","-0.47","-0.19","7,028","4,897"
="1326","台化","81","+0.12","+0.25","0","+1.5","+0.62","-3.8","-5.37","81","81.5","81.5","81.5","84.9","85.9","95.5","79.7","79.7","79.7","78.6","78.1","78.1","77.3","+8.98","+16.7","0","0","2,854","2,129"
="1402","遠東新","29.25","+0.69","+0.34","-0.17","+2.27","+1.74","-1.02","-11.2","29.3","29.5","29.5","29.5","30.4","33.75","35.55","28.85","28.85","28.55","28.1","27.75","27.75","26","-3.51","-13.4","-0.07","-0.05","4,587","3,143"
="1434","福懋","29","+0.35","-0.68","-0.85","+3.39","+0.17","-3.17","-10.2","29.25","29.5","29.6","29.6","30.8","33.7","34.5","28.85","28.85","28.25","28","28","28","28","-18.4","-10","-0.02","-0.02","1,511","2,348"
="1476","儒鴻","644","-0.31","+3.04","+2.71","+3.87","+4.72","+8.42","+2.22","660","660","660","660","672","672","683","632","620","618","606","551","503","393","+41.1","+40.3","-3.6","-3.82","1,256","1,548"
="1477","聚陽","255.5","-0.58","+3.65","+2.82","+3.65","+3.23","+14.8","+2.2","272","272","272","272","272","272","291.5","246.5","245","245","241.5","204.5","204.5","183.5","+42.7","+37","+0.57","+0.56","1,887","3,789"
="1504","東元","31.05","+0.32","-0.64","-2.66","+1.14","+2.48","+0.32","-5.34","31.35","32","32","32","32","33.05","36.6","30.9","30.9","30.75","30.25","29.85","28.5","26.8","-13","-0.48","-0.08","0","666","1,406"
="1512","瑞利","4.96","-6.94","+12.5","+22.8","+33","+34.1","+30.9","+10.2","5.86","5.86","5.86","5.86","5.86","5.86","5.86","4.5","3.98","3.73","3.66","3.5","3.5","3.5","+0.42","+0.42","0","0","2,365","1,038"
="1529","樂士","22.5","-1.96","-7.6","+0.22","+5.63","+0.67","+28.9","+18.1","25.3","25.5","25.5","25.5","25.5","25.5","25.5","22.25","22.25","21.25","19.55","15.55","15.1","14.85","+1.98","-2.1","+0.56","+0.83","2,446","8,280"
="1533","車王電","72.4","+3.43","+21.9","+22.7","+25.5","+27.7","+67.2","+15.1","73","73","73","73","73","73","78.9","61","58.3","58.1","55.2","41.1","39.4","39.4","+1.83","+1.72","+6.06","+6.02","34,341","18,853"
="1560","中砂","113","+1.8","-1.74","-3.83","+24.7","+28.7","+64.7","+67.4","119","126.5","126.5","126.5","126.5","126.5","126.5","108","108","90.9","88.7","65.4","62.2","57.6","-3.34","-1.2","-5.96","+4.18","24,974","17,358"
="1599","宏佳騰","51.8","+0.78","0","+2.98","+15.4","+19.2","+35.1","+19.1","53","53.8","53.8","53.8","53.8","53.8","55.2","50.1","49.45","44","42.8","37.05","37.05","35.25","+4.55","+0.58","+0.15","-0.1","933","1,060"
="1605","華新","25.95","-0.38","-1.14","-2.08","-0.38","-2.26","+8.35","-7.16","26.35","26.6","26.65","27.2","28.7","30.7","32.35","25.8","25.8","25.8","25.75","23.1","23.1","16.3","-2.62","+0.14","-0.07","-0.03","4,262","3,003"
="1611","中電","20.75","+3.75","-5.47","-5.47","-4.38","+16.6","+104","+79.7","22.65","22.65","22.65","22.7","22.7","22.7","22.7","19.75","19.75","19.75","17.8","9.95","9.95","9.48","+2.39","+4.31","+5.18","+5","10,489","17,936"
="1616","億泰","11.15","-3.04","-4.7","-12.5","-2.19","-3.88","+39.5","+5.69","11.8","12.65","12.75","12.75","13.15","13.15","13.35","11","11","11","10.8","7.8","7.61","5.12","+2.8","-3.34","0","0","1,976","866"
="1709","和益","25.6","+4.07","+4.92","+11.3","+14","+15.6","+28","+19.1","26.75","26.75","26.75","26.75","26.75","26.75","26.75","23.6","23","22.2","21.5","20","18.65","13.85","+17.2","+17.2","-0.39","-0.25","30,583","11,669"
="1710","東聯","22.3","-0.89","-0.67","-0.22","+0.68","-0.89","-6.3","-5.71","22.7","22.7","22.7","22.85","27.7","27.7","27.85","22.25","22.25","21.85","21.4","21.4","19.9","17","+24.3","+27.1","+0.32","+0.33","2,420","2,451"
="1711","永光","26.9","-0.55","-5.28","-3.24","+1.32","+2.67","+3.46","+30.3","28.25","29.25","29.25","29.25","32.45","32.45","32.45","26.65","26.65","25.95","25.7","24.7","17.5","15.1","-4.41","-3.66","-0.43","+0.7","7,322","14,245"
="1714","和桐","11.35","0","+0.89","+1.34","+4.61","-0.87","+8.1","-10.6","11.5","11.5","11.5","11.65","11.85","12.85","13.5","11.3","11.05","10.8","10.6","10.2","9.95","8.96","+33.2","+34.2","+0.07","+0.1","5,446","4,276"
="1717","長興","40.15","-0.37","-0.37","-0.99","+8.96","+10","+10.6","-2.78","41.45","41.9","41.9","41.9","41.9","44","47.1","39.6","39.5","36.9","36.15","35.5","34.8","32.7","+11.6","+3.99","-0.23","0","8,244","14,887"
="1722","台肥","69.7","+0.58","+0.43","-0.14","+0.29","+1.75","-0.43","+18.3","69.7","71","71","71.2","73.2","73.2","73.2","68.6","68.6","68.4","68","66","55.1","49.95","-16.2","-8.47","+0.31","-0.78","1,435","1,458"
="1773","勝一","164","-1.2","-6.29","-8.12","+14.7","+15.5","+20.6","+26.6","177","183","183","183","183","183","183","160","160","141","139","129","120.5","99.8","+4.36","+3.9","-1.3","-0.63","1,391","2,612"
="1785","光洋科","50.3","-1.18","+0.2","+0.2","+1.51","+0.6","-4.55","+10.5","52","52.3","52.3","52.3","58.9","58.9","62.4","49.9","49.9","49.3","48.1","47.75","44.05","39.1","+11.7","+1.72","-0.01","+0.71","3,812","7,422"
="1810","和成","17.1","+1.79","-0.87","-4.47","-2.01","+1.79","+20.4","+38.5","17.45","18","18.1","18.3","18.3","18.3","18.3","16.7","16.7","16.7","16.05","12.55","10.2","8.9","-25.2","-34.3","-0.1","-0.02","1,130","2,244"
="2006","東和鋼鐵","65.4","-0.76","-2.39","-3.11","-3.25","+7.57","+67.3","+19.3","66.7","67.6","68.8","69.3","69.3","69.3","69.3","64.9","64.9","64.9","59.5","37","37","31","-10.7","-4.21","-1.18","-1.27","2,570","2,417"
="2101","南港","38.3","-1.54","-4.73","-4.01","-1.16","-2.3","-6.47","-4.01","40.15","40.3","40.45","40.45","41.85","42","45.7","37.9","37.9","37.9","37.9","37.9","36.6","34.55","-5.27","-0.7","0","+0.12","5,090","3,036"
="2102","泰豐","28.6","+3.06","+1.78","+0.7","+4","-0.35","0","+0.53","28.8","29.15","29.15","30.1","31.15","32.5","35.35","27.5","27.5","27.15","26.9","25.6","25.6","16.5","+11.1","+14.8","-0.02","+0.01","1,779","1,615"
="2103","台橡","39.15","+0.9","-2.25","-6.9","-5.78","+13.5","+30.9","+15.1","40.15","42.4","43.9","43.9","43.9","43.9","43.9","38.45","38.45","38.45","34.2","29.25","29","19.5","-14.6","+3.07","-0.66","-0.7","7,273","7,904"
="2104","國際中橡","27.4","+0.18","-1.44","-3.01","+0.74","+4.78","+18.9","+1.48","27.9","28.45","28.45","28.45","29.7","29.7","32.9","27.15","27.15","27.15","26.15","22.3","22.15","22.1","-1.4","-2.79","+0.04","+0.11","2,227","2,499"
="2201","裕隆","43.6","+0.11","+1.75","+3.69","+4.81","+4.06","+1.28","+3.81","43.75","43.75","43.75","43.75","45.15","45.35","50.4","42.7","41.8","41.6","41.05","40.5","36.05","35.7","+20.6","+16","+0.08","+0.07","3,687","7,761"
="2301","光寶科","63.5","-1.4","+0.16","-0.94","+3.25","+3.42","+0.63","+9.86","65","65","65","65","65.8","65.8","67.9","63.1","62.9","61.6","60.8","59.7","56.6","51.4","+16.6","+17.4","+0.19","+0.74","5,178","5,020"
="2303","聯電","62.7","-0.63","-1.1","-3.54","-1.57","-5.71","+0.32","+18.1","64","65.5","65.5","68.2","68.5","72","72","62.4","62.4","62.4","61.5","56.4","50.2","43.05","-16.1","-15.7","-0.38","-0.17","80,915","83,199"
="2305","全友","10.45","-1.88","+2.96","+5.77","+13.8","+20.3","+34.5","+21.2","11.3","11.3","11.3","11.3","11.3","11.3","12.1","10","9.76","9.15","8.59","7.61","7.41","7.39","-0.14","+0.06","+9.64","+14.3","7,092","51,500"
="2308","台達電","291","+0.17","+3.19","+4.68","+9.6","+10.6","+17.1","-3.48","302","302","302","302","302","335","335","284","275","266","261","234.5","234.5","234.5","+16.9","+14.7","-0.27","+1.45","7,367","10,290"
="2312","金寶","15.9","0","+0.95","-0.31","+4.26","+20","+30.3","+19.5","16.1","16.35","17","17","17","17","18.8","15.65","15.65","15.65","13.35","11.7","11.35","11.35","-2.37","-4.52","-0.02","-0.07","13,771","16,760"
="2313","華通","43.1","+0.35","-1.6","-1.26","-1.03","+1.41","+16.3","+0.23","45.15","45.15","45.15","45.15","45.7","47.9","47.9","42.7","42.7","42.7","41.6","35.75","34.85","31.7","-10.5","-7.19","-0.51","-0.32","10,593","30,687"
="2316","楠梓電","34.9","+1.01","-0.85","-4.64","+13.9","+19.5","+30.5","+14.1","35.95","37.8","39.9","39.9","39.9","39.9","39.9","34","34","30.6","29.2","26.75","26","24.9","+5.91","-0.79","-1.57","-1.68","4,852","2,033"
="2323","中環","13.15","-1.87","+4.78","+25.8","+46.1","+47.1","+52.9","+28.3","13.8","13.8","13.8","13.8","13.8","13.8","13.8","12.55","11.45","9.05","8.91","8.44","8.02","7.99","-1.14","+0.85","+9.59","+14.1","32,240","282,047"
="2324","仁寶","24.65","+0.41","+1.44","+1.65","+2.71","+3.79","+2.07","+10.5","24.65","24.65","24.65","24.65","24.85","24.85","27.95","24.15","24.1","23.8","23.6","23.15","21.25","20.6","+41.2","+32.6","+0.07","+0.13","11,764","18,114"
="2327","國巨","523","-2.24","+6.52","+10.3","+11.4","+14.7","+25.9","-11.4","538","538","538","538","538","605","644","505","475","468.5","445.5","400.5","397.5","393.5","+20.5","+18.2","-9.53","-9.22","7,005","10,205"
="2330","台積電","644","-0.92","+2.06","+4.55","+7.33","+6.1","+11","+9.52","669","669","669","669","669","669","679","636","615","602","595","564","551","518","+14.1","+21.4","+0.91","+0.96","54,404","72,506"
="2337","旺宏","41.5","-1.07","+0.97","-0.84","+0.24","-1.89","+17.9","-5.68","42","42.5","42.5","42.65","44.25","48","50","41.05","41.05","41.05","39.9","34.2","34","34","+8.57","-1.84","+0.38","+0.28","12,183","12,324"
="2338","光罩","100","-1.96","-7.41","-3.85","+0.1","-6.54","+28.2","+7.87","110.5","113.5","113.5","114","117","117","117","99.6","99.6","99","95.4","73.1","69.3","36.5","-5.98","-0.81","-0.78","+0.85","8,696","8,859"
="2340","台亞","69","+0.73","-2.13","-7.51","+13.9","+20.4","+117","+137","73.2","74.5","80.4","80.4","80.4","80.4","80.4","66.7","66.7","64.5","57.2","29.3","28.8","21.85","-2.55","-3.2","-1.35","-8.05","27,910","35,536"
="2342","茂矽","47.7","-1.04","-5.36","-5.17","+2.36","-14.1","+10.3","+3.47","51.7","52","52","57","57","57","57","47.25","47.25","46.6","45.6","39","37.95","26.3","-10.1","-0.72","-0.76","-1.32","2,629","4,219"
="2347","聯強","66.3","+0.3","+0.3","-0.45","+0.76","+8.69","+28","+26.8","67.3","67.3","67.7","68","68","68","68","65.3","65.2","65.2","61.2","50.8","50.5","45.1","-0.94","-0.55","-0.5","-0.52","6,986","2,906"
="2351","順德","160","-2.44","-6.43","-1.84","+0.31","-2.14","+13.1","+10.3","181","181","181","181","200","200","200","159.5","159.5","158.5","155.5","138","116.5","72.2","-5.01","+2.71","+5.14","+0.83","2,317","3,736"
="2353","宏碁","30.45","-1.93","+1.16","+1","+1.33","+0.5","+23.8","+6.84","31.15","31.15","31.15","31.15","31.15","31.15","35.85","30.1","30","29.7","28.55","24.35","23.45","23.25","+12.8","+11.6","-0.92","-1.2","22,938","40,426"
="2354","鴻準","65.7","-0.76","+2.34","+1.23","+2.5","+2.18","-5.33","+0.31","66.9","66.9","66.9","66.9","71.8","71.8","79.6","64","64","64","63.6","63.5","61.3","54.1","+3.22","+2.54","+0.27","+0.26","4,276","14,141"
="2355","敬鵬","39.7","-3.29","+3.66","+6.86","+9.82","+12.1","+39.8","+18.5","44.4","44.4","44.4","44.4","44.4","44.4","44.4","38.6","36.55","36.25","34.2","27.2","27.2","23.85","-1.83","+1.96","+4.38","+4.52","20,420","78,135"
="2356","英業達","25.1","+1.41","+0.4","+0.2","+0.8","-2.14","-4.56","-8.56","25.1","25.2","25.2","25.75","27.1","27.55","28","24.7","24.7","24.7","24.65","24.65","23.1","22.65","-16.8","-19.4","-0.05","-0.23","5,622","6,896"
="2357","華碩","380","-0.13","+1.74","+1.74","+2.7","+3.68","+12.8","-0.26","385","385","385","385","385","385","428","373.5","371.5","369","360","332","307","252.5","+15.9","+11.5","+0.04","+0.17","2,162","4,380"
="2358","廷鑫","25.95","+9.96","+14.1","+12.8","+11.6","+21.5","+12.8","+50.9","25.95","25.95","25.95","25.95","26.9","29.85","29.85","22.7","22.7","22.2","20.85","20.6","17.05","12.5","+4.27","+3.27","+0.45","+0.3","29,621","7,881"
="2359","所羅門","25.5","-3.77","-2.86","+17.2","+44.5","+46.6","+49.1","+49.1","28.4","28.4","28.4","28.4","28.4","28.4","28.4","25.25","23.9","17.95","17.45","17","16.65","15.25","+2.31","+0.96","+5.48","+6.63","4,566","18,092"
="2368","金像電","75.7","-1.56","-3.44","-1.69","-1.43","+6.02","+14.4","-2.82","80.9","80.9","84.2","84.2","84.2","84.2","84.2","75.4","75.4","75.2","69.6","63.2","56.5","38.65","-0.47","+8.69","+0.12","+0.25","8,874","14,181"
="2369","菱生","27","-0.37","-3.05","-1.1","+4.25","-1.28","+3.45","+16.4","27.8","28.2","28.2","28.2","29.45","32.3","32.3","26.7","26.7","26.1","25.65","23.2","23.2","13.1","-3.23","-2.13","+0.49","+0.39","5,199","6,141"
="2371","大同","32.15","+1.1","-1.98","-0.77","+1.26","-6.68","-5.16","+29.6","32.8","33.3","33.3","34.8","39.9","39.9","39.9","31.6","31.6","31.45","30.35","30.35","23.65","20.25","-1.89","+1.56","-0.08","-0.12","11,896","13,758"
="2374","佳能","31.15","+4.71","+2.64","-5.46","+23.6","+31.7","+97.2","+95.9","32.7","32.7","33.85","33.85","33.85","33.85","33.85","28.85","28.85","25.65","22.8","15.65","14.45","13.55","+1.35","+1.74","+0.14","-16.4","69,679","46,961"
="2376","技嘉","154.5","+0.32","-1.28","+0.32","-1.59","+16.6","+68.3","+46.4","160","160","160","165","165","165","165","149","149","149","135","93.5","80.5","74.6","-10.8","-6.97","+0.2","+0.85","9,930","8,743"
="2379","瑞昱","555","-1.42","-3.14","-3.98","-3.14","-1.77","+12.8","+5.92","580","594","594","594","594","621","621","548","548","548","541","447.5","445","391","+14.8","+13.1","-0.66","-0.92","2,925","1,861"
="2380","虹光","16.1","+0.94","-7.2","+1.9","-7.47","+22.4","+68.8","+33.1","17.1","17.35","17.7","18.3","18.3","18.3","18.3","15.7","15.5","15.5","12.8","8.8","8.7","6.99","-7.21","-1.21","0","0","1,335","2,860"
="2382","廣達","93.3","-0.21","-0.43","-1.37","+3.67","+6.14","+19.5","+2.98","94.5","95.8","96","96","96","96","102","92.1","92.1","89.7","87.8","76.3","72.5","72.5","+39.5","+33.8","-0.88","-0.63","7,466","5,701"
="2383","台光電","285","+1.6","+2.7","+1.97","+3.45","+2.52","+34.8","+30.1","288.5","298","298","298","298","298","298","274","274","273.5","270.5","200","200","141.5","+39.5","+25.2","-1.14","-1.17","4,177","2,508"
="2392","正崴","41.8","-2.34","+1.09","+6.36","+7.87","+9.57","+9.14","-2.79","42.8","42.8","42.8","42.8","42.8","47.95","50.3","40.3","39.45","38.75","38.4","36.8","36.3","36.3","-5.13","-2.16","+0.44","+0.44","12,000","16,677"
="2401","凌陽","39.1","-0.26","+1.3","+0.26","+0.77","-3.81","+12.7","+19","41.35","41.35","41.35","41.6","44.9","47.55","47.55","38.55","38.55","38.3","37.9","31.8","30.6","18.25","-6.23","-6.15","-1.3","-2.17","6,378","21,236"
="2405","浩鑫","18.05","-4.75","-4.24","-11.5","-5.74","+41","+69.5","+49.2","20.1","21.5","21.5","21.5","21.5","21.5","21.5","17.5","17.5","17.5","12.75","10.85","10.1","10.1","-3.84","-6.51","0","0","13,346","20,623"
="2406","國碩","31.05","-9.87","-9.48","-10.5","-12.3","+19.7","+30.7","+34.7","36.75","36.75","36.75","37.7","37.7","37.7","37.7","31.05","31.05","31.05","25.4","22.1","20.2","14.5","-22.4","-21.1","-5.64","-8.03","39,613","10,732"
="2412","中華電","115.5","0","0","-0.86","0","+1.32","+3.59","+1.32","116","116.5","117","117","117","118.5","118.5","114.5","114.5","114.5","113.5","110","109","108","+7.35","+6.59","-0.75","-0.61","4,039","4,300"
="2419","仲琦","23.3","-1.06","-3.12","-2.71","-2.1","-2.1","+22.6","+13.4","24.6","24.6","24.6","27.5","27.5","27.5","27.5","23.15","23.15","23.15","23.15","18.55","17.9","17.9","-6.65","-6.07","+0.18","+0.15","858","1,353"
="2426","鼎元","27.55","-0.9","-2.65","-3.67","-1.61","-4.34","+24.9","+4.36","28.55","28.85","29.9","29.9","32.95","32.95","32.95","27.3","27.3","27.3","27.3","20.75","19.7","16.5","-2.43","+4.02","-0.09","-0.19","2,434","2,517"
="2427","三商電","13.7","-1.08","-1.44","+3.01","+17.1","+23.4","+28.6","+20.7","14.35","14.35","14.35","14.35","14.35","14.35","14.45","13.45","12.85","11.65","11.1","10.3","10.25","10.25","+0.51","+0.66","+0.64","+1.21","1,346","3,394"
