"代號","名稱","成交","漲跌幅","2日累計漲跌(%)","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","一年累計漲跌(%)","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減"
"00852L","國泰美國道瓊正2","20.94","+2.35","+0.05","-1.18","-3.59","-7.02","-6.97","-4.25","+0.67","+32.5","20.31","19.69","19.05","15.56","22.9","22.9","22.9","22.9","-65.1","-56.4","-0.86","-1.51"
="00878","國泰永續高股息","18.66","+0.59","+0.59","+1.3","+0.92","-0.27","+1.36","+2.81","+1.86","+19.6","18.25","17.77","17.35","15.64","18.88","18.88","18.88","19.28","-21.4","-39.3","-0.01","-0.13"
"01010T","京城樂富R1","10.32","+0.29","+0.29","+0.29","+0.29","+0.98","-2.82","-4.53","-6.1","-2.27","10.14","10.14","10.14","10.14","10.65","10.84","11.48","11.48","","","",""
="1216","統一","67.5","-0.3","+0.6","+3.21","+0.15","-1.03","0","-6.25","-8.29","+2.74","65.4","65.4","65.4","64.2","68.8","72.1","76","76.9","10.6","-13.9","+1.92","+0.41"
="1301","台塑","103.5","0","-0.48","+0.98","0","0","-3.72","+2.99","-2.36","+16.9","101.5","98.5","95.6","86.6","110","121","121","121","-0.66","-18.8","-0.49","-0.14"
="1303","南亞","83.6","-0.24","+0.12","+1.33","-0.48","-1.65","-1.3","-5","-2.79","+25.5","82","82","80.3","65.6","86.5","93.1","93.1","93.1","-1.88","-19.6","0","-1.63"
="1316","上曜","20.3","-2.4","-8.35","-7.31","-7.09","-4.25","+37.6","+58.6","+80.4","+65.7","14.7","12.45","11.05","10.05","23.35","23.35","23.35","23.35","-4.5","0.9","-1.69","+0.31"
="1326","台化","79.3","-0.5","-0.13","+1.54","-0.13","-1.86","-1.37","-4.46","-9.58","-0.38","78.1","78.1","78.1","77.3","81.8","84.9","88.3","95.5","-20.5","-30.9","-0.18","-0.06"
="1434","福懋","29.05","+0.52","+0.17","+0.52","-0.17","-1.02","-3.17","-6.89","-5.99","-5.99","28.75","28.75","28.75","28.75","30","31.35","33.7","34.5","-52.7","-51.6","+4.42","+4.35"
="1504","東元","30.25","-0.17","+0.17","-1.94","-0.49","-3.51","-0.82","-3.2","-9.16","+3.42","30.05","29.85","28.5","26.8","32","32.1","35","36.6","-43.6","-28.9","-0.24","+0.07"
="1529","樂士","21.55","+9.95","+12.2","+16.5","+24.2","+23.5","+31","+31.4","+27.9","+23.5","16","15.55","15.1","14.85","21.55","21.55","21.55","21.55","2.91","1.21","+0.54","+0.71"
="1560","中砂","89.6","+1.01","+1.24","+1.7","+2.4","-1.54","+12.6","+23.9","+37.2","+40.9","80","65.4","62.2","57.6","94.3","94.3","94.3","94.3","-11.3","-5.29","-0.48","-1.24"
="1570","力肯","24.15","0","-1.02","+4.09","-6.94","+19.9","+16.7","+40.4","+48.2","+80.9","19.4","16.35","15.5","12.75","25.95","25.95","25.95","25.95","-2.93","-5.86","+0.21","+1.25"
="1605","華新","26.25","+0.77","-0.38","+0.57","-1.32","-4.37","-3.14","-1.69","+0.19","+37.4","25.65","23.1","23.1","16.3","28.7","28.7","30.85","32.35","-15","-12.7","-0.17","-0.07"
="1611","中電","17","+2.72","+13","+20.6","+25.9","+13","+16.4","+62.7","+47.8","+41.7","12.7","9.95","9.95","9.48","17.3","17.3","17.3","17.3","-0.82","-0.29","+6.45","+6.7"
="1616","億泰","12.75","+9.44","+20.3","+32.1","+26.2","+44.1","+51.4","+48.8","+32.1","+98.3","8.18","7.61","7.61","5.12","12.75","12.75","13.35","13.35","1.91","0.95","0","0"
="1708","東鹼","36","+1.27","+1.69","+1.98","+8.11","+9.92","+18","+23.7","+28.6","+60","30.3","28.35","27.25","21.5","37.3","37.3","43.85","43.85","-6.71","-0.97","+0.59","+0.72"
="1709","和益","22.65","+0.22","-3.62","-3","-3","-4.03","+11.3","+18.6","+5.35","+54.6","20.3","18.65","18.65","13.85","25.45","25.45","25.45","25.45","-7.97","-5.76","+0.46","+0.52"
="1710","東聯","22.4","+1.36","-1.75","-1.32","+1.13","-1.54","-9.68","+5.16","-0.44","+25.1","21.7","20.3","19.9","17","25.9","27.7","27.85","27.85","6.56","3.15","+0.12","0"
="1711","永光","26.15","+0.77","-1.13","+1.95","-0.38","-4.74","+2.55","+39.1","+34.8","+57.5","25.35","18.75","17.5","15.1","32.45","32.45","32.45","32.45","-0.87","-3.47","+0.77","-1.21"
="1714","和桐","11.6","0","+3.11","+3.57","+5.45","+5.45","+11","+13.7","-5.69","+13.7","10.4","9.95","9.95","8.96","11.85","11.85","13.5","13.5","24.6","25.7","+0.27","+0.34"
="1721","三晃","28.6","-1.72","-6.08","+3.25","+19.7","+19.4","+76.5","+212","+185","+159","16.05","8.99","8.95","8.95","33.45","33.45","33.45","33.45","0.26","0.77","+19","+6.89"
="1722","台肥","68.6","+1.18","0","+0.44","-2.7","-0.15","+1.63","+21.8","+20.8","+29.9","66.8","55.1","55.1","49.95","73.2","73.2","73.2","73.2","-4.37","-20.7","-0.25","-0.88"
="1727","中華化","52.2","+0.38","-2.25","+2.35","+2.96","-0.19","+22.2","+127","+273","+370","43.45","23.05","13.85","10.35","61.6","61.6","61.6","61.6","-0.48","-0.69","+5.81","+4.98"
="1785","光洋科","50","+0.5","-1.57","+1.94","+1.83","-6.54","-5.12","+2.77","+9.89","+7.3","47.75","46","44.05","39.1","58.9","58.9","58.9","62.4","-9.47","-10.6","-0.2","-0.95"
="1810","和成","16.15","+0.94","-1.22","+1.25","+2.87","-2.71","+12.5","+39.2","+35.7","+70.2","14.2","11.25","10.2","8.9","17.45","17.45","17.45","17.45","-4.43","0.41","+0.07","-0.14"
="2103","台橡","32.85","+0.46","+0.46","+0.31","+1.7","+2.02","+2.82","+8.96","-8.11","+45","31.2","29","29","19.5","33.65","33.65","37.7","40.4","-23.5","-5.88","-0.08","-0.04"
="2301","光寶科","60.6","+0.17","+0.17","+0.5","+0.83","-1.62","-1.94","-0.49","-7.34","+23.2","59.7","58.5","56.1","48","62.6","65.8","67.3","67.9","-24.4","-13.1","+0.23","+0.17"
="2303","聯電","68.3","+2.4","+1.94","+7.22","+9.28","+4.92","+15.4","-2.43","+28.9","+57.7","58.5","56.4","50.2","43.05","68.5","72","72","72","11.7","10.2","+0.63","+0.76"
="2313","華通","41.2","+1.6","0","-0.96","+0.49","-4.19","+0.61","+1.35","+6.19","-13.4","39.8","34.85","34.85","31.7","45.7","45.7","47.9","48.3","-10.2","2.99","-0.19","-0.1"
="2314","台揚","78.2","+1.56","-2.74","-3.34","-2.74","-9.91","+6.11","+33.7","+74.6","+157","74.2","56.8","40.6","27","96.5","96.5","96.5","96.5","-2.04","-3.11","+0.56","+0.81"
="2324","仁寶","23.3","-0.21","-0.64","+0.65","-0.43","-1.06","-5.09","+2.19","+0.43","+19.8","23.15","22.55","21.25","19.45","24.5","24.85","24.85","27.95","-24.9","-28.2","+0.06","-0.09"
="2330","台積電","608","-1.14","+1.33","+2.01","+2.01","-1.62","+2.7","-1.94","+2.18","+22.3","585","560","551","497.5","623","638","638","679","27.4","9.65","+0.14","+0.07"
="2337","旺宏","42.4","-0.35","-1.4","0","+1.44","+0.12","+6.4","+2.17","-0.59","+3.16","39.25","34","34","34","44.25","44.25","48","50","0","3.82","-0.74","-0.68"
="2338","光罩","109.5","+9.94","+6.83","+8.42","+11.6","-0.9","+21.7","+21.8","+31.9","+194","88.6","69.3","69.3","36.5","112.5","112.5","114","114","5.1","3","+2.75","+0.87"
="2340","光磊","58.8","-0.17","-0.84","+0.68","+4.63","+5.19","+33.5","+69.9","+119","+127","41.65","29.3","24.85","21.85","66.2","66.2","66.2","66.2","-1.73","-3.05","-0.16","+0.24"
="2342","茂矽","49.3","+1.86","-0.4","-1","+1.54","+2.39","+10.2","-0.4","+52.6","+43.5","43.15","39","31","26.3","52.9","52.9","55.6","55.6","-2.67","4.64","-0.68","-0.08"
="2344","華邦電","32.6","+2.68","+0.62","+1.72","+8.13","+9.76","+19.6","+5.67","-3.98","+51.3","26.55","23.75","23.75","22.2","33.15","33.15","38.5","38.9","4.07","9.15","+0.48","+0.83"
="2347","聯強","59.6","+0.17","+0.68","+2.05","+2.94","+4.93","+6.43","+12.2","-0.17","+33.9","55.4","50.5","49.8","44.2","60.5","60.5","60.5","62.3","14.7","6.52","-0.4","-0.09"
="2351","順德","164","+5.81","+2.18","+0.61","+3.8","-6.55","-2.38","+19.7","+68.7","+108","151","116.5","91.2","71.2","185","200","200","200","-5.94","-5.92","-0.87","-0.57"
="2353","宏碁","30.15","+7.3","+7.3","+8.84","+9.84","+9.04","+14","+19.2","-6.07","+27.2","26.1","23.45","23.45","23.1","30.4","30.4","32.4","35.85","26.5","25","+0.61","+0.37"
="2354","鴻準","64.4","+0.16","-0.77","-1.23","-1.08","-3.45","-7.74","-0.77","+0.63","+24.8","63.5","62.7","61.3","51.4","71.2","71.8","71.8","79.6","-21.6","-14.2","-0.03","0"
="2355","敬鵬","36","-0.69","-5.88","-1.64","+9.42","+8.43","+21.4","+10.9","+21.4","+15.9","29.1","27.2","27.2","23.85","38.7","38.7","38.7","40.45","-1.22","-2.7","-0.39","+0.86"
="2356","英業達","25.65","+0.39","-2.29","-0.58","-0.58","-1.72","-2.29","+4.91","-0.58","+8.46","25.2","24.15","23.1","22.65","27.1","27.1","27.6","28","16.2","16.1","-1.32","-2.38"
="2357","華碩","365.5","+0.55","+1.53","+3.69","+2.67","+1.39","+2.67","+14.4","-6.28","+48","351.5","313.5","307","247.5","378","378","390.5","428","24.6","7.84","+0.35","+0.21"
="2363","矽統","26.75","+2.69","-0.37","+3.88","+6.15","+0.56","+8.96","-7.12","+26.8","+56.4","24.15","22.2","20.35","15.2","28.6","30.6","31.8","31.8","3.66","7.81","+1.24","+1.79"
="2368","金像電","73.1","-0.41","-2.27","+1.67","+6.56","+1.53","+5.64","+0.41","+31.5","+43.9","67.3","59.1","54.2","38.65","80","80","83.6","83.6","12.2","9.58","+0.76","+1.6"
="2369","菱生","27","+0.19","-2.88","-3.91","+1.5","+0.56","+4.65","-11.9","+49.6","+106","24.5","23.2","17.2","13.1","29.45","31","32.3","32.3","-11.3","-2.39","-1.34","-0.02"
="2371","大同","34.6","+1.76","-1.28","-2.81","-2.81","-10.9","+2.98","+16.7","+39.2","+60.6","31.2","27.5","23.65","20.25","39.9","39.9","39.9","39.9","-28.6","-19.1","-0.69","-0.9"
="2374","佳能","23.85","+3.47","-1.85","-1.45","-2.65","+8.9","+14.7","+53.9","+53.9","+70.4","18.55","14.45","14.45","13.45","25.45","25.45","25.45","25.45","-0.91","-1.78","+0.16","-0.69"
="2376","技嘉","141","+3.3","+1.44","+3.68","+4.44","0","+14.6","+56.3","+25.9","+74.9","121","83","80.5","74.6","148","148","148","148","7.42","5.21","+0.82","+0.11"
="2380","虹光","13.75","+4.17","0","+4.17","+6.59","+37.6","+31","+29.1","+10.4","+109","9.95","8.7","8.7","6.35","14","14","14","16.5","0.1","-0.06","0","0"
="2382","廣達","87.8","-0.11","-0.11","+2.21","+1.39","+1.04","+11","+13.4","+0.8","+13.4","78.7","73.8","72.5","72.5","89.2","89.2","92","102","2.85","3.2","+0.12","-0.28"
="2383","台光電","274.5","+2.04","-1.79","-1.96","+0.73","+20.7","+18.3","+18.3","+72.1","+72.6","226.5","200","157","141.5","293.5","293.5","293.5","293.5","22.9","16.9","-3.23","-4.04"
="2388","威盛","90.4","+3.2","+1.57","+2.38","+7.11","-0.11","+27.3","+76.6","+81.3","+82.3","66.3","38.05","38.05","38.05","103.5","103.5","103.5","103.5","2.47","2.11","-0.77","+0.02"
="2401","凌陽","41.25","+2.36","-0.36","-0.84","+7","+1.1","+3.51","-1.08","+35.5","+160","36.75","30.6","29.75","16","44.9","44.9","47.55","47.55","20.2","22.2","-2.08","+0.58"
="2405","浩鑫","12.65","-2.69","+2.85","+4.98","+2.85","+3.27","+5.86","+19.9","-1.94","+27.1","11.8","10.1","10.1","9.89","13.25","13.25","13.25","15.3","-4.63","-3.05","0","0"
="2406","國碩","24.85","+0.4","+1.43","+2.05","+8.52","+9.96","+3.33","+0.81","+31.1","+7.34","22.1","20.7","18.2","14.5","26.2","27.45","29.3","29.3","-2.13","0.23","+0.08","-0.66"
="2412","中華電","113.5","-0.44","+0.44","+1.34","+0.44","+0.44","+2.71","+2.25","-0.44","+4.61","110.5","110","109","108","115","115","118.5","118.5","4.37","-10.4","+0.83","+0.71"
="2419","仲琦","24.1","-1.23","-2.23","-2.43","+6.4","+2.99","+11.1","+24.9","+15.9","-4.37","21.3","18.55","17.9","17.9","26.95","26.95","26.95","27.5","-1.26","-0.47","+0.1","+0.27"
="2426","鼎元","29","+4.88","+1.22","+4.32","+9.23","+0.35","+12","+16.5","+9.43","+74.7","25","19.7","19.7","15.45","30.7","30.7","31","32.6","17.9","19.6","+0.26","+0.28"
="2436","偉詮電","99","+3.12","-1.49","+6.68","+4.65","-7.04","+22.4","+14.7","+30.3","+170","78.8","70.4","65","35.5","115.5","115.5","115.5","115.5","-7.95","-9.68","+2.65","+1.39"
="2449","京元電子","44.4","+1.6","+1.02","+1.83","+5.59","+1.14","+9.9","-4.31","+6.47","+27.2","40.65","36.4","36.4","33.55","44.8","47.25","51.4","52","17.7","28","+0.47","+1.19"
="2454","聯發科","1060","-1.85","-0.47","+4.95","+5.47","-2.75","+13.7","+15.3","+8.5","+51.4","926","839","839","689","1120","1120","1120","1185","20.9","14.2","+1.07","+0.95"
="2455","全新","147.5","+2.08","-2.96","-3.59","+1.72","+4.61","+5.36","+6.88","+30.5","+50.7","130","110.5","109.5","89.6","162.5","162.5","162.5","162.5","8.52","-2.14","-0.08","+0.07"
="2476","鉅祥","63.1","+3.95","+1.28","+1.77","+9.17","+0.96","+0.16","-0.94","+82.9","+218","55.8","46.8","33.2","19.55","65.5","69","69","69","23.7","24.4","+0.51","+0.62"
="2481","強茂","111.5","+4.21","+0.9","+0.9","+7.73","0","+3.24","+13.2","+106","+151","95","78","51.5","39.6","116.5","125","125","125","7.11","7.53","+6.3","+5.55"
="2484","希華","40.3","+0.12","-2.42","-0.98","+1","-6.28","+18.9","+18.5","+43.7","+75.2","33.15","28.45","27.55","21.6","46.1","46.1","46.1","46.1","-20.2","-13.7","-0.03","-0.37"
="2497","怡利電","70.6","+7.29","+2.92","+6.33","+18.1","+62.5","+87.3","+104","+146","+146","38.35","28.6","27.7","25.4","70.6","70.6","70.6","70.6","10.2","4.59","-3.41","-9.45"
="2498","宏達電","85.2","+6.23","+2.16","+9.94","+9.51","-2.74","+19.7","+137","+132","+166","65.3","33.7","33.7","27.7","97.3","97.3","97.3","97.3","3.44","0.78","+2.12","-1.61"
="2504","國產","26.9","+0.75","+0.56","+1.13","-0.19","-2.36","+7.82","+17.2","+6.53","+7.39","24.6","22.25","21.1","20.6","28.6","28.6","28.6","30.9","8.17","14.3","-0.03","-0.04"
="2534","宏盛","22.55","-0.22","-0.22","+0.67","-1.53","-4.04","-5.65","+7.89","+10.5","","21.95","20.3","19.3","17.85","24.35","24.9","24.9","24.9","-27.5","-16.8","-0.03","-0.18"
="2537","聯上發","10.6","+1.44","+0.47","+2.91","+1.92","0","+7.94","+7.29","+14.3","+3.92","9.78","9.3","8.98","7.92","11.15","11.15","11.15","11.15","30.2","16.8","0","0"
="2538","基泰","14","-1.75","-5.72","-6.98","-2.44","+7.69","+3.32","+12.4","+41","+34.6","12.75","11.3","9.8","9.2","15.8","15.8","15.8","15.8","-22.6","-12.6","-0.09","-0.02"
="2542","興富發","46.3","0","-0.86","+0.22","-1.07","-0.75","+3.23","-4.04","+10.4","+5.71","44.4","44.15","41.25","40.4","48.7","48.7","49.8","49.8","-2.49","-6.38","-5.58","-9.35"
="2610","華航","25.8","-1.15","-4.44","-0.77","-3.37","-6.69","+35.1","+56.4","+25.9","+139","19.2","15.4","15.4","9.97","31.15","31.15","31.15","31.15","-8.37","-2.95","-3.84","-14.7"
="2618","長榮航","25.15","+0.6","-2.71","-0.2","-2.71","-7.54","+21.5","+38.2","+17","+86.3","21","17.05","17.05","11.9","29.4","29.4","29.4","29.4","-1.09","-0.06","+2.26","+0.07"
="2633","台灣高鐵","29.65","-0.84","-0.84","0","-1.33","+0.85","+2.24","-1.33","-1.17","-5.27","28.8","28.2","28.2","26.8","30.7","30.7","31.1","31.8","4.85","0.15","-0.22","-0.17"
="2801","彰銀","16.65","+0.6","0","+1.52","-1.19","-3.48","+0.6","-0.3","-1.48","-5.67","16.4","16.1","15.95","15.95","17.4","17.4","17.4","18.3","-18.4","-38.1","0","-2.7"
="2809","京城銀","40.5","-0.12","-0.25","+0.62","-0.74","-2.29","-1.22","-8.06","+1.5","+4.25","40.05","40.05","39.25","37.55","42.1","44.05","44.6","44.6","-43.9","-54.8","+2.15","+1.98"
="2812","台中銀","12","+0.42","0","+0.84","-0.41","-0.41","0","+2.13","+3.9","+9.59","11.9","11.35","11.35","10.65","12.25","12.25","12.25","12.25","22.3","-5.51","+1.21","+0.22"
="2823","中壽","30.65","+0.49","+0.33","0","+0.16","-0.33","+6.06","+6.24","+23.8","+39","28.75","28.55","24.15","21.9","31.25","31.25","31.25","31.25","41.5","29.3","+0.01","+0.09"
="2834","臺企銀","9.66","+0.42","+0.21","+0.62","-1.23","-1.73","+1.68","-0.82","+0.52","-2.13","9.45","9.39","9.36","9.1","10.05","10.05","10.05","10.3","-52.3","-42.3","+0.06","+0.03"
="2845","遠東銀","10.55","+0.96","+0.48","+0.48","0","-1.86","+0.48","-4.95","0","-0.94","10.4","10.3","10.3","10.2","10.9","11.15","11.15","11.2","17.5","5.2","0","-0.03"
="2867","三商壽","9.25","+0.11","-0.32","-0.54","-0.43","-1.6","+0.87","-0.22","-2.73","+8.57","9.13","9.05","8.93","7.96","9.6","9.6","9.6","10.9","-27.3","-27.6","-0.02","-0.11"
="2880","華南金","20.6","+0.24","0","+1.98","+0.24","-1.67","+0.98","-1.67","+12.6","+14.1","20.2","19.95","18","17.15","21.35","21.35","21.35","21.35","8.18","-17.4","+0.19","+0.24"
="2881","富邦金","73.9","+0.27","-0.27","+1.09","-0.4","-1.2","+1.65","-4.15","+1.37","+66.3","72","72","69.7","44.1","77.2","83.2","85.7","85.7","-8.65","-23.7","0","-0.49"
="2882","國泰金","59.9","+0.67","0","-0.17","-0.5","-3.07","+3.99","+0.5","+8.91","+48.6","57.6","55.4","51.5","39.9","63.5","63.5","63.5","63.5","-8.39","-13.6","-0.84","-0.73"
="2883","開發金","16.35","+1.24","+0.62","-0.3","0","-2.97","+15.5","+17.2","+29.2","+83.3","14.1","13.65","12.1","8.86","17.5","17.5","17.5","17.5","-14","-9.96","-0.87","+4.17"
="2884","玉山金","27.85","+0.54","+1.09","+3.34","+0.91","+0.72","+4.31","+5.89","+7.32","+10.3","26.65","25.8","25.35","23.6","28.25","28.25","28.25","28.25","30.7","-1.43","+0.42","+0.1"
="2885","元大金","24.75","+0.81","+1.64","+4.43","+1.23","-1.2","+1.02","+0.2","-4.07","+27.9","23.7","23.7","23.15","19.15","25.4","25.4","27.8","27.8","11.7","-18.9","+1.64","-1.57"
="2886","兆豐金","34.15","-0.29","0","-0.15","+0.74","-1.44","+2.25","+4.92","+3.48","+17","33.25","31.85","30.6","28.15","34.75","34.75","34.75","34.75","-8.4","-13","+2","+1.53"
="2887","台新金","18.55","-0.27","-0.54","-0.27","+1.09","-2.11","+2.2","-2.62","+21.6","+40","18","17.65","14.7","12.5","19.45","19.5","19.7","19.7","11.7","-2.53","-1.52","+0.08"
="2888","新光金","10.55","+0.96","-0.94","0","-2.76","-6.22","+8.09","+12.5","+5.61","+22.7","9.68","9.07","8.93","8.03","11.7","11.7","11.7","11.7","-30.2","-23.7","-1.04","-3.07"
="2889","國票金","15.9","0","0","-0.62","-0.62","-1.55","+0.32","-1.24","-7.02","+32.5","15.65","15.45","15.45","11.95","16.45","16.45","17.7","18.2","-2.64","-8.68","+0.31","+0.42"
="2890","永豐金","15.2","+0.33","+0.33","-0.65","+0.33","+0.66","+7.04","+7.8","+10.9","+35.7","14","13.65","13.2","10.95","15.65","15.65","15.65","15.65","11.2","4.92","-0.86","-0.62"
="2891","中信金","25.2","+0.8","+1.41","+3.28","+2.02","+3.92","+7.92","+10.3","+10.8","+29.2","23.1","22.2","21.05","19","25.2","25.2","25.2","25.2","42.4","21.7","+0.55","+0.36"
="2892","第一金","23.75","+0.21","+0.64","+2.81","+1.06","0","+3.49","+4.17","+6.74","+11.8","22.85","22.1","21.9","20.2","24.05","24.05","24.05","24.05","3.79","-10.2","+0.03","-1.14"
="2912","統一超","275","-0.9","-0.54","+2.23","-1.79","-6.3","-1.43","-1.26","+4.36","+3.19","269","267.5","258","253.5","294","294","294","294","-19.8","-18.1","+0.13","-0.5"
="3006","晶豪科","171","+2.4","+2.09","+6.21","+9.97","+8.92","+18.8","+23","+23","+217","138","110","110","53.5","174.5","174.5","213","213","9.55","8.89","+0.9","+0.73"
="3016","嘉晶","153","+3.38","+3.03","+4.79","+9.29","+6.99","+47.8","+68.5","+130","+125","95.5","75.8","64.9","54.7","154.5","154.5","154.5","154.5","1.43","4.21","-3.54","-5.37"
="3017","奇鋐","87.7","+1.98","-0.9","-0.79","+2.69","+0.11","+7.87","+16.5","+24.8","+22","78.6","71.2","66.8","52.5","92.3","92.3","92.3","92.3","7.92","14","+0.24","+0.8"
="3019","亞光","96.9","-0.1","-4.53","-2.22","+0.52","+3.86","+11","+17.7","+19.6","+30.6","83.9","70","70","66.5","103.5","103.5","103.5","103.5","-6.52","-1.18","-0.43","-0.07"
="3033","威健","29.2","0","-1.68","-1.68","-2.18","0","+2.1","+18.7","+23.5","+52.1","27.9","24.05","21.7","18","33","33","33","33","-1.59","8.75","+0.48","+1.38"
="3035","智原","190","+2.98","+1.6","+2.15","+4.4","-0.26","-1.81","+72.7","+175","+291","171.5","93.4","68.2","48.3","207.5","219","219","219","-2.04","-2.07","+0.06","+1.77"
="3037","欣興","217.5","+2.11","-2.68","-4.61","+4.82","+11.3","+16","+40.3","+85.1","+160","182.5","115","115","80","229.5","229.5","229.5","229.5","-6.23","-2.89","-0.96","+0.97"
="3041","揚智","34.55","+2.98","-0.72","+1.92","+5.18","-11.9","+25.6","+14.2","+31.4","+12.5","27.4","22.7","22.7","20.6","41.3","41.3","41.3","41.3","-6.12","-4.78","+0.06","-0.41"
="3045","台灣大","98.3","-0.51","0","+1.34","+0.2","-1.7","-0.1","-0.61","-2.67","+1.34","97","97","96","95.5","100.5","100.5","109.5","109.5","-1.41","-30.2","0","0"
="3049","和鑫","13.65","+2.63","-0.73","+0.37","0","-1.09","+9.2","+18.2","+4.6","+18.7","12.3","10.6","10.6","9.35","16","16","16","16","1.94","-1.83","+0.23","+0.14"
="3062","建漢","31.95","+4.41","-1.84","-0.16","-2.29","-8.84","+31.5","+73.2","+80","+105","24.2","17.05","16.6","14.55","37.65","37.65","37.65","37.65","-2.23","-4.95","-0.97","-4.2"
="3090","日電貿","55.5","+0.54","+0.36","+4.32","+6.32","+7.14","+8.82","+8.82","+5.51","+15","51","48.8","48.7","46.3","56.6","56.6","60.6","63.1","-2.28","0.87","+0.08","+0.13"
="3122","笙泉","64","-1.39","-2.59","-0.47","+7.56","-5.6","+34.6","+20.3","+73","+270","46.8","37.25","34.25","15.85","72.8","72.8","72.8","72.8","0.28","-4.85","+0.05","+2.81"
="3141","晶宏","245.5","+6.05","+8.15","+1.45","+3.81","-1.8","+7.91","+36.4","+205","+533","210","130","77.7","38.3","285","285","285","285","-2.39","-4.61","+0.04","-1.23"
="3169","亞信","273","+4.6","+1.3","+11.4","+9.2","+19.7","+65.5","+97.1","+119","+581","165","112","112","41.2","283.5","283.5","283.5","283.5","0.22","0.8","+3.51","+3.66"
="3189","景碩","241","+4.78","+5.7","+0.21","+4.33","+2.55","-0.21","+10","+108","+177","220","181","113","73.1","257.5","257.5","257.5","257.5","8.62","9.97","+2.24","+5.97"
="3217","優群","124","+0.81","-0.4","+2.48","+14.8","+29.4","+34.3","+24","+20.4","+5.98","92.7","79.6","79.6","79.6","129.5","129.5","129.5","138.5","5.77","6.34","-0.36","+0.13"
="3221","台嘉碩","43.45","+5.72","-0.57","+6.36","+14.9","+7.68","+32.9","+29.3","+100","+89.3","32.5","26.1","21","17.75","47.6","47.6","47.6","47.6","-3.01","-0.69","+2.43","+2.93"
="3231","緯創","29.15","0","-0.51","+1.92","0","-0.17","-0.51","+5.81","-5.82","-6.87","28.25","26.9","26.55","26.55","30.05","30.05","33.15","34.8","-3.72","9.89","+0.09","-0.03"
="3264","欣銓","57.6","+1.23","+1.59","+3.78","+8.68","+1.77","-1.03","-14.4","+37.3","+52","52.2","51.9","41.65","35.05","62.5","69.5","71.9","71.9","7.06","5.07","-1.28","-2.33"
