"代號","名稱","成交","漲跌幅","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","3日最高股價","5日最高股價","10日最高股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","3日最低股價","5日最低股價","10日最低股價","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減","12/14成交量(張)","12/13成交量(張)"
="2340","光磊","58.8","-9.68","+0.68","+2.62","+0.68","+38.4","+71.7","+132","65.8","65.8","65.8","66.2","66.2","66.2","66.2","57.5","57.2","56.8","42.85","29.3","24.85","21.85","-2.43","-0.77","-1.58","-2.2","92,319","83,521"
="2342","茂矽","46.55","-3.12","-7.27","-16.1","-6.53","+2.2","+3.44","+34.9","50.8","57","57","57","57","57","57","45.6","45.6","45.6","45.2","39","32.8","26.3","-15.3","-6.85","-1.09","-3.41","8,198","4,844"
="2345","智邦","298","+0.34","-1.49","+1.71","+3.29","+3.47","+7","0","307","307","307","311","311","354","354","290","290","276","276","226","226","226","-7.06","1.05","-6.88","-4.42","2,200","1,305"
="2347","聯強","63.3","-1.25","+1.12","+3.77","+8.39","+9.52","+19.2","+20.3","65.8","65.8","65.8","65.8","65.8","65.8","65.8","62.1","61.2","58.1","56.1","50.5","49.8","44.2","11.7","11.7","+0.04","-0.06","8,758","11,339"
="2348","海悅","113.5","+0.89","+6.07","+7.58","+11.8","+7.08","+21.5","+15.8","115.5","115.5","115.5","115.5","115.5","115.5","119.5","103.5","103.5","101","99.6","91.7","88.1","83","10.9","10.7","+0.16","+0.16","652","1,506"
="2353","宏碁","28.75","-1.54","-4.17","-5.12","+3.79","+7.28","+16.2","-6.96","30.3","30.9","30.9","30.9","30.9","32.4","35.85","28.55","28.55","27.5","26.8","23.45","23.45","23.25","-7.15","3.42","+2","+2.57","22,419","19,707"
="2354","鴻準","64.2","-0.93","-1.53","-0.16","-1.53","-6.82","+2.23","-1.23","65.8","65.8","65.8","69.1","71.8","71.8","79.6","64","64","64","63.5","63.1","61.3","51.4","8.78","13.5","+0.04","-0.05","2,996","2,869"
="2355","敬鵬","34.2","-4.74","-5.13","-3.39","-6.56","+15","+12.5","+13.2","36.05","37.2","38.7","38.7","38.7","38.7","40.45","34.2","34.2","34.2","29.35","27.2","27.2","23.85","3.76","1.38","-0.06","-0.64","5,386","3,892"
="2356","英業達","25.5","-0.78","-0.58","-0.58","-1.16","-3.77","+3.45","+0.39","25.75","25.75","26.3","27.1","27.1","27.6","28","25.5","25.45","25.2","25.2","24.5","23.1","22.65","-12.2","-6.43","-0.45","-0.22","3,929","3,106"
="2357","華碩","366.5","0","-0.14","0","+3.97","+1.81","+13.6","-4.43","371.5","371.5","371.5","371.5","378","390.5","428","363","360","355","351.5","319","307","247.5","1.91","-5.34","+0.05","0","1,835","2,433"
="2368","金像電","69.7","-1.55","-2.92","-2.38","-3.06","-4.39","+3.87","+16.9","72.8","75.2","76.4","80","80","83.6","83.6","69.6","69.6","69.6","67.3","59.1","56.5","38.65","-17.2","-4.43","-0.65","-1.16","6,760","7,922"
="2374","佳能","23.2","-2.52","-4.53","-1.9","-4.13","+18.7","+53.6","+51.1","24.25","25.9","25.9","25.9","25.9","25.9","25.9","22.8","22.8","22.8","19.05","14.8","14.45","13.45","-1.41","-1.04","-1.53","-0.13","5,770","4,846"
="2376","技嘉","151.5","-5.31","+2.36","+14.3","+11.4","+11.8","+68","+34.7","162","162","162","162","162","162","162","145","135","132","127","83","80.5","74.6","3.2","13.7","+1.57","+5.77","25,285","36,942"
="2377","微星","165","-2.08","-2.37","-0.3","+1.23","+4.1","+19.1","-2.65","173","173","173","173","173","186","203","164.5","164.5","157","157","123.5","117","117","2.77","0.91","-0.1","-0.51","4,106","8,443"
="2380","虹光","14.3","+10","+6.32","+8.75","+8.33","+40.9","+33.6","+16.3","14.3","14.3","14.3","14.3","14.3","14.3","16.5","12.8","12.8","12.8","9.95","8.7","8.7","6.68","5.33","5.29","0","0","11,205","1,748"
="2382","廣達","89.3","+0.68","+0.34","+1.59","+3.96","+7.59","+18","+2.53","89.9","89.9","89.9","89.9","89.9","92","102","87.9","87.9","86.3","83.9","75.5","72.5","72.5","11.2","15.5","-0.45","-0.62","7,205","6,636"
="2383","台光電","274","-1.79","-0.9","-1.44","-2.14","+18.1","+23.1","+32","284","293","293","293.5","293.5","293.5","293.5","271","271","266","226.5","200","200","141.5","25.8","18.8","+0.85","+0.56","2,103","1,531"
="2388","威盛","83.3","-4.25","-6.61","-7.65","-5.66","-15.9","+78.4","+59.3","90.2","93.6","94.7","103.5","103.5","103.5","103.5","81.9","81.9","81.9","78.7","38.05","38.05","38.05","2.72","3.23","+2.89","+4.02","14,972","10,733"
="2401","凌陽","38.05","-1.3","-5.82","-6.4","-8.53","-7.2","-1.17","+17.4","40.2","41.6","41.95","44.9","44.9","47.55","47.55","38","38","38","36.75","30.6","30.6","16.4","-27.9","-8.52","-0.79","-0.45","8,058","8,568"
="2405","浩鑫","20.2","+8.6","+30.7","+57.8","+67.6","+66.9","+91.5","+56","20.45","20.45","20.45","20.45","20.45","20.45","20.45","15.8","12.75","12.05","11.85","10.3","10.1","10.1","-0.76","-1.06","0","0","59,868","9,166"
="2406","國碩","34.15","+2.25","+23.5","+31.6","+40.2","+47.5","+53.1","+81.6","34.8","34.8","34.8","34.8","34.8","34.8","34.8","27.15","25.4","23.75","22.1","20.7","19.5","14.5","1.61","5.66","+8.34","+9.61","150,197","151,135"
="2412","中華電","114","+0.44","-0.44","0","+1.79","+1.33","+2.7","-0.44","114.5","114.5","114.5","115","115","118.5","118.5","113.5","113.5","112","112","110","109","108","-17.7","-1.52","+0.11","+0.39","4,498","4,187"
="2419","仲琦","25","-4.94","+3.95","+5.04","+1.21","+7.53","+31.2","+19.9","27.5","27.5","27.5","27.5","27.5","27.5","27.5","24.25","23.85","23.5","22.05","18.55","17.9","17.9","-1.24","-0.35","+0.26","+0.14","29,665","16,716"
="2426","鼎元","27.85","-3.8","-0.89","-3.3","+0.18","+6.3","+18","+5.89","29.4","29.65","32.95","32.95","32.95","32.95","32.95","27.3","27.3","27.3","25.75","19.7","19.7","15.45","-4","-9.22","+0.29","+0.36","6,937","12,424"
="2427","三商電","11.65","-2.51","0","+4.95","+5.91","+8.37","+8.37","+2.64","12.25","12.25","12.25","12.25","12.25","12.25","14.45","11.55","11.1","10.95","10.75","10.25","10.25","10.25","-1","0.69","0","0","635","1,825"
="2442","新美齊","13.5","-2.88","+2.66","+3.85","+20","+14.9","+12.5","+37.1","14.35","14.35","14.35","14.35","14.35","14.35","14.35","12.9","12.8","11.15","11.15","11.05","9.69","9.08","9.15","7.79","-0.34","-1.18","6,459","15,927"
="2449","京元電子","43.7","-1.58","-1.58","-3.85","+0.23","+3.8","-0.23","+3.43","44.75","45.85","45.85","45.85","45.85","51.4","52","43.7","43.7","43.4","41.2","36.4","36.4","33.55","6.08","14.9","-0.29","-0.15","3,940","3,486"
="2454","聯發科","1070","-0.47","-1.38","+0.47","+5.94","+8.85","+13","+8.19","1095","1110","1110","1120","1120","1120","1185","1050","1050","1010","991","839","839","689","10.7","19.7","+0.11","+0.25","4,198","3,451"
="2455","全新","138","-3.83","-4.17","-3.83","-9.8","+2.99","+6.56","+17.4","145","149","154.5","162.5","162.5","162.5","162.5","138","138","138","132","110.5","109.5","89.6","-13.4","-16.2","+0.3","+0.11","2,845","3,297"
="2457","飛宏","40.8","-3.43","+6.53","+4.35","+12.6","+9.68","+26.9","+11.6","42.25","42.25","42.25","42.25","42.25","45","48.95","38.3","38.05","35.5","34.35","27.95","27.95","15.4","0.22","0.5","-1.62","-1.34","47,573","59,879"
="2476","鉅祥","60.7","-4.41","-6.9","-4.26","-2.1","+1.68","+6.87","+77.2","66.8","66.8","66.8","66.8","69","69","69","60.7","60.7","60.6","55.8","46.8","34.1","19.85","-3.82","4.07","-0.41","-0.27","5,966","9,062"
="2481","強茂","102.5","-3.3","-5.96","-6.82","-7.24","+1.99","+11.8","+77.3","108","113.5","116.5","116.5","125","125","125","102","102","102","98.2","78","57.8","39.6","-6.78","-1.38","-1.01","-1.27","8,021","7,852"
="2482","連宇","16.7","-9.97","-7.22","+6.37","+19.7","+21.5","+31","+33.1","19.45","19.45","19.45","19.45","19.45","19.45","19.45","16.7","15.45","13.9","13.6","12.05","11.15","9.9","-1.61","-1.47","+36.1","+46.8","21,716","6,700"
="2484","希華","38.55","-1.91","-3.26","+0.13","-5.28","+9.36","+18.8","+21.8","40.3","41.1","43.6","46.1","46.1","46.1","46.1","38.5","38.5","38.35","35.85","28.45","28.45","21.6","-4.15","-11.6","-0.06","+0.14","2,747","3,579"
="2497","怡利電","81.9","-10","+0.74","+7.62","+23.3","+104","+141","+185","91","91","91","91","91","91","91","81.9","75.7","65","39.7","28.6","28.3","25.4","5.97","7.29","+0.21","+1.03","4,979","3,358"
="2504","國產","27.05","-0.73","-1.81","-1.81","+1.69","-2.87","+18.1","+10.2","27.6","28.1","28.1","28.6","28.6","28.6","30.9","27","27","26.3","25.95","22.45","21.1","20.6","21.2","16.9","+0.01","+0.01","3,089","1,380"
="2511","太子","13.25","0","-1.12","0","+0.38","-1.85","-6.36","+10.9","13.4","13.4","13.4","13.8","14.15","14.6","14.6","13.15","13.15","13","13","12.5","11.6","10.65","-16.7","-5.82","0","0","1,048","1,005"
="2520","冠德","38.1","-1.68","-1.8","-1.93","-1.04","-1.93","-6.27","+0.93","39.05","39.1","39.1","39.1","40.95","44.35","44.6","38","38","38","37.5","37.45","37.15","31.5","-8.72","2.5","-0.06","-0.12","2,659","1,455"
="2534","宏盛","23","-0.65","+0.22","+0.66","+2.68","-3.77","+9","+16.2","23.3","23.3","23.3","24.2","24.9","24.9","24.9","22.55","22.55","22.15","21.95","20.85","19.3","17.85","-13.9","-14.7","+0.1","+0.1","1,831","1,135"
="2537","聯上發","10.25","-1.44","-3.3","-5.09","-0.49","+0.99","+2.5","+5.89","10.65","11.05","11.05","11.15","11.15","11.15","11.15","10.25","10.25","10.25","10.05","9.3","9.11","7.92","3.48","7.08","0","0","2,631","1,794"
="2538","基泰","13","-1.14","-1.89","-5.8","-13.6","-1.52","+3.17","+30.5","13.45","13.9","15.8","15.8","15.8","15.8","15.8","13","13","13","12.9","11.3","9.87","9.2","-31.9","-26.1","-0.07","-0.25","2,449","1,445"
="2542","興富發","46.5","-0.43","0","0","+0.65","-2.72","-2.92","+8.64","47","47","47","48.7","48.7","49.8","49.8","46.4","46.4","46","46","44.15","42.1","40.4","-10.9","-21.4","+20.1","+19.9","3,001","5,211"
="2610","華航","25.9","-4.07","-11.8","-8.8","-0.38","+1.37","+62.4","+38.1","30","30","30","31.15","31.15","31.15","31.15","25.9","25.9","25.1","24.25","15.5","15.4","9.97","-0.57","-0.18","+2.17","+2.36","341,462","580,636"
