"代號","名稱","成交","漲跌幅","3日累計漲跌(%)","5日累計漲跌(%)","10日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","3日最高股價","5日最高股價","10日最高股價","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價","3日最低股價","5日最低股價","10日最低股價","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","三大法人3日累計買賣超佔成交(%)","三大法人5日累計買賣超佔成交(%)","券資比3日增減","券資比5日增減","12/13成交量(張)","12/10成交量(張)"
="00878","國泰永續高股息","18.82","-0.11","+0.11","+0.64","+2.28","+0.48","+3.41","+3.07","18.93","18.93","18.93","18.93","18.93","18.93","19.28","18.77","18.61","18.34","18.25","17.77","17.35","15.65","-3.59","9.86","+0.12","+0.2","12,157","12,293"
="00881","國泰台灣5G+","18.29","-0.22","-0.54","-0.11","+2.58","+1.61","+3.74","+3.63","18.43","18.55","18.55","18.55","18.55","18.55","18.9","18.2","18.16","17.91","17.61","16.38","16.38","14.67","17.2","33.4","+0.63","+0.06","6,962","5,783"
="020022","元大電動車N","5.59","-0.36","0","+1.82","+3.71","+3.14","+7.71","-3.29","5.69","5.69","5.69","5.69","5.69","5.92","6.87","5.58","5.42","5.38","5.31","4.9","4.9","4.9","55","67.1","","","1,309","1,176"
="1101","台泥","47.1","-0.42","-1.26","-0.42","+1.29","-3.29","-5.99","-8.37","47.85","47.85","47.85","48.85","52","54.5","58.7","47.1","46.9","46","45.95","45.95","45.65","40.15","6.8","8.46","-0.11","-0.06","7,856","10,461"
="1216","統一","68.4","-0.73","0","+1.63","+1.63","+1.63","-1.01","-7.07","69","69","69","69","70.4","76","76.9","68.2","67","65.4","65.4","65.4","65.4","64.2","-4.83","0.15","+0.98","+2.58","5,755","4,473"
="1227","佳格","52.1","+0.97","+1.96","+1.76","+1.56","+0.39","+1.56","-3.34","52.3","52.3","52.3","52.3","53.9","55.4","61.5","51.1","51","51","51","50.7","50.7","50.7","30.3","18.4","0","0","1,306","687"
="1229","聯華","57.7","+0.35","+0.52","+1.41","+2.85","-1.87","-2.2","+20","58.5","58.5","58.5","58.5","63.3","63.3","63.3","57.2","56.7","56.2","55.8","53.5","48.1","40","-0.23","0.63","+0.03","+0.02","1,518","979"
="1301","台塑","103","-0.96","-1.44","-0.96","0","-4.19","+2.49","-0.48","105.5","106","106","107.5","121","121","121","103","103","102","101.5","100","95.6","86.6","-14.5","-2.94","+0.43","+0.7","7,777","3,745"
="1303","南亞","83.3","-1.3","-1.54","-1.07","+0.73","-3.14","-5.88","-2.12","85","85.2","85.2","86.5","93.1","93.1","93.1","83.3","83.3","82","82","82","80.3","65.6","-2.87","4.77","+0.56","+0.76","7,261","3,254"
="1316","上曜","20.8","+4","+0.24","+1.71","+0.73","+14.9","+52.9","+84.9","21.1","21.15","22.5","23.35","23.35","23.35","23.35","19.7","19.7","19.7","17.6","12.75","11.15","10.05","2.64","6.62","-4.28","-7.42","10,228","6,770"
="1326","台化","79.8","-0.25","-0.99","+0.13","+0.63","-2.09","-3.62","-6.99","80.9","81.2","81.2","81.8","84.9","87.4","95.5","79.5","79.5","78.1","78.1","78.1","78.1","77.3","-15.1","9.75","+0.01","+0.01","2,080","1,708"
="1402","遠東新","28.45","-1.04","-1.04","-0.52","+1.07","-5.64","-3.4","-10.8","28.85","28.95","28.95","30.4","30.4","33.75","35.55","28.4","28.35","27.75","27.75","27.75","27.75","26","-16.8","-10.6","-0.23","-0.44","7,365","3,135"
="1434","福懋","28.9","-0.17","-0.17","-0.17","0","-2.69","-4.62","-8.11","29.25","29.25","29.25","29.8","30.85","33.7","34.5","28.85","28.8","28.75","28.75","28.75","28.75","28.75","-35.9","-40.3","+1","+10.1","1,970","2,164"
="1454","台富","13.95","+9.84","+19.7","+21.8","+24.6","+32.9","+36.1","+39.5","13.95","13.95","13.95","13.95","13.95","13.95","13.95","11.8","11.5","10.9","10.25","9.81","9.8","8","0.46","0.6","+0.05","+0.05","6,499","1,844"
="1504","東元","30.6","-0.16","-0.16","+0.49","+0.82","-3.01","-1.13","-7.27","30.85","30.85","30.85","31.8","32.1","35","36.6","30.45","30.05","30","30","29.85","28.5","26.8","-40.6","-17.6","0","0","1,785","582"
="1506","正道","16.65","+4.06","+11.7","+18.9","+47.3","+58.6","+73.1","+71.3","17","17","17","17","17","17","17","14.6","14.05","11.35","10.5","9.51","9.33","8.99","2.23","2.64","0","0","3,071","2,193"
="1514","亞力","25","+1.01","+3.09","+7.53","+5.71","+3.95","+5.26","-2.34","25.2","25.2","25.2","25.2","25.2","27.7","28.55","24.15","23.2","23.05","23.05","22.15","22.15","20.5","23.5","13.1","-0.06","-0.16","1,079","1,320"
="1516","川飛","24.95","+5.27","+5.05","+6.85","+7.54","+9.19","+28.3","+14.2","25.65","25.65","25.65","25.65","25.65","25.65","26.85","23.6","23.1","23","21.85","19.05","18.9","18.9","1.91","3.17","0","0","1,221","118"
="1517","利奇","28.45","+1.07","+6.55","+4.98","+6.95","-1.56","+2.34","+13.6","29","29","29","29.4","29.95","34","35.5","26.75","26.7","26.55","25.7","23.4","23.35","12.3","4.63","0.14","+0.2","+0.02","3,323","5,612"
="1524","耿鼎","11.35","+1.79","+0.89","+7.58","+13.5","+12.9","+14.4","+12.9","11.8","11.8","11.8","11.8","11.8","11.8","12.95","11.1","10.85","9.95","9.91","9.5","9.5","8.56","0.86","-0.26","-0.16","+0.14","2,498","666"
="1528","恩德","11.95","+3.46","+6.22","+6.7","+12.2","+7.17","+9.63","+8.64","12","12","12","12","12","13","13","11.3","11.2","10.7","10.35","10","9.9","8.42","31","28.2","+0.93","+1.04","2,630","901"
="1529","樂士","21.3","+1.91","-6.99","-8.58","+17.4","+32.3","+21","+28.3","23.5","23.85","23.85","23.85","23.85","23.85","23.85","20.25","20.25","17.8","16.15","15.55","15.1","14.85","-0.26","3.37","-0.45","-0.06","2,987","6,313"
="1560","中砂","99.1","+9.99","+10.7","+10.7","+14.8","+19.1","+44.3","+49","99.1","99.1","99.1","99.1","99.1","99.1","99.1","88.9","87.8","86.8","83.7","65.4","62.2","57.6","11.6","11.4","+0.2","+0.33","11,650","1,239"
="1570","力肯","24.15","-2.62","-7.82","-7.12","+2.55","+22.9","+36.8","+51.9","26.65","28.45","28.45","28.45","28.45","28.45","28.45","23.8","23.8","22.6","19.55","17.85","15.5","12.8","-0.42","3.57","+0.12","-0.3","2,510","2,012"
="1605","華新","26.75","+0.19","0","+1.71","+2.29","-3.08","-0.37","+1.71","27.2","27.2","27.2","28.7","28.7","30.85","32.35","26.65","26.2","25.8","25.65","23.1","23.1","16.3","8.21","5.89","-0.32","-0.38","5,487","3,947"
="1611","中電","20.55","+9.6","+9.02","+13.5","+56.3","+48.9","+103","+81.1","20.6","20.6","20.6","20.6","20.6","20.6","20.6","18.55","17.45","13.4","12.7","9.95","9.95","9.48","1.45","1.41","+4.49","+4.84","42,166","15,045"
="1616","億泰","11.2","-1.32","-1.32","-6.67","+16.2","+25","+23.8","+22.1","11.8","12.2","13.15","13.15","13.15","13.35","13.35","11","11","9.42","8.75","7.61","7.61","5.12","2.65","-2.35","0","0","2,379","1,698"
="1708","東鹼","35.8","-2.19","+0.7","-1.78","+3.62","+11.4","+23.4","+28.3","37.75","37.75","37.75","37.75","37.75","43.85","43.85","34.45","34.45","34","31.3","28.45","27.8","21.5","6.77","9.13","+1.42","+1.59","11,981","14,880"
="1709","和益","22.05","-0.45","-0.23","-1.56","-6.96","-3.71","+11.9","+6.27","22.4","22.5","24.25","25.45","25.45","25.45","25.45","21.8","21.8","21.8","21.8","19.25","18.65","13.85","-39.7","-33.2","+0.43","+0.62","1,614","1,652"
="1711","永光","26.2","-1.87","-2.96","-0.19","-0.19","-6.43","+15.9","+35.1","27.5","27.5","28.15","29.6","32.45","32.45","32.45","26.15","26.1","25.65","25.35","22.6","17.5","15.1","-13.6","5.52","-0.06","-0.92","7,420","5,695"
="1714","和桐","11","-0.9","-2.65","-3.08","-0.45","+1.85","+7.84","-4.76","11.4","11.65","11.85","11.85","11.85","13.1","13.5","10.95","10.95","10.95","10.7","9.95","9.95","8.96","-16.8","-13.4","-0.41","-0.44","3,971","3,399"
="1721","三晃","27.55","-3.67","-4.01","-4.67","+9.33","+15.8","+205","+179","29.75","30.15","33.45","33.45","33.45","33.45","33.45","26.7","26.7","26.3","22.4","9.01","8.95","8.95","0.42","-1.67","+0.32","-1.32","20,952","12,483"
="1722","台肥","69","+1.17","-0.14","+0.73","+0.73","-2.54","+20.4","+21.3","70","70","70","71.5","73.2","73.2","73.2","68","67.8","67.7","67.6","57.1","55.1","49.95","-11.2","-1.02","+0.08","-0.17","2,794","957"
="1789","神隆","24.9","+1.43","+2.47","+1.84","+3.75","+2.89","-0.99","-9.29","25.1","25.1","25.1","25.1","25.6","27.75","30.15","24.35","24.2","23.8","23.8","23.7","23.6","23.6","15.4","9.12","0","0","1,266","559"
="1810","和成","17.5","+7.03","+7.36","+7.03","+12.2","+19","+45.8","+49.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","16.05","16.05","15.7","14.2","11.85","10.2","8.9","19.8","12.3","-0.05","+0.03","8,178","1,647"
="2006","東和鋼鐵","60.9","+0.16","-0.16","+2.18","","+44.3","+39.2","+25.8","61.5","62.2","62.2","62.2","62.2","62.2","64.7","60.1","59.1","58.2","41.7","37","37","31","5.13","2.49","0","+0.03","1,613","1,678"
="2103","台橡","34.85","+1.6","+0.43","+2.95","+8.57","+7.23","+15","+0.29","35.35","35.35","35.35","35.35","35.35","37.7","40.4","34.2","33.45","32.15","31.55","29","29","19.5","25.8","14.9","+0.08","+0.15","3,542","3,591"
="2104","國際中橡","27.15","+3.82","+2.45","+5.03","+5.64","+0.56","+14.3","+6.26","27.45","27.45","27.45","29.7","29.7","29.7","32.9","26.15","25.85","25.4","25.4","22.3","22.15","22.1","3.74","4.59","+0.07","+0.05","7,719","1,301"
="2204","中華","63.7","-1.39","-1.39","-1.55","-1.39","-5.07","-9.39","-10.7","65.2","65.3","65.8","67.7","75.5","77.5","77.5","63.7","63.7","63.7","63.7","63.7","62","46","-16","-12.9","+0.3","+2.42","1,125","303"
="2221","大甲","39.95","-4.99","-6.22","-6.44","-2.32","+3.1","-9.72","+57","43.3","45.4","45.4","45.55","45.55","49.5","49.5","39.9","39.9","39.9","38.3","32.25","24.2","22.5","3.39","2.73","-0.04","+0.2","1,070","426"
="2243","宏旭-KY","20.1","+6.35","+4.69","+5.51","+12.9","+2.81","+22.9","+81.9","20.75","20.75","20.75","20.75","24.95","24.95","24.95","18.6","18.6","18","17.1","12.8","9.7","9","9.45","4.94","+4.22","+0.59","2,087","225"
="2301","光寶科","62","-1.12","-0.48","-0.16","+2.31","+0.81","+2.31","-5.34","62.9","62.9","62.9","62.9","65.8","67.3","67.9","61.2","61","59.7","59.7","59.7","56.1","48","1.18","-1.16","+0.75","+0.65","2,659","3,723"
="2303","聯電","62.8","-1.1","-5.56","-6.69","+0.64","+0.32","-5.99","+21.2","65.7","68.2","68.5","68.5","68.5","72","72","62.7","62.7","62.7","60.9","56.4","50.2","43.05","-36.1","-25.2","+0.88","+1.09","105,861","150,492"
="2308","台達電","270","-0.37","+3.45","+3.45","+6.51","+3.45","+2.47","-8.94","274.5","274.5","274.5","274.5","274.5","335","335","262.5","260","255","250","234.5","234.5","234.5","23.4","17.4","+0.11","-0.11","5,815","7,569"
="2312","金寶","15.4","+10","+14.5","+16.2","+13.2","+12","+19.4","+14.9","15.4","15.4","15.4","15.4","15.4","15.4","18.8","13.5","13.2","12.9","12.9","11.7","11.35","11.35","18.8","19.5","+0.39","+0.32","113,789","16,317"
="2313","華通","41.7","0","-1.88","-2.8","+1.58","+1.09","+9.02","+7.47","43.4","43.7","43.7","45.7","45.7","47.9","47.9","41.6","41.6","40.5","39.8","34.85","34.85","31.7","-10.1","-16.7","+0.05","+0.19","3,949","5,495"
="2314","台揚","80.7","+1.64","+0.5","+3.99","-0.98","0","+40.1","+59.8","82.5","82.5","82.7","96.5","96.5","96.5","96.5","78","78","75.5","75.5","57.1","44.8","27","0.98","-0.21","-2.46","-2.43","3,308","2,781"
="2316","楠梓電","31.35","+6.81","+7.18","+7.73","+9.62","+7.55","+14.2","+7","31.9","31.9","31.9","31.9","31.9","32.35","38.25","29.25","29.15","28.9","28.2","26","26","24.9","13.7","17.3","0","0","3,132","316"
="2324","仁寶","24.05","-1.03","+1.91","+0.84","+3","+0.63","+5.02","+6.18","24.55","24.55","24.55","24.55","24.85","24.85","27.95","23.6","23.6","23.15","23.15","22.85","21.25","20.3","1.69","-7.07","-0.41","-0.45","15,823","41,435"
="2330","台積電","601","-0.66","-0.17","+0.17","+1.35","-0.5","-2.28","-0.17","610","614","615","623","623","638","679","601","597","591","591","560","551","504","-2.72","-3.59","-0.18","-0.51","17,894","11,372"
="2337","旺宏","41.05","-0.85","-2.15","-3.07","-2.49","-4.31","+3.92","-7.13","42.15","42.65","43.5","44.25","44.25","48","50","40.8","40.8","40.8","40.75","34","34","34","2.88","-2.2","-0.12","+0.08","6,356","11,314"
="2338","光罩","99.9","-6.64","-10.8","-8.77","+2.46","+5.27","+22","+18.2","113","117","117","117","117","117","117","99.9","99.9","98.8","91","69.3","69.3","36.5","-13.9","-3.44","-2.61","-2.5","27,557","17,635"
="2340","光磊","65.1","+9.97","+12.6","+8.32","+12","+53.2","+86","+158","65.1","65.1","65.1","66.2","66.2","66.2","66.2","57.4","56.8","56.8","42.85","29.3","24.85","21.85","0.64","0.03","-0.32","+0.12","83,521","15,664"
="2342","茂矽","48.05","-0.62","-9.68","-11.3","+0.52","+5.49","+5.84","+45.4","53.7","57","57","57","57","57","57","47.7","47.7","47.5","45.2","39","32.8","26.3","-12.4","-4.44","-2.76","+0.03","4,844","10,293"
="2345","智邦","297","-2.3","+0.17","+4.76","+2.24","+3.12","+7.8","+0.68","307","307","307","311","311","354","354","294","280.5","276","276","226","226","226","1.49","3.68","-0.18","+5.33","1,305","1,656"
="2347","聯強","64.1","0","+3.39","+5.08","+10.7","+10.9","+21.6","+19.4","65.8","65.8","65.8","65.8","65.8","65.8","65.8","61.8","60.6","58.1","56.1","50.5","49.8","44.2","7.68","8.24","-0.31","-0.35","11,339","10,675"
="2348","海悅","112.5","+6.64","+4.17","+7.14","+11.4","+6.13","+20.1","+19","115.5","115.5","115.5","115.5","115.5","115.5","119.5","103.5","103.5","101","99.6","91.7","88.1","83","11.3","8.96","+7.39","+7.39","1,506","591"
="2353","宏碁","29.2","-1.85","-2.34","-1.85","+5.04","+8.96","+17.5","-6.71","30.5","30.9","30.9","30.9","30.9","32.4","35.85","29.2","29.2","27.5","26.8","23.45","23.45","23.25","8.48","12","+0.81","+1.08","19,707","14,851"
="2354","鴻準","64.8","-0.77","+0.78","-1.07","-0.31","-5.95","+2.86","-0.15","65.8","65.8","65.8","69.1","71.8","71.8","79.6","64.4","64.2","64","63.5","62.7","61.3","51.4","21.6","1.29","-0.08","-0.11","2,869","4,407"
="2355","敬鵬","35.9","+1.13","+1.7","+2.28","+7.81","+20.7","+18.9","+22.3","37.2","37.2","38.7","38.7","38.7","38.7","40.45","35","34.8","34.15","29.35","27.2","27.2","23.85","0.36","-1.57","-0.26","-0.48","3,892","6,799"
="2356","英業達","25.7","+0.59","+0.98","+0.59","-1.34","-3.02","+4.05","+1.78","25.75","25.75","26.45","27.1","27.1","27.6","28","25.5","25.4","25.2","25.2","24.5","23.1","22.65","-9.02","-10","+0.11","-2.47","3,106","7,177"
="2357","華碩","366.5","-0.41","+1.81","+0.41","+3.09","+1.81","+14.5","-4.31","371.5","371.5","371.5","371.5","378","390.5","428","361","360","352.5","351.5","319","307","247.5","16.3","-6.2","+0.05","+0.13","2,383","2,269"
="2359","所羅門","18.35","+2.8","+3.97","+6.69","+5.76","+3.09","+7.31","+6.38","18.4","18.4","18.4","18.4","18.4","19.25","20.3","17.7","17.3","17.15","17","16.75","16.65","15.25","11.5","8.63","0","0","1,005","594"
="2363","矽統","25.7","+0.59","-2.1","-3.56","+3.42","+2.8","-5.86","+18.4","26.55","27","27.5","28.6","28.6","31.8","31.8","25.5","25.5","25.35","24.15","22.2","20.55","15.2","-1.9","-3.35","+0.13","-0.32","4,879","9,258"
="2368","金像電","70.8","-1.39","-1.26","-0.98","+0.85","-2.88","+5.99","+20.6","75.2","75.2","76.4","80","80","83.6","83.6","70.8","70.8","70.8","67.3","59.1","56.5","38.65","-7.91","-6.47","-0.71","-1.74","7,922","8,245"
="2369","菱生","26.4","-0.38","-2.76","-0.75","+3.33","+7.54","-8.65","+40.1","27.35","27.8","29.45","29.45","29.7","32.3","32.3","26.3","26.3","26","24.55","23.2","18.4","13.1","-17.7","-11.8","-0.36","-1.33","5,746","7,645"
="2374","佳能","23.8","+0.85","-0.42","-0.42","+1.28","+21.7","+57.6","+55","25.9","25.9","25.9","25.9","25.9","25.9","25.9","23.35","23.35","22.9","19.05","14.8","14.45","13.45","-5.54","-1.62","+0.08","-1.2","4,846","9,351"
="2376","技嘉","160","+4.92","+12.3","+19","+21.2","+18.1","+77.6","+44.1","162","162","162","162","162","162","162","144","132","132","127","83","80.5","74.6","5.28","14.3","+6.69","+5.71","36,942","29,643"
="2377","微星","168.5","+1.51","+1.51","+3.06","+4.33","+6.31","+21.2","+0.9","173","173","173","173","173","186","203","165.5","162.5","157","157","123.5","117","117","10.6","9.98","-0.47","+0.66","8,443","3,538"
="2382","廣達","88.7","-0.67","+0.34","+1.6","+2.42","+6.87","+18","+3.14","89.9","89.9","89.9","89.9","89.9","92","102","88.2","87","85.9","83.9","74.9","72.5","72.5","-0.75","4.54","-0.36","-0.46","6,636","7,186"
="2383","台光電","279","-0.36","-0.36","+1.27","-0.36","+20.3","+27.1","+38.1","293","293","293.5","293.5","293.5","293.5","293.5","272","272","266","226.5","200","200","141.5","14.7","20.1","+0.54","+0.62","1,531","2,262"
="2388","威盛","87","+0.93","-2.25","-3.33","+3.57","-12.1","+84.9","+71.3","93","94.7","94.7","103.5","103.5","103.5","103.5","85.6","85.6","84","78.7","38.05","38.05","38.05","4.07","1.88","+1.25","-2.08","10,733","16,108"
="2395","研華","381","+0.13","-1.3","+0.93","+1.33","-1.68","+1.6","+17.1","393.5","393.5","393.5","398","398","398","398","377.5","370","353","353","338.5","323","303.5","3.09","10.9","0","0","1,293","821"
="2401","凌陽","38.55","-1.66","-5.05","-5.51","-0.9","-5.98","+1.85","+18.8","41.6","41.75","41.95","44.9","44.9","47.55","47.55","38.45","38.45","38.45","36.75","30.6","30.6","16.4","-13.4","-3.9","0","-1.03","8,568","11,233"
="2405","浩鑫","18.6","+9.73","+32.4","+46.5","+56.3","+53.7","+75.5","+43.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","14.2","12.7","12","11.85","10.3","10.1","10.1","-3.76","-2.74","0","0","9,166","35,242"
="2406","國碩","33.4","+9.87","+28.7","+31.2","+44.6","+44.3","+46.2","+82","33.4","33.4","33.4","33.4","33.4","33.4","33.4","25.8","25.4","23.2","22.1","20.7","18.35","14.5","7.21","8.14","+7.17","+9.44","151,135","88,670"
="2412","中華電","113.5","-0.44","-0.44","-0.44","+0.89","+0.89","+2.25","-0.87","114.5","114.5","114.5","115","115","118.5","118.5","113.5","113.5","112","112","110","109","108","0.75","5.63","+0.33","+0.32","4,187","2,892"
="2419","仲琦","26.3","+8.01","+10.3","+9.58","+6.91","+13.1","+38.4","+27.4","26.35","26.35","26.95","26.95","26.95","26.95","27.1","24.05","23.75","23.5","22.05","18.55","17.9","17.9","2.82","2.98","-0.01","-0.97","16,716","7,799"
="2426","鼎元","28.95","+3.95","+1.58","-9.25","+7.22","+10.5","+19.9","+11.1","29.4","32.95","32.95","32.95","32.95","32.95","32.95","27.3","27.3","27.2","25.75","19.7","19.7","15.45","-2.14","-6.5","-0.06","-0.1","12,424","5,823"
="2427","三商電","11.95","+2.14","+7.17","+8.64","+8.64","+11.2","+11.7","+6.7","12.25","12.25","12.25","12.25","12.25","12.25","14.45","11.2","11","10.9","10.75","10.25","10.25","10.25","1.18","1.43","0","0","1,825","2,849"
="2442","新美齊","13.9","+2.96","+4.51","+11.2","+22.5","+18.3","+17.8","+40","14.35","14.35","14.35","14.35","14.35","14.35","14.35","12.9","12.8","11.15","11.15","11.05","9.69","9.08","5.12","3.79","-0.44","+1.63","15,927","5,647"
="2449","京元電子","44.4","+0.23","-1.44","-1.22","+4.47","+5.46","+0.45","+3.5","45.5","45.85","45.85","45.85","45.85","51.4","52","44.05","44.05","43.1","41.2","36.4","36.4","33.55","20.6","23","-0.27","-0.06","3,486","9,154"
="2453","凌群","27.85","+2.39","+1.27","+3.15","+7.32","+11.8","+24.1","+10.3","28","28","28","28","28","28.9","30","26.85","26.85","25.8","24.85","21.3","21.3","16.6","37.4","36.1","0","+0.13","1,096","264"
="2454","聯發科","1075","0","-1.83","-0.92","+4.37","+9.36","+16","+9.69","1100","1110","1110","1120","1120","1120","1185","1065","1050","1010","991","839","839","689","0.73","8.87","-0.01","-0.69","3,304","3,191"
="2455","全新","143.5","+2.5","-1.03","0","-6.21","+7.09","+9.96","+20.6","149","149","162.5","162.5","162.5","162.5","162.5","138.5","138.5","138.5","132","110.5","109.5","89.6","-7.57","-8.9","-0.27","-0.65","3,297","3,689"
="2457","飛宏","42.25","+9.88","+10.6","+13.6","+19.2","+13.6","+29.4","+27.1","42.25","42.25","42.25","42.25","42.25","45","48.95","38.05","37.8","35.5","34.35","27.95","27.95","15.3","8.73","7.59","-0.83","-3.29","59,879","28,256"
="2476","鉅祥","63.5","-3.35","-2.61","-0.63","+7.63","+6.37","+8.55","+87.6","66.8","66.8","66.8","66.8","69","69","69","63.1","62.3","59.5","55.8","46.8","34.1","19.85","-6.28","4.82","+0.49","+0.43","9,062","7,632"
="2481","強茂","106","+0.95","-5.36","-6.19","0","+5.47","+14.8","+87.6","113.5","116.5","116.5","116.5","125","125","125","103.5","103.5","103.5","98.2","78","56.7","39.6","-11","-2.78","+0.19","-7.93","7,852","13,248"
="2482","連宇","18.55","+9.76","+13.1","+17.4","+35.4","+34.9","+42.7","+41.6","18.55","18.55","18.55","18.55","18.55","18.55","18.55","16.25","15.25","13.8","13.6","12.05","11.15","9.9","-2.2","-1.25","+31.3","+48.6","6,700","8,896"
="2484","希華","39.3","-0.25","-4.03","+0.13","-1.87","+11.5","+20.9","+31.2","40.9","41.1","43.6","46.1","46.1","46.1","46.1","38.95","38.35","38.35","35.85","28.45","28.45","21.6","-14.4","-8.98","+0.24","+0.08","3,579","3,098"
="2485","兆赫","21.8","+0.46","-5.01","+2.59","+3.56","+2.83","+23.2","+12.1","23.35","23.35","23.35","23.35","23.35","24.5","27","21.5","21.4","20.75","20.1","17","17","16.7","-11.7","-0.52","0","+0.04","3,372","5,876"
="2497","怡利電","91","+9.64","+11.7","+17.3","+50.7","+127","+173","+221","91","91","91","91","91","91","91","79","75","63.8","39.7","28.6","28.3","25.4","7.92","7.14","+0.88","+2.23","3,358","2,738"
="2498","宏達電","80.1","-0.74","-1.48","-6.97","+2.69","-11.9","+112","+100","84.6","88.8","88.8","97.3","97.3","97.3","97.3","80.1","80.1","75.6","72.3","33.7","33.7","27.7","0.94","-1.64","-1.43","-1.41","33,815","49,218"
